FITS file	Lambda	Pi	R0	axis angle	d Lambda	d theta	info	region file
LL3-Bally_17-extract.fits	2.9983718834032507	3.156275647124673	34.118473642338365	-48.262947196544516	-1.1068270410535586	65	Last iterated fit from circle_fit.py	new-LL3-ridge.reg
LL3-Bally_17-extract.fits	2.818092848560436	2.48048841598555	34.65748649682181	-45.84006314847406	-0.8793606670022858	70	Last iterated fit from circle_fit.py	new-LL3-ridge.reg
LL3-Bally_17-extract.fits	2.9983718834032507	3.156275647124673	34.118473642338365	-48.262947196544516	-1.1068270410535586	60	Last iterated fit from circle_fit.py	new-LL3-ridge.reg
LL4-Bally_24-extract.fits	3.287601699334969	2.814219054780752	40.18083052470254	-6.226511114793387	-0.7783437523761509	55	Last iterated fit from circle_fit.py	new-LL4-ridge.reg
LL4-Bally_24-extract.fits	3.3761970375765706	3.217015437833888	39.71251770506345	-5.022080723481636	-0.6356145787800391	65	Last iterated fit from circle_fit.py	new-LL4-ridge.reg
LL4-Bally_24-extract.fits	3.3241842235729404	2.8534254324321098	39.8137454390454	-2.2719333432902893	-0.3326775940690554	70	Last iterated fit from circle_fit.py	new-LL4-ridge.reg
LL4-Bally_24-extract.fits	3.315195374866625	2.5175409060190836	40.20982836830091	-3.0834775277904325	-0.4247532402418672	60	Last iterated fit from circle_fit.py	new-LL4-ridge.reg
LL5-Bally_07-extract.fits	3.5012227901637365	5.7753074289385085	35.487850073359134	62.79196257541506	0.3112365389096132	60	Last iterated fit from circle_fit.py	new-LL5-ridge.reg
LL5-Bally_07-extract.fits	3.5158346747175226	5.380638870785798	35.52996065339268	61.582436098198215	0.1578943281552565	70	Last iterated fit from circle_fit.py	new-LL5-ridge.reg
LL5-Bally_07-extract.fits	3.48152076495009	5.0887446767161695	35.626208437631	62.198528541924745	0.250461588404177	65	Last iterated fit from circle_fit.py	new-LL5-ridge.reg
LL5-Bally_07-extract.fits	3.360149282349373	4.660114006782714	35.75384091565902	63.47841534699667	0.25551570148269187	55	Last iterated fit from circle_fit.py	new-LL5-ridge.reg
LL6-Bally_08-extract.fits	4.378394118537469	4.9167167955464315	46.65248820220895	35.250575970844885	0.6771135931869889	60	Last iterated fit from circle_fit.py	new-LL6-ridge.reg
LL6-Bally_08-extract.fits	4.3715494767530885	6.935504600360937	45.63527645613291	33.05183390303233	0.20988745102072537	70	Last iterated fit from circle_fit.py	new-LL6-ridge.reg
LL6-Bally_08-extract.fits	4.37115308856351	5.942888044028691	46.117779367548536	34.08282383611579	0.4346033224592176	65	Last iterated fit from circle_fit.py	new-LL6-ridge.reg
LL6-Bally_08-extract.fits	4.375484513297549	3.0887125398054254	47.708851578588494	37.8999128156429	1.1379648336710115	55	Last iterated fit from circle_fit.py	new-LL6-ridge.reg
w000-400-Bally_09-extract.fits	2.757636526261293	4.2172667125231555	21.124435171061887	-36.57757890749657	-0.5618169337576855	65	Last iterated fit from circle_fit.py	new-w000-400-ridge.reg
w000-400-Bally_09-extract.fits	2.7857914481899284	4.342702581767132	21.17873832285091	-39.20302776125024	-0.7343561040675879	55	Last iterated fit from circle_fit.py	new-w000-400-ridge.reg
w000-400-Bally_09-extract.fits	2.7329694117383436	3.2622635385471157	21.3917426631039	-37.90168415950408	-0.6447232160225675	60	Last iterated fit from circle_fit.py	new-w000-400-ridge.reg
w000-400-Bally_09-extract.fits	2.7339268010187565	3.6638063023115692	21.27169816075101	-35.56216688505415	-0.4915092543313164	70	Last iterated fit from circle_fit.py	new-w000-400-ridge.reg
w005-514-Bally_16-extract.fits	1.6988628384146787	1.4249168244118637	28.76623666135565	-22.2989313128766	0.361125000881083	55	Last iterated fit from circle_fit.py	new-w005-514-ridge.reg
w005-514-Bally_16-extract.fits	1.677744794627635	1.496480630600377	28.701172066614753	-24.66699033314926	0.2900632747422388	65	Last iterated fit from circle_fit.py	new-w005-514-ridge.reg
w005-514-Bally_16-extract.fits	1.677744794627635	1.496480630600377	28.701172066614753	-24.66699033314926	0.2900632747422388	70	Last iterated fit from circle_fit.py	new-w005-514-ridge.reg
w005-514-Bally_16-extract.fits	1.6988628384146787	1.4249168244118637	28.76623666135565	-22.2989313128766	0.361125000881083	60	Last iterated fit from circle_fit.py	new-w005-514-ridge.reg
w012-407-Bally_01-extract.fits	2.5887059368361323	2.222252119027352	28.253196389848522	-41.854442615329965	-0.22273798912604814	60	Last iterated fit from circle_fit.py	new-w012-407-ridge.reg
w012-407-Bally_01-extract.fits	2.6056858545880504	2.7571820200494352	27.926130679883396	-40.241114951887916	-0.100173298935059	70	Last iterated fit from circle_fit.py	new-w012-407-ridge.reg
w012-407-Bally_01-extract.fits	2.6019265968981555	2.716526984863552	27.952643785825263	-40.08520907346345	-0.08799347845032224	65	Last iterated fit from circle_fit.py	new-w012-407-ridge.reg
w012-407-Bally_01-extract.fits	2.5887059368361323	2.222252119027352	28.253196389848522	-41.854442615329965	-0.22273798912604814	55	Last iterated fit from circle_fit.py	new-w012-407-ridge.reg
w030-524-Bally_01-extract.fits	2.1720073713575254	4.248478715202313	10.463764782652694	-45.24357435041079	-0.24111329623257705	65	Last iterated fit from circle_fit.py	new-w030-524-ridge.reg
w030-524-Bally_01-extract.fits	2.1803674733035256	6.472530337631809	10.360301552522031	-43.82160802847314	-0.2131084986247308	55	Last iterated fit from circle_fit.py	new-w030-524-ridge.reg
w030-524-Bally_01-extract.fits	2.1720073713575254	4.248478715202313	10.463764782652694	-45.24357435041079	-0.24111329623257705	60	Last iterated fit from circle_fit.py	new-w030-524-ridge.reg
w030-524-Bally_01-extract.fits	2.1625225227669107	3.708633144691764	10.54191218471349	-45.96169702741006	-0.25442035801225793	70	Last iterated fit from circle_fit.py	new-w030-524-ridge.reg
w069-601-Bally_01-extract.fits	2.183964360986092	2.619292119592166	13.78431408860591	-26.508976585485858	-0.05792398832865664	60	Last iterated fit from circle_fit.py	new-w069-601-ridge.reg
w069-601-Bally_01-extract.fits	2.1691147441920355	2.3846769059615065	13.877031630199635	-26.337422526680918	-0.05038649254895522	70	Last iterated fit from circle_fit.py	new-w069-601-ridge.reg
w069-601-Bally_01-extract.fits	2.176935440368044	2.4961166250203988	13.832512980217103	-26.89445694473525	-0.07384093585173135	65	Last iterated fit from circle_fit.py	new-w069-601-ridge.reg
w069-601-Bally_01-extract.fits	2.1984402494111928	3.045295014021216	13.687684563485107	-25.890538742065143	-0.03219943642307821	55	Last iterated fit from circle_fit.py	new-w069-601-ridge.reg
w073-227-Bally_01-extract.fits	2.3174394433702927	3.1808024153342305	25.375386346910254	-69.26884224956427	-0.4096362985439289	70	Last iterated fit from circle_fit.py	new-w073-227-ridge.reg
w073-227-Bally_01-extract.fits	2.3774831641327356	2.8909041975212877	25.58989065841349	-71.30825545956289	-0.4856719594645893	60	Last iterated fit from circle_fit.py	new-w073-227-ridge.reg
w073-227-Bally_01-extract.fits	2.4612159928871926	2.653114673561825	25.728764018831658	-72.9897438947922	-0.5796160124767181	55	Last iterated fit from circle_fit.py	new-w073-227-ridge.reg
w073-227-Bally_01-extract.fits	2.340577835304696	2.6751256284602545	25.715056066162386	-70.65495348078318	-0.45797482836347647	65	Last iterated fit from circle_fit.py	new-w073-227-ridge.reg
w266-558-Bally_06-extract.fits	2.6656225465246113	1.5519039745803023	22.343990207343854	84.27261072861303	0.593925715558179	60	Last iterated fit from circle_fit.py	new-w266-558-ridge.reg
w266-558-Bally_06-extract.fits	2.4466513507708667	2.097825211977183	21.84543772829056	80.95263386145128	0.186638750623636	70	Last iterated fit from circle_fit.py	new-w266-558-ridge.reg
w266-558-Bally_06-extract.fits	2.4466513507708667	2.097825211977183	21.84543772829056	80.95263386145128	0.186638750623636	65	Last iterated fit from circle_fit.py	new-w266-558-ridge.reg
w266-558-Bally_06-extract.fits	2.7452215444195023	1.6266100029364765	22.282596803359596	85.14708991447392	0.7042366606256469	55	Last iterated fit from circle_fit.py	new-w266-558-ridge.reg
