FITS file	Lambda	Pi	R0	axis angle	d Lambda	d theta	info	region file
042-628-Bally_16-extract.fits	2.058556917563508	2.4757680653833534	49.447578788631745	-8.787326462706119	-0.3191716741536419	55	Last iterated fit from circle_fit.py	new-042-628-ridge.reg
042-628-Bally_16-extract.fits	2.0325071144830034	2.013371375315957	49.88237344832455	-4.615648825169962	-0.16044303456832254	65	Last iterated fit from circle_fit.py	new-042-628-ridge.reg
042-628-Bally_16-extract.fits	2.0233091472628817	1.9224376858987517	50.07004514812805	-3.7996425262346407	-0.12945186480965687	70	Last iterated fit from circle_fit.py	new-042-628-ridge.reg
042-628-Bally_16-extract.fits	2.0609901338635552	2.5368264748858613	49.383240958826434	-8.66061131029853	-0.3148027274117674	60	Last iterated fit from circle_fit.py	new-042-628-ridge.reg
109-246-Bally_01-extract.fits	3.609231385750499	8.498219558700447	31.88589529554706	-72.12913929858418	0.009662013826000848	60	Last iterated fit from circle_fit.py	new-109-246-ridge.reg
109-246-Bally_01-extract.fits	3.5961977568659744	7.227012209992901	31.995054924932983	-72.11079060312818	0.01181019293805008	70	Last iterated fit from circle_fit.py	new-109-246-ridge.reg
109-246-Bally_01-extract.fits	3.602891030462777	7.17757372797733	32.00438630572707	-72.3082036128602	-0.011653260912027674	65	Last iterated fit from circle_fit.py	new-109-246-ridge.reg
109-246-Bally_01-extract.fits	3.609231385750499	8.498219558700447	31.88589529554706	-72.12913929858418	0.009662013826000848	55	Last iterated fit from circle_fit.py	new-109-246-ridge.reg
116-3101-Bally_14-extract.fits	1.643355503094106	1.5589023970542266	24.76495849322862	33.127984561391045	-0.05854790216328298	70	Last iterated fit from circle_fit.py	new-116-3101-ridge.reg
116-3101-Bally_14-extract.fits	1.613500275717691	1.367401870244701	25.097209243832232	36.08545564608949	-0.010921306025721722	60	Last iterated fit from circle_fit.py	new-116-3101-ridge.reg
116-3101-Bally_14-extract.fits	1.6054056900941038	1.3227378896938708	25.15041129697676	37.510965746413746	0.012422292373283184	55	Last iterated fit from circle_fit.py	new-116-3101-ridge.reg
116-3101-Bally_14-extract.fits	1.6139533506693509	1.3868177388166127	25.068342959515203	36.511846261922074	-0.003935549237752078	65	Last iterated fit from circle_fit.py	new-116-3101-ridge.reg
308-3036-Bally_08-extract.fits	1.6296778626349488	1.3349087085467353	34.97051503742329	75.98508407255463	0.4069300037091871	55	Last iterated fit from circle_fit.py	new-308-3036-ridge.reg
308-3036-Bally_08-extract.fits	1.5666599549322386	1.3544005960434395	34.96327066012311	71.16914085801945	0.29804302377012937	65	Last iterated fit from circle_fit.py	new-308-3036-ridge.reg
308-3036-Bally_08-extract.fits	1.5521755030798972	1.3242283285164271	35.0527753749412	70.34266423679436	0.2789896488971908	70	Last iterated fit from circle_fit.py	new-308-3036-ridge.reg
308-3036-Bally_08-extract.fits	1.606527206857463	1.2713402510816323	35.11623895958136	74.73391678522202	0.37705425541390347	60	Last iterated fit from circle_fit.py	new-308-3036-ridge.reg
4285-458-Robberto_ACS_1r_f658n-extract.fits	2.136160429437224	2.964390738280816	29.600589638259397	-84.16617161308162	-0.21521692715681218	65	Last iterated fit from circle_fit.py	new-4285-458-ridge.reg
4285-458-Robberto_ACS_1r_f658n-extract.fits	2.1348616868308614	2.852432936576132	29.681974435448357	-84.61838823036844	-0.23025977152757238	55	Last iterated fit from circle_fit.py	new-4285-458-ridge.reg
4285-458-Robberto_ACS_1r_f658n-extract.fits	2.133011136198394	2.824339301683894	29.698404246903692	-84.55193354357606	-0.22783634594138957	60	Last iterated fit from circle_fit.py	new-4285-458-ridge.reg
4285-458-Robberto_ACS_1r_f658n-extract.fits	2.1210520764977447	2.7975208775251543	29.74079440884291	-83.66538228363456	-0.1969245001418598	70	Last iterated fit from circle_fit.py	new-4285-458-ridge.reg
4468-605-Bally_17-extract.fits	1.7466335275286518	1.3598604978271087	41.376332979240544	0.6326919961838334	0.2909704542532092	65	Last iterated fit from circle_fit.py	new-4468-605-ridge.reg
4468-605-Bally_17-extract.fits	1.8423664735026286	1.1431017209018488	42.03174656991576	3.8483699148638366	0.4391352182973478	55	Last iterated fit from circle_fit.py	new-4468-605-ridge.reg
4468-605-Bally_17-extract.fits	1.7466335275286518	1.3598604978271087	41.376332979240544	0.6326919961838334	0.2909704542532092	60	Last iterated fit from circle_fit.py	new-4468-605-ridge.reg
4468-605-Bally_17-extract.fits	1.7818860659149207	1.4644520375331467	40.833112692477734	0.8378159289490128	0.30881000601832964	70	Last iterated fit from circle_fit.py	new-4468-605-ridge.reg
LL1-Bally_01-extract.fits	2.344113170216917	2.541758090515667	43.6106944615936	-40.06863128909748	0.1259257722841045	60	Last iterated fit from circle_fit.py	new-LL1-ridge.reg
LL1-Bally_01-extract.fits	2.357130375484536	2.8295429079486314	43.31738610529876	-40.20547805129556	0.11768060342273712	70	Last iterated fit from circle_fit.py	new-LL1-ridge.reg
LL1-Bally_01-extract.fits	2.3442485022546187	2.703583455855304	43.4394088985571	-40.50639558272008	0.09740066621770116	65	Last iterated fit from circle_fit.py	new-LL1-ridge.reg
LL1-Bally_01-extract.fits	2.3055266025241563	2.053908573258667	44.02373357967878	-41.746720833190516	0.032827485812792156	55	Last iterated fit from circle_fit.py	new-LL1-ridge.reg
LL3-Bally_17-extract.fits	3.093713787151539	4.58110074306364	33.68093334909886	-51.210478085317554	-1.2667907662394167	55	Last iterated fit from circle_fit.py	new-LL3-ridge.reg
