Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
522	5.18060100039112	1.0136550231613826	126.20912744643667	-8.790872553563332	34.502071736711805	0.8229071835174278	11.647652964331378	2.0024078419307703	9.695464488791014	1.3155489960438207	84.91959904658512	-86.85266860971117	44.34020657404031	-60.863587141551264	nan	nan	0.0	141.0	6.330897703858972	16.99952987618199	4.397057050508284	21.752509073835107	0.42617887585181885
