Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
1	30.560463223599896	1.1338310377001002	329.7482036499283	-57.251796350071686	32.25271172592694	1.3436455761932766	49.72240595355174	3.4720849132861735	50.00280486949646	5.384730999627221	73.49042488296102	-60.7837760603943	8.036901360547555	132.6389199567891	36.87223665514737	32.12059763714783	182.32786947392123	1.979483556621364
