Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
293	5.278358315114128	0.0	292.0712334723383	16.071233472338292	3.015074758334026	0.11124507721015883	5.302461373969833	1.5968755421466976	5.269644255107078	1.8802112916495115	nan	nan	119.6079674573912	-119.95537269456437	nan	nan	0.0	141.0	7.006061431018848	0.4907566665036862	-4.8002666723908085	5.291023338894495	3.659093703029492	-1.9677162781243998	-0.08455985718402244
