Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
87	15.787878418803288	0.6284102746433536	60.04431795919501	-9.955682040804987	45.8716696293923	0.5830300408174329	30.981936092736447	1.4757193036370357	29.25178926912842	2.2044724796122948	67.34563387652466	-56.980031479252126	46.739707039557814	-26.32031317005297	89.15253515246604	-81.25510314204394	5.582026044436463	119.57507575039138	18.280588785827163	16.816222125490164	-7.289581619530825	24.105803745020985	16.10250019777698	69.55163343517664	1.687539573716764
