Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
640	8.307636282321011	1.8082506951212924	33.95466693282341	-11.045333067176593	5.762102654448671	1.7149220598900181	10.40905218818509	1.2729352433906136	11.754533610817669	1.7510309584824708	103.07038349466742	-102.4820634091065	58.08121119942686	-12.575220707382748	145.66835080517978	-121.74625442520215	2.182066930716261	407.9415570796113	13.936695159812029	12.415905072098496	5.847372859038325	114.7509316875173	1.3161505309138437
