Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
37	7.069331421310885	0.8637743516025613	86.19094568440491	-8.809054315595091	10.965634291336068	1.219579782128094	8.592630939337463	2.2723067369457586	10.204083110894176	1.9370798871796018	111.54444033948653	-105.15004721149728	77.82505720944988	-61.7668315999784	159.37039991450126	-177.7594088757698	3.9620484895310737	221.66603576180125	11.941309970219105	25.268208756596948	6.798055194349888	18.10194038320621	0.22498868336018424
