Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
299	8.687890118353373	2.3431513324067645	120.86704266978683	-4.1329573302131735	221.17919487944772	1.6293136226278817	9.596505847283607	0.0	8.229451374109752	4.070355827998482	61.969700777499924	-2.1372672865143585	2.7764461046056823	-2.1372672865143585	84.67956464765385	-2.1372672865143585	37.13629399570127	35.232875423239435	19.53628633411969	6.116496351433666	-7.598153578168111	13.714649929601777	6.0223063470319635	0.6105605531795026	0.08949888458525476
