Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast
440	8.94385492569516	0.0064636821435479766	86.62700484934791	1.6270048493479123	36.031966969249964	0.8578234198602485	17.24546662328429	1.9411863234985995	17.65965055699673	1.1206200254565093	74.57390967838663	-91.59652357806067	39.67206987368111	-28.948629084128797	116.85640808367933	-121.77449313215953	-6.827490272133087	156.88934220468983	14.252111919286794	13.719048678320931	-1.479835241245624	15.198883919566555	9.479405508003191	108.42662891488702	1.8795117859905124
