Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
427	5.137541683452877	1.6898843572436877	115.49557469964677	15.495574699646767	88.79633984881438	1.6780364723891488	11.31860739781279	2.83157560241054	14.322056185777262	0.18453212600888058	147.69796359776115	-82.13726477144101	9.77076582631095	-69.95365550184086	147.69796359776115	-158.21314370371636	24.355992063133392	1754.519460750366	2.9529161580849266	31.46121109828034	4.339826395635621	0.44567316126032697	0.027863596510947258
