Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast
429	4.864775901776951	1.1073254888702424	278.20846537436864	18.208465374368643	3.400302927006408	1.3666531675267828	7.1196527355763966	1.6610383889506664	7.5908784910341796	1.1772730562953397	90.25466388078172	-92.79899009654295	11.561075114280015	-54.35548364725818	nan	nan	0.0	141.0	6.8969696935616955	13.961096973878302	4.216249389524045	98.90846365913501	0.6817235169602631
