theta	R
0.0	0.3956652994182917
0.01578689775673263	0.4212457574250656
0.03157379551346526	0.41700909765542615
0.04736069327019789	0.3963737528841388
0.06314759102693052	0.39602600963114337
0.07893448878366315	0.40279475038602613
0.09472138654039577	0.3982301208216374
0.1105082842971284	0.3968989927630222
0.12629518205386103	0.3974894654571629
0.14208207981059368	0.40003108898464557
0.1578689775673263	0.3982704167474451
0.1736558753240589	0.39827977103982665
0.18944277308079155	0.40005203202262307
0.2052296708375242	0.40019705883634127
0.2210165685942568	0.40012585962129793
0.23680346635098942	0.4007175890277962
0.25259036410772207	0.40260337788961786
0.2683772618644547	0.4024429654621712
0.28416415962118735	0.4026934188517369
0.29995105737791994	0.4041603798742952
0.3157379551346526	0.40519828646588407
0.3315248528913852	0.4053504638714102
0.3473117506481178	0.4064911651663989
0.36309864840485045	0.40836629364555205
0.3788855461615831	0.4085603429868354
0.39467244391831574	0.4094584877669701
0.4104593416750484	0.4110589921460259
0.42624623943178097	0.4121703118345504
0.4420331371885136	0.4129916294968555
0.45782003494524626	0.41436500452095976
0.47360693270197884	0.41624870192908886
0.4893938304587115	0.4170598596298435
0.5051807282154441	0.4185283057418733
0.5209676259721767	0.42053904066542064
0.5367545237289094	0.4216736312713783
0.552541421485642	0.4230545152903916
0.5683283192423747	0.42517914200071416
0.5841152169991073	0.42688527118853614
0.5999021147558399	0.42849836469011404
0.6156890125125726	0.4301572618692186
0.6314759102693052	0.4325093057313606
0.6472628080260378	0.4340230805556756
0.6630497057827704	0.4362213785761271
0.678836603539503	0.43836244796353413
0.6946235012962356	0.44023941097089553
0.7104103990529683	0.4422474273080867
0.7261972968097009	0.44503209732745286
0.7419841945664336	0.44724486542965436
0.7577710923231662	0.449517264305327
0.7735579900798988	0.4520750444586031
0.7893448878366315	0.45468966136565064
0.8051317855933641	0.4572273410564243
0.8209186833500968	0.4594636328220959
0.8367055811068294	0.4625100915727392
0.8524924788635619	0.4653515951955068
0.8682793766202946	0.46779967326353067
0.8840662743770272	0.47111094295641626
0.8998531721337598	0.4738635800902567
0.9156400698904925	0.47721418212595457
0.9314269676472251	0.48009501583805886
0.9472138654039577	0.48343618770842034
0.9630007631606904	0.4871016237314866
0.978787660917423	0.49023270592501655
0.9945745586741557	0.494229861034093
1.0103614564308883	0.4974319626951682
1.0261483541876208	0.5014635347227279
1.0419352519443534	0.5052689514572881
1.0577221497010862	0.5090235328806421
1.0735090474578188	0.5127227796550192
1.0892959452145514	0.5174396427233314
1.105082842971284	0.5212057106905171
