theta	R
0.0	0.3956418884658688
0.01578689775673263	0.5196176478479486
0.03157379551346526	0.5175148543255559
0.04736069327019789	0.5046619997729743
0.06314759102693052	0.49703626438950754
0.07893448878366315	0.4929431707115109
0.09472138654039577	0.4910386598533898
0.1105082842971284	0.49055677065602776
0.12629518205386103	0.4905586601506153
0.14208207981059368	0.4910029754333626
0.1578689775673263	0.49201017962178734
0.1736558753240589	0.4732152709870722
0.18944277308079155	0.45792483771400233
0.2052296708375242	0.4454998086282273
0.2210165685942568	0.4347765859564561
0.23680346635098942	0.4271868464037983
0.25259036410772207	0.4202862719715898
0.2683772618644547	0.41578325209133726
0.28416415962118735	0.41199023991158157
0.29995105737791994	0.40965915923739277
0.3157379551346526	0.40843570465064727
0.3315248528913852	0.4079927003425268
0.3473117506481178	0.40800326017272187
0.36309864840485045	0.40850767365978446
0.3788855461615831	0.40973838195789075
0.39467244391831574	0.41166358617150944
0.4104593416750484	0.41424791182129367
0.42624623943178097	0.4174531009046636
0.4420331371885136	0.4207352153321265
0.45782003494524626	0.4249944836326488
0.47360693270197884	0.42913415560731466
0.4893938304587115	0.43429875704607335
0.5051807282154441	0.43916547813492546
0.5209676259721767	0.44153181392287705
0.5367545237289094	0.44037655690617833
0.552541421485642	0.4395616887609526
0.5683283192423747	0.4390317187752576
0.5841152169991073	0.4389484189615653
0.5999021147558399	0.4389873088761239
0.6156890125125726	0.4393178815288619
0.6314759102693052	0.4399789175225451
0.6472628080260378	0.4409662193653661
0.6630497057827704	0.44227493255589384
0.678836603539503	0.4438995878080455
0.6946235012962356	0.4458341495447638
0.7104103990529683	0.4480720690459512
0.7261972968097009	0.4506063404774087
0.7419841945664336	0.45284216751819817
0.7577710923231662	0.45589098726015165
0.7735579900798988	0.4592146224375967
0.7893448878366315	0.46280488208918874
0.8051317855933641	0.4666534102390456
0.8209186833500968	0.47075174283146143
0.8367055811068294	0.4742045460401805
0.8524924788635619	0.4787310659618714
0.8682793766202946	0.48348358123451274
0.8840662743770272	0.4884536986180738
0.8998531721337598	0.4909489967714534
0.9156400698904925	0.4931692648247175
0.9314269676472251	0.49559746786615144
0.9472138654039577	0.4982305191096361
0.9630007631606904	0.5010651643320161
0.978787660917423	0.5048867655814392
0.9945745586741557	0.5081623545476315
1.0103614564308883	0.5116280178837316
1.0261483541876208	0.5152799823918469
1.0419352519443534	0.5201010501285285
1.0577221497010862	0.5241580154692292
1.0735090474578188	0.5283885582967062
1.0892959452145514	0.5327886783382946
1.105082842971284	0.5385211793641964
1.1208697407280166	0.543288166227336
1.1366566384847494	0.549466565774282
1.152443536241482	0.5545801745875943
1.1682304339982146	0.5611793423443701
1.1840173317549472	0.5666196707098781
1.1998042295116798	0.573615056550808
1.2155911272684123	0.579362775623271
1.2313780250251452	0.5867306654431572
1.2471649227818777	0.59302942333054
1.2629518205386103	0.5981489392038212
1.278738718295343	0.6047802336236493
1.2945256160520755	0.6102661575507055
1.3103125138088083	0.6173434522700677
1.326099411565541	0.6231766033597962
1.3418863093222735	0.6306760475364132
1.357673207079006	0.6368374946259608
1.3734601048357387	0.6447356710619916
1.3892470025924712	0.6528454754661311
1.405033900349204	0.661160007501935
1.4208207981059366	0.667954492397671
1.4366076958626692	0.6766206157808131
1.4523945936194018	0.685472951272745
1.4681814913761344	0.6945052010174446
1.4839683891328672	0.703711242528582
1.4997552868895998	0.7149795428162433
1.5155421846463324	0.7245472628845957
1.531329082403065	0.7342703986793014
1.5471159801597976	0.7461357774587712
1.5629028779165304	0.756182219973736
1.578689775673263	0.7684208801074207
1.5944766734299956	0.780791579144254
1.6102635711867281	0.7926914262145425
1.6260504689434607	0.8048141107580948
1.6418373667001935	0.8171505948729934
1.6576242644569261	0.8275880199862681
1.6734111622136587	0.8402940666113925
1.6891980599703913	0.8553572965561436
1.7049849577271239	0.8684650252328454
1.7207718554838565	0.8817461549083775
1.7365587532405893	0.8974504409345384
1.7523456509973219	0.913370169348616
1.7681325487540545	0.9271792830215452
1.783919446510787	0.9434721035323294
1.7997063442675196	0.9623212455866906
1.8154932420242524	0.9790044327752404
1.831280139780985	0.9958562871957862
1.8470670375377176	1.015311841101514
1.8628539352944502	1.0349659709644718
1.8786408330511828	1.0548080376447226
1.8944277308079154	1.0773425476841374
1.9102146285646482	1.097551418440755
1.9260015263213808	1.1204754301527178
1.9417884240781134	1.1435882443539946
1.957575321834846	1.1668788141733455
1.9733622195915785	1.1929531526102901
1.9891491173483113	1.219220967235732
2.0049360151050437	1.2456699604889916
2.0207229128617765	1.2749594876990584
2.0365098106185093	1.3044403027111093
2.0522967083752417	1.3340993580370752
2.0680836061319745	1.366172636890757
2.083870503888707	1.3986686832584168
2.0996574016454397	1.4322694406188137
2.1154442994021725	1.4669803664719532
2.131231197158905	1.5055581583303266
2.1470180949156377	1.5443429202901857
2.16280499267237	1.5833169823218909
2.178591890429103	1.6252667998281811
2.1943787881858356	1.6702125081930754
