theta	R
0.0	0.8092531099584205
0.01578689775673263	0.8093032226102379
0.03157379551346526	0.8094566630982579
0.04736069327019789	0.8097121609405845
0.06314759102693052	0.8100696084134734
0.07893448878366315	0.8105288236454384
0.09472138654039577	0.811089220686827
0.1105082842971284	0.8117374130711493
0.12629518205386103	0.8124705640673475
0.14208207981059368	0.8133057443651259
0.1578689775673263	0.8142510557673127
0.1736558753240589	0.8153054505458751
0.18944277308079155	0.8164592483016871
0.2052296708375242	0.8177118020638485
0.2210165685942568	0.8190752656610443
0.23680346635098942	0.820553894692456
0.25259036410772207	0.8221182823533619
0.2683772618644547	0.8238008532890678
0.28416415962118735	0.8255857797061006
0.29995105737791994	0.8274724581818778
0.3157379551346526	0.8294883146397602
0.3315248528913852	0.8315791977793948
0.3473117506481178	0.8338040233822871
0.36309864840485045	0.836134073654533
0.3788855461615831	0.8385943224114638
0.39467244391831574	0.8411526171601459
0.4104593416750484	0.8438298696890463
0.42624623943178097	0.8466126250747271
0.4420331371885136	0.8495348605275004
0.45782003494524626	0.8525628021776432
0.47360693270197884	0.8557211524950948
0.4893938304587115	0.858980914752851
0.5051807282154441	0.8623703650397927
0.5209676259721767	0.8658799748475713
0.5367545237289094	0.8695456664815066
0.552541421485642	0.8733242912034921
0.5683283192423747	0.8772818384666553
0.5841152169991073	0.8813084396115394
0.5999021147558399	0.8854708340540486
0.6156890125125726	0.88980304942198
0.6314759102693052	0.8942671566210935
0.6472628080260378	0.8989397490790382
0.6630497057827704	0.9037167086428327
0.678836603539503	0.9085869600718041
0.6946235012962356	0.9136163801391668
0.7104103990529683	0.918837381224753
0.7261972968097009	0.9242319186412272
0.7419841945664336	0.9297921564329988
0.7577710923231662	0.9354646590099752
0.7735579900798988	0.9413414114720051
0.7893448878366315	0.9474323445034639
0.8051317855933641	0.9536205719339598
0.8209186833500968	0.9599839831867647
0.8367055811068294	0.966557595558011
0.8524924788635619	0.973361387284631
0.8682793766202946	0.9802587762912589
0.8840662743770272	0.98742070389383
0.8998531721337598	0.9948058263259417
0.9156400698904925	1.002347297952961
0.9314269676472251	1.0101102004119464
0.9472138654039577	1.0180813723545186
0.9630007631606904	1.0262984089779785
0.978787660917423	1.034763288134678
0.9945745586741557	1.0433673814725675
1.0103614564308883	1.0522606547217888
1.0261483541876208	1.0615331722534702
1.0419352519443534	1.0709003671652741
1.0577221497010862	1.0804878246584848
1.0735090474578188	1.0903867622176098
1.0892959452145514	1.1005990169952475
1.105082842971284	1.111047912431684
1.1208697407280166	1.1218165946305607
1.1366566384847494	1.1328420396529952
1.152443536241482	1.1442140472635352
1.1682304339982146	1.155887262060124
1.1840173317549472	1.1679387940839192
1.1998042295116798	1.1801392282104948
1.2155911272684123	1.19281647921012
1.2313780250251452	1.2058718430343491
1.2471649227818777	1.2192028057519237
1.2629518205386103	1.2329261336985826
1.278738718295343	1.247120168710521
1.2945256160520755	1.261647234389132
1.3103125138088083	1.2765477331139317
1.326099411565541	1.2919164794007223
1.3418863093222735	1.3077372130331013
1.357673207079006	1.3239687952488806
1.3734601048357387	1.3406466477028045
1.3892470025924712	1.3579028571655465
1.405033900349204	1.3756912731983542
1.4208207981059366	1.3937591643026466
1.4366076958626692	1.4125161726388762
1.4523945936194018	1.4318777773303675
1.4681814913761344	1.4516833079895068
1.4839683891328672	1.4721923719843606
1.4997552868895998	1.4932491779778614
1.5155421846463324	1.5150598027268296
1.531329082403065	1.5373391740266582
1.5471159801597976	1.5604200202894987
1.5629028779165304	1.5843575981817923
1.578689775673263	1.6088142084415205
1.5944766734299956	1.6340673287997523
1.6102635711867281	1.66012573939931
1.6260504689434607	1.6870402064758871
1.6418373667001935	1.7148701539214721
1.6576242644569261	1.7435475366233621
1.6734111622136587	1.7732515238788449
1.6891980599703913	1.8037101061062315
1.7049849577271239	1.8353490640196373
1.7207718554838565	1.8680486780830967
1.7365587532405893	1.901825700372282
1.7523456509973219	1.9367363737497247
1.7681325487540545	1.9728307398489606
1.783919446510787	2.0102782561554737
1.7997063442675196	2.048873121485122
1.8154932420242524	2.088914408014236
1.831280139780985	2.13043038576132
1.8470670375377176	2.1733946491746607
1.8628539352944502	2.217995860088426
1.8786408330511828	2.2642070771465588
1.8944277308079154	2.3120780465285335
1.9102146285646482	2.361868302137025
1.9260015263213808	2.4134452113846017
1.9417884240781134	2.467030386480068
1.957575321834846	2.5227491289497137
1.9733622195915785	2.580651376820293
1.9891491173483113	2.6408775184661093
2.0049360151050437	2.703687884835962
2.0207229128617765	2.7690473382897087
2.0365098106185093	2.8371558424093877
2.0522967083752417	2.9075567965540166
2.0680836061319745	2.9810807614431534
2.083870503888707	3.0580801747522717
2.0996574016454397	3.138292836416848
2.1154442994021725	3.2220921678953456
2.131231197158905	3.3096679190796694
2.1470180949156377	3.4011416855097587
2.16280499267237	3.496914727104801
2.178591890429103	3.5971117927677794
2.1943787881858356	3.702032362915065
2.210165685942568	3.812043262336693
2.225952583699301	3.927279597084591
2.241739481456033	4.048326489398158
2.257526379212766	4.175510140648577
2.273313276969499	4.3090167099203045
2.289100174726231	4.449554677706732
2.304887072482964	4.59750038368156
2.3206739702396963	4.753360550289326
2.336460867996429	4.917816709246517
2.3522477657531615	5.091078692957382
2.3680346635098943	5.274217804278279
2.383821561266627	5.467923142600712
2.3996084590233595	5.672893436737098
2.4153953567800923	5.8900222251193135
2.4311822545368247	6.120295753334321
2.4469691522935575	6.3647896646565405
2.4627560500502903	6.6245868769273315
2.4785429478070227	6.901069837756427
2.4943298455637555	7.195764401569612
2.510116743320488	7.509820623396928
2.5259036410772207	7.845487943544001
2.5416905388339535	8.204366811458458
2.557477436590686	8.588832570423401
2.5732643343474186	9.001192827836368
2.589051232104151	9.444236139672721
2.604838129860884	9.920915402009516
2.6206250276176166	10.434700820867217
2.636411925374349	10.989483001645658
2.652198823131082	11.58973610661064
2.667985720887814	12.239934763531947
2.683772618644547	12.946271989524673
2.69955951640128	13.715114923973356
2.715346414158012	14.553706379081847
2.731133311914745	15.470747586156262
2.7469202096714773	16.47590063563227
2.76270710742821	17.580929701848234
2.7784940051849425	18.799020123874627
2.7942809029416753	20.14585168752314
2.810067800698408	21.64013370694671
2.8258546984551405	23.303913726523124
2.8416415962118733	25.16349679512659
2.8574284939686057	nan
2.8732153917253385	nan
2.8890022894820713	nan
2.9047891872388036	nan
2.9205760849955364	nan
2.936362982752269	nan
2.9521498805090016	nan
2.9679367782657344	nan
2.983723676022467	nan
2.9995105737791996	nan
3.015297471535932	nan
3.031084369292665	nan
3.0468712670493976	nan
3.06265816480613	nan
3.0784450625628628	nan
3.094231960319595	nan
3.110018858076328	nan
3.1258057558330608	nan
3.141592653589793	nan
