Title: The Initial Mass Function of the Orion Nebula Cluster 
       across the H-burning limit 
Authors: Da Rio N., Robberto M., Hillenbrand L.A., Henning T., Stassun K.G. 
Table: Table 3
================================================================================
Byte-by-byte Description of file: apj416802t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units      Label  Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---        ID     Source identification number
  24 05 34 42.49 -05 22 46.2 3.486 0.001 -1.129 0.014  1.536  0.080  0.140 0.004  6.270 0.012 0.152 0.002 6.336 0.013
  25 05 34 41.81 -05 21 49.5 3.467 0.001 -1.228 0.029  0.492  0.168 ~0.074       <6.          0.122 0.002 6.350 0.021
  26 05 34 44.80 -05 22 38.5 3.470 0.002 -1.704 0.051  0.829  0.301  0.074 0.004  6.585 0.025 0.108 0.009 6.821 0.016
  27 05 34 46.70 -05 21 24.7 3.507 0.001 -1.077 0.014  0.934  0.064  0.222 0.004  6.520 0.017 0.192 0.002 6.418 0.018
  28 05 34 46.78 -05 21 28.8 3.543 0.001 -0.881 0.017  0.882  0.076  0.442 0.009  6.850 0.020 0.310 0.006 6.530 0.023
  29 05 34 45.95 -05 22 50.7 3.485 0.001 -1.113 0.013  2.576  0.077  0.137 0.004  6.240 0.010 0.149 0.002 6.316 0.012
  30 05 34 45.98 -05 22 47.5 3.482 0.002 -1.329 0.023  2.602  0.140  0.115 0.007  6.400 0.012 0.147 0.003 6.529 0.020
  31 05 34 46.24 -05 23 25.6 3.551 0.010 -0.394 0.052  3.403  0.278  0.572 0.095  6.345 0.079 0.310 0.039 5.909 0.009
  32 05 34 48.83 -05 23 18.0 3.569 0.010 -0.053 0.059  1.739  0.294  0.822 0.112  6.140 0.046 0.301 0.022 5.572 0.053
  33 05 34 47.93 -05 23 40.3 3.496 0.001 -0.984 0.012  1.034  0.053  0.184 0.004  6.255 0.016 0.166 0.002 6.229 0.012
  34 05 34 46.99 -05 23 57.6 3.487 0.001 -1.766 0.016  0.299  0.090  0.094 0.004  6.820 0.020 0.144 0.004 7.118 0.018
  35 05 34 46.38 -05 24 31.9 3.585 0.010 -0.307 0.050  0.364  0.237  0.945 0.094  6.710 0.049 0.452 0.031 6.054 0.019
  36 05 34 48.11 -05 22 38.5 3.472 0.001 -0.992 0.022  1.453  0.126 ~0.088       <6.          0.129 0.001 6.155 0.028
  37 05 34 51.78 -05 21 39.4 3.525 0.006 -0.551 0.077  0.684  0.341  0.363 0.045  6.170 0.087 0.213 0.020 5.951 0.131
  38 05 34 50.48 -05 23 35.3 3.536 0.001 -0.782 0.014  1.047  0.064  0.385 0.009  6.580 0.019 0.265 0.006 6.284 0.019
  39 05 34 51.64 -05 22 39.8 3.444 0.014 -2.240 0.290 -0.123  1.882  0.042 0.013  6.845 0.170 0.039 0.026 6.815 0.171
  40 05 34 50.70 -05 24 01.2 3.639 0.010 -0.053 0.016  0.000  0.207  1.315 0.015  6.890 0.085 0.663 0.066 6.100 0.087
  41 05 34 52.18 -05 22 31.7 3.542 0.010 -0.004 0.061  0.594  0.311 ~0.572       <6.          0.216 0.018 4.837 0.050
  42 05 34 50.81 -05 24 03.1 3.541 0.003 -0.744 0.106  0.507  0.387  0.433 0.022  6.630 0.162 0.289 0.019 6.288 0.168
  43 05 34 54.26 -05 21 35.4 3.551 0.010 -0.409 0.067  0.427  0.386  0.568 0.097  6.360 0.062 0.311 0.034 5.922 0.031
  44 05 34 52.00 -05 24 18.8 3.527 0.001 -0.611 0.014  1.276  0.061  0.356 0.008  6.255 0.018 0.221 0.004 6.005 0.014
  45 05 34 53.87 -05 22 20.7 3.490 0.002 -1.150 0.018  1.130  0.089  0.155 0.006  6.345 0.021 0.160 0.003 6.375 0.020
  46 05 34 52.57 -05 24 03.7 3.560 0.010 -0.383 0.007  0.000  0.247  0.656 0.095  6.460 0.143 0.352 0.047 5.955 0.068
  47 05 34 55.96 -05 23 12.9 3.675 0.010  1.000 0.037  1.084  0.163                           1.200 0.292 5.290 0.174
  48 05 34 53.80 -05 22 26.6 3.485 0.010 -1.053 0.069  1.028  0.391  0.140 0.033  6.190 0.084 0.149 0.014 6.252 0.037
  49 05 34 52.03 -05 24 42.9 3.526 0.006 -0.312 0.076  1.337  0.334  0.407 0.053  6.005 0.030 0.200 0.015 5.221 0.201
  50 05 34 54.55 -05 23 01.7 3.495 0.002 -1.370 0.021  2.907  0.113  0.145 0.008  6.610 0.027 0.175 0.005 6.706 0.028
  51 05 34 53.18 -05 24 00.9 3.454 0.003 -1.739 0.095  0.086  0.549  0.050 0.005  6.125 0.157 0.071 0.011 6.617 0.022
  52 05 34 56.93 -05 22 06.3 3.543 0.001 -0.823 0.025  2.744  0.100  0.440 0.009  6.760 0.035 0.300 0.005 6.425 0.039
  53 05 34 54.08 -05 24 47.7 3.459 0.024 -2.048 0.477  2.655  3.002  0.058 0.037  6.815 0.333 0.063 0.053 6.879 0.168
  54 05 34 55.96 -05 22 07.1 3.476 0.004 -0.963 0.061  4.144  0.369 ~0.097       <6.          0.134 0.004 6.148 0.069
  55 05 34 57.00 -05 23 00.1 3.511 0.001 -0.956 0.018  0.128  0.079  0.244 0.005  6.425 0.022 0.194 0.003 6.283 0.020
  56 05 34 57.79 -05 22 51.1 3.518 0.001 -0.591 0.018  0.498  0.077  0.321 0.008  6.125 0.017 0.193 0.003 5.958 0.020
  57 05 34 57.76 -05 23 52.5 3.597 0.010  0.018 0.016  0.000  0.217  1.112 0.071  6.380 0.088 0.396 0.043 5.648 0.045
  58 05 34 57.72 -05 23 51.5 3.597 0.010 -0.004 0.061  1.135  0.261  1.108 0.087  6.405 0.049 0.400 0.034 5.668 0.036
  59 05 34 59.20 -05 23 07.5 3.477 0.001 -0.693 0.021  0.918  0.117 ~0.098       <6.          0.129 0.001 5.315 0.031
  60 05 35 00.10 -05 23 01.9 3.722 0.010  0.556 0.036  2.191  0.124  0.002              0.008 1.805 0.062 6.425 0.119
  61 05 34 59.30 -05 23 32.9 3.492 0.000 -0.588 0.004  2.107  0.020 ~0.145       <6.          0.144 0.001 5.295 0.009
  62 05 34 59.56 -05 24 00.2 3.531 0.002 -0.516 0.020  1.022  0.083  0.403 0.011  6.205 0.022 0.230 0.005 5.937 0.017
  63 05 35 03.70 -05 22 45.7 3.484 0.001 -0.527 0.015  4.488  0.090 ~0.119       <6.          0.131 0.001 5.076 0.020
  64 05 35 01.86 -05 23 53.7 3.471 0.002 -1.346 0.053  2.139  0.311  0.085 0.007  6.245 0.032 0.126 0.006 6.476 0.038
  65 05 35 01.03 -05 24 10.2 3.530 0.001 -0.278 0.012  1.740  0.051  0.459 0.008  6.005       0.210 0.002 5.211 0.027
  66 05 35 00.96 -05 24 10.6 3.519 0.001 -0.430 0.014  1.556  0.064  0.335 0.010  6.005 0.002 0.186 0.003 5.358 0.039
  67 05 35 04.16 -05 22 24.3 3.498 0.001 -0.980 0.008  0.729  0.040  0.192 0.003  6.275 0.008 0.169 0.001 6.231 0.008
  68 05 35 03.08 -05 22 37.8 3.484 0.001 -0.247 0.023  2.015  0.131 ~0.121       <6.          0.122 0.001 4.515 0.036
  69 05 35 01.61 -05 24 10.2 3.483 0.001 -0.723 0.020  0.814  0.114 ~0.118       <6.          0.138 0.001 5.448 0.034
  70 05 35 01.36 -05 24 13.3 3.464 0.004 -1.802 0.108  0.883  0.626  0.064 0.006  6.610 0.064 0.086 0.015 6.796 0.022
  71 05 35 01.07 -05 23 04.1 3.515 0.001 -0.938 0.018  2.636  0.079  0.260 0.005  6.455 0.022 0.203 0.003 6.282 0.022
  72 05 35 00.20 -05 24 09.3 3.543 0.001 -1.434 0.025  2.203  0.105  0.395 0.015  7.580 0.036 0.351 0.009 7.436 0.036
  73 05 35 00.46 -05 25 14.3 3.624 0.010 -0.407 0.091  2.949  0.428  1.014 0.084  7.230 0.052 0.762 0.032 6.665 0.091
  74 05 35 03.44 -05 23 32.8 3.487 0.001 -0.990 0.010  2.092  0.063  0.140 0.008  6.125 0.037 0.150 0.001 6.200 0.008
  75 05 35 04.38 -05 23 14.0 3.577 0.010 -0.302 0.036  0.120  0.231  0.853 0.111  6.595 0.089 0.400 0.035 5.942 0.032
  76 05 35 04.81 -05 22 38.6 3.516 0.001 -0.717 0.016  0.695  0.076  0.287 0.007  6.225 0.017 0.193 0.002 6.052 0.013
  77 05 35 04.49 -05 23 56.7 3.690 0.010  0.315 0.029  3.470  0.127  0.002              0.006 1.310 0.193 6.297 0.131
  78 05 35 05.46 -05 22 30.5 3.459 0.002 -1.136 0.059  0.987  0.345 ~0.059       <6.          0.111 0.004 6.214 0.077
  79 05 35 03.77 -05 24 54.4 3.509 0.010 -2.129 0.015  0.000  0.407  0.159 0.038  7.760 0.253 0.188 0.031 7.925 0.283
  80 05 35 06.25 -05 22 02.9 3.639 0.010  0.283 0.044  5.779  0.210  0.015              0.029 0.555 0.051 5.577 0.027
  81 05 35 06.18 -05 22 12.5 3.531 0.005 -0.452 0.061  5.371  0.265  0.420 0.037  6.140 0.063 0.226 0.016 5.882 0.122
  82 05 35 05.24 -05 23 23.0 3.467 0.010 -1.840 0.220  1.907  1.301  0.067 0.015  6.685 0.140 0.091 0.031 6.879 0.054
  83 05 35 06.43 -05 22 07.5 3.500 0.001 -0.882 0.013  1.159  0.064  0.204 0.005  6.195 0.017 0.169 0.002 6.143 0.011
  84 05 35 05.78 -05 23 16.0 3.482 0.001 -0.933 0.015  2.046  0.090 ~0.115       <6.          0.141 0.001 6.142 0.012
  85 05 35 04.60 -05 24 42.5 3.542 0.001 -0.462 0.012  2.174  0.052  0.484 0.007  6.290 0.012 0.273 0.003 5.935 0.012
  86 05 35 06.86 -05 22 09.2 3.467 0.001 -1.416 0.037 -0.865  0.205  0.073 0.003  6.020 0.076 0.116 0.005 6.510 0.024
  87 05 35 05.35 -05 24 10.5 3.585 0.010 -0.118 0.096  3.651  0.455  0.988 0.114  6.450 0.082 0.381 0.025 5.741 0.083
  88 05 35 05.71 -05 23 54.1 3.498 0.001 -0.482 0.014  0.433  0.067 ~0.168       <6.          0.149 0.001 5.175 0.022
  89 05 35 05.39 -05 24 15.1 3.522 0.001 -0.539 0.011  3.271  0.049  0.347 0.007  6.115 0.012 0.198 0.003 5.913 0.016
  90 05 35 06.43 -05 23 15.3 3.451 0.001 -1.005 0.042  0.657  0.248 ~0.046       <6.          0.104 0.002 5.570 0.059
  91 05 35 07.26 -05 22 26.5 3.499 0.001 -0.517 0.011  0.791  0.052 ~0.169       <6.          0.150 0.001 5.234 0.020
  92 05 35 05.71 -05 24 18.5 3.639 0.010 -0.376 0.066  2.623  0.311  1.007 0.050  7.320 0.069 0.855 0.063 6.762 0.097
  93 05 35 07.37 -05 22 29.0 3.494 0.001 -0.865 0.011  0.382  0.050  0.157 0.007  6.055 0.031 0.157 0.001 6.115 0.009
  94 05 35 05.28 -05 25 02.7 3.459 0.004 -1.358 0.110  0.949  0.642 ~0.057       <6.          0.104 0.011 6.427 0.061
  95 05 35 05.71 -05 25 06.5 3.551 0.010 -0.363 0.008  0.000  0.269  0.580 0.080  6.310 0.137 0.306 0.044 5.872 0.053
  96 05 35 05.32 -05 25 19.5 3.699 0.010  0.926 0.034  0.696  0.144                           1.738 0.281 5.679 0.109
  97 05 35 07.69 -05 24 52.8 3.462 0.002 -1.396 0.044 -1.291  0.252 ~0.063       <6.          0.107 0.005 6.473 0.027
  98 05 35 07.62 -05 24 00.6 3.518 0.004 -0.816 0.060  0.584  0.270  0.281 0.021  6.350 0.068 0.203 0.011 6.161 0.061
  99 05 35 06.54 -05 25 01.5 3.500 0.001 -0.823 0.008  0.934  0.039  0.204 0.006  6.115 0.015 0.166 0.001 6.097 0.007
 100 05 35 06.50 -05 24 41.3 3.569 0.010 -0.257 0.028  0.069  0.227  0.772 0.109  6.420 0.104 0.354 0.034 5.834 0.024
 101 05 35 08.41 -05 22 30.2 3.508 0.011 -0.791 0.101  6.031  0.538  0.243 0.056  6.195 0.125 0.179 0.023 6.088 0.112
 102 05 35 05.68 -05 25 04.2 3.486 0.001 -0.501 0.031  0.151  0.121 ~0.125       <6.          0.132 0.002 5.052 0.062
 103 05 35 09.74 -05 23 26.8 3.597 0.010  0.149 0.040  0.119  0.245  1.146 0.080  6.185 0.052 0.369 0.034 5.509 0.142
 104 05 35 10.54 -05 22 16.6 3.503 0.005 -0.279 0.044  6.266  0.245 ~0.195       <6.          0.148 0.007 4.848 0.063
 105 05 35 08.30 -05 24 34.9 3.486 0.001 -0.786 0.010  0.280  0.051 ~0.126       <6.          0.143 0.001 5.725 0.054
 106 05 35 08.23 -05 24 03.2 3.501 0.001 -0.699 0.019  2.865  0.087  0.185 0.007  6.000 0.002 0.162 0.002 5.944 0.064
 107 05 35 08.41 -05 23 05.0 3.425 0.014 -1.645 0.144 -1.090  1.199 ~0.027       <6.          0.042 0.018 5.622 0.454
 108 05 35 09.89 -05 23 38.5 3.478 0.002 -0.903 0.039  0.937  0.230 ~0.102       <6.          0.135 0.003 6.065 0.083
 109 05 35 10.75 -05 23 44.7 3.597 0.010  0.824 0.051  0.420  0.233 ~1.185       <6.          0.303 0.033 3.634 0.072
 110 05 35 10.90 -05 22 46.3 3.539 0.010 -1.180 0.009  0.000  0.304  0.404 0.072  7.200 0.186 0.311 0.054 6.955 0.167
 111 05 35 12.62 -05 23 44.0 3.706 0.010  0.721 0.033  1.670  0.135                           1.783 0.223 5.994 0.111
 112 05 35 10.54 -05 24 16.7 3.544 0.001 -0.598 0.020  1.893  0.085  0.472 0.014  6.490 0.023 0.295 0.007 6.122 0.024
 113 05 35 11.72 -05 23 51.4 3.507 0.010 -1.173 0.017  0.000  0.549  0.210 0.036  6.605 0.161 0.196 0.025 6.537 0.113
 114 05 35 11.72 -05 23 40.3 3.488 0.001 -0.628 0.018  0.037  0.089 ~0.133       <6.          0.140 0.002 5.326 0.033
 115 05 35 12.26 -05 23 47.9 3.585 0.010  0.087 0.040  0.240  0.208  1.040 0.105  6.145 0.064 0.335 0.030 5.452 0.137
 116 05 35 10.93 -05 24 48.6 3.526 0.001 -0.113 0.017  2.173  0.064 ~0.406       <6.          0.189 0.002 4.862 0.035
 117 05 35 11.65 -05 24 21.5 3.486 0.003 -0.692 0.026  0.825  0.158 ~0.125       <6.          0.140 0.003 5.418 0.044
 118 05 35 13.34 -05 22 26.1 3.515 0.001 -0.688 0.021  0.964  0.090  0.290 0.008  6.180 0.025 0.191 0.003 6.025 0.017
 119 05 35 13.74 -05 22 21.8 3.560 0.010 -0.079 0.076  2.977  0.378  0.738 0.102  6.055 0.066 0.279 0.022 5.396 0.124
 120 05 35 14.06 -05 22 36.6 3.533 0.010 -0.184 0.053  0.518  0.293 ~0.485       <6.          0.213 0.022 5.089 0.041
 121 05 35 14.89 -05 22 39.3 3.662 0.010  0.522 0.043  1.900  0.187                           0.697 0.152 5.488 0.102
 122 05 35 11.15 -05 25 32.3 3.492 0.002 -1.214 0.027  1.438  0.117  0.157 0.007  6.435 0.035 0.166 0.004 6.472 0.036
 123 05 35 14.68 -05 22 33.9 3.609 0.010  0.382 0.062  2.029  0.288  1.270 0.076  6.010 0.002 0.380 0.035 4.914 0.065
 124 05 35 15.25 -05 22 56.9 3.754 0.010  0.644 0.024  2.569  0.069  1.398 0.002  7.195 0.011 1.695 0.086 6.783 0.095
 125 05 35 15.65 -05 22 56.7 3.722 0.010  0.914 0.029  2.687  0.106                           2.237 0.153 6.043 0.131
 126 05 35 14.60 -05 22 33.7 3.609 0.010  0.382 0.062  2.029  0.288  1.270 0.076  6.010 0.002 0.380 0.035 4.914 0.065
 127 05 35 12.88 -05 24 55.5 3.722 0.010  0.792 0.028  3.902  0.111                           2.088 0.123 6.171 0.125
 128 05 35 13.60 -05 24 25.7 3.577 0.010 -0.534 0.043  0.753  0.215  0.790 0.094  6.900 0.074 0.505 0.054 6.407 0.039
 129 05 35 14.68 -05 23 01.9 3.538 0.008 -0.580 0.091  2.808  0.422  0.431 0.069  6.375 0.095 0.264 0.033 6.044 0.084
 130 05 35 15.61 -05 24 03.2 3.591 0.010 -0.014 0.045  0.521  0.211  1.067 0.093  6.365 0.053 0.376 0.032 5.651 0.010
 131 05 35 13.96 -05 24 24.6 3.609 0.010  0.300 0.057  0.840  0.262  1.257 0.079  6.055 0.021 0.390 0.035 5.243 0.123
 132 05 35 16.01 -05 23 53.0 3.809 0.010  0.771 0.030  3.904  0.087  0.002              0.004 1.467 0.013 7.070 0.008
 133 05 35 15.18 -05 22 54.3 3.668 0.010  0.545 0.036  2.292  0.167                           0.810 0.212 5.560 0.137
 134 05 35 16.73 -05 22 31.3 3.515 0.003 -0.713 0.034  1.662  0.161  0.284 0.018  6.200 0.046 0.191 0.008 6.047 0.029
 135 05 35 14.89 -05 24 11.8 3.470 0.016 -1.044 0.308 -1.856  1.893 ~0.083       <6.          0.127 0.031 6.202 0.236
 136 05 35 14.46 -05 25 02.1 3.525 0.002 -0.572 0.026  0.725  0.101  0.359 0.011  6.195 0.034 0.214 0.006 5.972 0.026
 137 05 35 14.06 -05 25 20.5 3.476 0.003 -0.664 0.062  1.289  0.361 ~0.096       <6.          0.127 0.003 5.256 0.087
 138 05 35 14.93 -05 24 12.9 3.518 0.011 -0.635 0.040  0.745  0.246  0.313 0.064  6.170 0.116 0.196 0.031 6.001 0.100
 139 05 35 15.47 -05 22 48.6 3.551 0.010 -0.033 0.052  1.445  0.274 ~0.660       <6.          0.244 0.021 5.014 0.053
 140 05 35 15.04 -05 22 31.1 3.459 0.013 -1.424 0.300 -1.527  1.813 ~0.058       <6.          0.102 0.032 6.477 0.170
 141 05 35 14.86 -05 22 31.6 3.542 0.004 -0.401 0.051  2.249  0.224  0.500 0.035  6.220 0.051 0.266 0.014 5.872 0.046
 142 05 35 16.94 -05 23 00.9 3.585 0.010  0.024 0.055  1.131  0.263  1.023 0.109  6.245 0.050 0.345 0.028 5.592 0.024
 143 05 35 16.94 -05 22 48.5 3.624 0.010 -1.373 0.053  1.428  0.242                                                  
 144 05 35 17.12 -05 22 50.1 3.529 0.002 -0.489 0.070  1.109  0.256  0.399 0.019  6.155 0.082 0.221 0.011 5.907 0.162
 145 05 35 15.83 -05 22 45.9 3.533 0.010 -0.469 0.052  0.368  0.304  0.429 0.071  6.185 0.079 0.236 0.036 5.912 0.043
 146 05 35 14.39 -05 23 33.5 3.569 0.010  0.081 0.045  0.847  0.225  0.850 0.093  6.000 0.020 0.276 0.025 4.977 0.047
 147 05 35 15.94 -05 23 49.6 3.722 0.010  0.941 0.036  2.615  0.117                           2.313 0.178 6.002 0.136
 148 05 35 14.03 -05 23 38.5 3.533 0.010 -0.069 0.024  0.000  0.290 ~0.485       <6.          0.203 0.021 4.853 0.098
 149 05 35 11.62 -05 22 51.6 3.484 0.006 -0.815 0.079  0.798  0.440 ~0.119       <6.          0.141 0.008 5.881 0.234
 150 05 35 10.50 -05 22 45.4 3.577 0.010  0.079 0.057  0.799  0.281  0.940 0.119  6.045 0.043 0.304 0.024 5.130 0.093
 151 05 35 08.52 -05 25 17.7 3.540 0.001 -0.430 0.015  1.051  0.061  0.477 0.009  6.225 0.016 0.260 0.004 5.901 0.013
 152 05 35 10.97 -05 22 24.8 3.519 0.006 -0.628 0.063  3.770  0.276  0.317 0.035  6.170 0.082 0.196 0.016 5.989 0.103
 153 05 35 14.03 -05 25 50.1 3.482 0.002 -0.579 0.022  1.459  0.125 ~0.115       <6.          0.131 0.001 5.161 0.031
 154 05 35 14.93 -05 23 28.0 3.529 0.005 -1.217 0.117 -0.555  0.445  0.329 0.038  7.070 0.188 0.268 0.024 6.872 0.207
 155 05 35 17.02 -05 22 33.0 3.690 0.010  0.388 0.033  2.317  0.151                           1.325 0.200 6.180 0.126
 156 05 35 17.92 -05 23 15.6 3.551 0.010 -0.761 0.013  0.000  0.290  0.516 0.084  6.820 0.160 0.351 0.069 6.455 0.145
 157 05 35 18.42 -05 22 37.3 3.722 0.010  0.855 0.026  2.700  0.094                           2.150 0.131 6.094 0.135
 158 05 35 16.76 -05 24 04.2 3.624 0.010  0.439 0.052  1.047  0.244  1.400 0.048  6.005 0.005 0.445 0.043 5.176 0.122
 159 05 35 17.92 -05 22 45.4 3.662 0.010  1.082 0.040  1.710  0.176                           0.848 0.265 4.755 0.340
 160 05 35 17.09 -05 23 33.9 3.706 0.010  0.681 0.025  2.537  0.101                           1.753 0.203 6.042 0.113
 161 05 35 17.56 -05 22 56.7 3.668 0.010  0.064 0.000  3.859  0.208  1.335        7.045       0.880       6.248      
 162 05 35 16.98 -05 23 37.1 3.551 0.010 -0.274 0.033  0.000  0.593  0.604 0.081  6.200 0.120 0.289 0.038 5.778 0.082
 163 05 35 15.65 -05 25 10.5 3.515 0.004 -0.606 0.043  1.377  0.190  0.301 0.029  6.100 0.060 0.185 0.009 5.947 0.114
 164 05 35 17.56 -05 23 03.2 3.597 0.010 -0.555 0.046  0.502  0.212  0.905 0.049  7.170 0.047 0.660 0.045 6.689 0.029
 165 05 35 15.68 -05 25 33.2 3.597 0.010 -0.183 0.049  2.296  0.225  1.049 0.078  6.660 0.035 0.460 0.033 5.926 0.023
 166 05 35 16.22 -05 24 56.1 3.521 0.005 -0.189 0.182  2.588  0.668 ~0.350       <6.          0.181 0.019 4.930 0.443
 167 05 35 17.41 -05 24 17.2 3.476 0.009 -0.903 0.166  0.719  0.987 ~0.097       <6.          0.133 0.012 5.991 0.275
 168 05 35 17.81 -05 23 15.5 3.585 0.010 -0.054 0.101  1.311  0.478  1.004 0.115  6.350 0.110 0.364 0.030 5.669 0.167
 169 05 35 17.66 -05 23 41.0 3.478 0.010 -0.856 0.017  0.000  0.298 ~0.101       <6.          0.134 0.013 5.747 0.278
 170 05 35 16.33 -05 25 09.6 3.544 0.002 -0.767 0.102 -0.477  0.366  0.455 0.012  6.710 0.161 0.304 0.017 6.361 0.172
 171 05 35 18.28 -05 23 07.5 3.486 0.006 -0.780 0.071  1.321  0.405 ~0.126       <6.          0.143 0.007 5.725 0.226
 172 05 35 17.95 -05 23 35.3 3.501 0.004 -0.629 0.038  2.086  0.193 ~0.179       <6.          0.159 0.006 5.529 0.153
 173 05 35 18.71 -05 22 56.8 3.675 0.010  0.392 0.034  3.075  0.158                           0.940 0.216 5.877 0.147
 174 05 35 16.04 -05 25 51.0 3.494 0.002 -0.912 0.021  1.029  0.089  0.173 0.011  6.140 0.042 0.159 0.003 6.153 0.017
