beta	i	thpar	thperp	rpar	rperp	
1.000e-07	2.691e-01	4.500e-01	1.627e+00	1.025e+00	1.772e+00	
1.000e-07	2.767e-01	4.629e-01	1.630e+00	1.026e+00	1.774e+00	
1.000e-07	2.844e-01	4.759e-01	1.633e+00	1.028e+00	1.777e+00	
1.000e-07	2.921e-01	4.888e-01	1.637e+00	1.029e+00	1.779e+00	
1.000e-07	2.998e-01	5.018e-01	1.640e+00	1.031e+00	1.782e+00	
1.000e-07	3.075e-01	5.147e-01	1.644e+00	1.032e+00	1.785e+00	
1.000e-07	3.152e-01	5.277e-01	1.648e+00	1.034e+00	1.787e+00	
1.000e-07	3.229e-01	5.407e-01	1.651e+00	1.036e+00	1.790e+00	
1.000e-07	3.306e-01	5.537e-01	1.655e+00	1.038e+00	1.793e+00	
1.000e-07	3.382e-01	5.667e-01	1.659e+00	1.039e+00	1.796e+00	
1.000e-07	3.459e-01	5.797e-01	1.663e+00	1.041e+00	1.799e+00	
1.000e-07	3.536e-01	5.928e-01	1.667e+00	1.043e+00	1.802e+00	
1.000e-07	3.613e-01	6.058e-01	1.671e+00	1.045e+00	1.805e+00	
1.000e-07	3.690e-01	6.188e-01	1.675e+00	1.047e+00	1.808e+00	
1.000e-07	3.767e-01	6.319e-01	1.680e+00	1.049e+00	1.812e+00	
1.000e-07	3.844e-01	6.449e-01	1.684e+00	1.052e+00	1.815e+00	
1.000e-07	3.921e-01	6.580e-01	1.688e+00	1.054e+00	1.819e+00	
1.000e-07	3.997e-01	6.711e-01	1.693e+00	1.056e+00	1.822e+00	
1.000e-07	4.074e-01	6.842e-01	1.698e+00	1.058e+00	1.826e+00	
1.000e-07	4.151e-01	6.973e-01	1.702e+00	1.061e+00	1.830e+00	
1.000e-07	4.228e-01	7.104e-01	1.707e+00	1.063e+00	1.833e+00	
1.000e-07	4.305e-01	7.236e-01	1.712e+00	1.065e+00	1.837e+00	
1.000e-07	4.382e-01	7.367e-01	1.717e+00	1.068e+00	1.841e+00	
1.000e-07	4.459e-01	7.499e-01	1.722e+00	1.070e+00	1.845e+00	
1.000e-07	4.536e-01	7.630e-01	1.727e+00	1.073e+00	1.849e+00	
1.000e-07	4.612e-01	7.762e-01	1.732e+00	1.076e+00	1.854e+00	
1.000e-07	4.689e-01	7.894e-01	1.737e+00	1.078e+00	1.858e+00	
1.000e-07	4.766e-01	8.026e-01	1.743e+00	1.081e+00	1.862e+00	
1.000e-07	4.843e-01	8.158e-01	1.748e+00	1.084e+00	1.867e+00	
1.000e-07	4.920e-01	8.291e-01	1.754e+00	1.087e+00	1.872e+00	
1.000e-07	4.997e-01	8.423e-01	1.759e+00	1.090e+00	1.876e+00	
1.000e-07	5.074e-01	8.556e-01	1.765e+00	1.093e+00	1.881e+00	
1.000e-07	5.150e-01	8.689e-01	1.770e+00	1.096e+00	1.886e+00	
1.000e-07	5.227e-01	8.822e-01	1.776e+00	1.099e+00	1.891e+00	
1.000e-07	5.304e-01	8.955e-01	1.782e+00	1.102e+00	1.896e+00	
1.000e-07	5.381e-01	9.088e-01	1.788e+00	1.106e+00	1.901e+00	
1.000e-07	5.458e-01	9.222e-01	1.794e+00	1.109e+00	1.907e+00	
1.000e-07	5.535e-01	9.355e-01	1.800e+00	1.112e+00	1.912e+00	
1.000e-07	5.612e-01	9.489e-01	1.806e+00	1.116e+00	1.918e+00	
1.000e-07	5.689e-01	9.623e-01	1.812e+00	1.119e+00	1.923e+00	
1.000e-07	5.765e-01	9.757e-01	1.819e+00	1.123e+00	1.929e+00	
1.000e-07	5.842e-01	9.891e-01	1.825e+00	1.127e+00	1.935e+00	
1.000e-07	5.919e-01	1.003e+00	1.831e+00	1.130e+00	1.941e+00	
1.000e-07	5.996e-01	1.016e+00	1.838e+00	1.134e+00	1.947e+00	
1.000e-07	6.073e-01	1.030e+00	1.844e+00	1.138e+00	1.953e+00	
1.000e-07	6.150e-01	1.043e+00	1.851e+00	1.142e+00	1.959e+00	
1.000e-07	6.227e-01	1.057e+00	1.858e+00	1.146e+00	1.966e+00	
1.000e-07	6.304e-01	1.070e+00	1.864e+00	1.150e+00	1.972e+00	
1.000e-07	6.380e-01	1.084e+00	1.871e+00	1.154e+00	1.979e+00	
1.000e-07	6.457e-01	1.097e+00	1.878e+00	1.159e+00	1.986e+00	
1.000e-07	6.534e-01	1.111e+00	1.885e+00	1.163e+00	1.993e+00	
1.000e-07	6.611e-01	1.125e+00	1.892e+00	1.168e+00	2.000e+00	
1.000e-07	6.688e-01	1.138e+00	1.899e+00	1.172e+00	2.007e+00	
1.000e-07	6.765e-01	1.152e+00	1.906e+00	1.177e+00	2.014e+00	
1.000e-07	6.842e-01	1.166e+00	1.914e+00	1.181e+00	2.022e+00	
1.000e-07	6.919e-01	1.179e+00	1.921e+00	1.186e+00	2.029e+00	
1.000e-07	6.995e-01	1.193e+00	1.928e+00	1.191e+00	2.037e+00	
1.000e-07	7.072e-01	1.207e+00	1.936e+00	1.196e+00	2.045e+00	
1.000e-07	7.149e-01	1.221e+00	1.943e+00	1.201e+00	2.053e+00	
1.000e-07	7.226e-01	1.234e+00	1.951e+00	1.206e+00	2.061e+00	
1.000e-07	7.303e-01	1.248e+00	1.958e+00	1.212e+00	2.069e+00	
1.000e-07	7.380e-01	1.262e+00	1.966e+00	1.217e+00	2.078e+00	
1.000e-07	7.457e-01	1.276e+00	1.974e+00	1.222e+00	2.086e+00	
1.000e-07	7.534e-01	1.290e+00	1.981e+00	1.228e+00	2.095e+00	
1.000e-07	7.610e-01	1.304e+00	1.989e+00	1.234e+00	2.104e+00	
1.000e-07	7.687e-01	1.318e+00	1.997e+00	1.239e+00	2.113e+00	
1.000e-07	7.764e-01	1.332e+00	2.005e+00	1.245e+00	2.122e+00	
1.000e-07	7.841e-01	1.346e+00	2.013e+00	1.251e+00	2.132e+00	
1.000e-07	7.918e-01	1.360e+00	2.021e+00	1.257e+00	2.142e+00	
1.000e-07	7.995e-01	1.374e+00	2.030e+00	1.264e+00	2.151e+00	
1.000e-07	8.072e-01	1.388e+00	2.038e+00	1.270e+00	2.161e+00	
1.000e-07	8.149e-01	1.403e+00	2.046e+00	1.276e+00	2.172e+00	
1.000e-07	8.225e-01	1.417e+00	2.055e+00	1.283e+00	2.182e+00	
1.000e-07	8.302e-01	1.431e+00	2.063e+00	1.290e+00	2.193e+00	
1.000e-07	8.379e-01	1.445e+00	2.071e+00	1.297e+00	2.203e+00	
1.000e-07	8.456e-01	1.460e+00	2.080e+00	1.304e+00	2.214e+00	
1.000e-07	8.533e-01	1.474e+00	2.089e+00	1.311e+00	2.226e+00	
1.000e-07	8.610e-01	1.488e+00	2.097e+00	1.318e+00	2.237e+00	
1.000e-07	8.687e-01	1.503e+00	2.106e+00	1.325e+00	2.249e+00	
1.000e-07	8.764e-01	1.517e+00	2.115e+00	1.333e+00	2.261e+00	
1.000e-07	8.840e-01	1.532e+00	2.124e+00	1.341e+00	2.273e+00	
1.000e-07	8.917e-01	1.546e+00	2.133e+00	1.349e+00	2.285e+00	
1.000e-07	8.994e-01	1.561e+00	2.142e+00	1.357e+00	2.298e+00	
1.000e-07	9.071e-01	1.575e+00	2.151e+00	1.365e+00	2.311e+00	
1.000e-07	9.148e-01	1.590e+00	2.160e+00	1.373e+00	2.324e+00	
1.000e-07	9.225e-01	1.605e+00	2.169e+00	1.382e+00	2.337e+00	
1.000e-07	9.302e-01	1.619e+00	2.178e+00	1.390e+00	2.351e+00	
1.000e-07	9.379e-01	1.634e+00	2.187e+00	1.399e+00	2.365e+00	
1.000e-07	9.455e-01	1.649e+00	2.197e+00	1.408e+00	2.379e+00	
1.000e-07	9.532e-01	1.664e+00	2.206e+00	1.418e+00	2.394e+00	
1.000e-07	9.609e-01	1.679e+00	2.215e+00	1.427e+00	2.409e+00	
1.000e-07	9.686e-01	1.694e+00	2.225e+00	1.437e+00	2.424e+00	
1.000e-07	9.763e-01	1.709e+00	2.234e+00	1.447e+00	2.439e+00	
1.000e-07	9.840e-01	1.724e+00	2.244e+00	1.457e+00	2.455e+00	
1.000e-07	9.917e-01	1.739e+00	2.254e+00	1.467e+00	2.471e+00	
1.000e-07	9.993e-01	1.754e+00	2.264e+00	1.478e+00	2.488e+00	
1.000e-07	1.007e+00	1.769e+00	2.273e+00	1.489e+00	2.505e+00	
1.000e-07	1.015e+00	1.785e+00	2.283e+00	1.500e+00	2.522e+00	
1.000e-07	1.022e+00	1.800e+00	2.293e+00	1.511e+00	2.540e+00	
1.000e-07	1.030e+00	1.815e+00	2.303e+00	1.523e+00	2.558e+00	
1.000e-07	1.038e+00	1.831e+00	2.313e+00	1.534e+00	2.577e+00	
1.000e-07	1.045e+00	1.846e+00	2.323e+00	1.547e+00	2.595e+00	
1.000e-07	1.053e+00	1.862e+00	2.333e+00	1.559e+00	2.615e+00	
1.000e-07	1.061e+00	1.878e+00	2.344e+00	1.572e+00	2.635e+00	
1.000e-07	1.069e+00	1.893e+00	2.354e+00	1.585e+00	2.655e+00	
1.000e-07	1.076e+00	1.909e+00	2.364e+00	1.598e+00	2.676e+00	
1.000e-07	1.084e+00	1.925e+00	2.375e+00	1.612e+00	2.697e+00	
1.000e-07	1.092e+00	1.941e+00	2.385e+00	1.626e+00	2.719e+00	
1.000e-07	1.099e+00	1.957e+00	2.396e+00	1.640e+00	2.742e+00	
1.000e-07	1.107e+00	1.973e+00	2.406e+00	1.655e+00	2.765e+00	
1.000e-07	1.115e+00	1.989e+00	2.417e+00	1.670e+00	2.789e+00	
1.000e-07	1.122e+00	2.005e+00	2.427e+00	1.686e+00	2.813e+00	
1.000e-07	1.130e+00	2.021e+00	2.438e+00	1.702e+00	2.838e+00	
1.000e-07	1.138e+00	2.038e+00	2.449e+00	1.718e+00	2.864e+00	
1.000e-07	1.145e+00	2.054e+00	2.460e+00	1.735e+00	2.890e+00	
1.000e-07	1.153e+00	2.070e+00	2.471e+00	1.752e+00	2.917e+00	
1.000e-07	1.161e+00	2.087e+00	2.482e+00	1.770e+00	2.945e+00	
1.000e-07	1.168e+00	2.104e+00	2.493e+00	1.788e+00	2.974e+00	
1.000e-07	1.176e+00	2.120e+00	2.504e+00	1.807e+00	3.003e+00	
1.000e-07	1.184e+00	2.137e+00	2.515e+00	1.827e+00	3.034e+00	
1.000e-07	1.192e+00	2.154e+00	2.526e+00	1.847e+00	3.065e+00	
1.000e-07	1.199e+00	2.171e+00	2.538e+00	1.868e+00	3.098e+00	
1.000e-07	1.207e+00	2.188e+00	2.549e+00	1.889e+00	3.131e+00	
1.000e-07	1.215e+00	2.205e+00	2.560e+00	1.911e+00	3.166e+00	
1.000e-07	1.222e+00	2.223e+00	2.572e+00	1.934e+00	3.202e+00	
1.000e-07	1.230e+00	2.240e+00	2.583e+00	1.957e+00	3.239e+00	
1.000e-07	1.238e+00	2.258e+00	2.595e+00	1.982e+00	3.277e+00	
1.000e-07	1.245e+00	2.275e+00	2.606e+00	2.007e+00	3.316e+00	
1.000e-07	1.253e+00	2.293e+00	2.618e+00	2.033e+00	3.357e+00	
1.000e-07	1.261e+00	2.311e+00	2.630e+00	2.060e+00	3.400e+00	
1.000e-07	1.268e+00	2.329e+00	2.642e+00	2.088e+00	3.444e+00	
1.000e-07	1.276e+00	2.347e+00	2.653e+00	2.118e+00	3.490e+00	
1.000e-07	1.284e+00	2.365e+00	2.665e+00	2.148e+00	3.538e+00	
1.000e-07	1.291e+00	2.383e+00	2.677e+00	2.180e+00	3.588e+00	
1.000e-07	1.299e+00	2.402e+00	2.689e+00	2.213e+00	3.640e+00	
1.000e-07	1.307e+00	2.420e+00	2.701e+00	2.247e+00	3.694e+00	
1.000e-07	1.315e+00	2.439e+00	2.714e+00	2.283e+00	3.750e+00	
1.000e-07	1.322e+00	2.458e+00	2.726e+00	2.320e+00	3.810e+00	
1.000e-07	1.330e+00	2.477e+00	2.738e+00	2.360e+00	3.872e+00	
1.000e-07	1.338e+00	2.496e+00	2.750e+00	2.401e+00	3.937e+00	
1.000e-07	1.345e+00	2.515e+00	2.763e+00	2.444e+00	4.005e+00	
1.000e-07	1.353e+00	2.534e+00	2.775e+00	2.489e+00	4.077e+00	
1.000e-07	1.361e+00	2.554e+00	2.788e+00	2.537e+00	4.154e+00	
1.000e-07	1.368e+00	2.574e+00	2.800e+00	2.588e+00	4.234e+00	
1.000e-07	1.376e+00	2.593e+00	2.813e+00	2.641e+00	4.319e+00	
1.000e-07	1.384e+00	2.613e+00	2.825e+00	2.698e+00	4.410e+00	
1.000e-07	1.391e+00	2.633e+00	2.838e+00	2.758e+00	4.506e+00	
1.000e-07	1.399e+00	2.654e+00	2.851e+00	2.822e+00	4.609e+00	
1.000e-07	1.407e+00	2.674e+00	2.863e+00	2.891e+00	4.719e+00	
1.000e-07	1.414e+00	2.695e+00	2.876e+00	2.965e+00	4.837e+00	
1.000e-07	1.422e+00	2.716e+00	2.889e+00	3.044e+00	4.964e+00	
1.000e-07	1.430e+00	2.737e+00	2.902e+00	3.129e+00	5.102e+00	
1.000e-07	1.438e+00	2.758e+00	2.915e+00	3.222e+00	5.253e+00	
1.000e-07	1.445e+00	2.779e+00	2.928e+00	3.323e+00	5.417e+00	
1.000e-07	1.453e+00	2.800e+00	2.941e+00	3.434e+00	5.597e+00	
1.000e-07	1.461e+00	2.822e+00	2.954e+00	3.556e+00	5.797e+00	
1.000e-07	1.468e+00	2.844e+00	2.967e+00	3.692e+00	6.020e+00	
1.000e-07	1.476e+00	2.866e+00	2.981e+00	3.844e+00	6.271e+00	
1.000e-07	1.484e+00	2.888e+00	2.994e+00	4.017e+00	6.556e+00	
1.000e-07	1.491e+00	2.910e+00	3.007e+00	4.214e+00	6.885e+00	
1.000e-07	1.499e+00	2.933e+00	3.020e+00	4.443e+00	7.269e+00	
1.000e-07	1.507e+00	2.955e+00	3.034e+00	4.713e+00	7.728e+00	
1.000e-07	1.514e+00	2.978e+00	3.047e+00	5.040e+00	8.288e+00	
1.000e-07	1.522e+00	3.001e+00	3.061e+00	5.445e+00	8.996e+00	
1.000e-07	1.530e+00	3.025e+00	3.074e+00	5.969e+00	9.934e+00	
