beta	i	thpar	thperp	rpar	rperp	
1.000e-03	4.624e-01	8.049e-01	1.744e+00	1.083e+00	1.935e+00	
1.000e-03	4.691e-01	8.169e-01	1.749e+00	1.086e+00	1.940e+00	
1.000e-03	4.758e-01	8.288e-01	1.754e+00	1.088e+00	1.944e+00	
1.000e-03	4.825e-01	8.408e-01	1.759e+00	1.091e+00	1.949e+00	
1.000e-03	4.892e-01	8.528e-01	1.764e+00	1.094e+00	1.954e+00	
1.000e-03	4.959e-01	8.648e-01	1.770e+00	1.097e+00	1.959e+00	
1.000e-03	5.026e-01	8.768e-01	1.775e+00	1.099e+00	1.964e+00	
1.000e-03	5.093e-01	8.889e-01	1.780e+00	1.102e+00	1.969e+00	
1.000e-03	5.160e-01	9.009e-01	1.785e+00	1.105e+00	1.975e+00	
1.000e-03	5.227e-01	9.130e-01	1.791e+00	1.108e+00	1.980e+00	
1.000e-03	5.294e-01	9.251e-01	1.796e+00	1.111e+00	1.985e+00	
1.000e-03	5.361e-01	9.372e-01	1.802e+00	1.115e+00	1.991e+00	
1.000e-03	5.428e-01	9.493e-01	1.807e+00	1.118e+00	1.997e+00	
1.000e-03	5.495e-01	9.614e-01	1.813e+00	1.121e+00	2.003e+00	
1.000e-03	5.562e-01	9.736e-01	1.819e+00	1.124e+00	2.008e+00	
1.000e-03	5.629e-01	9.857e-01	1.825e+00	1.128e+00	2.015e+00	
1.000e-03	5.696e-01	9.979e-01	1.830e+00	1.131e+00	2.021e+00	
1.000e-03	5.763e-01	1.010e+00	1.836e+00	1.135e+00	2.027e+00	
1.000e-03	5.830e-01	1.022e+00	1.842e+00	1.138e+00	2.033e+00	
1.000e-03	5.897e-01	1.035e+00	1.848e+00	1.142e+00	2.040e+00	
1.000e-03	5.964e-01	1.047e+00	1.854e+00	1.145e+00	2.046e+00	
1.000e-03	6.031e-01	1.059e+00	1.860e+00	1.149e+00	2.053e+00	
1.000e-03	6.098e-01	1.071e+00	1.866e+00	1.153e+00	2.060e+00	
1.000e-03	6.165e-01	1.084e+00	1.873e+00	1.157e+00	2.067e+00	
1.000e-03	6.232e-01	1.096e+00	1.879e+00	1.161e+00	2.074e+00	
1.000e-03	6.299e-01	1.108e+00	1.885e+00	1.165e+00	2.081e+00	
1.000e-03	6.366e-01	1.121e+00	1.892e+00	1.169e+00	2.089e+00	
1.000e-03	6.433e-01	1.133e+00	1.898e+00	1.173e+00	2.096e+00	
1.000e-03	6.500e-01	1.146e+00	1.905e+00	1.177e+00	2.104e+00	
1.000e-03	6.567e-01	1.158e+00	1.911e+00	1.182e+00	2.111e+00	
1.000e-03	6.634e-01	1.170e+00	1.918e+00	1.186e+00	2.119e+00	
1.000e-03	6.701e-01	1.183e+00	1.925e+00	1.190e+00	2.127e+00	
1.000e-03	6.768e-01	1.195e+00	1.931e+00	1.195e+00	2.136e+00	
1.000e-03	6.835e-01	1.208e+00	1.938e+00	1.200e+00	2.144e+00	
1.000e-03	6.902e-01	1.221e+00	1.945e+00	1.204e+00	2.152e+00	
1.000e-03	6.969e-01	1.233e+00	1.952e+00	1.209e+00	2.161e+00	
1.000e-03	7.036e-01	1.246e+00	1.959e+00	1.214e+00	2.170e+00	
1.000e-03	7.103e-01	1.258e+00	1.966e+00	1.219e+00	2.179e+00	
1.000e-03	7.170e-01	1.271e+00	1.973e+00	1.224e+00	2.188e+00	
1.000e-03	7.237e-01	1.284e+00	1.980e+00	1.229e+00	2.197e+00	
1.000e-03	7.304e-01	1.296e+00	1.987e+00	1.234e+00	2.207e+00	
1.000e-03	7.371e-01	1.309e+00	1.994e+00	1.239e+00	2.217e+00	
1.000e-03	7.438e-01	1.322e+00	2.002e+00	1.245e+00	2.226e+00	
1.000e-03	7.505e-01	1.335e+00	2.009e+00	1.250e+00	2.236e+00	
1.000e-03	7.572e-01	1.348e+00	2.016e+00	1.256e+00	2.247e+00	
1.000e-03	7.639e-01	1.360e+00	2.024e+00	1.262e+00	2.257e+00	
1.000e-03	7.706e-01	1.373e+00	2.031e+00	1.267e+00	2.268e+00	
1.000e-03	7.773e-01	1.386e+00	2.039e+00	1.273e+00	2.279e+00	
1.000e-03	7.840e-01	1.399e+00	2.047e+00	1.279e+00	2.290e+00	
1.000e-03	7.907e-01	1.412e+00	2.054e+00	1.285e+00	2.301e+00	
1.000e-03	7.974e-01	1.425e+00	2.062e+00	1.292e+00	2.312e+00	
1.000e-03	8.041e-01	1.438e+00	2.070e+00	1.298e+00	2.324e+00	
1.000e-03	8.108e-01	1.451e+00	2.078e+00	1.304e+00	2.336e+00	
1.000e-03	8.175e-01	1.464e+00	2.085e+00	1.311e+00	2.348e+00	
1.000e-03	8.242e-01	1.478e+00	2.093e+00	1.318e+00	2.361e+00	
1.000e-03	8.309e-01	1.491e+00	2.101e+00	1.325e+00	2.374e+00	
1.000e-03	8.376e-01	1.504e+00	2.109e+00	1.331e+00	2.387e+00	
1.000e-03	8.443e-01	1.517e+00	2.118e+00	1.339e+00	2.400e+00	
1.000e-03	8.510e-01	1.531e+00	2.126e+00	1.346e+00	2.413e+00	
1.000e-03	8.577e-01	1.544e+00	2.134e+00	1.353e+00	2.427e+00	
1.000e-03	8.644e-01	1.557e+00	2.142e+00	1.361e+00	2.441e+00	
1.000e-03	8.712e-01	1.571e+00	2.151e+00	1.368e+00	2.456e+00	
1.000e-03	8.779e-01	1.584e+00	2.159e+00	1.376e+00	2.470e+00	
1.000e-03	8.846e-01	1.598e+00	2.167e+00	1.384e+00	2.486e+00	
1.000e-03	8.913e-01	1.611e+00	2.176e+00	1.392e+00	2.501e+00	
1.000e-03	8.980e-01	1.625e+00	2.184e+00	1.400e+00	2.517e+00	
1.000e-03	9.047e-01	1.639e+00	2.193e+00	1.409e+00	2.533e+00	
1.000e-03	9.114e-01	1.652e+00	2.202e+00	1.417e+00	2.549e+00	
1.000e-03	9.181e-01	1.666e+00	2.210e+00	1.426e+00	2.566e+00	
1.000e-03	9.248e-01	1.680e+00	2.219e+00	1.435e+00	2.583e+00	
1.000e-03	9.315e-01	1.694e+00	2.228e+00	1.444e+00	2.601e+00	
1.000e-03	9.382e-01	1.708e+00	2.237e+00	1.454e+00	2.619e+00	
1.000e-03	9.449e-01	1.722e+00	2.246e+00	1.463e+00	2.638e+00	
1.000e-03	9.516e-01	1.736e+00	2.255e+00	1.473e+00	2.657e+00	
1.000e-03	9.583e-01	1.750e+00	2.264e+00	1.483e+00	2.676e+00	
1.000e-03	9.650e-01	1.764e+00	2.273e+00	1.493e+00	2.696e+00	
1.000e-03	9.717e-01	1.778e+00	2.282e+00	1.503e+00	2.716e+00	
1.000e-03	9.784e-01	1.792e+00	2.291e+00	1.514e+00	2.737e+00	
1.000e-03	9.851e-01	1.806e+00	2.301e+00	1.525e+00	2.759e+00	
1.000e-03	9.918e-01	1.821e+00	2.310e+00	1.536e+00	2.781e+00	
1.000e-03	9.985e-01	1.835e+00	2.320e+00	1.547e+00	2.804e+00	
1.000e-03	1.005e+00	1.850e+00	2.329e+00	1.559e+00	2.827e+00	
1.000e-03	1.012e+00	1.864e+00	2.339e+00	1.571e+00	2.851e+00	
1.000e-03	1.019e+00	1.879e+00	2.348e+00	1.583e+00	2.876e+00	
1.000e-03	1.025e+00	1.894e+00	2.358e+00	1.596e+00	2.901e+00	
1.000e-03	1.032e+00	1.908e+00	2.368e+00	1.608e+00	2.928e+00	
1.000e-03	1.039e+00	1.923e+00	2.377e+00	1.621e+00	2.955e+00	
1.000e-03	1.045e+00	1.938e+00	2.387e+00	1.635e+00	2.983e+00	
1.000e-03	1.052e+00	1.953e+00	2.397e+00	1.649e+00	3.011e+00	
1.000e-03	1.059e+00	1.968e+00	2.407e+00	1.663e+00	3.041e+00	
1.000e-03	1.065e+00	1.984e+00	2.417e+00	1.677e+00	3.072e+00	
1.000e-03	1.072e+00	1.999e+00	2.427e+00	1.692e+00	3.103e+00	
1.000e-03	1.079e+00	2.014e+00	2.437e+00	1.708e+00	3.136e+00	
1.000e-03	1.086e+00	2.030e+00	2.447e+00	1.723e+00	3.170e+00	
1.000e-03	1.092e+00	2.045e+00	2.458e+00	1.739e+00	3.205e+00	
1.000e-03	1.099e+00	2.061e+00	2.468e+00	1.756e+00	3.241e+00	
1.000e-03	1.106e+00	2.077e+00	2.478e+00	1.773e+00	3.279e+00	
1.000e-03	1.112e+00	2.093e+00	2.489e+00	1.791e+00	3.319e+00	
1.000e-03	1.119e+00	2.109e+00	2.500e+00	1.809e+00	3.359e+00	
1.000e-03	1.126e+00	2.125e+00	2.510e+00	1.828e+00	3.402e+00	
1.000e-03	1.132e+00	2.141e+00	2.521e+00	1.847e+00	3.446e+00	
1.000e-03	1.139e+00	2.157e+00	2.532e+00	1.867e+00	3.492e+00	
1.000e-03	1.146e+00	2.174e+00	2.542e+00	1.888e+00	3.541e+00	
1.000e-03	1.153e+00	2.190e+00	2.553e+00	1.909e+00	3.591e+00	
1.000e-03	1.159e+00	2.207e+00	2.564e+00	1.931e+00	3.644e+00	
1.000e-03	1.166e+00	2.224e+00	2.575e+00	1.954e+00	3.700e+00	
1.000e-03	1.173e+00	2.241e+00	2.586e+00	1.978e+00	3.758e+00	
1.000e-03	1.179e+00	2.258e+00	2.598e+00	2.002e+00	3.820e+00	
1.000e-03	1.186e+00	2.276e+00	2.609e+00	2.028e+00	3.885e+00	
1.000e-03	1.193e+00	2.293e+00	2.620e+00	2.054e+00	3.954e+00	
1.000e-03	1.200e+00	2.311e+00	2.632e+00	2.082e+00	4.027e+00	
1.000e-03	1.206e+00	2.329e+00	2.643e+00	2.111e+00	4.104e+00	
1.000e-03	1.213e+00	2.347e+00	2.655e+00	2.141e+00	4.186e+00	
1.000e-03	1.220e+00	2.366e+00	2.666e+00	2.172e+00	4.275e+00	
1.000e-03	1.226e+00	2.384e+00	2.678e+00	2.205e+00	4.369e+00	
1.000e-03	1.233e+00	2.403e+00	2.690e+00	2.240e+00	4.471e+00	
1.000e-03	1.240e+00	2.422e+00	2.702e+00	2.276e+00	4.581e+00	
1.000e-03	1.246e+00	2.441e+00	2.714e+00	2.314e+00	4.700e+00	
1.000e-03	1.253e+00	2.461e+00	2.726e+00	2.355e+00	4.830e+00	
1.000e-03	1.260e+00	2.481e+00	2.738e+00	2.398e+00	4.972e+00	
1.000e-03	1.267e+00	2.502e+00	2.750e+00	2.443e+00	5.130e+00	
1.000e-03	1.273e+00	2.522e+00	2.763e+00	2.492e+00	5.305e+00	
1.000e-03	1.280e+00	2.544e+00	2.775e+00	2.543e+00	5.501e+00	
1.000e-03	1.287e+00	2.565e+00	2.788e+00	2.599e+00	5.723e+00	
1.000e-03	1.293e+00	2.587e+00	2.800e+00	2.659e+00	5.977e+00	
1.000e-03	1.300e+00	2.610e+00	2.813e+00	2.725e+00	6.273e+00	
1.000e-03	1.307e+00	2.634e+00	2.826e+00	2.797e+00	6.621e+00	
1.000e-03	1.313e+00	2.658e+00	2.838e+00	2.876e+00	7.042e+00	
1.000e-03	1.320e+00	2.684e+00	2.851e+00	2.965e+00	7.564e+00	
1.000e-03	1.327e+00	2.710e+00	2.864e+00	3.066e+00	8.235e+00	
1.000e-03	1.334e+00	2.739e+00	2.878e+00	3.184e+00	9.143e+00	
