beta	i	thpar	thperp	rpar	rperp	
1.000e-04	3.772e-01	6.392e-01	1.682e+00	1.051e+00	1.833e+00	
1.000e-04	3.844e-01	6.516e-01	1.686e+00	1.053e+00	1.837e+00	
1.000e-04	3.917e-01	6.641e-01	1.691e+00	1.055e+00	1.840e+00	
1.000e-04	3.989e-01	6.766e-01	1.695e+00	1.057e+00	1.844e+00	
1.000e-04	4.062e-01	6.891e-01	1.700e+00	1.059e+00	1.847e+00	
1.000e-04	4.134e-01	7.016e-01	1.704e+00	1.062e+00	1.851e+00	
1.000e-04	4.207e-01	7.141e-01	1.709e+00	1.064e+00	1.855e+00	
1.000e-04	4.279e-01	7.266e-01	1.713e+00	1.066e+00	1.859e+00	
1.000e-04	4.352e-01	7.391e-01	1.718e+00	1.069e+00	1.863e+00	
1.000e-04	4.425e-01	7.517e-01	1.723e+00	1.071e+00	1.867e+00	
1.000e-04	4.497e-01	7.643e-01	1.728e+00	1.074e+00	1.871e+00	
1.000e-04	4.570e-01	7.768e-01	1.733e+00	1.076e+00	1.875e+00	
1.000e-04	4.642e-01	7.894e-01	1.738e+00	1.079e+00	1.880e+00	
1.000e-04	4.715e-01	8.020e-01	1.743e+00	1.082e+00	1.884e+00	
1.000e-04	4.787e-01	8.146e-01	1.748e+00	1.084e+00	1.888e+00	
1.000e-04	4.860e-01	8.273e-01	1.753e+00	1.087e+00	1.893e+00	
1.000e-04	4.932e-01	8.399e-01	1.758e+00	1.090e+00	1.898e+00	
1.000e-04	5.005e-01	8.526e-01	1.764e+00	1.093e+00	1.902e+00	
1.000e-04	5.077e-01	8.652e-01	1.769e+00	1.096e+00	1.907e+00	
1.000e-04	5.150e-01	8.779e-01	1.775e+00	1.099e+00	1.912e+00	
1.000e-04	5.222e-01	8.906e-01	1.780e+00	1.102e+00	1.917e+00	
1.000e-04	5.295e-01	9.033e-01	1.786e+00	1.105e+00	1.922e+00	
1.000e-04	5.367e-01	9.161e-01	1.792e+00	1.108e+00	1.928e+00	
1.000e-04	5.440e-01	9.288e-01	1.797e+00	1.111e+00	1.933e+00	
1.000e-04	5.513e-01	9.416e-01	1.803e+00	1.115e+00	1.938e+00	
1.000e-04	5.585e-01	9.543e-01	1.809e+00	1.118e+00	1.944e+00	
1.000e-04	5.658e-01	9.671e-01	1.815e+00	1.121e+00	1.949e+00	
1.000e-04	5.730e-01	9.799e-01	1.821e+00	1.125e+00	1.955e+00	
1.000e-04	5.803e-01	9.928e-01	1.827e+00	1.128e+00	1.961e+00	
1.000e-04	5.875e-01	1.006e+00	1.833e+00	1.132e+00	1.967e+00	
1.000e-04	5.948e-01	1.018e+00	1.839e+00	1.136e+00	1.973e+00	
1.000e-04	6.020e-01	1.031e+00	1.846e+00	1.139e+00	1.979e+00	
1.000e-04	6.093e-01	1.044e+00	1.852e+00	1.143e+00	1.986e+00	
1.000e-04	6.165e-01	1.057e+00	1.859e+00	1.147e+00	1.992e+00	
1.000e-04	6.238e-01	1.070e+00	1.865e+00	1.151e+00	1.998e+00	
1.000e-04	6.310e-01	1.083e+00	1.871e+00	1.155e+00	2.005e+00	
1.000e-04	6.383e-01	1.096e+00	1.878e+00	1.159e+00	2.012e+00	
1.000e-04	6.455e-01	1.109e+00	1.885e+00	1.163e+00	2.019e+00	
1.000e-04	6.528e-01	1.122e+00	1.891e+00	1.168e+00	2.026e+00	
1.000e-04	6.601e-01	1.135e+00	1.898e+00	1.172e+00	2.033e+00	
1.000e-04	6.673e-01	1.148e+00	1.905e+00	1.176e+00	2.040e+00	
1.000e-04	6.746e-01	1.161e+00	1.912e+00	1.181e+00	2.048e+00	
1.000e-04	6.818e-01	1.174e+00	1.919e+00	1.185e+00	2.055e+00	
1.000e-04	6.891e-01	1.188e+00	1.926e+00	1.190e+00	2.063e+00	
1.000e-04	6.963e-01	1.201e+00	1.933e+00	1.195e+00	2.071e+00	
1.000e-04	7.036e-01	1.214e+00	1.940e+00	1.200e+00	2.079e+00	
1.000e-04	7.108e-01	1.227e+00	1.947e+00	1.205e+00	2.087e+00	
1.000e-04	7.181e-01	1.240e+00	1.955e+00	1.210e+00	2.095e+00	
1.000e-04	7.253e-01	1.254e+00	1.962e+00	1.215e+00	2.103e+00	
1.000e-04	7.326e-01	1.267e+00	1.969e+00	1.220e+00	2.112e+00	
1.000e-04	7.398e-01	1.280e+00	1.977e+00	1.225e+00	2.121e+00	
1.000e-04	7.471e-01	1.293e+00	1.984e+00	1.231e+00	2.130e+00	
1.000e-04	7.543e-01	1.307e+00	1.992e+00	1.236e+00	2.139e+00	
1.000e-04	7.616e-01	1.320e+00	1.999e+00	1.242e+00	2.148e+00	
1.000e-04	7.689e-01	1.334e+00	2.007e+00	1.247e+00	2.157e+00	
1.000e-04	7.761e-01	1.347e+00	2.015e+00	1.253e+00	2.167e+00	
1.000e-04	7.834e-01	1.361e+00	2.023e+00	1.259e+00	2.177e+00	
1.000e-04	7.906e-01	1.374e+00	2.030e+00	1.265e+00	2.186e+00	
1.000e-04	7.979e-01	1.388e+00	2.038e+00	1.271e+00	2.197e+00	
1.000e-04	8.051e-01	1.401e+00	2.046e+00	1.277e+00	2.207e+00	
1.000e-04	8.124e-01	1.415e+00	2.054e+00	1.284e+00	2.217e+00	
1.000e-04	8.196e-01	1.428e+00	2.062e+00	1.290e+00	2.228e+00	
1.000e-04	8.269e-01	1.442e+00	2.071e+00	1.297e+00	2.239e+00	
1.000e-04	8.341e-01	1.456e+00	2.079e+00	1.303e+00	2.250e+00	
1.000e-04	8.414e-01	1.469e+00	2.087e+00	1.310e+00	2.261e+00	
1.000e-04	8.486e-01	1.483e+00	2.095e+00	1.317e+00	2.273e+00	
1.000e-04	8.559e-01	1.497e+00	2.104e+00	1.324e+00	2.285e+00	
1.000e-04	8.631e-01	1.511e+00	2.112e+00	1.332e+00	2.297e+00	
1.000e-04	8.704e-01	1.525e+00	2.121e+00	1.339e+00	2.309e+00	
1.000e-04	8.777e-01	1.539e+00	2.129e+00	1.346e+00	2.322e+00	
1.000e-04	8.849e-01	1.553e+00	2.138e+00	1.354e+00	2.334e+00	
1.000e-04	8.922e-01	1.567e+00	2.146e+00	1.362e+00	2.347e+00	
1.000e-04	8.994e-01	1.581e+00	2.155e+00	1.370e+00	2.361e+00	
1.000e-04	9.067e-01	1.595e+00	2.164e+00	1.378e+00	2.374e+00	
1.000e-04	9.139e-01	1.609e+00	2.173e+00	1.386e+00	2.388e+00	
1.000e-04	9.212e-01	1.623e+00	2.182e+00	1.395e+00	2.402e+00	
1.000e-04	9.284e-01	1.637e+00	2.190e+00	1.403e+00	2.416e+00	
1.000e-04	9.357e-01	1.651e+00	2.199e+00	1.412e+00	2.431e+00	
1.000e-04	9.429e-01	1.666e+00	2.209e+00	1.421e+00	2.446e+00	
1.000e-04	9.502e-01	1.680e+00	2.218e+00	1.430e+00	2.462e+00	
1.000e-04	9.574e-01	1.694e+00	2.227e+00	1.440e+00	2.477e+00	
1.000e-04	9.647e-01	1.709e+00	2.236e+00	1.449e+00	2.493e+00	
1.000e-04	9.719e-01	1.723e+00	2.245e+00	1.459e+00	2.510e+00	
1.000e-04	9.792e-01	1.738e+00	2.255e+00	1.469e+00	2.526e+00	
1.000e-04	9.865e-01	1.753e+00	2.264e+00	1.479e+00	2.544e+00	
1.000e-04	9.937e-01	1.767e+00	2.273e+00	1.490e+00	2.561e+00	
1.000e-04	1.001e+00	1.782e+00	2.283e+00	1.500e+00	2.579e+00	
1.000e-04	1.008e+00	1.797e+00	2.293e+00	1.511e+00	2.597e+00	
1.000e-04	1.015e+00	1.811e+00	2.302e+00	1.523e+00	2.616e+00	
1.000e-04	1.023e+00	1.826e+00	2.312e+00	1.534e+00	2.636e+00	
1.000e-04	1.030e+00	1.841e+00	2.322e+00	1.546e+00	2.655e+00	
1.000e-04	1.037e+00	1.856e+00	2.331e+00	1.558e+00	2.676e+00	
1.000e-04	1.044e+00	1.871e+00	2.341e+00	1.570e+00	2.696e+00	
1.000e-04	1.052e+00	1.886e+00	2.351e+00	1.582e+00	2.718e+00	
1.000e-04	1.059e+00	1.901e+00	2.361e+00	1.595e+00	2.739e+00	
1.000e-04	1.066e+00	1.917e+00	2.371e+00	1.608e+00	2.762e+00	
1.000e-04	1.073e+00	1.932e+00	2.381e+00	1.622e+00	2.785e+00	
1.000e-04	1.081e+00	1.947e+00	2.391e+00	1.635e+00	2.808e+00	
1.000e-04	1.088e+00	1.963e+00	2.402e+00	1.650e+00	2.832e+00	
1.000e-04	1.095e+00	1.978e+00	2.412e+00	1.664e+00	2.857e+00	
1.000e-04	1.103e+00	1.994e+00	2.422e+00	1.679e+00	2.883e+00	
1.000e-04	1.110e+00	2.010e+00	2.433e+00	1.694e+00	2.909e+00	
1.000e-04	1.117e+00	2.025e+00	2.443e+00	1.710e+00	2.936e+00	
1.000e-04	1.124e+00	2.041e+00	2.454e+00	1.726e+00	2.964e+00	
1.000e-04	1.132e+00	2.057e+00	2.464e+00	1.743e+00	2.993e+00	
1.000e-04	1.139e+00	2.073e+00	2.475e+00	1.760e+00	3.023e+00	
1.000e-04	1.146e+00	2.089e+00	2.485e+00	1.777e+00	3.053e+00	
1.000e-04	1.153e+00	2.105e+00	2.496e+00	1.795e+00	3.085e+00	
1.000e-04	1.161e+00	2.122e+00	2.507e+00	1.814e+00	3.118e+00	
1.000e-04	1.168e+00	2.138e+00	2.518e+00	1.833e+00	3.151e+00	
1.000e-04	1.175e+00	2.154e+00	2.529e+00	1.853e+00	3.186e+00	
1.000e-04	1.182e+00	2.171e+00	2.540e+00	1.873e+00	3.222e+00	
1.000e-04	1.190e+00	2.188e+00	2.551e+00	1.894e+00	3.260e+00	
1.000e-04	1.197e+00	2.204e+00	2.562e+00	1.916e+00	3.299e+00	
1.000e-04	1.204e+00	2.221e+00	2.573e+00	1.938e+00	3.339e+00	
1.000e-04	1.211e+00	2.238e+00	2.585e+00	1.961e+00	3.381e+00	
1.000e-04	1.219e+00	2.255e+00	2.596e+00	1.985e+00	3.424e+00	
1.000e-04	1.226e+00	2.273e+00	2.607e+00	2.010e+00	3.469e+00	
1.000e-04	1.233e+00	2.290e+00	2.619e+00	2.036e+00	3.517e+00	
1.000e-04	1.240e+00	2.307e+00	2.630e+00	2.062e+00	3.566e+00	
1.000e-04	1.248e+00	2.325e+00	2.642e+00	2.090e+00	3.617e+00	
1.000e-04	1.255e+00	2.343e+00	2.654e+00	2.119e+00	3.671e+00	
1.000e-04	1.262e+00	2.361e+00	2.665e+00	2.148e+00	3.727e+00	
1.000e-04	1.269e+00	2.379e+00	2.677e+00	2.180e+00	3.787e+00	
1.000e-04	1.277e+00	2.397e+00	2.689e+00	2.212e+00	3.849e+00	
1.000e-04	1.284e+00	2.415e+00	2.701e+00	2.246e+00	3.915e+00	
1.000e-04	1.291e+00	2.434e+00	2.713e+00	2.281e+00	3.984e+00	
1.000e-04	1.298e+00	2.452e+00	2.725e+00	2.319e+00	4.057e+00	
1.000e-04	1.306e+00	2.471e+00	2.737e+00	2.357e+00	4.135e+00	
1.000e-04	1.313e+00	2.490e+00	2.750e+00	2.398e+00	4.217e+00	
1.000e-04	1.320e+00	2.509e+00	2.762e+00	2.441e+00	4.305e+00	
1.000e-04	1.327e+00	2.529e+00	2.774e+00	2.487e+00	4.399e+00	
1.000e-04	1.335e+00	2.548e+00	2.787e+00	2.535e+00	4.500e+00	
1.000e-04	1.342e+00	2.568e+00	2.799e+00	2.585e+00	4.609e+00	
1.000e-04	1.349e+00	2.588e+00	2.812e+00	2.639e+00	4.727e+00	
1.000e-04	1.356e+00	2.609e+00	2.825e+00	2.697e+00	4.855e+00	
1.000e-04	1.364e+00	2.629e+00	2.838e+00	2.758e+00	4.995e+00	
1.000e-04	1.371e+00	2.650e+00	2.850e+00	2.824e+00	5.149e+00	
1.000e-04	1.378e+00	2.671e+00	2.864e+00	2.895e+00	5.319e+00	
1.000e-04	1.385e+00	2.693e+00	2.877e+00	2.971e+00	5.509e+00	
1.000e-04	1.393e+00	2.714e+00	2.890e+00	3.055e+00	5.724e+00	
1.000e-04	1.400e+00	2.737e+00	2.903e+00	3.146e+00	5.969e+00	
1.000e-04	1.407e+00	2.759e+00	2.917e+00	3.247e+00	6.253e+00	
1.000e-04	1.414e+00	2.783e+00	2.930e+00	3.359e+00	6.586e+00	
1.000e-04	1.422e+00	2.806e+00	2.944e+00	3.485e+00	6.987e+00	
1.000e-04	1.429e+00	2.831e+00	2.958e+00	3.629e+00	7.482e+00	
1.000e-04	1.436e+00	2.856e+00	2.971e+00	3.795e+00	8.116e+00	
1.000e-04	1.443e+00	2.882e+00	2.985e+00	3.994e+00	8.972e+00	
