beta	i	thpar	thperp	rpar	rperp	
1.000e-01	9.347e-02	2.283e-01	1.584e+00	1.006e+00	2.535e+00	
1.000e-01	9.681e-02	2.365e-01	1.585e+00	1.007e+00	2.537e+00	
1.000e-01	1.001e-01	2.447e-01	1.586e+00	1.007e+00	2.539e+00	
1.000e-01	1.035e-01	2.529e-01	1.587e+00	1.008e+00	2.542e+00	
1.000e-01	1.068e-01	2.611e-01	1.588e+00	1.008e+00	2.544e+00	
1.000e-01	1.102e-01	2.693e-01	1.590e+00	1.009e+00	2.546e+00	
1.000e-01	1.135e-01	2.775e-01	1.591e+00	1.009e+00	2.548e+00	
1.000e-01	1.168e-01	2.857e-01	1.592e+00	1.010e+00	2.551e+00	
1.000e-01	1.202e-01	2.939e-01	1.593e+00	1.011e+00	2.553e+00	
1.000e-01	1.235e-01	3.021e-01	1.594e+00	1.011e+00	2.556e+00	
1.000e-01	1.269e-01	3.104e-01	1.596e+00	1.012e+00	2.558e+00	
1.000e-01	1.302e-01	3.186e-01	1.597e+00	1.012e+00	2.561e+00	
1.000e-01	1.335e-01	3.268e-01	1.598e+00	1.013e+00	2.564e+00	
1.000e-01	1.369e-01	3.351e-01	1.600e+00	1.014e+00	2.567e+00	
1.000e-01	1.402e-01	3.433e-01	1.601e+00	1.014e+00	2.570e+00	
1.000e-01	1.435e-01	3.516e-01	1.603e+00	1.015e+00	2.573e+00	
1.000e-01	1.469e-01	3.599e-01	1.604e+00	1.016e+00	2.576e+00	
1.000e-01	1.502e-01	3.681e-01	1.606e+00	1.017e+00	2.579e+00	
1.000e-01	1.536e-01	3.764e-01	1.607e+00	1.017e+00	2.582e+00	
1.000e-01	1.569e-01	3.847e-01	1.609e+00	1.018e+00	2.586e+00	
1.000e-01	1.602e-01	3.930e-01	1.610e+00	1.019e+00	2.589e+00	
1.000e-01	1.636e-01	4.012e-01	1.612e+00	1.020e+00	2.593e+00	
1.000e-01	1.669e-01	4.095e-01	1.614e+00	1.021e+00	2.596e+00	
1.000e-01	1.703e-01	4.179e-01	1.615e+00	1.021e+00	2.600e+00	
1.000e-01	1.736e-01	4.262e-01	1.617e+00	1.022e+00	2.604e+00	
1.000e-01	1.769e-01	4.345e-01	1.619e+00	1.023e+00	2.608e+00	
1.000e-01	1.803e-01	4.428e-01	1.621e+00	1.024e+00	2.612e+00	
1.000e-01	1.836e-01	4.511e-01	1.623e+00	1.025e+00	2.616e+00	
1.000e-01	1.869e-01	4.595e-01	1.624e+00	1.026e+00	2.620e+00	
1.000e-01	1.903e-01	4.678e-01	1.626e+00	1.027e+00	2.624e+00	
1.000e-01	1.936e-01	4.762e-01	1.628e+00	1.028e+00	2.629e+00	
1.000e-01	1.970e-01	4.846e-01	1.630e+00	1.029e+00	2.633e+00	
1.000e-01	2.003e-01	4.929e-01	1.632e+00	1.030e+00	2.638e+00	
1.000e-01	2.036e-01	5.013e-01	1.634e+00	1.031e+00	2.642e+00	
1.000e-01	2.070e-01	5.097e-01	1.636e+00	1.032e+00	2.647e+00	
1.000e-01	2.103e-01	5.181e-01	1.639e+00	1.033e+00	2.652e+00	
1.000e-01	2.137e-01	5.265e-01	1.641e+00	1.034e+00	2.657e+00	
1.000e-01	2.170e-01	5.350e-01	1.643e+00	1.035e+00	2.662e+00	
1.000e-01	2.203e-01	5.434e-01	1.645e+00	1.037e+00	2.667e+00	
1.000e-01	2.237e-01	5.518e-01	1.647e+00	1.038e+00	2.672e+00	
1.000e-01	2.270e-01	5.603e-01	1.650e+00	1.039e+00	2.678e+00	
1.000e-01	2.303e-01	5.687e-01	1.652e+00	1.040e+00	2.683e+00	
1.000e-01	2.337e-01	5.772e-01	1.654e+00	1.041e+00	2.689e+00	
1.000e-01	2.370e-01	5.857e-01	1.657e+00	1.043e+00	2.694e+00	
1.000e-01	2.404e-01	5.942e-01	1.659e+00	1.044e+00	2.700e+00	
1.000e-01	2.437e-01	6.027e-01	1.662e+00	1.045e+00	2.706e+00	
1.000e-01	2.470e-01	6.112e-01	1.664e+00	1.046e+00	2.712e+00	
1.000e-01	2.504e-01	6.197e-01	1.667e+00	1.048e+00	2.718e+00	
1.000e-01	2.537e-01	6.283e-01	1.669e+00	1.049e+00	2.724e+00	
1.000e-01	2.571e-01	6.368e-01	1.672e+00	1.051e+00	2.731e+00	
1.000e-01	2.604e-01	6.454e-01	1.674e+00	1.052e+00	2.737e+00	
1.000e-01	2.637e-01	6.539e-01	1.677e+00	1.053e+00	2.744e+00	
1.000e-01	2.671e-01	6.625e-01	1.680e+00	1.055e+00	2.751e+00	
1.000e-01	2.704e-01	6.711e-01	1.682e+00	1.056e+00	2.758e+00	
1.000e-01	2.737e-01	6.797e-01	1.685e+00	1.058e+00	2.765e+00	
1.000e-01	2.771e-01	6.884e-01	1.688e+00	1.059e+00	2.772e+00	
1.000e-01	2.804e-01	6.970e-01	1.691e+00	1.061e+00	2.779e+00	
1.000e-01	2.838e-01	7.057e-01	1.693e+00	1.063e+00	2.787e+00	
1.000e-01	2.871e-01	7.143e-01	1.696e+00	1.064e+00	2.794e+00	
1.000e-01	2.904e-01	7.230e-01	1.699e+00	1.066e+00	2.802e+00	
1.000e-01	2.938e-01	7.317e-01	1.702e+00	1.067e+00	2.810e+00	
1.000e-01	2.971e-01	7.404e-01	1.705e+00	1.069e+00	2.818e+00	
1.000e-01	3.004e-01	7.492e-01	1.708e+00	1.071e+00	2.826e+00	
1.000e-01	3.038e-01	7.579e-01	1.711e+00	1.073e+00	2.835e+00	
1.000e-01	3.071e-01	7.667e-01	1.714e+00	1.074e+00	2.843e+00	
1.000e-01	3.105e-01	7.754e-01	1.717e+00	1.076e+00	2.852e+00	
1.000e-01	3.138e-01	7.842e-01	1.720e+00	1.078e+00	2.861e+00	
1.000e-01	3.171e-01	7.931e-01	1.723e+00	1.080e+00	2.870e+00	
1.000e-01	3.205e-01	8.019e-01	1.727e+00	1.082e+00	2.879e+00	
1.000e-01	3.238e-01	8.107e-01	1.730e+00	1.084e+00	2.888e+00	
1.000e-01	3.272e-01	8.196e-01	1.733e+00	1.085e+00	2.898e+00	
1.000e-01	3.305e-01	8.285e-01	1.736e+00	1.087e+00	2.908e+00	
1.000e-01	3.338e-01	8.374e-01	1.740e+00	1.089e+00	2.918e+00	
1.000e-01	3.372e-01	8.463e-01	1.743e+00	1.091e+00	2.928e+00	
1.000e-01	3.405e-01	8.552e-01	1.746e+00	1.093e+00	2.938e+00	
1.000e-01	3.438e-01	8.642e-01	1.750e+00	1.096e+00	2.949e+00	
1.000e-01	3.472e-01	8.732e-01	1.753e+00	1.098e+00	2.959e+00	
1.000e-01	3.505e-01	8.822e-01	1.757e+00	1.100e+00	2.970e+00	
1.000e-01	3.539e-01	8.912e-01	1.760e+00	1.102e+00	2.981e+00	
1.000e-01	3.572e-01	9.002e-01	1.764e+00	1.104e+00	2.993e+00	
1.000e-01	3.605e-01	9.093e-01	1.767e+00	1.106e+00	3.004e+00	
1.000e-01	3.639e-01	9.184e-01	1.771e+00	1.109e+00	3.016e+00	
1.000e-01	3.672e-01	9.275e-01	1.774e+00	1.111e+00	3.028e+00	
1.000e-01	3.706e-01	9.366e-01	1.778e+00	1.113e+00	3.041e+00	
1.000e-01	3.739e-01	9.458e-01	1.782e+00	1.116e+00	3.053e+00	
1.000e-01	3.772e-01	9.550e-01	1.785e+00	1.118e+00	3.066e+00	
1.000e-01	3.806e-01	9.642e-01	1.789e+00	1.121e+00	3.079e+00	
1.000e-01	3.839e-01	9.734e-01	1.793e+00	1.123e+00	3.093e+00	
1.000e-01	3.872e-01	9.827e-01	1.797e+00	1.126e+00	3.106e+00	
1.000e-01	3.906e-01	9.919e-01	1.800e+00	1.128e+00	3.120e+00	
1.000e-01	3.939e-01	1.001e+00	1.804e+00	1.131e+00	3.135e+00	
1.000e-01	3.973e-01	1.011e+00	1.808e+00	1.133e+00	3.149e+00	
1.000e-01	4.006e-01	1.020e+00	1.812e+00	1.136e+00	3.164e+00	
1.000e-01	4.039e-01	1.029e+00	1.816e+00	1.139e+00	3.179e+00	
1.000e-01	4.073e-01	1.039e+00	1.820e+00	1.142e+00	3.195e+00	
1.000e-01	4.106e-01	1.048e+00	1.824e+00	1.144e+00	3.211e+00	
1.000e-01	4.140e-01	1.058e+00	1.828e+00	1.147e+00	3.227e+00	
1.000e-01	4.173e-01	1.067e+00	1.832e+00	1.150e+00	3.244e+00	
1.000e-01	4.206e-01	1.077e+00	1.836e+00	1.153e+00	3.261e+00	
1.000e-01	4.240e-01	1.086e+00	1.840e+00	1.156e+00	3.278e+00	
1.000e-01	4.273e-01	1.096e+00	1.845e+00	1.159e+00	3.296e+00	
1.000e-01	4.306e-01	1.106e+00	1.849e+00	1.162e+00	3.314e+00	
1.000e-01	4.340e-01	1.115e+00	1.853e+00	1.165e+00	3.332e+00	
1.000e-01	4.373e-01	1.125e+00	1.857e+00	1.169e+00	3.351e+00	
1.000e-01	4.407e-01	1.135e+00	1.862e+00	1.172e+00	3.371e+00	
1.000e-01	4.440e-01	1.145e+00	1.866e+00	1.175e+00	3.391e+00	
1.000e-01	4.473e-01	1.154e+00	1.870e+00	1.178e+00	3.411e+00	
1.000e-01	4.507e-01	1.164e+00	1.875e+00	1.182e+00	3.432e+00	
1.000e-01	4.540e-01	1.174e+00	1.879e+00	1.185e+00	3.454e+00	
1.000e-01	4.573e-01	1.184e+00	1.883e+00	1.189e+00	3.476e+00	
1.000e-01	4.607e-01	1.194e+00	1.888e+00	1.192e+00	3.499e+00	
1.000e-01	4.640e-01	1.204e+00	1.892e+00	1.196e+00	3.522e+00	
1.000e-01	4.674e-01	1.214e+00	1.897e+00	1.200e+00	3.546e+00	
1.000e-01	4.707e-01	1.224e+00	1.902e+00	1.203e+00	3.570e+00	
1.000e-01	4.740e-01	1.235e+00	1.906e+00	1.207e+00	3.595e+00	
1.000e-01	4.774e-01	1.245e+00	1.911e+00	1.211e+00	3.621e+00	
1.000e-01	4.807e-01	1.255e+00	1.915e+00	1.215e+00	3.647e+00	
1.000e-01	4.841e-01	1.265e+00	1.920e+00	1.219e+00	3.675e+00	
1.000e-01	4.874e-01	1.276e+00	1.925e+00	1.223e+00	3.703e+00	
1.000e-01	4.907e-01	1.286e+00	1.930e+00	1.227e+00	3.731e+00	
1.000e-01	4.941e-01	1.297e+00	1.934e+00	1.232e+00	3.761e+00	
1.000e-01	4.974e-01	1.307e+00	1.939e+00	1.236e+00	3.792e+00	
1.000e-01	5.007e-01	1.318e+00	1.944e+00	1.240e+00	3.823e+00	
1.000e-01	5.041e-01	1.329e+00	1.949e+00	1.245e+00	3.856e+00	
1.000e-01	5.074e-01	1.339e+00	1.954e+00	1.249e+00	3.889e+00	
1.000e-01	5.108e-01	1.350e+00	1.959e+00	1.254e+00	3.924e+00	
1.000e-01	5.141e-01	1.361e+00	1.964e+00	1.259e+00	3.959e+00	
1.000e-01	5.174e-01	1.372e+00	1.969e+00	1.263e+00	3.996e+00	
1.000e-01	5.208e-01	1.383e+00	1.974e+00	1.268e+00	4.034e+00	
1.000e-01	5.241e-01	1.394e+00	1.979e+00	1.273e+00	4.074e+00	
1.000e-01	5.275e-01	1.405e+00	1.984e+00	1.278e+00	4.115e+00	
1.000e-01	5.308e-01	1.417e+00	1.989e+00	1.284e+00	4.157e+00	
1.000e-01	5.341e-01	1.428e+00	1.994e+00	1.289e+00	4.201e+00	
1.000e-01	5.375e-01	1.439e+00	2.000e+00	1.294e+00	4.246e+00	
1.000e-01	5.408e-01	1.451e+00	2.005e+00	1.300e+00	4.294e+00	
1.000e-01	5.441e-01	1.462e+00	2.010e+00	1.305e+00	4.343e+00	
1.000e-01	5.475e-01	1.474e+00	2.015e+00	1.311e+00	4.394e+00	
1.000e-01	5.508e-01	1.486e+00	2.021e+00	1.317e+00	4.447e+00	
1.000e-01	5.542e-01	1.498e+00	2.026e+00	1.323e+00	4.502e+00	
1.000e-01	5.575e-01	1.510e+00	2.032e+00	1.329e+00	4.560e+00	
1.000e-01	5.608e-01	1.522e+00	2.037e+00	1.336e+00	4.620e+00	
1.000e-01	5.642e-01	1.534e+00	2.042e+00	1.342e+00	4.684e+00	
1.000e-01	5.675e-01	1.546e+00	2.048e+00	1.349e+00	4.750e+00	
1.000e-01	5.709e-01	1.559e+00	2.054e+00	1.356e+00	4.819e+00	
1.000e-01	5.742e-01	1.572e+00	2.059e+00	1.363e+00	4.892e+00	
1.000e-01	5.775e-01	1.584e+00	2.065e+00	1.370e+00	4.968e+00	
1.000e-01	5.809e-01	1.597e+00	2.070e+00	1.377e+00	5.049e+00	
1.000e-01	5.842e-01	1.610e+00	2.076e+00	1.385e+00	5.134e+00	
1.000e-01	5.875e-01	1.624e+00	2.082e+00	1.393e+00	5.224e+00	
1.000e-01	5.909e-01	1.637e+00	2.087e+00	1.401e+00	5.319e+00	
1.000e-01	5.942e-01	1.651e+00	2.093e+00	1.409e+00	5.420e+00	
1.000e-01	5.976e-01	1.665e+00	2.099e+00	1.417e+00	5.527e+00	
1.000e-01	6.009e-01	1.679e+00	2.105e+00	1.426e+00	5.642e+00	
1.000e-01	6.042e-01	1.693e+00	2.111e+00	1.435e+00	5.764e+00	
1.000e-01	6.076e-01	1.707e+00	2.117e+00	1.444e+00	5.896e+00	
1.000e-01	6.109e-01	1.722e+00	2.123e+00	1.454e+00	6.037e+00	
1.000e-01	6.143e-01	1.737e+00	2.129e+00	1.464e+00	6.190e+00	
1.000e-01	6.176e-01	1.753e+00	2.135e+00	1.475e+00	6.356e+00	
1.000e-01	6.209e-01	1.768e+00	2.141e+00	1.485e+00	6.537e+00	
1.000e-01	6.243e-01	1.784e+00	2.147e+00	1.497e+00	6.735e+00	
1.000e-01	6.276e-01	1.801e+00	2.153e+00	1.509e+00	6.953e+00	
1.000e-01	6.309e-01	1.818e+00	2.159e+00	1.521e+00	7.194e+00	
1.000e-01	6.343e-01	1.835e+00	2.165e+00	1.534e+00	7.464e+00	
1.000e-01	6.376e-01	1.853e+00	2.172e+00	1.548e+00	7.768e+00	
1.000e-01	6.410e-01	1.872e+00	2.178e+00	1.562e+00	8.113e+00	
1.000e-01	6.443e-01	1.891e+00	2.184e+00	1.578e+00	8.511e+00	
1.000e-01	6.476e-01	1.911e+00	2.190e+00	1.594e+00	8.976e+00	
1.000e-01	6.510e-01	1.932e+00	2.197e+00	1.612e+00	9.529e+00	
1.000e-01	6.543e-01	1.954e+00	2.203e+00	1.631e+00	1.020e+01	
1.000e-01	6.576e-01	1.978e+00	2.210e+00	1.652e+00	1.104e+01	
1.000e-01	6.610e-01	2.004e+00	2.216e+00	1.675e+00	1.214e+01	
1.000e-01	6.643e-01	2.032e+00	2.223e+00	1.701e+00	1.365e+01	
