beta	i	thpar	thperp	rpar	rperp	
3.000e-01	4.614e-02	1.703e-01	1.577e+00	1.003e+00	3.763e+00	
3.000e-01	4.798e-02	1.772e-01	1.577e+00	1.003e+00	3.766e+00	
3.000e-01	4.983e-02	1.840e-01	1.578e+00	1.003e+00	3.768e+00	
3.000e-01	5.167e-02	1.908e-01	1.578e+00	1.004e+00	3.771e+00	
3.000e-01	5.352e-02	1.977e-01	1.579e+00	1.004e+00	3.774e+00	
3.000e-01	5.536e-02	2.045e-01	1.579e+00	1.004e+00	3.777e+00	
3.000e-01	5.721e-02	2.114e-01	1.580e+00	1.004e+00	3.780e+00	
3.000e-01	5.905e-02	2.183e-01	1.580e+00	1.005e+00	3.783e+00	
3.000e-01	6.090e-02	2.251e-01	1.581e+00	1.005e+00	3.786e+00	
3.000e-01	6.274e-02	2.320e-01	1.582e+00	1.005e+00	3.790e+00	
3.000e-01	6.459e-02	2.389e-01	1.582e+00	1.006e+00	3.793e+00	
3.000e-01	6.644e-02	2.457e-01	1.583e+00	1.006e+00	3.797e+00	
3.000e-01	6.828e-02	2.526e-01	1.584e+00	1.006e+00	3.800e+00	
3.000e-01	7.013e-02	2.595e-01	1.584e+00	1.007e+00	3.804e+00	
3.000e-01	7.197e-02	2.664e-01	1.585e+00	1.007e+00	3.808e+00	
3.000e-01	7.382e-02	2.733e-01	1.586e+00	1.007e+00	3.812e+00	
3.000e-01	7.566e-02	2.802e-01	1.586e+00	1.008e+00	3.816e+00	
3.000e-01	7.751e-02	2.871e-01	1.587e+00	1.008e+00	3.821e+00	
3.000e-01	7.935e-02	2.940e-01	1.588e+00	1.009e+00	3.825e+00	
3.000e-01	8.120e-02	3.009e-01	1.589e+00	1.009e+00	3.829e+00	
3.000e-01	8.304e-02	3.078e-01	1.590e+00	1.009e+00	3.834e+00	
3.000e-01	8.489e-02	3.147e-01	1.590e+00	1.010e+00	3.839e+00	
3.000e-01	8.674e-02	3.217e-01	1.591e+00	1.010e+00	3.844e+00	
3.000e-01	8.858e-02	3.286e-01	1.592e+00	1.011e+00	3.849e+00	
3.000e-01	9.043e-02	3.356e-01	1.593e+00	1.011e+00	3.854e+00	
3.000e-01	9.227e-02	3.425e-01	1.594e+00	1.012e+00	3.859e+00	
3.000e-01	9.412e-02	3.495e-01	1.595e+00	1.012e+00	3.864e+00	
3.000e-01	9.596e-02	3.564e-01	1.596e+00	1.013e+00	3.870e+00	
3.000e-01	9.781e-02	3.634e-01	1.597e+00	1.013e+00	3.875e+00	
3.000e-01	9.965e-02	3.704e-01	1.598e+00	1.014e+00	3.881e+00	
3.000e-01	1.015e-01	3.773e-01	1.599e+00	1.014e+00	3.887e+00	
3.000e-01	1.033e-01	3.843e-01	1.600e+00	1.015e+00	3.893e+00	
3.000e-01	1.052e-01	3.913e-01	1.601e+00	1.015e+00	3.899e+00	
3.000e-01	1.070e-01	3.983e-01	1.602e+00	1.016e+00	3.905e+00	
3.000e-01	1.089e-01	4.054e-01	1.603e+00	1.016e+00	3.912e+00	
3.000e-01	1.107e-01	4.124e-01	1.604e+00	1.017e+00	3.918e+00	
3.000e-01	1.126e-01	4.194e-01	1.605e+00	1.018e+00	3.925e+00	
3.000e-01	1.144e-01	4.264e-01	1.606e+00	1.018e+00	3.932e+00	
3.000e-01	1.163e-01	4.335e-01	1.608e+00	1.019e+00	3.939e+00	
3.000e-01	1.181e-01	4.405e-01	1.609e+00	1.019e+00	3.946e+00	
3.000e-01	1.200e-01	4.476e-01	1.610e+00	1.020e+00	3.953e+00	
3.000e-01	1.218e-01	4.547e-01	1.611e+00	1.021e+00	3.961e+00	
3.000e-01	1.236e-01	4.617e-01	1.612e+00	1.021e+00	3.968e+00	
3.000e-01	1.255e-01	4.688e-01	1.614e+00	1.022e+00	3.976e+00	
3.000e-01	1.273e-01	4.759e-01	1.615e+00	1.023e+00	3.984e+00	
3.000e-01	1.292e-01	4.830e-01	1.616e+00	1.023e+00	3.992e+00	
3.000e-01	1.310e-01	4.902e-01	1.617e+00	1.024e+00	4.000e+00	
3.000e-01	1.329e-01	4.973e-01	1.619e+00	1.025e+00	4.009e+00	
3.000e-01	1.347e-01	5.044e-01	1.620e+00	1.026e+00	4.017e+00	
3.000e-01	1.366e-01	5.116e-01	1.621e+00	1.026e+00	4.026e+00	
3.000e-01	1.384e-01	5.187e-01	1.623e+00	1.027e+00	4.035e+00	
3.000e-01	1.403e-01	5.259e-01	1.624e+00	1.028e+00	4.044e+00	
3.000e-01	1.421e-01	5.331e-01	1.626e+00	1.029e+00	4.053e+00	
3.000e-01	1.439e-01	5.403e-01	1.627e+00	1.029e+00	4.063e+00	
3.000e-01	1.458e-01	5.475e-01	1.629e+00	1.030e+00	4.073e+00	
3.000e-01	1.476e-01	5.547e-01	1.630e+00	1.031e+00	4.082e+00	
3.000e-01	1.495e-01	5.619e-01	1.631e+00	1.032e+00	4.092e+00	
3.000e-01	1.513e-01	5.692e-01	1.633e+00	1.033e+00	4.103e+00	
3.000e-01	1.532e-01	5.764e-01	1.634e+00	1.034e+00	4.113e+00	
3.000e-01	1.550e-01	5.837e-01	1.636e+00	1.034e+00	4.124e+00	
3.000e-01	1.569e-01	5.910e-01	1.638e+00	1.035e+00	4.135e+00	
3.000e-01	1.587e-01	5.982e-01	1.639e+00	1.036e+00	4.146e+00	
3.000e-01	1.606e-01	6.056e-01	1.641e+00	1.037e+00	4.157e+00	
3.000e-01	1.624e-01	6.129e-01	1.642e+00	1.038e+00	4.168e+00	
3.000e-01	1.642e-01	6.202e-01	1.644e+00	1.039e+00	4.180e+00	
3.000e-01	1.661e-01	6.275e-01	1.646e+00	1.040e+00	4.192e+00	
3.000e-01	1.679e-01	6.349e-01	1.647e+00	1.041e+00	4.204e+00	
3.000e-01	1.698e-01	6.423e-01	1.649e+00	1.042e+00	4.217e+00	
3.000e-01	1.716e-01	6.497e-01	1.651e+00	1.043e+00	4.229e+00	
3.000e-01	1.735e-01	6.571e-01	1.652e+00	1.044e+00	4.242e+00	
3.000e-01	1.753e-01	6.645e-01	1.654e+00	1.045e+00	4.255e+00	
3.000e-01	1.772e-01	6.719e-01	1.656e+00	1.046e+00	4.269e+00	
3.000e-01	1.790e-01	6.794e-01	1.658e+00	1.047e+00	4.283e+00	
3.000e-01	1.809e-01	6.869e-01	1.659e+00	1.048e+00	4.296e+00	
3.000e-01	1.827e-01	6.944e-01	1.661e+00	1.049e+00	4.311e+00	
3.000e-01	1.845e-01	7.019e-01	1.663e+00	1.050e+00	4.325e+00	
3.000e-01	1.864e-01	7.094e-01	1.665e+00	1.051e+00	4.340e+00	
3.000e-01	1.882e-01	7.169e-01	1.667e+00	1.052e+00	4.355e+00	
3.000e-01	1.901e-01	7.245e-01	1.669e+00	1.054e+00	4.371e+00	
3.000e-01	1.919e-01	7.321e-01	1.671e+00	1.055e+00	4.386e+00	
3.000e-01	1.938e-01	7.397e-01	1.672e+00	1.056e+00	4.402e+00	
3.000e-01	1.956e-01	7.473e-01	1.674e+00	1.057e+00	4.419e+00	
3.000e-01	1.975e-01	7.549e-01	1.676e+00	1.058e+00	4.436e+00	
3.000e-01	1.993e-01	7.626e-01	1.678e+00	1.060e+00	4.453e+00	
3.000e-01	2.012e-01	7.703e-01	1.680e+00	1.061e+00	4.470e+00	
3.000e-01	2.030e-01	7.780e-01	1.682e+00	1.062e+00	4.488e+00	
3.000e-01	2.048e-01	7.857e-01	1.684e+00	1.063e+00	4.506e+00	
3.000e-01	2.067e-01	7.934e-01	1.686e+00	1.065e+00	4.524e+00	
3.000e-01	2.085e-01	8.012e-01	1.688e+00	1.066e+00	4.543e+00	
3.000e-01	2.104e-01	8.090e-01	1.690e+00	1.067e+00	4.563e+00	
3.000e-01	2.122e-01	8.168e-01	1.693e+00	1.069e+00	4.582e+00	
3.000e-01	2.141e-01	8.246e-01	1.695e+00	1.070e+00	4.603e+00	
3.000e-01	2.159e-01	8.325e-01	1.697e+00	1.071e+00	4.623e+00	
3.000e-01	2.178e-01	8.404e-01	1.699e+00	1.073e+00	4.644e+00	
3.000e-01	2.196e-01	8.483e-01	1.701e+00	1.074e+00	4.666e+00	
3.000e-01	2.215e-01	8.562e-01	1.703e+00	1.076e+00	4.688e+00	
3.000e-01	2.233e-01	8.642e-01	1.706e+00	1.077e+00	4.710e+00	
3.000e-01	2.251e-01	8.722e-01	1.708e+00	1.079e+00	4.733e+00	
3.000e-01	2.270e-01	8.802e-01	1.710e+00	1.080e+00	4.757e+00	
3.000e-01	2.288e-01	8.883e-01	1.712e+00	1.082e+00	4.781e+00	
3.000e-01	2.307e-01	8.964e-01	1.715e+00	1.083e+00	4.805e+00	
3.000e-01	2.325e-01	9.045e-01	1.717e+00	1.085e+00	4.830e+00	
3.000e-01	2.344e-01	9.126e-01	1.719e+00	1.087e+00	4.856e+00	
3.000e-01	2.362e-01	9.208e-01	1.721e+00	1.088e+00	4.883e+00	
3.000e-01	2.381e-01	9.290e-01	1.724e+00	1.090e+00	4.910e+00	
3.000e-01	2.399e-01	9.372e-01	1.726e+00	1.092e+00	4.937e+00	
3.000e-01	2.418e-01	9.455e-01	1.729e+00	1.093e+00	4.966e+00	
3.000e-01	2.436e-01	9.538e-01	1.731e+00	1.095e+00	4.995e+00	
3.000e-01	2.454e-01	9.621e-01	1.733e+00	1.097e+00	5.024e+00	
3.000e-01	2.473e-01	9.705e-01	1.736e+00	1.099e+00	5.055e+00	
3.000e-01	2.491e-01	9.789e-01	1.738e+00	1.100e+00	5.086e+00	
3.000e-01	2.510e-01	9.874e-01	1.741e+00	1.102e+00	5.118e+00	
3.000e-01	2.528e-01	9.959e-01	1.743e+00	1.104e+00	5.151e+00	
3.000e-01	2.547e-01	1.004e+00	1.746e+00	1.106e+00	5.185e+00	
3.000e-01	2.565e-01	1.013e+00	1.748e+00	1.108e+00	5.220e+00	
3.000e-01	2.584e-01	1.022e+00	1.751e+00	1.110e+00	5.256e+00	
3.000e-01	2.602e-01	1.030e+00	1.753e+00	1.112e+00	5.292e+00	
3.000e-01	2.621e-01	1.039e+00	1.756e+00	1.114e+00	5.330e+00	
3.000e-01	2.639e-01	1.048e+00	1.759e+00	1.116e+00	5.369e+00	
3.000e-01	2.657e-01	1.057e+00	1.761e+00	1.118e+00	5.409e+00	
3.000e-01	2.676e-01	1.065e+00	1.764e+00	1.120e+00	5.450e+00	
3.000e-01	2.694e-01	1.074e+00	1.766e+00	1.122e+00	5.492e+00	
3.000e-01	2.713e-01	1.083e+00	1.769e+00	1.125e+00	5.536e+00	
3.000e-01	2.731e-01	1.092e+00	1.772e+00	1.127e+00	5.581e+00	
3.000e-01	2.750e-01	1.101e+00	1.775e+00	1.129e+00	5.627e+00	
3.000e-01	2.768e-01	1.110e+00	1.777e+00	1.131e+00	5.675e+00	
3.000e-01	2.787e-01	1.120e+00	1.780e+00	1.134e+00	5.724e+00	
3.000e-01	2.805e-01	1.129e+00	1.783e+00	1.136e+00	5.775e+00	
3.000e-01	2.824e-01	1.138e+00	1.786e+00	1.139e+00	5.828e+00	
3.000e-01	2.842e-01	1.148e+00	1.788e+00	1.141e+00	5.882e+00	
3.000e-01	2.860e-01	1.157e+00	1.791e+00	1.144e+00	5.938e+00	
3.000e-01	2.879e-01	1.166e+00	1.794e+00	1.146e+00	5.997e+00	
3.000e-01	2.897e-01	1.176e+00	1.797e+00	1.149e+00	6.057e+00	
3.000e-01	2.916e-01	1.186e+00	1.800e+00	1.151e+00	6.120e+00	
3.000e-01	2.934e-01	1.195e+00	1.803e+00	1.154e+00	6.185e+00	
3.000e-01	2.953e-01	1.205e+00	1.806e+00	1.157e+00	6.252e+00	
3.000e-01	2.971e-01	1.215e+00	1.808e+00	1.160e+00	6.323e+00	
3.000e-01	2.990e-01	1.225e+00	1.811e+00	1.163e+00	6.396e+00	
3.000e-01	3.008e-01	1.235e+00	1.814e+00	1.165e+00	6.472e+00	
3.000e-01	3.026e-01	1.245e+00	1.817e+00	1.168e+00	6.551e+00	
3.000e-01	3.045e-01	1.256e+00	1.820e+00	1.172e+00	6.634e+00	
3.000e-01	3.063e-01	1.266e+00	1.823e+00	1.175e+00	6.720e+00	
3.000e-01	3.082e-01	1.276e+00	1.826e+00	1.178e+00	6.811e+00	
3.000e-01	3.100e-01	1.287e+00	1.830e+00	1.181e+00	6.905e+00	
3.000e-01	3.119e-01	1.298e+00	1.833e+00	1.184e+00	7.005e+00	
3.000e-01	3.137e-01	1.308e+00	1.836e+00	1.188e+00	7.109e+00	
3.000e-01	3.156e-01	1.319e+00	1.839e+00	1.191e+00	7.218e+00	
3.000e-01	3.174e-01	1.331e+00	1.842e+00	1.195e+00	7.334e+00	
3.000e-01	3.193e-01	1.342e+00	1.845e+00	1.199e+00	7.456e+00	
3.000e-01	3.211e-01	1.353e+00	1.848e+00	1.202e+00	7.585e+00	
3.000e-01	3.229e-01	1.365e+00	1.852e+00	1.206e+00	7.721e+00	
3.000e-01	3.248e-01	1.376e+00	1.855e+00	1.210e+00	7.866e+00	
3.000e-01	3.266e-01	1.388e+00	1.858e+00	1.214e+00	8.020e+00	
3.000e-01	3.285e-01	1.400e+00	1.861e+00	1.218e+00	8.184e+00	
3.000e-01	3.303e-01	1.413e+00	1.865e+00	1.223e+00	8.360e+00	
3.000e-01	3.322e-01	1.425e+00	1.868e+00	1.227e+00	8.549e+00	
3.000e-01	3.340e-01	1.438e+00	1.871e+00	1.232e+00	8.752e+00	
3.000e-01	3.359e-01	1.451e+00	1.875e+00	1.237e+00	8.971e+00	
3.000e-01	3.377e-01	1.464e+00	1.878e+00	1.242e+00	9.209e+00	
3.000e-01	3.396e-01	1.478e+00	1.881e+00	1.247e+00	9.468e+00	
3.000e-01	3.414e-01	1.492e+00	1.885e+00	1.252e+00	9.752e+00	
3.000e-01	3.432e-01	1.506e+00	1.888e+00	1.257e+00	1.006e+01	
3.000e-01	3.451e-01	1.520e+00	1.892e+00	1.263e+00	1.041e+01	
3.000e-01	3.469e-01	1.535e+00	1.895e+00	1.269e+00	1.080e+01	
3.000e-01	3.488e-01	1.551e+00	1.899e+00	1.276e+00	1.123e+01	
3.000e-01	3.506e-01	1.567e+00	1.902e+00	1.282e+00	1.173e+01	
3.000e-01	3.525e-01	1.584e+00	1.906e+00	1.289e+00	1.230e+01	
3.000e-01	3.543e-01	1.601e+00	1.909e+00	1.297e+00	1.296e+01	
3.000e-01	3.562e-01	1.620e+00	1.913e+00	1.305e+00	1.375e+01	
3.000e-01	3.580e-01	1.639e+00	1.916e+00	1.313e+00	1.471e+01	
3.000e-01	3.599e-01	1.660e+00	1.920e+00	1.322e+00	1.591e+01	
3.000e-01	3.617e-01	1.682e+00	1.924e+00	1.332e+00	1.747e+01	
3.000e-01	3.635e-01	1.706e+00	1.927e+00	1.344e+00	1.960e+01	
3.000e-01	3.654e-01	1.733e+00	1.931e+00	1.357e+00	2.280e+01	
3.000e-01	3.672e-01	1.765e+00	1.935e+00	1.373e+00	2.838e+01	
