beta	i	thpar	thperp	rpar	rperp	
1.000e-05	2.253e-01	3.776e-01	1.611e+00	1.017e+00	1.766e+00	
1.000e-05	2.329e-01	3.902e-01	1.613e+00	1.019e+00	1.767e+00	
1.000e-05	2.404e-01	4.029e-01	1.616e+00	1.020e+00	1.769e+00	
1.000e-05	2.479e-01	4.156e-01	1.619e+00	1.021e+00	1.772e+00	
1.000e-05	2.554e-01	4.282e-01	1.622e+00	1.022e+00	1.774e+00	
1.000e-05	2.629e-01	4.409e-01	1.625e+00	1.024e+00	1.776e+00	
1.000e-05	2.704e-01	4.536e-01	1.628e+00	1.025e+00	1.778e+00	
1.000e-05	2.779e-01	4.663e-01	1.631e+00	1.027e+00	1.780e+00	
1.000e-05	2.854e-01	4.789e-01	1.634e+00	1.028e+00	1.783e+00	
1.000e-05	2.929e-01	4.916e-01	1.638e+00	1.030e+00	1.785e+00	
1.000e-05	3.005e-01	5.043e-01	1.641e+00	1.031e+00	1.788e+00	
1.000e-05	3.080e-01	5.171e-01	1.645e+00	1.033e+00	1.791e+00	
1.000e-05	3.155e-01	5.298e-01	1.648e+00	1.034e+00	1.793e+00	
1.000e-05	3.230e-01	5.425e-01	1.652e+00	1.036e+00	1.796e+00	
1.000e-05	3.305e-01	5.553e-01	1.656e+00	1.038e+00	1.799e+00	
1.000e-05	3.380e-01	5.680e-01	1.659e+00	1.040e+00	1.802e+00	
1.000e-05	3.455e-01	5.808e-01	1.663e+00	1.042e+00	1.805e+00	
1.000e-05	3.530e-01	5.935e-01	1.667e+00	1.043e+00	1.808e+00	
1.000e-05	3.606e-01	6.063e-01	1.671e+00	1.045e+00	1.811e+00	
1.000e-05	3.681e-01	6.191e-01	1.675e+00	1.047e+00	1.814e+00	
1.000e-05	3.756e-01	6.319e-01	1.680e+00	1.049e+00	1.817e+00	
1.000e-05	3.831e-01	6.447e-01	1.684e+00	1.052e+00	1.821e+00	
1.000e-05	3.906e-01	6.575e-01	1.688e+00	1.054e+00	1.824e+00	
1.000e-05	3.981e-01	6.703e-01	1.693e+00	1.056e+00	1.828e+00	
1.000e-05	4.056e-01	6.832e-01	1.697e+00	1.058e+00	1.831e+00	
1.000e-05	4.131e-01	6.960e-01	1.702e+00	1.060e+00	1.835e+00	
1.000e-05	4.206e-01	7.089e-01	1.707e+00	1.063e+00	1.839e+00	
1.000e-05	4.282e-01	7.217e-01	1.711e+00	1.065e+00	1.843e+00	
1.000e-05	4.357e-01	7.346e-01	1.716e+00	1.068e+00	1.847e+00	
1.000e-05	4.432e-01	7.475e-01	1.721e+00	1.070e+00	1.851e+00	
1.000e-05	4.507e-01	7.604e-01	1.726e+00	1.073e+00	1.855e+00	
1.000e-05	4.582e-01	7.733e-01	1.731e+00	1.075e+00	1.859e+00	
1.000e-05	4.657e-01	7.863e-01	1.736e+00	1.078e+00	1.863e+00	
1.000e-05	4.732e-01	7.992e-01	1.741e+00	1.081e+00	1.868e+00	
1.000e-05	4.807e-01	8.122e-01	1.747e+00	1.083e+00	1.872e+00	
1.000e-05	4.882e-01	8.251e-01	1.752e+00	1.086e+00	1.877e+00	
1.000e-05	4.958e-01	8.381e-01	1.757e+00	1.089e+00	1.881e+00	
1.000e-05	5.033e-01	8.511e-01	1.763e+00	1.092e+00	1.886e+00	
1.000e-05	5.108e-01	8.641e-01	1.769e+00	1.095e+00	1.891e+00	
1.000e-05	5.183e-01	8.772e-01	1.774e+00	1.098e+00	1.896e+00	
1.000e-05	5.258e-01	8.902e-01	1.780e+00	1.101e+00	1.901e+00	
1.000e-05	5.333e-01	9.033e-01	1.786e+00	1.104e+00	1.906e+00	
1.000e-05	5.408e-01	9.164e-01	1.791e+00	1.108e+00	1.911e+00	
1.000e-05	5.483e-01	9.295e-01	1.797e+00	1.111e+00	1.916e+00	
1.000e-05	5.559e-01	9.426e-01	1.803e+00	1.114e+00	1.922e+00	
1.000e-05	5.634e-01	9.557e-01	1.809e+00	1.118e+00	1.927e+00	
1.000e-05	5.709e-01	9.688e-01	1.815e+00	1.121e+00	1.933e+00	
1.000e-05	5.784e-01	9.820e-01	1.822e+00	1.125e+00	1.939e+00	
1.000e-05	5.859e-01	9.952e-01	1.828e+00	1.129e+00	1.945e+00	
1.000e-05	5.934e-01	1.008e+00	1.834e+00	1.132e+00	1.951e+00	
1.000e-05	6.009e-01	1.022e+00	1.841e+00	1.136e+00	1.957e+00	
1.000e-05	6.084e-01	1.035e+00	1.847e+00	1.140e+00	1.963e+00	
1.000e-05	6.159e-01	1.048e+00	1.854e+00	1.144e+00	1.969e+00	
1.000e-05	6.235e-01	1.061e+00	1.860e+00	1.148e+00	1.976e+00	
1.000e-05	6.310e-01	1.075e+00	1.867e+00	1.152e+00	1.982e+00	
1.000e-05	6.385e-01	1.088e+00	1.874e+00	1.156e+00	1.989e+00	
1.000e-05	6.460e-01	1.101e+00	1.880e+00	1.160e+00	1.996e+00	
1.000e-05	6.535e-01	1.115e+00	1.887e+00	1.165e+00	2.002e+00	
1.000e-05	6.610e-01	1.128e+00	1.894e+00	1.169e+00	2.009e+00	
1.000e-05	6.685e-01	1.141e+00	1.901e+00	1.173e+00	2.017e+00	
1.000e-05	6.760e-01	1.155e+00	1.908e+00	1.178e+00	2.024e+00	
1.000e-05	6.835e-01	1.168e+00	1.915e+00	1.183e+00	2.031e+00	
1.000e-05	6.911e-01	1.182e+00	1.922e+00	1.187e+00	2.039e+00	
1.000e-05	6.986e-01	1.195e+00	1.930e+00	1.192e+00	2.047e+00	
1.000e-05	7.061e-01	1.209e+00	1.937e+00	1.197e+00	2.054e+00	
1.000e-05	7.136e-01	1.222e+00	1.944e+00	1.202e+00	2.062e+00	
1.000e-05	7.211e-01	1.236e+00	1.952e+00	1.207e+00	2.071e+00	
1.000e-05	7.286e-01	1.249e+00	1.959e+00	1.212e+00	2.079e+00	
1.000e-05	7.361e-01	1.263e+00	1.967e+00	1.218e+00	2.087e+00	
1.000e-05	7.436e-01	1.277e+00	1.974e+00	1.223e+00	2.096e+00	
1.000e-05	7.512e-01	1.290e+00	1.982e+00	1.228e+00	2.105e+00	
1.000e-05	7.587e-01	1.304e+00	1.990e+00	1.234e+00	2.114e+00	
1.000e-05	7.662e-01	1.318e+00	1.997e+00	1.240e+00	2.123e+00	
1.000e-05	7.737e-01	1.332e+00	2.005e+00	1.245e+00	2.132e+00	
1.000e-05	7.812e-01	1.345e+00	2.013e+00	1.251e+00	2.141e+00	
1.000e-05	7.887e-01	1.359e+00	2.021e+00	1.257e+00	2.151e+00	
1.000e-05	7.962e-01	1.373e+00	2.029e+00	1.263e+00	2.161e+00	
1.000e-05	8.037e-01	1.387e+00	2.037e+00	1.270e+00	2.171e+00	
1.000e-05	8.112e-01	1.401e+00	2.045e+00	1.276e+00	2.181e+00	
1.000e-05	8.188e-01	1.415e+00	2.054e+00	1.283e+00	2.191e+00	
1.000e-05	8.263e-01	1.429e+00	2.062e+00	1.289e+00	2.202e+00	
1.000e-05	8.338e-01	1.443e+00	2.070e+00	1.296e+00	2.213e+00	
1.000e-05	8.413e-01	1.457e+00	2.079e+00	1.303e+00	2.223e+00	
1.000e-05	8.488e-01	1.471e+00	2.087e+00	1.310e+00	2.235e+00	
1.000e-05	8.563e-01	1.485e+00	2.096e+00	1.317e+00	2.246e+00	
1.000e-05	8.638e-01	1.499e+00	2.104e+00	1.324e+00	2.258e+00	
1.000e-05	8.713e-01	1.513e+00	2.113e+00	1.331e+00	2.269e+00	
1.000e-05	8.788e-01	1.527e+00	2.121e+00	1.339e+00	2.282e+00	
1.000e-05	8.864e-01	1.542e+00	2.130e+00	1.347e+00	2.294e+00	
1.000e-05	8.939e-01	1.556e+00	2.139e+00	1.355e+00	2.306e+00	
1.000e-05	9.014e-01	1.570e+00	2.148e+00	1.363e+00	2.319e+00	
1.000e-05	9.089e-01	1.585e+00	2.157e+00	1.371e+00	2.332e+00	
1.000e-05	9.164e-01	1.599e+00	2.166e+00	1.379e+00	2.346e+00	
1.000e-05	9.239e-01	1.614e+00	2.175e+00	1.388e+00	2.359e+00	
1.000e-05	9.314e-01	1.628e+00	2.184e+00	1.396e+00	2.373e+00	
1.000e-05	9.389e-01	1.643e+00	2.193e+00	1.405e+00	2.387e+00	
1.000e-05	9.465e-01	1.657e+00	2.202e+00	1.414e+00	2.402e+00	
1.000e-05	9.540e-01	1.672e+00	2.211e+00	1.423e+00	2.416e+00	
1.000e-05	9.615e-01	1.687e+00	2.221e+00	1.433e+00	2.431e+00	
1.000e-05	9.690e-01	1.701e+00	2.230e+00	1.442e+00	2.447e+00	
1.000e-05	9.765e-01	1.716e+00	2.240e+00	1.452e+00	2.463e+00	
1.000e-05	9.840e-01	1.731e+00	2.249e+00	1.462e+00	2.479e+00	
1.000e-05	9.915e-01	1.746e+00	2.259e+00	1.473e+00	2.495e+00	
1.000e-05	9.990e-01	1.761e+00	2.268e+00	1.483e+00	2.512e+00	
1.000e-05	1.007e+00	1.776e+00	2.278e+00	1.494e+00	2.529e+00	
1.000e-05	1.014e+00	1.791e+00	2.288e+00	1.505e+00	2.547e+00	
1.000e-05	1.022e+00	1.806e+00	2.297e+00	1.516e+00	2.565e+00	
1.000e-05	1.029e+00	1.821e+00	2.307e+00	1.528e+00	2.583e+00	
1.000e-05	1.037e+00	1.836e+00	2.317e+00	1.539e+00	2.602e+00	
1.000e-05	1.044e+00	1.851e+00	2.327e+00	1.551e+00	2.621e+00	
1.000e-05	1.052e+00	1.867e+00	2.337e+00	1.564e+00	2.641e+00	
1.000e-05	1.059e+00	1.882e+00	2.347e+00	1.576e+00	2.661e+00	
1.000e-05	1.067e+00	1.898e+00	2.357e+00	1.589e+00	2.682e+00	
1.000e-05	1.074e+00	1.913e+00	2.367e+00	1.603e+00	2.703e+00	
1.000e-05	1.082e+00	1.929e+00	2.378e+00	1.616e+00	2.725e+00	
1.000e-05	1.089e+00	1.944e+00	2.388e+00	1.630e+00	2.747e+00	
1.000e-05	1.097e+00	1.960e+00	2.398e+00	1.644e+00	2.770e+00	
1.000e-05	1.104e+00	1.976e+00	2.409e+00	1.659e+00	2.794e+00	
1.000e-05	1.112e+00	1.992e+00	2.419e+00	1.674e+00	2.818e+00	
1.000e-05	1.119e+00	2.008e+00	2.430e+00	1.689e+00	2.843e+00	
1.000e-05	1.127e+00	2.024e+00	2.440e+00	1.705e+00	2.868e+00	
1.000e-05	1.134e+00	2.040e+00	2.451e+00	1.721e+00	2.894e+00	
1.000e-05	1.142e+00	2.056e+00	2.462e+00	1.738e+00	2.921e+00	
1.000e-05	1.149e+00	2.072e+00	2.473e+00	1.755e+00	2.949e+00	
1.000e-05	1.157e+00	2.088e+00	2.483e+00	1.773e+00	2.977e+00	
1.000e-05	1.164e+00	2.105e+00	2.494e+00	1.791e+00	3.007e+00	
1.000e-05	1.172e+00	2.121e+00	2.505e+00	1.810e+00	3.037e+00	
1.000e-05	1.179e+00	2.138e+00	2.516e+00	1.829e+00	3.068e+00	
1.000e-05	1.187e+00	2.155e+00	2.527e+00	1.849e+00	3.101e+00	
1.000e-05	1.194e+00	2.171e+00	2.538e+00	1.869e+00	3.134e+00	
1.000e-05	1.202e+00	2.188e+00	2.550e+00	1.891e+00	3.168e+00	
1.000e-05	1.209e+00	2.205e+00	2.561e+00	1.912e+00	3.204e+00	
1.000e-05	1.217e+00	2.222e+00	2.572e+00	1.935e+00	3.241e+00	
1.000e-05	1.224e+00	2.239e+00	2.584e+00	1.958e+00	3.279e+00	
1.000e-05	1.232e+00	2.257e+00	2.595e+00	1.982e+00	3.318e+00	
1.000e-05	1.239e+00	2.274e+00	2.607e+00	2.007e+00	3.359e+00	
1.000e-05	1.247e+00	2.292e+00	2.618e+00	2.033e+00	3.402e+00	
1.000e-05	1.254e+00	2.309e+00	2.630e+00	2.060e+00	3.446e+00	
1.000e-05	1.262e+00	2.327e+00	2.641e+00	2.088e+00	3.492e+00	
1.000e-05	1.269e+00	2.345e+00	2.653e+00	2.116e+00	3.540e+00	
1.000e-05	1.277e+00	2.363e+00	2.665e+00	2.146e+00	3.589e+00	
1.000e-05	1.284e+00	2.381e+00	2.677e+00	2.178e+00	3.641e+00	
1.000e-05	1.292e+00	2.399e+00	2.689e+00	2.210e+00	3.696e+00	
1.000e-05	1.299e+00	2.417e+00	2.701e+00	2.244e+00	3.752e+00	
1.000e-05	1.307e+00	2.436e+00	2.713e+00	2.280e+00	3.812e+00	
1.000e-05	1.315e+00	2.454e+00	2.725e+00	2.317e+00	3.875e+00	
1.000e-05	1.322e+00	2.473e+00	2.737e+00	2.355e+00	3.940e+00	
1.000e-05	1.330e+00	2.492e+00	2.749e+00	2.396e+00	4.009e+00	
1.000e-05	1.337e+00	2.511e+00	2.762e+00	2.439e+00	4.082e+00	
1.000e-05	1.345e+00	2.531e+00	2.774e+00	2.483e+00	4.160e+00	
1.000e-05	1.352e+00	2.550e+00	2.786e+00	2.531e+00	4.241e+00	
1.000e-05	1.360e+00	2.569e+00	2.799e+00	2.581e+00	4.328e+00	
1.000e-05	1.367e+00	2.589e+00	2.811e+00	2.634e+00	4.421e+00	
1.000e-05	1.375e+00	2.609e+00	2.824e+00	2.690e+00	4.520e+00	
1.000e-05	1.382e+00	2.629e+00	2.837e+00	2.749e+00	4.626e+00	
1.000e-05	1.390e+00	2.650e+00	2.849e+00	2.813e+00	4.740e+00	
1.000e-05	1.397e+00	2.670e+00	2.862e+00	2.881e+00	4.863e+00	
1.000e-05	1.405e+00	2.691e+00	2.875e+00	2.954e+00	4.997e+00	
1.000e-05	1.412e+00	2.712e+00	2.888e+00	3.033e+00	5.143e+00	
1.000e-05	1.420e+00	2.733e+00	2.901e+00	3.118e+00	5.303e+00	
1.000e-05	1.427e+00	2.754e+00	2.914e+00	3.211e+00	5.480e+00	
1.000e-05	1.435e+00	2.776e+00	2.927e+00	3.312e+00	5.677e+00	
1.000e-05	1.442e+00	2.798e+00	2.941e+00	3.424e+00	5.899e+00	
1.000e-05	1.450e+00	2.820e+00	2.954e+00	3.548e+00	6.151e+00	
1.000e-05	1.457e+00	2.842e+00	2.968e+00	3.687e+00	6.441e+00	
1.000e-05	1.465e+00	2.865e+00	2.981e+00	3.844e+00	6.780e+00	
1.000e-05	1.472e+00	2.888e+00	2.995e+00	4.024e+00	7.185e+00	
1.000e-05	1.480e+00	2.912e+00	3.009e+00	4.233e+00	7.682e+00	
1.000e-05	1.487e+00	2.936e+00	3.023e+00	4.483e+00	8.315e+00	
1.000e-05	1.495e+00	2.960e+00	3.037e+00	4.787e+00	9.161e+00	
