  1 G000.1169-00.5703 17 48 07.01 -29 07 55.5 T                      Y  C  26.4   27  8.97  8.72   0.22 I
  2 G000.3100-01.0495 17 50 27.59 -29 12 46.8 T                      N  C   6.8  145 10.57 10.31   0.23 I
127 G027.2536+00.2532 18 40 09.00 -04 56 09.4 T                      N  C  14.4  350 13.19 11.43   1.60 I
128 G027.2833-00.1444 18 41 37.05 -05 05 29.7 T                      Y      6.5   25 10.98  9.36   1.47 FH
129 G027.3338+00.1784 18 40 33.09 -04 53 56.1 T      TYC 5121-625-1  N     11.2  100  5.71  6.03  -0.3  FB
130 G027.6352+0.0345  18 41 37.09 -04 41 48.6 T                      N      4.9  240 13.71 11.38   2.13 I
131 G027.9931-00.4249 18 43 55.07 -04 35 18.9 T                      N      5.   160 10.61  9.68   0.84 I
132 G028.0372-00.1213 18 42 55.06 -04 24 38.1 T                      N  C  14.2  245 14.77 10.7    3.72 I
133 G028.1433+00.1542 18 42 08.03 -04 11 24.9 T                      Y  C  13.   330 13.75 10.94   2.57 I
134 G028.2061+00.2057 18 42 04.02 -04 06 39.1 T                      N      3.3   20 14.91 11.61   3.02 I
135 G028.4787-00.0056 18 43 19.04 -03 57 54.1 T                      N      8.2  305 16.38 10.83   5.08 I
136 G028.5028-00.0343 18 43 28.02 -03 57 24.2 T                      N      3.1   25 14.12 11.28   2.59 I
137 G028.6301+00.2363 18 42 44.03 -03 43 11.3 T                      N      8.8  110 14.44 11.46   2.72 FH
138 G028.7070+00.1066 18 43 20.05 -03 42 38.5 T                      N      4.5  290       12.76 -99.   I
139 G028.7214-00.3922 18 45 08.08 -03 55 32.7 T                      N  C   3.8   10 11.3  10.21   0.99 I
140 G028.7574-00.2740 18 44 47.04 -03 50 23.1 T                      N      5.7  295 13.85 11.29   2.34 I
141 G028.8045+00.2375 18 43 03.02 -03 33 50.9 T                      N     11.3  295 11.44  9.72   1.57 FB
142 G028.8142+00.1922 18 43 13.09 -03 34 34.4 T                      Y      3.9  230 12.54 10.68   1.70 FB
143 G028.8200+00.2522 18 43 01.07 -03 32 37.1 T                      Y      3.9  145 11.68 10.83   0.77 FH
144 G029.1883+00.5550 18 42 37.05 -03 04 39.5 T                      N      7.1   25 13.45 12.43   0.92 I
145 G029.7810-00.2176 18 46 27.07 -02 54 11.9 T                      N      6.7  145 16.36 11.64   4.32 I
146 G030.0488+00.1790 18 45 32.03 -02 29 02.4 T                      N  C  11.9  330 14.08 11.8    2.08 I
147 G030.0539-00.3391 18 47 23.06 -02 42 57.3 T                      Y      4.    25 15.34 11.33   3.67 I
148 G030.3745+00.0252 18 46 40.09 -02 15 51.9 T                      N  C  10.    90       11.84 -99.   FB
149 G030.4620+00.3924 18 45 32.00 -02 01 08.2 T                      N     19.4  265  8.91  8.73   0.15 I
150 G030.6077-00.6233 18 49 25.01 -02 21 09.7 T                      Y     11.5  160  6.8   6.44   0.32 I
151 G030.8694-00.1031 18 48 02.05 -01 52 57.2 T                      N      6.3  325 13.18  7.42   5.28 I
152 G030.9508-00.0459 18 47 59.02 -01 47 02.5 T                      Y      3.9   35 12.23 10.32   1.74 I
153 G031.0836-00.2126 18 48 49.04 -01 44 30.8 T                      N      9.7  300 12.2  10.4    1.64 I
154 G031.1096+03.6457 18 35 08.21 +00 02 34.8 V88    HD171491        -     16.4  330  6.27  6.     0.24 I
155 G031.4566+00.3937 18 47 20.71 -01 08 00.2 T                      N      6.7  300 12.77 11.2    1.43 I
156 G031.4842+00.4546 18 47 10.74 +01 04 51.7 T                      N      8.5   40 11.71 10.44   1.15 I
157 G031.5390-00.1113 18 49 17.61 -01 17 25.5 T                      N      4.5  315 13.31 11.9    1.28 FB
158 G031.6662-00.1285 18 49 35.21 -01 11 06.2 T                      N      8.4  250 10.64  9.29   1.23 I
159 G031.6770+00.1775 18 48 31.03 -01 02 09.2 T                      Y      7.5   20 12.65 10.7    1.78 I
160 G031.8412+00.1875 18 48 46.87 -00 53 06.7 T                      N      6.7  305 13.86 11.94   1.75 I
161 G031.8695-00.3187 18 50 38.10 -01 05 27.1 T                      N  C   4.6  350 13.64 11.67   1.80 FH
162 G031.9082-00.3435 18 50 47.63 -01 04 03.8 T                      N      3.6  255 13.41 11.54   1.70 H
163 G031.9308+00.2676 18 48 39.05 -00 46 08.1 T                      N     15.5  260  9.96  9.55   0.36 I
164 G031.9747+00.3348 18 48 30.00 -00 41 57.0 T                      N      6.9  230       10.92 -99.   I
165 G032.0177-00.4999 18 51 33.00 -01 02 29.7 T                      N      8.6   10 10.7  10.08   0.56 I
166 G032.1157+00.0576 18 49 44.07 -00 42 00.5 T                      N  C   5.4  280       13.01 -99.   FH
167 G032.4839-00.0141 18 50 40.03 -00 24 18.5 T                      N      7.4  135 12.25 10.76   1.36 I
168 G032.6755+00.2023 18 50 15.00 -00 08 09.4 T                      N      5.6  200 13.73 12.09   1.49 I
169 G032.7634-00.1990 18 51 50.04 -00 14 26.6 T                      N     10.    45 13.64 10.88   2.52 I
170 G032.8748-00.4286 18 52 51.06 -00 14 46.5 T                      N      6.9   20 12.62 11.33   1.17 I
171 G032.9587-00.1244 18 51 55.01 -00 01 58.4 T                      N      1.9   35 11.77 11.     0.69 FH
172 G032.9702-00.2758 18 52 29.04 -00 05 30.1 T                      N      3.03 110 13.37 11.29   1.90 FH
173 G032.9844-00.5468 18 53 28.08 -00 12 09.4 T                      N      3.6   40 12.25 11.6    0.58 I
174 G033.1983-00.0107 18 51 57.07 +00 13 55.9 T                      N     11.5   15 14.71 10.51   3.84 FH
175 G033.4619+00.0732 18 52 08.07 +00 30 18.2 T                      Y     13.2  240 12.02  8.89   2.86 I
176 G033.8783+00.2033 18 52 26.04 +00 56 05.8 T                      N     14.   155 12.83 11.18   1.50 I
177 G034.1278-00.0007 18 53 37.03 +01 03 50.3 T                      N  C  16.2  220 13.46 11.7    1.60 I
178 G034.3830-00.0360 18 54 12.08 +01 16 29.9 T                      N      8.   225 14.19 11.47   2.48 I
179 G034.4337-00.0722 18 54 26.00 +01 18 12.9 T                      Y      5.8  250 13.26  8.99   3.91 I
180 G034.5203-00.4129 18 55 48.04 +01 13 30.8 T                      N      6.1   31 13.34 11.57   1.61 FH
181 G034.5407+00.0597 18 54 09.06 +01 27 32.3 T                      N      4.1  265 16.22 12.18   3.70 I
182 G034.5572-00.1338 18 54 52.08 +01 23 07.4 T                      N     10.8   15 13.78 10.36   3.13 I
183 G034.7527-00.2934 18 55 48.03 +01 29 11.6 T                      N     16.8  310 13.96 11.35   2.38 I
184 G034.7879-00.1134 18 55 13.07 +01 36 00.0 T                      N     10.1   70 13.64 10.86   2.54 I
185 G034.8307-00.5197 18 56 45.01 +01 27 09.2 T                      N     15.2  290 13.94 11.61   2.13 I
186 G034.8716-00.0879 18 55 17.04 +01 41 10.0 T                      N     20.7  230  6.47  4.45   1.84 FB
187 G034.9306-00.1331 18 55 33.05 +01 43 04.8 T                      N      6.1   90 10.66  9.27   1.26 FB
188 G035.2498-00.1614 18 56 14.06 +01 59 20.8 T                      N      4.    18 13.71 10.93   2.54 I
189 G035.2895-00.4783 18 57 26.06 +01 52 47.3 T                      N     11.1  110  8.01  5.94   1.89 I
190 G035.3342-00.1143 18 56 13.07 +02 05 08.5 T                      N      3.8  241 11.3   9.83   1.34 I
191 G035.3454+00.0083 18 55 48.08 +04 09 05.8 T                      N     11.5  257 12.96 10.89   1.89 I
192 G035.5199-00.8758 18 59 16.08 +01 54 11.6 T                      N  C  22.2   25 13.58 11.57   1.83 I
193 G035.5959-00.0288 18 56 24.02 +02 21 27.3 T                      Y     10.7  235 13.5  11.13   2.16 FB
194 G035.8210-00.4463 18 58 17.01 +02 21 33.3 T                      Y      6.1   30 13.5  11.89   1.47 I
195 G036.0914-00.2843 18 58 13.01 +02 40 54.4 T                      N      3.8  220 11.09 10.48   0.55 I
196 G036.1893-00.1705 18 57 59.06 +02 49 15.1 T                      N     15.9  260 11.88 10.28   1.46 I
197 G036.2865+00.7233 18 54 59.00 +03 18 54.9 T                      Y     16.4  345  9.53  8.35   1.07 FB
198 G036.3971+00.0455 18 57 36.01 +03 06 15.6 T                      N      6.4  110 14.31 11.77   2.32 FH
199 G037.1750-00.4461 19 00 46.07 +03 34 17.8 T                      N  C  20.9  140 12.72 10.38   2.14 I
200 G037.2793-00.7766 19 02 08.09 +03 30 47.3 T                      N      9.3  260  9.2   8.67   0.47 I
201 G037.2933+00.6703 18 57 00.09 +04 11 12.9 T                      N      7.6  110 10.04  8.95   0.99 I
202 G037.6235+00.3532 18 58 45.00 +04 20 09.2 T                      N     14.9  300 15.08 11.82   2.98 I
203 G037.6443+00.3027 18 58 58.01 +04 19 52.7 T                      N      4.2   25  9.89  9.08   0.73 I
204 G037.6475-00.3821 19 01 25.00 +04 01 15.7 T                      N      4.1  248 14.91 11.51   3.11 I
205 G037.7584+00.1233 18 59 49.01 +04 21 02.9 T                      N      5.5  225 13.48 11.24   2.04 FH
206 G037.9798-00.2701 19 01 37.07 +04 22 03.9 T                      N      8.1  355 14.82 12.09   2.49 I
207 G038.0177-00.3971 19 02 09.00 +04 20 45.9 T                      Y  C   5.4   90 10.97 10.     0.88 I
208 G038.1254+00.1293 19 00 28.00 +04 40 47.8 T                      N      6.5  265 12.7  10.86   1.68 I
209 G038.1499+00.9112 18 57 43.00 +05 03 32.3 T                      N  C  24.   305  7.89  7.22   0.60 I
210 G038.2354+00.3249 18 59 58.04 +04 52 01.9 T                      N      2.5   50 12.46 10.77   1.54 I
211 G038.9414-00.7446 18 05 05.03 +05 00 17.8 T                      N      6.6  100 11.7  10.85   0.77 FB
212 G039.0925-00.6915 18 05 10.07 +05 09 48.8 T                      N     19.1  115  9.07  8.77   0.26 I
213 G039.1574-00.0317 19 02 56.05 +05 31 25.6 T                      N      7.1  231 14.29 11.56   2.49 I
214 G039.2486-00.0647 19 03 13.07 +05 35 23.0 T                      Y      4.4   55 15.2  11.99   2.93 FB
215 G039.4470-00.0674 19 03 36.02 +05 45 53.4 T                      N  C  11.6  265       11.84 -99.   I
216 G039.4551+00.5530 19 01 24.00 +06 03 22.2 T                      N  C   7.7  215 14.01 12.33   1.53 I
217 G039.9449+00.6920 19 01 48.03 +06 33 18.9 T                      N  C   9.3  300 11.51 10.09   1.29 I
218 G040.1095-00.2757 19 05 34.02 +06 15 28.4 T                      N      6.3   31 10.7  10.12   0.52 I
219 G040.2891+00.5257 19 03 01.02 +06 46 40.4 T                      Y      3.2   25 11.48 10.88   0.54 I
220 G040.4658+00.4468 19 03 38.01 +06 54 21.6 T                      N      3.3  350 13.07 12.26   0.73 I
221 G041.0816-00.4178 19 07 52.07 +07 03 20.9 T                      N  C  14.3  125 14.84 12.49   2.14 I
222 G041.1120-00.1753 19 07 04.00 +07 11 39.8 T                      Y      4.3  110 12.26 10.3    1.79 FB
223 G041.3677+00.0870 19 06 36.01 +07 32 31.5 T                      N      9.1  230 14.74 12.46   2.08 I
224 G041.5357+00.0349 19 07 05.10 +07 40 02.2 T                      N      4.1  220 11.91 10.55   1.24 FH
225 G041.5496+00.0975 19 06 54.01 +07 42 30.3 T                      N  C   6.5  115 14.36 12.26   1.92 FH
226 G042.0370-00.8777 19 11 18.01 +07 41 28.6 T                      N      6.6  110 10.87 10.06   0.73 I
227 G042.1998-00.2268 19 19 09.04 +08 08 10.4 T                      N      9.5  210 15.42 12.14   3.00 I
228 G042.2264-00.0622 19 08 43.10 +08 14 08.5 T                      N      6.5   85 12.97 11.66   1.19 I
229 G042.5217-00.0850 19 09 21.09 +08 29 14.0 T                      N     10.   245 12.49 11.15   1.22 I
230 G042.5231+00.4272 19 07 31.01 +08 43 28.1 T                      N     19.5  250 11.24 10.19   0.95 I
231 G043.7709+00.0659 19 11 09.06 +09 39 53.8 T                      Y  C   9.   265 12.96 11.65   1.19 FB
232 G044.0940-00.0241 19 12 05.40 +09 54 35.1 T                      N  C   9.7  285 11.37 10.44   0.84 I
233 G044.1658+00.0926 19 11 48.03 +10 01 38.6 T                      N      8.9   35 12.15  9.68   2.26 FH
234 G044.1790+00.1705 19 11 32.10 +10 04 30.5 T                      N      3.2  335 13.02 11.11   1.74 I
235 G044.3027+00.2988 19 11 19.02 +10 14 38.9 T                      N      4.2  130 14.12 12.29   1.67 I
236 G044.4100-00.3132 19 13 43.05 +10 03 20.7 T                      N     15.1  340 11.82 10.65   1.06 I
237 G044.5388-00.2303 19 13 40.02 +10 12 29.9 T                      Y      4.5  225 11.24  9.78   1.33 I
238 G045.1952+00.7420 19 11 23.10 +11 14 25.5 T                      Y     16.   210 12.65 10.39   2.06 I
239 G045.2527-00.4751 19 15 54.01 +10 43 35.7 T                      N  C   5.4  115 13.52 12.89   0.57 I
240 G045.9397+03.2506 19 03 40.72 +13 03 11.5 T      HD230561        -     12.8  238  9.29  9.16   0.11 I
241 G045.9646-00.3816 19 16 54.99 +11 23 59.9 T                      N      3.1  310 13.9  11.88   1.84 I
242 G046.0291-00.0961 19 16 00.50 +11 35 24.4 T                      N      5.3  210 13.35 11.55   1.64 I
243 G046.0408-00.0858 19 15 59.60 +11 36 19.0 T                      N      5.9  170 12.92 10.89   1.85 I
244 G046.0837+00.4263 19 14 13.36 +11 52 53.2 T                      Y      7.2   65 13.24 12.73   0.46 FH
245 G046.3270-00.7938 19 19 05.71 +11 31 39.7 T                      N      9.2   10 10.78 10.1    0.61 I
246 G046.4224-00.6803 19 18 52.08 +11 39 54.4 T                      N  C   9.6   55 13.24 12.03   1.10 I
