Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
569	12.377973572179526	0.5310420929828684	275.4674591137229	5.467459113722896	24.311860595189398	0.5063479512690784	20.33311175080945	0.9658830067431762	23.286255854115588	1.0367546182095997
