Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
666	7.661627566580899	1.9165455747021494	127.51638158296893	-2.4836184170310673	3.5422207287587235	1.2925666028676164	10.6707672906628	1.470703726161655	11.025488513143063	1.342486635842245
