Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
454	6.31507314442263	2.68720850070408	220.70860278669394	-4.291397213306055	3.625018506181619	1.2775763477745445	7.020647387476452	1.5923736774468202	6.720673610703797	1.7854296977243698
