Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
606	5.978782688162195	1.0829388184016544	184.64519562634874	4.6451956263487375	18.087232175580162	0.9404869384670809	7.296033128192322	1.2014400219394246	10.659470859662527	2.4217967978977306
