Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
544	26.149538534416294	1.58111308173806	240.73192645189573	15.731926451895731	57.33736101525845	1.2879961119659538	56.25733351829672	10.181510593235052	51.089542848477656	4.698435599617465
