Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
193	10.731708221678437	0.9708141491894332	288.882445187178	53.88244518717801	14.208789234074885	1.1329267057298453	18.304133437186074	3.017353610136477	25.63952586628633	5.342729661517955
