Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
515	50.868759950340625	5.385042780536286	304.32794851513484	69.32794851513484	39.03185291084352	1.4901748398143624	73.58098891828958	6.285872430057538	72.17959412639196	4.286142181785216
