Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
632	14.065357955755902	1.0774580774399487	340.62194666305845	10.621946663058452	215.51169951785158	1.0670283061695902	23.535174178530994	2.583659694831153	23.243596315827354	1.6373997206078932
