Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
706	7.659371688362848	1.0078424123654797	232.83553284845993	-17.164467151540066	10.116644520730071	1.0406263239468125	13.470427363742834	1.7094128782543039	10.541858915351645	1.4312029880673347
