Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
197	18.482675342485706	1.0155822416607094	322.8685611881658	-22.131438811834187	28.065583188368993	0.9518353837445787	34.79324093803411	2.8441782177198753	34.503766782399516	8.18155642970029
