Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast	Rating	Comment
110	G024.1368+00.4279	18	33	45.08	-	7	37	26.3	T		N	C	19.7	115	13.25	10.64	2.38	H	29.796838621665948	1.5854532659139517	119.34215534680051	4.34215534680051	167.28557026323494	1.5805512298814341	49.484410646621	3.0768935107413795	44.694692906773795	4.19321590814281	52.25822859972382	-65.10961383459858	8.655611297321684	-40.82995512719582	101.20915164175193	-104.73213791222436	-7.4425327796344405	114.28297518684958	27.820518712101315	26.06511580144353	-13.202311259485484	39.26742706092901	33.25090016188368	135.89620473307488	2.125600123058954	4	
111	G024.2512+00.7906	18	32	40.07	-	7	21	18.6	T		N		58.0	355	8.41	7.6	0.73	I	58.866672412831164	0.28535826169433065	355.8772999795023	0.8772999795023111	146.4077511488237	1.9457381527659485	133.10658732103852	21.64576950094941	109.23180761518752	31.698656045454012	74.56187568135414	-29.472352145379887	60.567753796599675	-18.581820577323754	98.97934345445105	-54.62673733467216	14.610066046553598	140.15984840381495	45.66929629318759	26.462887998505195	-45.421969565458625	71.88485756396382	60.705871682856234	17.44701622123359	0.6092997887807116	4	STAR
112	G024.2720+00.0767	18	35	16.03	-	7	39	56.8	T		N		6.5	55	14.09	11.13	2.7	I	9.423193565111063	0.6446802794308949	57.948762406001265	2.948762406001265	121.25041594938415	0.7257484074498456	17.651453715845783	1.8514295844556612	17.737971053566138	0.9887458279742855	68.50801344005407	-45.718996324655926	43.8975154295632	-18.027709067674145	95.0492583856628	-81.4577476019764	0.0	141.0	12.678642388663926	9.491059905488292	-4.184790011026797	13.67584991651509	10.262995465201648	148.56607551686528	1.6612736652245763	4	improved
113	G025.4379-00.3288	18	37	2.0	-	7	42	17.7	T		N		7.5	290	11.12	9.82	1.18	I	8.100508440188161	0.08832085155663982	291.7259044135985	1.7259044135985278	15.022444420630059	1.55666378927963	14.115191375013616	0.5042297702479643	15.405715881335464	1.7121779242274826	75.8745873423876	-89.98301784887042	17.040207767337165	-54.074142511988185	175.5720220985806	-174.74433627676646	-2.1162390831771747	134.1553332147716	7.568287342969316	8.677909598412551	-3.2413643676344286	11.91927396604698	8.44010964667564	38.91829398552162	0.4631925920447597	4	
114	G024.5665+00.9295	18	32	46.01	-	7	0	41.0	T		N		6.7	200	9.49	9.22	0.24	I	8.298007610283419	0.532250576143487	143.07329473105196	-56.92670526894804	7.670156379274589	1.2771226325909635	10.747464436359323	2.380518519734027	14.388651538455033	1.1710879809528412	95.7649213450357	-104.29007805561879	17.96954285282945	-63.85041881882003	125.2880361140518	-141.31787544830408	-0.7049613294677336	321.3340860293574	16.727518214843776	15.196572607557114	-2.611377615236959	17.807950222794073	6.390222153801423	14.844169399888381	0.6174944012269343	3	demoted
115	G024.6990+00.1167	18	35	55.03	-	7	16	5.7	T		Y		6.5	50	13.16	10.81	2.14	FH																										3	improved
116	G024.9069+00.4487	18	35	7.02	-	6	55	51.2	T		N		4.9	140	11.66	10.88	0.7	H																										3	
117	G025.2496+00.3842	18	35	59.0	-	6	39	22.7	T		N	C	4.1	125		10.63	-99.0	FH																										3	improved
118	G025.3172-00.4350	18	39	2.01	-	6	58	20.7	T		N		10.4	190	10.79	9.84	0.86	I	8.508370428262705	0.19086898221657922	209.77223533265908	19.77223533265908	63.48026066169662	0.33149348178365073	14.114825163283923	2.201651966621554	27.336494349674446	3.4068056611766213	109.79882354036829	-83.19019942464193	69.22834914669966	-65.49918533296929	136.86234204466348	-122.39204662026845	11.748014162831144	253.00931797392735	20.12757100540815	20.581723113741717	1.5739474190411578	19.00777569470056	8.636143904763827	78.70848881752454	0.8085575094935913	4	improved
119	G025.4439+00.2619	18	36	46.09	-	6	32	23.9	T		N		7.5	220	9.82	9.37	0.4	FH																										1	Irregular
120	G025.4535-00.1837	18	38	23.06	-	6	44	9.8	T		N		5.2	180	11.25	10.23	0.92	I	4.934057346322196	0.9763286194399511	208.15558878453754	28.155588784537542	19.829574049566645	0.9667394051923714	5.622928174760389	0.4405615640090468	14.611962729087471	0.6247991422045718	61.33136546569375	-114.7510109768827	9.893532589535965	-101.66441605352588	119.04410321373564	-172.5652140325909	0.0	141.0	5.6511481965947725	15.083576564426085	0.4233641291508423	14.660212435275241	4.632363537921477	-3.2748461321023523	-0.015634682785076178	2	Irregular and small
121	G025.4711-00.1248	18	38	12.09	-	6	41	36.2	T		N	C	7.2	290	11.95	11.11	0.76	I	6.4814452055125935	0.0	14.144701702809279	84.1447017028093	31.938530292767805	3.162380357579764e-08	nan	nan	nan	nan	168.8599976619775	-177.64757582994582	16.185991680771963	-137.8662617282303	168.8599976619775	-177.64757582994582	10.450757536789572	6.8542866268162	16.382052817213832	1.2397081851999374	-5.251832513741459	6.491540698941397	14.987368015052958	-141.91001168938948	-0.4522606073686352	1	Rc too small
122	G025.7870+00.3100	18	37	14.07	-	6	12	47.3	T		N		5.5	65	12.42	10.96	1.33	FH	12.595654241347384	0.5125037098167649	44.60738787281779	-20.39261212718221	16.857804333675166	0.8453251282307023	16.18937667559939	0.44418079922755815	13.995273452813711	1.9586901092845814	61.66888367303747	-42.1835023432792	39.117211888237804	-11.164948902606419	79.76347773326259	-73.67600938322653	0.0	141.0	15.141083532267475	14.026155565075552	-5.243329694172662	19.269485259248214	12.788199244601667	40.3299287678204	0.6948313991746362	3	improved
123	G026.1437-00.0420	18	39	9.07	-	6	3	27.8	T		Y	C	22.1	50	9.95	7.78	1.98	I	30.431967680111914	0.3827905474599212	43.119816886303695	-6.8801831136963045	43.929691159072	0.9359334268030297	54.02060176648755	6.65751457178252	49.717533247376096	3.100378728314726	63.8217590751988	-44.1845641945252	47.32373001243225	-8.897388836624266	91.40454016890496	-76.68075781854901	11.57465006698623	99.51912142695576	16.430719633362468	17.590231074816042	-23.44121604338745	41.03144711820349	29.651837780955212	1262.243131242801	6.331682127394217	5	
124	G026.5272+00.3808	18	38	21.05	-	5	31	22.9	T		Y		7.8	240	11.14	9.79	1.23	I																										3	improved
125	G026.6098+00.3065	18	38	46.05	-	5	29	1.4	T		N		15.3	225	11.35	10.46	0.8	I	11.65091460837098	0.4120709770032658	252.33708962504815	27.33708962504815	18.025190890796473	0.5073864592237777	27.073385479848547	12.063327101024212	33.161859707485675	1.9647872230313441	93.19916516313145	-77.78874404410277	42.89728100643231	-62.6121480729814	133.28619666473958	-107.63702740859547	13.74737485379156	800.0102338170893	24.259574519440907	22.14318549526034	0.5780808206785331	21.565104674581807	12.838816077998667	52.6587389406996	0.8004549010530615	4	
126	G026.6435-00.0209	18	40	6.08	-	5	37	2.9	T		N		6.8	305	14.32	11.45	2.62	I																										1	Rc too small
127	G027.2536+00.2532	18	40	9.0	-	4	56	9.4	T		N	C	14.4	350	13.19	11.43	1.6	I	13.986974183042593	0.3744668104763953	350.1139343075432	0.11393430754321798	43.096645693037296	0.24990720375772746	31.454131916195585	4.01228419180122	32.124438533176345	3.156821658115442	76.26239092100104	-86.04465979371082	47.23994028998163	-48.17549652147483	112.53986619786426	-94.69862501187089	0.9932298813364466	174.09747207997978	18.23495295412205	16.24072566511237	-3.6407286447257157	19.881454309838084	15.796043277858878	20.791346910610002	0.39683738620571873	5	
128	G027.2833-00.1444	18	41	37.05	-	5	5	29.7	T		Y		6.5	25	10.98	9.36	1.47	FH	8.83889616879322	0.6034852312494784	100.34554482241639	75.34554482241639	8.132001390907655	0.9138916333250021	17.10907116690357	1.3406253092336973	8.86357639203552	1.3457144107176715	93.90482515990573	-82.94532033213892	61.40196446309034	-2.7960841292309695	128.7051106223685	-144.8416272451867	6.76183153145286	169.4832733986304	14.053838031955404	12.441387711152666	-4.311213638900698	16.752601350053364	7.136756468298263	107.32810947028187	1.0613461840018341	3	improved
129	G027.3338+00.1784	18	40	33.09	-	4	53	56.1	T	TYC 5121-625-1	N		11.2	100	5.71	6.03	-0.3	FB	23.418416019800254	0.6885218428530367	33.756221259161705	-66.2437787408383	22.128914752991744	1.0668505101249202	30.183266771885712	2.329590622891433	nan	nan	57.280570601190476	-51.66033913524634	7.138415452015721	-23.77656462548616	85.40594086432205	-68.26561098581968	0.1455221030350172	99.94687270040319	18.48597385794385	15.888631688668122	-16.54107305580238	32.4297047444705	23.30990587922739	241.85470068108987	2.661903933401885	2	PA is off
130	G027.6352+0.0345	18	41	37.09	-	4	41	48.6	T		N		4.9	240	13.71	11.38	2.13	I	13.151738056114578	0.0	292.4105352359598	52.4105352359598	12.438409075904708	0.4684148570145245	nan	nan	6.906327730298048	0.0	nan	nan	nan	-52.914499225822624	nan	nan	0.0	141.0	17.116666222084326	0.6764390017638888	-12.487794272610426	13.164233274374315	4.727056771655276	-30.069254330586382	-0.34741976589140205	1	Mess
131	G027.9931-00.4249	18	43	55.07	-	4	35	18.9	T		N		5.0	160	10.61	9.68	0.84	I	7.090424414386218	1.3146292417027179	184.8957520336985	24.8957520336985	35.34215458435413	1.0653338855520829	10.325169013254664	3.2871820250097135	12.614152704676217	2.1012661011318086	53.48960566058079	-99.9817605982999	2.6145150856509645	-83.7264739485107	82.19745921537051	-129.5574009459441	-43.11424050095049	75.68905001187973	6.65889004755717	16.7478346718211	1.2694219783671272	15.478412693453972	4.496602413456855	1.9551676941071434	0.06454709738785853	2	Irregular
132	G028.0372-00.1213	18	42	55.06	-	4	24	38.1	T		N	C	14.2	245	14.77	10.7	3.72	I	9.020630646920964	0.3768030001977092	270.00998952757664	25.009989527576636	15.301506983267585	0.5905783762664868	27.42422851508034	11.916389048610878	25.743842947333935	4.678264674232549	51.725140534060586	-76.1482361194546	27.4983268996221	-61.27484013247829	89.73621623418546	-91.24537186250899	-19.943102470497365	66.16952928707582	23.46955297509827	21.266774703287506	0.09999574273108536	21.16677896055642	7.581054920379979	34.47386003007907	1.0508455039387143	3	Wing on + side lost
133	G028.1433+00.1542	18	42	8.03	-	4	11	24.9	T		Y	C	13.0	330	13.75	10.94	2.57	I	11.010897992234273	0.19053247276746355	332.5181074526193	2.51810745261929	31.824679247831178	0.3505012590724791	26.583219272536383	2.651806076338407	25.07986288325112	4.588012951070861	73.88943238326863	-65.69016955193939	52.62953940422824	-33.41473966738573	103.81171315061778	-86.29236346127331	7.436804033309629	126.95460425455437	15.234837114955612	13.144623880533988	-3.9425466102411377	17.087170490775126	11.405097934840168	201.06152342801437	2.3351262457434863	4	
134	G028.2061+00.2057	18	42	4.02	-	4	6	39.1	T		N		3.3	20	14.91	11.61	3.02	I	6.036730269079159	1.2382018468776637	24.07521728500922	4.07521728500922	2.560082365521118	1.1128880949964168	7.650198554387651	1.327670018615889	6.403424271645197	1.9666207534683444	82.08195646105673	-90.83155274377373	2.2771836886381998	-12.192782241262208	114.16439601394572	nan	0.0	141.0	6.5502522795185545	10.07756018766235	-3.5612871160196473	13.638847303681999	3.5871742129960285	6.736398164792083	0.13478072555741544	3	improved
135	G028.4787-00.0056	18	43	19.04	-	3	57	54.1	T		N		8.2	305	16.38	10.83	5.08	I																										0	Fit failed
136	G028.5028-00.0343	18	43	28.02	-	3	57	24.2	T		N		3.1	25	14.12	11.28	2.59	I																										1	Rc too small
137	G028.6301+00.2363	18	42	44.03	-	3	43	11.3	T		N		8.8	110	14.44	11.46	2.72	FH	12.810807107765397	0.5881256050877676	120.78532926607583	10.785329266075834	23.01351648762722	0.609087322051656	24.02174859662707	3.3092668961754423	19.980156519077493	0.9797511313464521	65.13564295191665	-62.58679487670015	35.81546615036811	-28.785548713327955	93.20081219793678	-94.3734342917797	1.4783300422975805	103.47450340643545	17.277310380651915	14.72423623728627	-4.9089562899020756	19.633192527188346	12.973559477267242	46.86959217124383	0.6502512764760635	3	
138	G028.7070+00.1066	18	43	20.05	-	3	42	38.5	T		N		4.5	290		12.76	-99.0	I	5.391442731811674	0.0	277.5151944938293	-12.484805506170687	1.9620985099579538	0.3938216623100174	6.686407188266501	4.049689619365358	5.142246678232848	0.7217415299910628	14.90625022283399	-63.20655567910333	14.90625022283399	-63.20655567910333	178.2850761223675	-179.45409785106503	-40.52665433768147	189.17690816307024	12.35976919624416	1.2400867229932349	-4.402878128199401	5.642964851192636	11.3689919891461	-27.47237209798435	-0.3530051444672076	0	Fit failed
139	G028.7214-00.3922	18	45	8.08	-	3	55	32.7	T		N	C	3.8	10	11.3	10.21	0.99	I	4.36961795220995	1.348910025328607	330.44830725947116	-39.551692740528836	21.18421526090987	1.0263062923691801	10.092791818471602	1.049532719059021	5.033662968498445	0.0	nan	-64.24992608348862	116.93517179339028	-9.063065165882811	nan	nan	0.0	141.0	6.468438234103716	20.95323521942524	5.267676673640901	15.685558545784335	2.463510075900922	2.576596780253514	0.04818559663309094	1	Rc too small
140	G028.7574-00.2740	18	44	47.04	-	3	50	23.1	T		N		5.7	295	13.85	11.29	2.34	I	7.803820389597391	4.8405577522137415	291.5357338184351	-3.4642661815648808	2.1291438090338453	0.7709459136241028	6.41792674279619	1.73028106030426	3.564531769259271	0.0	77.35975038763928	-114.8255430641799	6.400082514119106	-3.5670845596488334	161.12297900678465	-163.7550460183344	15.207927165150787	310.1437173503845	17.773718949200088	46.2628984936171	15.087444679586003	31.175453814031094	12.737435092952692	-18.390411341216748	-0.22634913988121644	1	Rc too small
141	G028.8045+00.2375	18	43	3.02	-	3	33	50.9	T		N		11.3	295	11.44	9.72	1.57	FB	13.078317023925196	0.5980558077681424	324.66437792318914	29.664377923189136	9.465713675627002	0.926838933635084	nan	nan	12.401284538210993	0.0492241779767717	139.9013638795406	-149.81576259906006	28.87770268689212	-134.08076804838726	177.82027148500873	-149.81576259906006	-61.999342396216996	139.4368150143716	11.811421167766186	63.70133315836583	5.999059026272276	57.70227413209355	13.36326929295064	337.3661585969839	0.43401460665194186	3	improved, PA0 was wrong
142	G028.8142+00.1922	18	43	13.09	-	3	34	34.4	T		Y		3.9	230	12.54	10.68	1.7	FB																										1	Rc too small
143	G028.8200+00.2522	18	43	1.07	-	3	32	37.1	T		Y		3.9	145	11.68	10.83	0.77	FH	9.13631080612069	1.1854851450879893	162.01964820713255	17.019648207132548	19.56671802199292	1.027852715696302	8.318862039553789	0.9808030682164489	10.514238987023274	0.6024259716358279	62.757511924706904	-98.22549346987797	7.237531222338589	-70.2247772178341	nan	nan	0.0	141.0	18.661157354344176	16.243409760999178	-2.3075373737298435	18.55094713472902	7.5141898620871865	247.56621975333456	0.8049539586037615	2	asymmetric
144	G029.1883+00.5550	18	42	37.05	-	3	4	39.5	T		N		7.1	25	13.45	12.43	0.92	I	10.860511538063225	2.0396495898227376	322.09496694941964	-62.90503305058036	13.539658857275873	0.9606345868653325	20.65128421490224	0.0403573919566356	16.78616436157435	4.010296824241303	83.69531451523449	-62.82373164002922	7.1391350733504595	-27.553857648000417	115.74587885754863	-119.74737900717139	7.817854226779715	149.18800078087767	14.381204477617866	12.538690979313246	-7.431633522271991	19.97032450158524	8.623123227134945	24.676736146810043	0.5765115251290291	3	improved, Star off axis
145	G029.7810-00.2176	18	46	27.07	-	2	54	11.9	T		N		6.7	145	16.36	11.64	4.32	I	9.362512933141735	0.8713167256551408	199.27706602332478	54.27706602332478	17.448132094843317	0.7497767773830231	8.047259301394536	0.0	18.842474511800706	0.584483204219752	64.20888731454451	-82.35650869078972	8.987441426832817	-60.67435395172765	112.72405094796227	-105.70400509881233	0.0	141.0	16.115965821706485	15.076849151047657	-2.739621421893631	17.816470572941288	8.658299900821005	47.949110198767045	0.689450272154882	3	improved, Star off axis
146	G030.0488+00.1790	18	45	32.03	-	2	29	2.4	T		N	C	11.9	330	14.08	11.8	2.08	I	8.783127340989042	0.17889713860523315	309.53052032008213	-20.469479679917868	20.21649910497511	0.6279493090700486	23.7412797717097	2.869793312024325	11.711291732081694	1.255622658023835	94.79100796531588	-99.95240658137243	77.0484527573683	-47.47793595283224	122.90488433793126	-129.29921417324545	-0.45734227010784656	483.7085328894766	19.885413331407953	20.125786493088057	0.3839985539614368	19.741787939126624	7.746652959199477	28.783013993650005	0.4699239878618064	4	improved
147	G030.0539-00.3391	18	47	23.06	-	2	42	57.3	T		Y		4.0	25	15.34	11.33	3.67	I	7.498700696396115	1.0386224797617316	326.3717716111924	-58.6282283888076	10.268460179457268	1.023139414541724	10.259347465993763	1.014778604501572	7.592182308622216	2.275497775814959	90.14880641821797	-59.86011503803712	2.2529034015623672	-7.211457899463227	nan	-97.87493897528378	0.0	141.0	13.05191731400107	12.537932532575999	-2.1863374381142666	14.724269970690266	6.956641702135442	225.222540261511	1.505011405389518	2	lop-sided
148	G030.3745+00.0252	18	46	40.09	-	2	15	51.9	T		N	C	10.0	90		11.84	-99.0	FB	20.597803668768407	0.27430370821139566	161.42636820968156	71.42636820968156	23.110636339333457	0.5418171677871069	nan	nan	nan	nan	43.46032239519042	-44.590383459257374	12.280705480661467	-24.589924513117467	122.05936173409995	-62.54940156131943	-2.8670442847055404	65.67040799157256	16.62522575334749	12.832807801277875	-14.257517006096048	27.090324807373925	20.648998384291488	172.70014297260624	1.4725452177782485	3	wrong star?
149	G030.4620+00.3924	18	45	32.0	-	2	1	8.2	T		N		19.4	265	8.91	8.73	0.15	I	18.241048293315956	0.32926383982515794	269.8862962682661	4.886296268266108	250.60163613639352	0.7455832646956484	54.559598716853166	7.312772141391382	48.18241903759774	5.492974549856524	61.08012689436168	-50.10242493895822	37.93594930792085	-30.135738341940424	73.68411959838835	-88.82110621275936	-0.4648734458831673	117.34174906709416	29.098731879688163	19.471273194820398	-6.4189762482830375	25.890249443103436	19.290195785410265	100.66424923471165	1.594698461874357	4	improved
150	G030.6077-00.6233	18	49	25.01	-	2	21	9.7	T		Y		11.5	160	6.8	6.44	0.32	I	13.546196192856684	0.29486122571784396	166.49364115537608	6.493641155376082	17.131065301035324	1.0180006574217775	19.827051321193057	1.189523934847868	20.575417302341428	0.9636534301253357	105.89757748011539	-95.55042439746138	55.68528830958894	-55.144444211178325	126.59785428096961	-142.00715998884198	2.037171957591996	182.6108978354719	27.22083723712347	23.74867234051635	-0.24270771736188124	23.99138005787823	15.200696750469373	132.89169226561535	0.8141599578357415	3	
151	G030.8694-00.1031	18	48	2.05	-	1	52	57.2	T		N		6.3	325	13.18	7.42	5.28	I	4.069198726910814	0.8434120866043555	296.27694996656294	-28.72305003343706	8.444915420854628	0.6463822064253681	14.41726919308994	4.06426937352312	7.246942700999202	2.0493681997410826	108.17791415433197	-111.56913510290318	92.94699255616723	-56.658554113723994	nan	nan	0.0	141.0	7.4575591926164915	8.382775137181024	-2.133206647520174	10.515981784701198	1.2384309444495645	189.31709254345446	0.5595085016533217	1	irregular
152	G030.9508-00.0459	18	47	59.02	-	1	47	2.5	T		Y		3.9	35	12.23	10.32	1.74	I	6.169407920010986	2.3732429223284868	25.706354206652865	-9.293645793347135	11.497680013418348	1.4010643216625573	9.947727282055393	1.019448698418362	8.85853440291043	0.657652316780278	74.82766764166912	-6.3307308124952755	54.306307509747114	-6.3307308124952755	115.1237916895627	-103.72946978896044	0.0	141.0	9.052297157640806	8.838431959414589	-2.2225857566464136	11.061017716061002	5.568535055409406	229.0550578485978	1.54486164259273	3	improved
153	G031.0836-00.2126	18	48	49.04	-	1	44	30.8	T		N		9.7	300	12.2	10.4	1.64	I	5.181367649640029	0.02278127017796283	296.9585518307868	-3.041448169213197	3.9928601899594836	1.2635731323921577	14.428381627149458	1.5790387169253624	17.81126309716011	9.453174131564234	100.90843934043994	-87.3211245335917	91.49977033329975	-10.364441661313492	110.38601419707459	-133.40821982066944	0.6320305870537953	1100.7625735777335	6.936118258012159	22.53373170867311	7.303730469434619	15.230001239238492	3.9400753410433036	3.2227735742022197	0.04696650541967906	2	irregular
154	G031.1096+03.6457	18	35	8.21	+	0	2	34.8	V88	HD171491	-		16.4	330	6.27	6.0	0.24	I																										0	Missing
155	G031.4566+00.3937	18	47	20.71	-	1	8	0.2	T		N		6.7	300	12.77	11.2	1.43	I	6.513012242002304	0.623613648521975	301.5396914635948	1.5396914635948065	53.692221010001106	0.9193941027949402	13.376570884045776	1.762884989705183	10.113853846243648	2.188229259055582	93.70562845501945	-69.2867460693787	45.69858981216322	-24.769095158681523	126.51411535526847	-130.7543508132508	10.473360446732734	141.2030048310477	14.870356547751667	15.042954854948496	2.9032611512170767	12.13969370373142	8.282758306064364	30.383757487890744	0.6242770744911021	3	improved
156	G031.4842+00.4546	18	47	10.74	+	1	4	51.7	T		N		8.5	40	11.71	10.44	1.15	I																										0	Missing
157	G031.5390-00.1113	18	49	17.61	-	1	17	25.5	T		N		4.5	315	13.31	11.9	1.28	FB	5.0695140249130475	0.6927258417487611	333.878149452412	18.878149452412003	3.632342127981409	1.0937273614649559	8.627637470276278	0.6746647856832948	7.2375024311143745	1.25156859847846	107.06047094653434	-101.4045245058841	60.35614536429847	-28.370937524850206	nan	nan	0.0	141.0	7.411171861599575	14.619947607931625	1.8840210966247959	12.735926511306829	4.910442469177898	27.128452793646417	0.18138479964353896	2	Rc too large
158	G031.6662-00.1285	18	49	35.21	-	1	11	6.2	T		N		8.4	250	10.64	9.29	1.23	I	8.291264305888566	0.45401473942358805	244.03755982027587	-5.962440179724126	26.082402442516276	0.6584054031552267	18.163620974855554	1.7640208980624685	17.993743386461983	3.51745195650479	69.48738737295764	-83.40426146866008	39.3953130145573	-53.65749567417072	89.22751793641868	-107.94690331367391	-7.0511786828590335	122.9909022149425	15.411714646608043	15.897645263312379	1.8335019187713542	14.064143344541025	9.69584835055882	23.673673168600498	0.4362223330657265	4	
159	G031.6770+00.1775	18	48	31.03	-	1	2	9.2	T		Y		7.5	20	12.65	10.7	1.78	I	7.649499167153634	0.7033756022542224	45.07087215703267	25.070872157032667	7.243607764325936	1.9316891039725752	13.313070631085699	1.699369201501169	11.838868079423088	0.8757943351528135	89.60594547863334	-106.83764782880712	12.151980120521372	-72.6107271090907	174.690414179813	-125.84281212044405	-11.395744537642457	183.18879579294887	12.21502680741022	13.642902474913281	-2.1635320481886815	15.806434523101963	6.758506700799905	248.08550917167915	1.2262619111555808	3	
160	G031.8412+00.1875	18	48	46.87	-	0	53	6.7	T		N		6.7	305	13.86	11.94	1.75	I	7.854866903506634	0.7115967575794326	294.0770448433111	-10.922955156688886	13.207462196525096	1.2378253281230183	15.40069773235639	1.258765542473341	14.04695758361672	1.4715780698596301	113.4366427535459	-98.40896192150024	55.04250508858132	-12.551972856593864	129.77936490718642	-174.78588297423164	-1.8346062770263272	176.89426697084005	13.717441038945452	11.143713714648648	-2.385135479337446	13.528849193986094	7.695983392379934	7.440544466996857	0.17788470179028606	3	
161	G031.8695-00.3187	18	50	38.1	-	1	5	27.1	T		N	C	4.6	350	13.64	11.67	1.8	FH	4.193849621649243	0.8735109530144551	2.3105539414396894	12.310553941439707	14.918377620755999	0.8942592817296466	7.530074923381668	1.6846665594839485	11.18687496287847	1.9582607130976084	62.03949021748542	-83.35864377064183	43.389459997536676	-59.1730858632647	nan	nan	0.0	141.0	6.586514169662822	12.49976997422547	2.9239178100673726	9.575852164158098	4.594496872747926	13.9656878838926	0.18052045639694028	2	Rc too large
162	G031.9082-00.3435	18	50	47.63	-	1	4	3.8	T		N		3.6	255	13.41	11.54	1.7	H	5.867696786537673	1.3757271268469693	249.13012140136865	-5.869878598631345	98.80779664967174	1.1030762827455878	9.519081463077708	0.7950249354409668	7.967809712921674	1.1516895230070028	75.26903533062125	-91.95430886804496	7.142748670804053	-48.207155845050835	133.62353251629239	-122.32275812136885	0.0	141.0	6.402132420353279	10.593161710709104	-1.955016921710385	12.54817863241949	3.5950836033115903	22.692355627171857	0.30249969852143194	2	Tiny
163	G031.9308+00.2676	18	48	39.05	-	0	46	8.1	T		N		15.5	260	9.96	9.55	0.36	I	9.844210173216101	0.10703979815280906	249.49271016527362	-10.507289834726379	507.29560710968565	0.2717632741004854	25.944614786567158	0.0	18.967372030087073	2.5818006092998864	41.78561351896667	-132.18450291064934	4.916471997350811	-132.18450291064934	83.01430489531629	-132.18450291064934	-71.86714467357734	174.34680001272616	15.877751202936818	16.243885621589662	-0.7680923647041205	17.011977986293786	10.396690171576923	9.535461870750906	0.24426678396398663	2	Star off axis
164	G031.9747+00.3348	18	48	30.0	-	0	41	57.0	T		N		6.9	230		10.92	-99.0	I																										3	improved
165	G032.0177-00.4999	18	51	33.0	-	1	2	29.7	T		N		8.6	10	10.7	10.08	0.56	I	9.392679294764338	0.7860895029041624	14.697287810158915	4.697287810158915	45.56953789984213	0.7278304107890698	17.53072653753325	1.4857874983468227	21.487253800867286	3.0383670027810363	85.44263722228331	-95.49565299434204	38.94152059989665	-59.15544837524658	94.61320590970442	-114.12254079476423	-10.350334417486641	177.8417058103701	8.754092680329224	43.83794903472912	7.179833849320378	36.65811518540874	9.126615870698862	5.461713439116345	0.149866069304335	4	
166	G032.1157+00.0576	18	49	44.07	-	0	42	0.5	T		N	C	5.4	280		13.01	-99.0	FH																										0	Fit failed
167	G032.4839-00.0141	18	50	40.03	-	0	24	18.5	T		N		7.4	135	12.25	10.76	1.36	I	9.968921123525318	0.7282921892389287	184.7835692631561	49.783569263156096	13.097450922642254	0.6193911911603882	13.106847638447869	2.29974922741747	17.722560845489543	0.7736123640226596	93.0326044828127	-76.26638037780438	27.995272761759082	-51.7916020053013	142.70690421003428	-114.20337591583773	1.193817382707774	176.6236031347965	17.213438540091445	15.003165699149013	-3.336704270489218	18.33986996963823	9.454844425713166	18.87595628059001	0.5222544649739146	3	
168	G032.6755+00.2023	18	50	15.0	-	0	8	9.4	T		N		5.6	200	13.73	12.09	1.49	I	7.017499748549959	1.1600067218958172	185.068115733942	-14.931884266058006	9.654251123066237	1.5765770226970246	11.949548428090807	1.7058447517811834	13.950443282676897	1.646339810007317	15.817536804323737	-93.0796444404506	15.817536804323737	-77.5590563196478	125.70805293802715	-124.00387226327068	-4.4840021544400885	201.093354733504	13.208829692080768	12.712913233369513	-2.8157565594711187	15.528669792840631	4.248715694240371	16.70611288611294	0.484794494473488	3	improved
169	G032.7634-00.1990	18	51	50.04	-	0	14	26.6	T		N		10.0	45	13.64	10.88	2.52	I	20.407427447582137	8.201641047298935	6.536335495353465	-38.46366450464654	15.085273628713363	0.3575606742573734	22.67174580051268	3.0121895473872615	22.36699446839026	4.907355496619543	2.01929641679677	-3.1307934271211337	2.01929641679677	-3.1307934271211337	67.36095747298963	-52.646248004787424	-105.22335695544834	10.190260891695248	28.69943232236743	0.7671267206811763	-19.82876313930487	20.595889859986045	15.048203182216728	15.396728796408077	0.44097086717649364	2	STARS, Irregular
170	G032.8748-00.4286	18	52	51.06	-	0	14	46.5	T		N		6.9	20	12.62	11.33	1.17	I	8.56182111089509	0.08261168664162567	9.208245806309689	-10.791754193690311	72.62768365014581	0.8928945463240944	18.11791938008029	1.2706178800768382	19.720543654102272	0.7260725537970647	94.60257815534598	-72.71112758145568	71.68765538943293	-11.460460049740881	125.04031440898856	-122.42844367929979	18.9119858800875	135.2884957197033	17.943707106533704	17.519751019198807	1.4576635456302753	16.062087473568532	9.490732292847483	54.69132863232803	0.9820556636768549	3	
171	G032.9587-00.1244	18	51	55.01	-	0	1	58.4	T		N		1.9	35	11.77	11.0	0.69	FH																										1	Rc a bit too large
