Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
11	G005.5941+00.7335	17	55	36.02	-	23	45	21.8	T		N		7.6	350	9.78	9.22	0.5	I	6.825966040892546	0.8375727808301414	340.44881333735685	-9.551186662643147	10.383684552449157	0.9345875513021827	12.7736043139212	1.781404231278158	11.687581611995444	1.558272452423516	101.4812553507328	-85.76839485464228	78.64924974924617	-39.75438413958932	128.013638232918	nan	0.0	141.0	8.461468787074848	8.80815906640633	6.039302553203321	62.551644265303715	0.7314247845470883	3	
12	G005.6985-00.6350	18	1	6.02	-	24	21	34.4	T		N		20.8	180	11.56	9.11	2.24	I	22.795253007226883	1.2696114966070924	189.15457402262987	9.154574022629873	43.68308848148962	3.1209159690113712	27.152057400788358	2.2629084111926456	22.14638387749732	1.2201905860378819	106.48861748955204	-64.88262788796793	54.455939807960334	-50.33341749055219	168.11024868623292	-158.60803512811253	2.1373773524759123	169.04500947262466	25.91405932227111	27.127881151164182	24.12061069414072	31.881021499667213	0.4995659325252887	3	
13	G006.2812+23.5877	16	37	9.54	-	10	34	1.5	V88	Zeta Oph	-		299.0	30	2.59		-99.0	I																								0	
14	G006.2977-00.2012	18	0	40.59	-	23	36	50.7	T		N	C	24.0	210	13.07	12.16	0.82	H	27.14875756958936	1.2894278932319159	170.08374884007654	-39.91625115992346	29.922468391452295	2.7778428576282725	36.21317908901849	4.70541008926079	34.71547238323269	4.374828746491704	53.131188030332225	-72.89494390549339	36.50432349189589	-66.6135565817514	116.03798722685724	-118.29384331845974	-6.616912310297017	130.2026739647057	25.58983827107331	16.243540242737236	27.670710678392172	46.17099689478645	0.6430748191982673	4	
15	G006.3600-00.1846	18	0	44.92	-	23	33	6.3	T		N		5.5	110	9.32	9.11	0.18	I	7.035276349925809	1.0069609416224101	123.02177917843315	13.02177917843315	13.387711314657015	1.2354226588996975	9.332576944447377	1.313723441767606	12.278492921492898	2.262451106381269	112.3290016483171	-87.53194945939146	46.383797776509255	-56.12258613762478	nan	-120.73959865479827	0.0	141.0	7.491770911329015	15.206051684530264	7.0172327925144025	15.679978564342472	0.15496094438814478	1	
16	G006.8933+00.0743	18	0	55.27	-	22	57	36.9	T		N	C	29.0	65	8.73	8.36	0.33	I	31.819878749025417	1.3456575315407833	61.800410203462135	-3.1995897965378646	97.27389732718576	4.2334930140791585	68.56506475812077	1.9998730230911161	51.05727968661748	2.7197212752685647	37.84872682031198	-78.55684318732034	22.509592701034975	-51.4687623201373	69.75881346891498	-115.40081014129282	-22.85381262167349	119.97213141399469	28.774195407799063	23.79593369837162	31.432079869624168	61.39222891166919	0.865093825055597	5	
17	G007.5265-00.2652	18	3	33.49	-	22	34	38.3	T		N		4.1	350	9.06	8.11	0.86	I	5.378438369914558	1.5540883415251951	20.49663782845491	30.496637828454936	7.084908719599358	1.5510486064839657	5.827442480695678	1.9383362234303076	9.327075810015991	2.499492024842969	114.68433613315446	-106.79403617130569	72.1403164668385	-11.747478633434241	nan	nan	0.0	141.0	6.047895116118086	13.281058423312835	4.485011328115744	4.66265236909042	0.07816217388217668	2	
18	G008.3690+00.0239	18	4	15.53	-	21	42	5.3	T		N	C	27.0	50	9.07	8.3	0.69	I	28.009736021247058	0.11880512649619988	45.75585059435878	-4.244149405641217	48.894844989145	1.110728588165181	50.435106047667084	4.039299771063784	46.45035392870838	4.844463863559996	69.38732307469549	-69.49485616400904	55.93284632002913	-50.15274720254092	97.61130360792467	-94.04539086981885	-2.258534738554116	134.7863591861805	19.958943336219868	16.968560320774362	28.319413383091188	110.55039982659373	1.3148521569472622	5	
19	G009.0177+00.1410	18	5	11.21	-	21	4	43.3	T		N		9.1	290	8.85	8.41	0.39	I	9.776269304856825	0.6911064250920647	268.6272451913424	-21.37275480865759	14.114072615567277	0.7985594944571602	16.53805608402161	1.1976940387267718	15.925242117407473	1.4780373406801874	83.78330179359455	-78.59917547191955	41.052832892289985	-49.70523814625716	118.77523771780949	-124.85602353257795	-0.37187661554886303	167.7231247938203	17.542069290387907	16.23741576028312	8.785028801088941	21.679254620376145	0.5846430696121119	4	improved
20	G009.6852-00.2025	18	7	51.86	-	20	39	48.8	T		N		8.3	335	10.92	9.69	1.12	I	10.32487408594378	0.7127309977199329	341.5625946192862	6.5625946192861875	16.048322444572587	0.7859048658772427	15.485130382269263	3.9784102663104313	16.051621125364957	1.3203165656719875	73.71535116483051	-75.48438801793088	16.26528070679774	-50.22336556947198	86.10943939181709	-117.69512546573245	-4.330253584079579	137.66392479952157	14.321931523851225	11.764611586233121	10.282284024294768	13.897294186387533	0.3641201565167405	4	improved
21	G010.1395-00.0350	18	8	10.89	-	20	11	6.4	T		N		10.0	20	10.34	9.58	0.69	FH	12.475547313206322	0.3234740496971727	31.569354704294508	11.569354704294508	22.803351310697572	0.7623915968928217	16.219470554554142	1.08189033283718	25.14391901380468	3.486883620436532	93.44309746238459	-78.66022844699859	29.774540620371155	-48.44560815174361	137.71338083841482	-97.33278813026101	20.110121001979206	539.2242580605072	18.775944560684216	19.946778420867695	11.006521084367591	40.1273478845408	0.7073466910441594	4	
22	G010.1641-00.0380	18	8	14.61	-	20	9	54.2	T		N		4.9	90	14.08	12.09	1.81	FH	5.595601433665066	0.9806797220206325	78.41942730912804	-11.58057269087196	15.133634555928914	1.3681745648584909	8.73572744239774	1.830914328100007	9.063335961303958	3.288349178614638	86.21320662081547	-128.80041938826622	55.95822172522679	-31.675672344587404	nan	nan	0.0	141.0	9.551182514385433	16.268037044813138	4.823580269019517	12.849562342439834	0.195747833689319	2	improved
23	G010.2414-00.5411	18	10	14.55	-	20	20	10.3	T		N		5.6	245	11.64	10.23	1.28	FH	6.413281649481479	0.5016656566167224	235.12475291264434	-9.87524708735566	18.438502276370613	0.8570912029436777	12.264182917555361	1.9713190097393158	10.068675793089795	1.4500485146796143	81.44029944438722	-105.03417316286573	13.441467479554888	-70.95273900504921	100.91280415145383	-122.35612519737018	0.0	141.0	8.204362993166312	21.50431456193088	5.346605929844111	14.207507356974078	0.3138977074497051	3	improved
24	G010.3576+00.1878	18	7	48.21	-	19	53	10.4	T		N		6.1	165	11.07	9.76	1.19	I	8.296315808491748	1.1077156319948982	214.57510685081172	49.57510685081172	8.233838247007906	1.512215391850937	9.898614590679196	1.6635366121055044	12.00135014636742	1.711082866489185	114.93532037784439	-102.87667612215934	82.4484234690371	-78.88451328757371	137.16265407270652	-126.51554284598575	5.836706514289063	1673.8321410664055	16.828372088940128	16.805179422742228	6.1304282590530494	27.596824468587496	0.537464894337634	2	improved
25	G010.5863-00.4140	18	10	30.9	-	19	58	39.4	T		Y		7.8	35	12.94	10.29	2.42	FB	10.40721596295767	1.532986875303163	48.80619445176729	13.80619445176729	14.900998502902947	1.3791919594714122	14.094079078783006	1.3128254946284375	16.935502166939717	2.1017951451099695	85.472445788808	-74.0156186177012	47.270155414208574	-47.19109405690102	126.87146892397669	-99.96986923244316	5.204758350359455	172.04443094611676	16.94383647967191	15.046812956762043	8.882243570375087	875.842597572809	2.209261949781896	3	improved
26	G011.0709-00.5437	18	11	59.42	-	19	36	55.4	T		N		8.2	30	8.98	8.76	0.19	I	9.212881691717312	0.8552377282387907	41.189196510249374	11.189196510249374	13.797569512140404	0.8818650023390942	12.8991163669057	1.6082764083126626	14.85469168054958	1.7363130602034427	92.78042953920334	-90.1566364239365	56.12553339632389	-65.8135850846972	106.66373326079685	-105.8744303969354	-1.2610387688566609	252.7604680074349	18.721759323001738	17.467992054464894	8.318747254665574	29.29848818595643	1.1511339462993728	4	improved
27	G011.1189-00.5784	18	12	13.06	-	19	35	23.9	T		N		6.3	60	8.89	8.8	0.07	I	6.424517863685414	1.1092658195958138	104.8560748173142	44.856074817314195	5.743068048441923	0.9718901660104492	10.70854474616765	2.19886767762316	7.439765183076359	1.38700021321974	93.81043303255547	-89.71059474335357	77.67311787238484	-40.06117289388102	123.10950824703062	-135.62388053071123	0.0	141.0	13.399780035316065	13.927881387166558	5.043736582795877	21.12716234336462	0.5687976882698411	2	
28	G011.6548+00.4943	18	9	20.03	-	18	36	11.5	T		N		13.4	125	9.17	8.57	0.54	I	14.031040902929172	0.39044429495982585	132.18670912984243	7.186709129842427	27.383254471708437	0.9720575770010725	23.888096679903416	2.0823093811906133	27.470425339776746	2.36262572385882	95.61639229637487	-73.36058539180124	62.07897489754788	-34.17777174989858	122.09523006254835	-101.22399492165428	12.623109314767328	185.21712133294798	11.240980979097039	18.513187924494623	14.232666012640754	25.36208644626822	0.5005484861434537	5	
29	G011.9160+00.7043	18	9	5.53	-	18	16	22.7	T		Y		9.2	85	11.88	11.21	0.6	I	7.7259819974039186	0.9106518643228896	87.56963987986688	2.569639879866884	15.873262546223133	1.277333214749273	10.540671824671342	3.079038855927347	11.540149546946182	2.6370324597776285	94.25195452709269	-98.38099393898676	34.02934349810829	-76.50076734500756	176.0366939163826	-169.4684850031751	-13.649070390201164	143.65623977403877	20.849807341654405	20.799053547653624	4.2754821789103445	60.863258412489735	2.1641115404136886	3	
30	G011.9346+00.7785	18	8	51.41	-	18	13	14.8	T		N		4.7	175	12.16	10.39	1.61	FH	6.819747328351062	1.4357276464714999	159.0484260911687	-15.951573908831307	10.94681330250261	1.6257841892877545	8.150872569123285	1.4987815299974934	8.54181666109581	2.4381084231780603	90.76050061247895	-126.39045681038874	49.074650365587786	-27.00092614958419	nan	nan	0.0	141.0	10.478347920766064	16.990751157086798	4.130024290058521	19.34770381689183	0.3409507718228802	1	
31	G012.0200+00.8194	18	8	52.82	-	18	7	34.5	T		N		23.4	270	9.56	8.46	1.0	I	23.562008723916755	0.21519597445425617	272.7281313271803	2.7281313271802787	60.81650937970884	1.7511716316351817	53.36382136544792	17.02413501435788	41.05436275835291	1.8272749738787302	70.07134458404994	-67.3949574419675	36.72057476250234	-35.75118515599746	76.47268783277866	-128.98442375403795	-1.3487052023237551	111.99921310477824	40.02953305107797	35.93272924310858	25.214696105132	7.825789163112581	0.3603436051841572	4	much improved
32	G012.3407-00.3949	18	14	0.85	-	18	25	47.3	T		N	C	7.1	20	10.05	9.72	0.29	I	10.087719162169023	2.29501307177401	9.793737043398282	-10.206262956601718	222.8555214025393	2.495180901662758	17.816328759829922	3.678615220722542	12.781169269055425	1.0592358606904249	68.46997089300966	-84.74512927082259	23.45996129594686	-45.88520217270019	103.74367537993999	-122.63281022678376	-9.512638122544448	135.97239882150896	19.130370656908187	16.067728435779877	8.195346141455259	53.94313046754839	0.7215902746336367	3	much improved
33	G012.3661-00.1518	18	13	9.96	-	18	17	27.9	T		Y	C	13.1	55	12.34	9.88	2.25	I	13.581271476530974	0.9458059173189011	59.65671545553595	4.656715455535952	27.35111189000108	0.8608116038008052	19.249200719128055	3.424624653927279	24.651813936680046	2.695178852844798	80.71224331073114	-79.84781266223928	53.067713488873636	-52.94537578577159	176.52742551435398	-118.57661954400004	1.2657673319110805	108.04461760095973	20.578010427044244	0.5549558795628808	14.343516806532033	20.24265739042575	0.38404649284043796	4	
34	G012.6748+00.6519	18	10	49.61	-	17	38	2.5	T		N	C	4.1	335	9.83	9.12	0.64	FH	5.944346936364878	1.2011238999599068	347.0199434410216	12.01994344102161	15.549242646701833	1.3474803137229001	8.055677787597801	1.5570600590530623	9.670245701508733	1.7834707785398345	83.14721531726411	-86.50697671012827	42.281711186889424	-46.22208728046468	nan	-140.11774633487354	0.0	141.0	8.702648603554422	9.005169179294825	4.718571533387367	42.80492595937795	0.6202238480871902	2	Rc too big
35	G012.6765+00.6898	18	10	41.45	-	17	36	51.3	T		N		10.7	20	10.03	9.61	0.37	FH	11.745623577651148	0.32287605661396696	36.883889521059054	16.883889521059054	21.377500453637246	0.8973525584660782	15.267980605535575	0.7374272395566507	18.414795372549857	0.915426534107215	85.33077779959883	-77.75508862059598	51.579557986427645	-52.93930794997988	124.09965357085787	-142.06207247594452	0.0	141.0	13.547563927121388	10.924459083552007	11.334189886173366	48.974733345948756	0.8410814402392203	4	improved
36	G012.8263-00.1278	18	14	0.28	-	17	52	32.1	T		Y		7.5	355	10.46	9.63	0.75	I	8.648072962616753	0.35138973961982317	357.50346789283446	2.5034678928344647	23.344479420367325	1.1917088558859779	11.028579058537133	1.6187269582837789	15.41973550673396	2.8578974289758383	69.82357261442246	-90.47777834981014	69.82357261442246	-38.935970239815106	109.38851895373386	-121.93752099335288	1.3742891653335851	211.9048095884255	13.35005403077351	12.479077918245718	7.452323261490209	291.11273212177525	1.3830992660833465	4	
37	G013.0398-00.2281	18	14	48.21	-	17	44	9.6	T		N	C	5.8	95	10.63	10.0	0.57	I	7.069331421310885	0.8637743516025613	90.87506606970334	-4.124933930296663	9.976711104907494	1.1905156003558721	8.592630939337463	2.2723067369457586	10.204083110894176	1.9370798871796018	111.54444033948653	-105.15004721149728	77.82505720944988	-61.7668315999784	159.37039991450126	-177.7594088757698	3.9620484895310737	221.66603576180125	11.941309970219105	25.268208756596948	6.798055194349888	18.10194038320621	0.22498868336018424	3	
38	G013.2387+00.2138	18	13	34.47	-	17	21	0.0	T		N		5.1	255	12.7	10.59	1.92	I	6.837410715074971	1.3109169360405244	240.47786239107168	-14.522137608928318	10.367190852661587	1.0100128547790201	11.03185556937636	1.7460808125877796	8.356808749461104	1.597045248369434	73.99797178388451	-71.91387387724873	2.7131039456692747	-34.43529028522883	95.6069799616331	-71.91387387724873	-3.455494860050865	136.13097096814494	6.57291896458127	10.603040406344462	5.391163151094851	19.172000493714776	0.3044723277443428	3	improved
39	G013.4900+01.6618	18	8	46.51	-	16	25	56.9	T		12		73.0	260	7.8	6.94	0.78	I																								0	
40	G013.5120+00.2378	18	14	2.03	-	17	5	54.8	T		N		7.5	185	10.38	9.46	0.83	I	9.507045837114232	1.4152068060963365	185.54496386242198	0.5449638624219801	23.293026751290125	1.8562158707312026	13.319985268324677	1.4600334334961076	16.270891053297323	2.9416750467377395	49.44833636086264	-91.05315120898968	38.04132215891207	-58.77884272497697	nan	-113.01912152513555	0.0	141.0	19.03946333308743	19.037662799079	8.320853193389288	26.992491772703502	0.6205607101724991	2	Rc too big
41	G013.6983-00.1619	18	15	52.56	-	17	7	32.2	T		N	C	3.7	115	16.6	12.48	3.77	I	4.870551133610955	1.7390007843003614	120.84838651318341	5.848386513183414	19.993350792040605	1.4461111170703103	7.134341721973905	2.743099136747804	8.135663289034165	1.9089376418826365	nan	-99.23269996964194	14.315398913579742	-47.33437720171756	nan	nan	0.0	141.0	12.877428855404903	13.724485737977023	5.65692592995566	26.514575462948766	0.39809553784958285	3	improved
42	G013.7085-00.2417	18	16	11.41	-	17	9	16.7	T		N	C	4.4	110		12.93	-99.0	I	6.0642486497113435	1.6556526591474938	111.34595263989266	1.3459526398926585	3.1837019482004396	1.341031427542502	7.008080669014576	2.518012119341323	4.847126752303788	1.9692348986590424	86.1032395444089	-110.22541430702921	2.7848577521340587	-43.32999390366324	nan	nan	0.0	141.0	6.9022153096061345	13.784313776535285	2.8464732673942583	65.590738150905	0.4294748821298161	1	
43	G013.7925-00.2591	18	16	25.29	-	17	5	20.5	T		N		6.8	75	9.15	8.87	0.24	I	7.134702304572901	1.2674418984764768	79.66421043899302	4.664210438993024	51.31906889366074	1.5125729665479166	10.70115799629119	3.311592521959825	12.368239666689469	2.798043388155533	98.5344208160831	-88.45692343403852	62.27081496822862	-52.70930798001494	173.446298908513	-159.56687307302343	11.777185699575721	162.43447751092359	8.799903352710336	9.69402118356864	6.504402952966713	33.27073766013069	0.37089658401192616	3	improved
44	G014.3151+00.1319	18	16	1.43	-	16	26	36.0	T		N		20.1	110	10.43	7.57	2.61	I	20.118439611995516	0.9146107696898073	100.93925130194522	-9.06074869805478	89.18143687696455	1.0027531583046527	39.383213312749916	0.9873857032936648	25.25549780922151	1.9426957999377608	53.70618585507182	-67.1077986633569	29.74597436448329	-31.284430520027172	72.11839676203704	-135.18634200545358	-48.080612658427555	298.8931262211716	16.195097721382584	15.38672285340146	20.99604946969504	197.76646274631008	2.1591360860567885	4	But doesn't reach 90
45	G014.3196-00.1376	18	17	1.31	-	16	34	3.2	T		Y	C	4.3	245	10.38	9.78	0.54	I	5.182953157951298	0.8658324800695929	239.94637152234947	-5.053628477650534	19.478509266826503	1.3029540784713822	9.015939547234991	2.27132809189462	8.2423744271309	1.8916501331976914	79.76720799040987	-66.75564251393601	18.14813366099355	-47.15832178048609	118.87610729560419	nan	0.0	141.0	5.792012184860485	10.750520514202574	4.156344037325179	55.524939081311395	0.266101789027461	2	improved
46	G014.4703-00.6427	18	19	10.6	-	16	40	27.0	T		Y		14.7	210	9.58	8.26	1.2	I	17.404573521025657	1.632083798732062	221.5541042624584	11.554104262458395	30.359643620480252	1.7731369138872182	27.737708723830497	2.9101346678098166	29.6992256191662	2.182076753196895	78.48973391942997	-87.57737202189821	60.178214470416435	-44.28263566735447	92.95555804066953	-120.02775028562334	-8.788676030949164	191.71527520818267	34.18985319528247	26.156875617450325	12.379237197270132	303.017072174503	3.9148746198892623	4	
