Peak24	E Peak24	Contrast	E Contrast	Rating	log Pi	E log Pi	e log Pi	E e log Pi	log Lam	E log Lam	e log Lam	E e log Lam	d log Lam	E d log Lam	log R0	E log R0	d log R0	E d log R0	log H	E log H	e log H	E e log H	breadth50	E breadth50	d_breadth50	E d_breadth50	core_bratio	E core_bratio	wing_bratio	E wing_bratio
182.3034503802937	0.026749776827267955	1.9791218411856526	0.00039623940707397327	4.0	0.10200187329750661	0.08371873982084063	0.024542407605415314	0.0014061328493440721	0.20784739932137272	0.005222682791950714	0.0392615042461467	0.002781823958942644	0.004912868990991859	0.0075693356099101996	1.4883473243792842	0.0034916125130615414	0.01595148658452747	0.0001767792191207204	0.07599803297538707	0.004335084202615986	0.016153861919088592	4.049890483734843e-05	67.13710047167764	0.0	6.35332441128336	0.0	0.5786809234875107	0.0	1.484047585902472	0.0
558.8155396021776	0.5303897036687334	1.915898165055217	0.09123429686338469	3.0	0.2504472925436076	0.1925825157006808	0.06460963163903881	0.01649877093606448	0.2019354374570077	0.04481518043435918	0.07832256701653247	0.0042199908855622475	-0.18272744676649044	0.05168674479391556	0.8621731356991487	0.03980693947855354	0.05263414691428692	0.005152205017123009	0.2635033947591433	0.0215277733997047	0.05592206090519025	0.008609050012157135	59.325681734046775	0.0	-40.88826559913232	0.0	0.7836515485601857	0.0		
68.70990261169082	8.467445361635349	0.8100302954384467	0.20209123220650596	3.0	0.2943024471312481	0.05756672310988636	0.049652982275034396	0.01894995206166386	0.23900247770925134	0.029772440804623764	0.0742709794429155	0.005257448149573967	0.07827800564568357	0.011455964271469476	1.054730124466005	0.03926724102697905	0.044938845646593416	0.01637551124242564	0.12912302370269446	0.13145615046800868	0.08727699133736855	0.02550478684698851	77.82537975618438	0.0	-5.5941613269602755	0.0	0.49136616115291293	0.0	1.354135845790456	0.0
13.830751135920009	0.0999077171264609	0.3173965242564233	0.0022504886327202266	3.0	0.006543573149400832	0.056645438333564564	0.031506204219951046	0.006769006678583863	0.10564111549604394	0.023268572682352467	0.07413130969021375	0.004726646677830152	0.10269083763940151	0.01593212492182887	1.062730562696113	0.0017113702559215412	0.013601452153629323	0.0006195291209692609	0.09428835017574609	0.002238089461085132	0.05413283357684102	0.0007269736135580499	92.53316867284398	0.0	-18.785565378830242	0.0	0.4480812849071972	0.0	1.4542483419949315	0.0
16.001870434834757	9.182348241339495e-06	0.2968248541802789	2.1820993216081173e-07	1.0	-0.11525915707593824	0.07852098753309121	0.13201560275666602	0.028373864861823198	0.09016266848881126	0.00935228619439888	0.12474916154504388	0.006881886573740966	0.07447325980137683	0.014156965302478078	0.8325660405250562	0.001115812546045209	0.0806719746976512	0.008378417569324864	0.23867447965695895	0.0011157774427491423	0.15695215494466264	0.004306469525418212	121.56538255012838	0.0	29.31791641170497	0.0	0.7811707926069396	0.0		
35.23703146507809	0.0	1.046638237839669	0.0	2.0	0.04666753984953905	0.06865231239400899	0.029420605191331505	0.001602587750350683	0.07434941681899249	0.0	0.038998777235628536	0.0	0.0015295756218074352	0.0	1.2367399233213385	0.0	0.021082497785115135	0.0	-0.01760060345495329	0.0	0.08077239912150874	0.0	57.7917728640923	0.0	6.179608877519549	0.0	0.36044562348986764	0.0	1.407698058498501	0.0
21.090515982881378	0.021601065415997843	0.8379519941446008	0.001148149048098951	3.0	0.2749547181050621	0.1545322839365602	0.03075612355745652	0.019852050845096145	0.21529164084462657	0.037092996165747356	0.04066498429638506	0.021110015763773388	-0.19793738283304954	0.04244440254183247	1.0853713114717407	0.023042673582423456	0.024605871459274026	0.01829595240634751	0.23896907254171865	0.023873518332313153	0.028265183380384362	0.016277582529693954	74.77869294839057	0.0	-2.2008176829201176	0.0	0.7752562429961408	0.0	1.6015402206821039	0.0
51.292652093719276	12.333607974301753	0.5496716704175855	0.19910056101107917	3.0	0.22860861175779867	0.15404126144810218	0.0531581517098624	0.02113737067966419	0.27302934800009737	0.021630613614630884	0.06761012799177375	0.013267712816383408	0.039087070856223975	0.006401748489192331	0.8090767106654226	0.027481883660017633	0.0412701800143166	0.013166652938674157	0.14762650269499444	0.049883988270321436	0.09698366301915079	0.047088294232213584	93.62482510268752	0.0	7.856430248045257	0.0	0.6323303341767027	0.0		
31.881021499667213	0.0	0.49956593252528875	0.0	3.0	0.14468141538674997	0.13040456737187406	0.0406025915031139	0.00421155572051018	0.03395877542481281	0.0	0.039071956517564406	0.0	0.045243312460965086	0.0	1.3578444168508887	0.0	0.024188600449513816	0.0	0.06574499129605853	0.0	0.026150749953072688	0.0	85.68562268876	0.0	20.802994800792057	0.0	0.6114757295931894	0.0	1.9064941909863922	0.0
46.200760168063304	0.03260403231784973	0.6437023515284187	0.0006874272255753784	4.0	0.006597182389354137	0.03515083628813443	0.03430883060444495	0.008216153105877935	0.1101174153963498	0.006489781042533736	0.04518101681314366	0.015467695523109837	0.023875249266130397	0.013209091511468095	1.4400284999633801	0.0068777965761465144	0.02043282325943558	0.0002124677204564573	-0.11333160098592913	8.170492395505133e-05	0.09171363014080224	0.008197741357139535	63.0130659679128	0.0	-9.881877937580583	0.0	0.8182261765056508	0.0	1.85939080209684	0.0
