Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
12	G005.6985-00.6350	18	1	6.02	-	24	21	34.4	T		N		20.8	180	11.56	9.11	2.24	I	23.78013420234616	0.09056677963602598	193.5417848575834	13.541784857583394	40.134410775485186	1.0846551972167309	26.279484206446643	0.0	nan	nan	106.48861748955204	-64.88262788796793	54.455939807960334	-50.33341749055219	168.11024868623292	-158.60803512811253	2.1373773524759123	169.04500947262466	25.818759220423583	28.060824356356413	24.381267930926203	32.029794949186496	0.503816466838128	3	
13	G006.2812+23.5877	16	37	9.54	-	10	34	1.5	V88	Zeta Oph	-		29.0	30	2.59		-99.0	I																								0	
14	G006.2977-00.2012	18	0	40.59	-	23	36	50.7	T		N	C	24.0	210	13.07	12.16	0.82	H	27.945188312471988	1.3022937002211719	283.0323293209009	73.03232932090089	26.702164462028545	1.2809603562794964	37.93274994096954	3.854433224141702	33.111693951874834	0.0	53.131188030332225	-72.89494390549339	36.50432349189589	-66.6135565817514	116.03798722685724	-118.29384331845974	-6.616912310297017	130.2026739647057	25.574915097380973	17.470891405996255	27.66879134603505	46.23052344134016	0.64432988385857	4	
15	G006.3600-00.1846	18	0	44.92	-	23	33	6.3	T		N		5.5	110	9.32	9.11	0.18	I	7.528291044854245	0.6283190604331913	113.23188090626184	3.2318809062618357	18.659260947086274	0.8918606938630742	9.90204436524015	1.1625240505836396	13.509025655110964	1.87021899552655	112.3290016483171	-87.53194945939146	46.383797776509255	-56.12258613762478	nan	-120.73959865479827	0.0	141.0	7.4819179185741875	16.43799484288352	6.962333878973503	15.723310744720951	0.1553152802796905	1	
16	G006.8933+00.0743	18	0	55.27	-	22	57	36.9	T		N	C	29.0	65	8.73	8.36	0.33	I																								5	
17	G007.5265-00.2652	18	3	33.49	-	22	34	38.3	T		N		4.1	350	9.06	8.11	0.86	I	5.260066387041963	1.513544538693352	265.59111809272264	-84.40888190727736	5.407568970313921	1.180450445437594	4.6878106291894355	0.4680612667494901	11.575013510941266	0.35154230120722774	114.68433613315446	-106.79403617130569	72.1403164668385	-11.747478633434241	nan	nan	0.0	141.0	8.956696691938603	13.281058423312835	-4.935007225279256	1.9068904813036742	0.0378522321117906	2	
18	G008.3690+00.0239	18	4	15.53	-	21	42	5.3	T		N	C	27.0	50	9.07	8.3	0.69	I	27.97325420371143	0.1593996096507091	47.14727237698816	-2.8527276230118375	41.14529855575772	0.522095235778091	50.76653417523777	4.285930758799283	47.71125222234226	4.446736905322062	69.38732307469549	-69.49485616400904	55.93284632002913	-50.15274720254092	97.61130360792467	-94.04539086981885	-2.258534738554116	134.7863591861805	19.957753822927916	16.968562330020866	28.31987603733258	110.56091306555895	1.3151004374939053	5	
19	G009.0177+00.1410	18	5	11.21	-	21	4	43.3	T		N		9.1	290	8.85	8.41	0.39	I	9.156749753363382	0.5178224694828009	270.4377442858643	-19.562255714135688	16.40756600525477	0.4575841897048508	17.014681672943055	0.9422692915997428	16.37532633146606	1.4385844185777537	83.78330179359455	-78.59917547191955	41.052832892289985	-49.70523814625716	118.77523771780949	-124.85602353257795	-0.37187661554886303	167.7231247938203	17.322492535453677	16.23741576028312	8.716322428299696	21.72049939328815	0.58401959440541	3	
20	G009.6852-00.2025	18	7	51.86	-	20	39	48.8	T		N		8.3	335	10.92	9.69	1.12	I	9.811479468001638	0.42516259949221047	341.06406237454894	6.064062374548939	13.849154032686352	0.5321484300929166	15.121461416040017	3.999183995535647	15.908097410965295	1.4778177721161798	73.71535116483051	-75.48438801793088	16.26528070679774	-50.22336556947198	86.10943939181709	-117.69512546573245	-4.330253584079579	137.66392479952157	14.202256400088848	11.764611586233121	10.301212567890069	14.019602580919232	0.36744809122071437	3	
21	G010.1395-00.0350	18	8	10.89	-	20	11	6.4	T		N		10.0	20	10.34	9.58	0.69	FH	12.361705003586287	0.23716094488037126	40.88523244212415	20.88523244212415	18.806138810449266	0.5550591624895324	16.210441489423705	1.3564992636839481	25.68740798923428	4.253614443536919	93.44309746238459	-78.66022844699859	29.774540620371155	-48.44560815174361	137.71338083841482	-97.33278813026101	20.110121001979206	539.2242580605072	18.81351475281211	19.946778420867695	10.992268756386428	40.145505495472385	0.7082310488442035	4	
22	G010.1641-00.0380	18	8	14.61	-	20	9	54.2	T		N		4.9	90	14.08	12.09	1.81	FH	4.763132963906466	0.549806610981415	65.79077628802054	-24.20922371197946	6.666324213813169	0.9839123829536014	10.178468273859462	0.8479604138643181	8.837137432149122	3.432320100586016	86.21320662081547	-128.80041938826622	55.95822172522679	-31.675672344587404	nan	nan	0.0	141.0	9.57191220849473	18.45348822793759	4.90651913193158	12.894249970194268	0.1966533105778501	1	
23	G010.2414-00.5411	18	10	14.55	-	20	20	10.3	T		N		5.6	245	11.64	10.23	1.28	FH	6.153640823790046	0.45671482807345204	231.6477641835286	-13.352235816471392	14.973959066299463	1.0106712788456198	13.513865569015277	1.7679044283556287	10.10678640406671	1.549169317749337	81.44029944438722	-105.03417316286573	13.441467479554888	-70.95273900504921	100.91280415145383	-122.35612519737018	0.0	141.0	7.848481790211647	18.01113185334244	5.333386768790317	13.86928806977004	0.302403207992095	2	
24	G010.3576+00.1878	18	7	48.21	-	19	53	10.4	T		N		6.1	165	11.07	9.76	1.19	I	7.056277099658499	0.4444901468699367	254.30241487388918	89.30241487388918	6.466941718588803	0.9742753529744705	9.159150444108183	1.2906135935488279	12.148817148729087	2.0218265499488672	114.93532037784439	-102.87667612215934	82.4484234690371	-78.88451328757371	137.16265407270652	-126.51554284598575	5.836706514289063	1673.8321410664055	10.659344867914204	16.805179422742224	6.940988585672292	8.095115786366742	0.11423082316906932	1	
25	G010.5863-00.4140	18	10	30.9	-	19	58	39.4	T		Y		7.8	35	12.94	10.29	2.42	FB	8.69568169223008	1.2416044376279238	50.889031473991245	15.889031473991245	14.499469595048652	0.7113557532092828	14.628366154247345	1.2627487875898433	17.501555716573844	2.0517729123600668	85.472445788808	-74.0156186177012	47.270155414208574	-47.19109405690102	126.87146892397669	-99.96986923244316	5.204758350359455	172.04443094611676	15.95362026014485	14.91304340318596	8.675000673680104	860.6579746943409	2.0553880332663184	2	
26	G011.0709-00.5437	18	11	59.42	-	19	36	55.4	T		N		8.2	30	8.98	8.76	0.19	I	8.473881583811835	0.6286931047615063	38.606114421796654	8.606114421796654	16.710670527236154	0.8534830255636279	12.16738508885725	1.266265531851959	14.583673040027431	2.055869930421323	92.78042953920334	-90.1566364239365	56.12553339632389	-65.8135850846972	106.66373326079685	-105.8744303969354	-1.2610387688566609	252.7604680074349	18.0982453062208	17.467992054464894	8.2897277777611	29.174380191286257	1.1193494792229175	3	
27	G011.1189-00.5784	18	12	13.06	-	19	35	23.9	T		N		6.3	60	8.89	8.8	0.07	I	5.221111025689693	0.5295376715419633	100.71933790835119	40.71933790835119	5.158731796404446	0.6774005911076266	10.763910644279612	2.4177395286013548	7.756731983954456	1.2414194241692058	93.81043303255547	-89.71059474335357	77.67311787238484	-40.06117289388102	123.10950824703062	-135.62388053071123	0.0	141.0	7.345540544623948	13.927881387166556	6.15845886469204	6.758628434688018	0.1298693198762666	2	
28	G011.6548+00.4943	18	9	20.03	-	18	36	11.5	T		N		13.4	125	9.17	8.57	0.54	I	13.840448610592295	0.14267769663515395	132.56588554684203	7.565885546842026	33.53968577761942	0.6220858773812586	25.11199642776455	1.7431713016595434	28.49439337998034	2.120895336880541	95.61639229637487	-73.36058539180124	62.07897489754788	-34.17777174989858	122.09523006254835	-101.22399492165428	12.623109314767328	185.21712133294798	11.232050888166771	18.513187924494623	14.236324462558066	25.337901913884764	0.4998216987323085	5	
29	G011.9160+00.7043	18	9	5.53	-	18	16	22.7	T		Y		9.2	85	11.88	11.21	0.6	I	8.160322180415225	0.16179259108277133	88.17305039115872	3.173050391158725	14.549877099498795	0.6334921246474233	12.619253829072989	1.6260991243699041	13.649319767932568	1.2434077901036367	94.25195452709269	-98.38099393898676	34.02934349810829	-76.50076734500756	176.0366939163826	-169.4684850031751	-13.649070390201164	143.65623977403877	21.629144630219315	20.79905354765362	4.75839527024509	56.524278624130936	1.7749339471410062	3	
30	G011.9346+00.7785	18	8	51.41	-	18	13	14.8	T		N		4.7	175	12.16	10.39	1.61	FH																								1	
31	G012.0200+00.8194	18	8	52.82	-	18	7	34.5	T		N		23.4	270	9.56	8.46	1.0	I	23.4090060389032	0.06339226470712767	267.8123633933684	-2.1876366066315995	46.33333524984886	0.6374992794740767	70.3879563798058	0.0	41.43819059089764	1.9514353190709506	70.07134458404994	-67.3949574419675	36.72057476250234	-35.75118515599746	76.47268783277866	-128.98442375403795	-1.3487052023237551	111.99921310477824	40.09049948413827	35.327113684329134	25.623153180151487	7.748207916973022	0.35758267673662536	2	
32	G012.3407-00.3949	18	14	0.85	-	18	25	47.3	T		N	C	7.1	20	10.05	9.72	0.29	I	7.622380481219079	0.7446382690919015	16.34573950907487	-3.654260490925129	15.331045030780112	1.1639747599360277	20.817371592640292	0.2410434310811702	13.323341342631256	0.8775554145137676	68.46997089300966	-84.74512927082259	23.45996129594686	-45.88520217270019	103.74367537993999	-122.63281022678376	-9.512638122544448	135.97239882150896	16.607759759077684	15.018116259908576	7.5483000941707035	51.22323254392427	0.6463558907649415	0	
33	G012.3661-00.1518	18	13	9.96	-	18	17	27.9	T		Y	C	13.1	55	12.34	9.88	2.25	I	12.659594864183573	0.2774577979136321	64.70696753287847	9.706967532878465	27.999049077326582	0.6142162092768376	20.808253448571943	1.6350482156076114	21.69329231862969	0.29805866195106323	80.71224331073114	-79.84781266223928	53.067713488873636	-52.94537578577159	176.52742551435398	-118.57661954400004	1.2657673319110805	108.04461760095973	27.250801390620527	1.6749492713133982	14.385748685031379	26.326818596128383	0.577597631717702	4	
34	G012.6748+00.6519	18	10	49.61	-	17	38	2.5	T		N	C	4.1	335	9.83	9.12	0.64	FH	4.918454405125305	0.8094126568826046	339.3898055891193	4.389805589119305	190.89380789587364	0.9368536899975707	7.8773041040035565	1.377294616991834	10.818208024975618	1.2544202321820346	83.14721531726411	-86.50697671012827	42.281711186889424	-46.22208728046468	nan	-140.11774633487354	0.0	141.0	9.927661539878867	13.507753845216243	4.6667673306687005	47.29584298454695	0.7444787073614504	2	
35	G012.6765+00.6898	18	10	41.45	-	17	36	51.3	T		N		10.7	20	10.03	9.61	0.37	FH	11.473441511981186	0.09807293662648231	40.848301334795494	20.848301334795494	15.982947719164908	0.4538490173160196	15.50502757803892	0.724286170086581	18.535087795327023	0.6948964155860077	85.33077779959883	-77.75508862059598	51.579557986427645	-52.93930794997988	124.09965357085787	-142.06207247594452	0.0	141.0	12.103418765625399	13.586603495321135	11.153563065321276	44.184225422415516	0.6934114819944216	3	
36	G012.8263-00.1278	18	14	0.28	-	17	52	32.1	T		Y		7.5	355	10.46	9.63	0.75	I	8.670419892311825	0.29694410590017806	5.811530055325305	10.811530055325306	16.103752834765622	0.6349692755451272	11.05780607629927	1.6997216024732213	15.324869973134922	2.9826041530846723	69.82357261442246	-90.47777834981014	69.82357261442246	-38.935970239815106	109.38851895373386	-121.93752099335288	1.3742891653335851	211.9048095884255	13.355041984193113	12.479077918245718	7.460388182214612	290.9967289727103	1.3820857018733785	4	
37	G013.0398-00.2281	18	14	48.21	-	17	44	9.6	T		N	C	5.8	95	10.63	10.0	0.57	I	6.84327716318249	0.624981904937891	108.84213216484004	13.842132164840038	6.918176334786397	0.7968786610239561	9.070660371517361	2.4644446336490105	11.293803186419943	1.3175420364851036	111.54444033948653	-105.15004721149728	77.82505720944988	-61.7668315999784	159.37039991450126	-177.7594088757698	3.9620484895310737	221.66603576180125	12.312110336391536	21.331000551554265	6.509274977258476	18.450798114325575	0.2310766326231607	3	
38	G013.2387+00.2138	18	13	34.47	-	17	21	0.0	T		N		5.1	255	12.7	10.59	1.92	I	6.561216830465056	1.10984414086748	234.99585210177665	-20.00414789822335	8.649580768173355	0.8625640534599649	11.336636914554488	1.4549618747567632	7.766468164078815	0.5525719511873757	73.99797178388451	-71.91387387724873	2.7131039456692747	-34.43529028522883	95.6069799616331	-71.91387387724873	-3.455494860050865	136.13097096814494	6.849963821303006	10.603040406344462	5.400373631604837	21.177649120370653	0.3461493246620619	2	
39	G013.4900+01.6618	18	8	46.51	-	16	25	56.9	T		12		73.0	260	7.8	6.94	0.78	I																								0	
40	G013.5120+00.2378	18	14	2.03	-	17	5	54.8	T		N		7.5	185	10.38	9.46	0.83	I																								2	Rc too big
41	G013.6983-00.1619	18	15	52.56	-	17	7	32.2	T		N	C	3.7	115	16.6	12.48	3.77	I	5.1994947586436995	1.7982025857969561	122.55673119993754	7.556731199937545	18.836777349197426	1.161798926501273	10.276063818409034	0.604001418071893	9.553622412883051	0.6155657766839158	nan	-99.23269996964194	14.315398913579742	-47.33437720171756	nan	nan	0.0	141.0	12.360369904661667	13.724485737977023	5.87613649885401	23.996611763519223	0.34727605471320283	1	
42	G013.7085-00.2417	18	16	11.41	-	17	9	16.7	T		N	C	4.4	110		12.93	-99.0	I	5.365172919495646	1.2333634744806172	117.11090732715984	7.110907327159836	2.8584451136236044	1.0925636248959183	6.833098339089115	2.404785993894591	6.141610774974873	1.0860138694180337	86.1032395444089	-110.22541430702921	2.7848577521340587	-43.32999390366324	nan	nan	0.0	141.0	6.816809518335658	13.784313776535285	2.916205909817562	64.87342540282262	0.42188253756963806	1	
43	G013.7925-00.2591	18	16	25.29	-	17	5	20.5	T		N		6.8	75	9.15	8.87	0.24	I	6.5809015069825865	0.44595216961911444	88.44813241780828	13.448132417808282	32.94338498601768	0.7093283757865799	15.55993241554971	0.0	14.08696906872957	0.9659884058402451	98.5344208160831	-88.45692343403852	62.27081496822862	-52.70930798001494	173.446298908513	-159.56687307302343	11.777185699575721	162.43447751092359	5.518585512437045	10.60215608082775	6.713816607916169	17.52503239328299	0.16419308942632937	2	
44	G014.3151+00.1319	18	16	1.43	-	16	26	36.0	T		N		20.1	110	10.43	7.57	2.61	I	19.224909893387025	0.09330965375048805	101.46129566740709	-8.538704332592914	93.00476872818945	0.6480986422131861	nan	nan	nan	nan	53.70618585507182	-67.1077986633569	29.74597436448329	-31.284430520027172	72.11839676203704	-135.18634200545358	-48.080612658427555	298.8931262211716	16.68267225980371	15.38672285340146	21.020636718421883	199.4299527315636	2.2596700355390693	4	But doesn't reach 90
45	G014.3196-00.1376	18	17	1.31	-	16	34	3.2	T		Y	C	4.3	245	10.38	9.78	0.54	I	4.639880823368764	0.7340636667225139	239.46747408063683	-5.532525919363167	44.794756332632716	1.0080638115994078	9.421490901678844	1.8671434367091313	7.8828673486045115	2.182744163950749	79.76720799040987	-66.75564251393601	18.14813366099355	-47.15832178048609	118.87610729560419	nan	0.0	141.0	5.809804770941048	10.750520514202574	4.190623196718806	55.713831169690906	0.2673090762197555	1	
46	G014.4703-00.6427	18	19	10.6	-	16	40	27.0	T		Y		14.7	210	9.58	8.26	1.2	I	15.801929984885115	1.2709866125005806	209.25484928834254	-0.7451507116574589	51.589522732406586	1.6898869707635447	26.45773839700979	2.600750794508682	29.653921617855172	2.7563247460789015	78.48973391942997	-87.57737202189821	60.178214470416435	-44.28263566735447	92.95555804066953	-120.02775028562334	-8.788676030949164	191.71527520818267	25.415911353185297	23.81502732374252	17.139517097861518	260.02259802678384	1.8634800853311722	4	
47	G014.5184+00.2255	18	16	5.05	-	16	13	11.9	T		N		9.9	10	9.85	8.8	0.95	I	11.659960701767742	0.6453657495157571	57.49177922570847	47.49177922570847	15.452930492442151	0.636037437265224	11.318255473021136	1.0757131863855434	19.506544913438937	1.0919320843568492	92.59474608295845	-70.60662039812058	30.87183253360051	-31.90146144466297	100.76855204803884	-126.77335042754112	9.260446011344504	118.77248929449162	12.497574282255709	11.067529433345257	11.187675840434213	14.234044206233804	0.2451373996037456	3	
48	G014.6202+00.8992	18	13	49.35	-	15	48	32.5	T		N	C	6.7	100	8.01	8.0	0.0	I	8.389811055132558	0.5632250539620998	76.04263471161892	-23.957365288381084	16.383172299515287	1.136083427465185	18.27648114710702	1.2847517862956022	11.293948157230862	0.7771709011348057	99.81343592358544	-106.50915056661	60.34566326791142	-82.24258470710231	nan	nan	0.0	141.0	28.821922146520237	28.454177642970482	6.015221136473229	10.582488923315164	0.5468629695113169	4	
49	G014.6528-00.3700	18	18	32.06	-	16	23	3.8	T		N		6.1	230	10.93	9.59	1.22	I																								3	
50	G014.6719-00.4770	18	18	57.91	-	16	25	5.5	T		Y		7.2	120	9.47	8.76	0.64	H	7.450849428441597	1.4614030961341857	126.59197764253013	6.591977642530125	15.159927192299346	1.0966099273203358	15.299329236677115	1.911652491183554	10.340983940708904	1.3855564826995634	95.53490175510316	-80.76676119537541	74.11953318966528	-9.971477470844874	122.9379835408979	-138.19107827786962	21.328660185396792	111.92660454759032	15.85135977468617	16.241945649603398	6.085209509020624	319.30621659436514	2.0772884037359565	1	Rc too small
51	G015.0749-00.6461	18	20	22.75	-	16	8	34.2	P08-S1		-		2.5	140	9.2	8.56	0.58	FH	5.97148458779383	0.9978288719702401	133.31645838847442	-6.683541611525584	7.630094951623171	1.1255751960878684	6.479838337779658	0.6750531798385171	6.7059416249694666	0.494911166577979	nan	nan	nan	nan	nan	nan	0.0	141.0	7.01649439065775	47.11984960532015	5.97148458779383	nan	nan	1	Rc too large
52	G015.0812-00.6570	18	20	25.91	-	16	8	32.4	P08-S2		-		14.5	135	8.2	7.5	0.63	FH	42.93467896408195	0.34124482678946577	179.4957441217572	44.49574412175721	42.96920976514339	0.37084180971613373	40.81167244984911	0.28577651193429354	43.29945027586488	0.44940831610138093	163.8974926679948	-121.7017083822183	163.8974926679948	-121.7017083822183	163.8974926679948	-121.7017083822183	0.0	141.0	50.44824778279629	249.87600590460076	42.93467896408195	nan	nan	0	Bad image
53	G015.1032-00.6489	18	20	26.71	-	16	7	9.1	P08-S3		-		6.07	150	9.29	8.18	1.01	FH	17.63545451898042	0.4528486800149975	224.13667658074158	74.13667658074158	17.557290198473357	0.5237045988107271	14.806947757016758	1.1363033186694886	17.48572654613015	0.47898719446813187	nan	nan	nan	nan	nan	nan	0.0	141.0	20.721659059801993	139.78685756614328	17.63545451898042	nan	nan	0	Bad image
54	G015.0813-00.6570	18	5	58.84	-	14	11	53.0	Pe12	HD165319	-	C	95.0	260	6.45	6.06	0.35	I																								0	Missing
55	G015.2253+00.3578	18	16	59.88	-	15	32	6.8	T		N	C	18.0	260	11.58	10.47	1.01	I	18.156160616474953	0.26468289131226186	264.07093840334323	4.070938403343234	25.431036222512827	0.5194294685725215	43.70784755729138	0.0	25.656010934336926	0.8949558177983583	61.04481794273204	-98.08361852268476	49.32917973631919	-44.62514364233442	123.28410654085747	-123.00406544627205	4.6397540047854315	151.19781611483285	11.152915845382577	14.660190001075346	18.75363833201962	8.426709691265279	0.2652271210733781	4	
56	G015.2977+00.3178	18	17	17.22	-	15	29	25.8	T		N	C	28.0	20	8.95	8.58	0.33	I	36.672217733936485	7.783895983648348	358.3500187136425	-21.6499812863575	56.12640136249401	4.5797846279382135	66.92900894696821	5.179715826572237	42.44173917926002	19.4925215438634	50.391348219133334	-90.59593240522287	24.189514870018407	-82.52933988573659	103.10953723156514	-99.63019254949273	-18.20710499711199	223.34012056600318	30.375872110332036	31.792482099915265	32.29292258161567	12.64454789359292	0.4284532628446822	4	
57	G015.3315-00.3692	18	19	52.02	-	15	47	9.4	T		Y		5.3	115	10.64	9.79	0.77	FH	4.915990827076205	1.2795605969021133	136.95019421202	21.950194212019994	21.405861441752148	0.8655494720431394	7.711093096826185	1.6431030922518017	14.246143265493822	0.5783467280436615	88.08581120853384	-65.91381082360718	42.12986143281768	-40.4812082486838	146.44295761197912	-106.91954745350135	13.820219110994984	159.80374075469345	7.707356717690583	11.301605448699227	5.610194411785372	88.02396271932616	0.4998092364506913	1	Rc too small
58	G015.3322-00.2538	18	19	26.74	-	15	43	51.0	T		N		6.5	175	10.58	9.89	0.62	I	6.803102679756756	0.6006426163536863	160.45208429911833	-14.547915700881674	11.2502005754449	0.6336306993549043	14.348542262772938	1.3327513814663068	10.130327568576424	3.019452257781614	101.31744539157364	-97.32436936382095	60.66665006251665	-42.07283276625523	nan	nan	0.0	141.0	5.8037159362959745	16.295862056245774	6.79209681761897	17.012740813510195	0.12412435485006365	3	
59	G015.8313-00.7623	18	22	17.11	-	15	31	48.4	T		N		4.7	260	9.98	9.12	0.78	I	6.01731944426439	0.6922042629261943	250.50534635694854	-9.494653643051464	17.651922351690907	0.9819080706596182	11.524292646666188	1.598663981365655	9.717243221373378	2.0120495765912834	94.49015229692009	-79.82759859810213	45.99952803013906	-23.008072913445574	122.14509806140765	-152.17695306830134	5.277109925023286	147.1859921394056	6.304412364650454	10.74270852072141	5.164993382923237	67.78449411469946	0.53025152577639	0	Center wrong side
60	G016.4391-00.8109	18	23	38.7	-	15	0	58.1	T		N	C	9.7	15	10.36	9.32	0.94	I	9.876833677251536	0.13499857361809386	353.2969567644661	-21.703043235533926	12.895072964486848	0.48424879906378765	20.25398852810307	3.2163379750052004	14.836690716084362	1.6981845771133146	88.90179074671873	-102.69177856005354	60.57038953915284	-85.15406850935312	119.12765245306318	-134.46369341097574	-9.333538857828286	894.85033850335	16.260697425638465	15.457729018010784	8.57754629078873	79.34071339579481	1.0994145887286866	4	Corner at apex
