Seq	Peak24	E Peak24	Contrast	E Contrast	Rating	log Pi	E log Pi	e log Pi	E e log Pi	log Lam	E log Lam	e log Lam	E e log Lam	d log Lam	E d log Lam	log R0	E log R0	d log R0	E d log R0	log H	E log H	e log H	E e log H	log h	E log h	e log h	E e log h	log Hin	E log Hin	e log Hin	E e log Hin	log hin	E log hin	e log hin	E e log hin	breadth50	E breadth50	d_breadth50	E d_breadth50	log s	E log s	e log s	E e log s	log S	E log S	e log S	E e log S	log ss	E log ss	e log ss	E e log ss	log SS	E log SS	e log SS	E e log SS	core_bratio	E core_bratio	wing_bratio	E wing_bratio
14	9.683312992521548	0.0	0.024717803353383954	0.0	3.0	0.047279227470912344	0.06105191532472474	0.034348394657843985	0.0015347560885133908	0.12192482044480792	0.0	0.04252594567979864	0.0	0.012303288701216967	0.0	1.370405065252817	0.0	0.027372178114910706	0.0	-0.05174580199450463	0.0	0.0939176731341473	0.0	1.318659263258312	0.0	0.08984037618007919	0.0	0.21529958043284572	0.0	0.150817413398064	0.0	1.5857046456856623	0.0	0.1483126968581185	0.0	96.89224810694331	0.0	0.5733827022137703	0.0	1.619252564203948	0.02629529122623909	0.002772935998433548	0.0002604966038232679	0.2488474989511313	0.02629529122623903	0.027513089645800026	2.586315078075948e-05	1.6563599712733168	0.0	0.010639075708681075	0.0	0.2859549060204999	0.0	0.02936709155993225	0.0	0.525173753014426	0.020347840932806255	1.4030130342387206	0.051767995431656624
17	0.6148496844543195	0.0	0.0016490816377226446	0.0	1.0	-0.23542323753704006	0.18270575004678868	0.2291798805839684	0.017105721415653266	0.06393329843127185	0.0	0.23162990819149884	0.0	-0.007261493304515893	0.0	0.8016733238737185	0.0	0.16987072699501474	0.0	-0.006558255141155736	0.0	0.1699850933796945	0.0	0.7951150687325624	0.0	0.006234427117917854	0.0	0.3612768235714969	0.0	0.20878077139001358	0.0	1.1629501474452153	0.0	0.12138099774014993	0.0																								
18	64.08464602727075	0.0	0.16267104022520856	0.0	5.0	0.24419021308948627	0.03950760089697292	0.011770037333895415	0.0005601356580670223	0.2732058970435281	0.0	0.03324946227876975	0.0	0.04006522134674324	0.0	1.409306141800422	0.0	0.009885469358560484	0.0	-0.15846815237513667	0.0	0.026724245663341844	0.0	1.2508379894252852	0.0	0.024828668950139212	0.0	0.00045100267645202806	0.0	0.050304534693120906	0.0	1.409757144476874	0.0	0.04932366274165339	0.0	80.20850830166151	0.0	-3.5072052141846086	0.0	1.637226041421244	0.0141372666494662	-0.025390037571210593	0.001160465163334337	0.22791989962082218	0.014137266649466112	0.02724874091207004	0.0010819546734582314	1.6623214359880023	0.0	-0.016880509233970928	0.0	0.25301529418758034	0.0	0.019562057571667048	0.0	0.6036315252249846	0.010881999638409903	1.5167063389698034	0.03282163048441442
19	2.7752841643217363	0.0	0.007732828114882416	0.0	3.0	0.5221038471910003	0.27553787461578105	0.01885540285984744	0.004619255936384575	0.26152728902281214	0.0	0.04596538180742097	0.0	0.046432301637070884	0.0	0.920328797815782	0.0	0.01237450992342731	0.0	0.25625547241899754	0.0	0.09935844329051173	0.0	1.1765842702347795	0.0	0.09858484547469165	0.0	0.2436439684906878	0.0	0.0958932118998494	0.0	1.1639727663064698	0.0	0.0950914275454124	0.0	104.09904746801396	0.0	1.8161894119971862	0.0	1.4782154655549704	0.17839532012005516	0.016165999991279014	0.0055119805432010975	0.5578866677391886	0.17839532012005516	0.02052598220229798	0.00448442736585157	1.3831917728460885	0.0	0.04298330355947671	0.0	0.46286297503030654	0.0	0.04472910552125007	0.0	0.41146351101656825	0.10742309106966932	1.8223950127116988	0.30012755967638016
20	1.8524417185101667	0.0	0.005184983574857637	0.0	3.0	0.1871168835560988	0.07948287955807581	0.03363571529119402	0.003511581874759036	0.18172186290826745	0.0	0.05779190352184538	0.0	-0.022792994007121748	0.0	0.9998945314692133	0.0	0.02243888468086912	0.0	0.12795934285531282	0.0	0.09628558167550176	0.0	1.1278538743245259	0.0	0.09363444714883717	0.0	0.1534373946972162	0.0	0.10314232994621231	0.0	1.1533319261664292	0.0	0.10067192598243058	0.0	99.85037631284827	0.0	0.24866043287167372	0.0	1.3308562508608424	0.03996737185778515	0.0014450746354218154	0.0001606814149809846	0.33096171939162916	0.03996737185778517	0.02248574951859883	1.0051482108051117e-05	1.3526902991534426	0.0	-0.009572112612540795	0.0	0.35279576768422954	0.0	0.024395263589240133	0.0	0.5526769234132426	0.028335134103244043	1.7154443288114412	0.10566967088000391
21	18.812415053973634	0.0	0.05061489811745636	0.0	3.0	0.7737979928328933	0.07438603645964197	0.01315787423025797	0.0006343341627646649	0.37369333960749884	0.0	0.04842024629360161	0.0	-0.42329963818579847	0.0	0.9528668804527968	0.0	0.0114781226352419	0.0	0.2098696157095912	0.0	0.014689364436867587	0.0	1.162736496162388	0.0	0.009166794877679858	0.0	0.26068152754213064	0.0	0.03411932278135105	0.0	1.2135484079949275	0.0	0.03213068452162774	0.0	101.67201889305484	0.0	16.946802187843062	0.0	1.6703180844952328	0.052696797420591725	0.18542833101062484	0.012850659623995737	0.7174512040424359	0.052696797420591704	0.1857843599186113	0.01282640745270784	1.4735010030358449	0.0	0.0748823658484738	0.0	0.5206341225830479	0.0	0.07575695357057548	0.0	0.2760408727989551	0.02648076606313741	1.5954589587269778	0.042242002669764904
22	3.71830027548392	0.0	0.009916118557456739	0.0	1.0	-0.3972909953632606	0.04014981719114709	0.23986410927593724	0.015048764396446212	-0.08274018185674493	0.0	0.2175101696649927	0.0	0.039995626111240586	0.0	0.9658090477945706	0.0	0.19171746683507884	0.0	-0.1318006702307733	0.0	0.19908936330494745	0.0	0.8340083775637973	0.0	0.053674831080403114	0.0	0.45210244674545624	0.0	0.24131475928672894	0.0	1.4179114945400269	0.0	0.14655110357807732	0.0	155.67660648388815	0.0	11.705508054324099	0.0	1.0561542500669792	0.04050948650897038	0.018152732110909998	0.009254636523479678	0.09034520227240854	0.040509486508970335	0.19268511317723136	0.000871872947652401	2.0201513158794957	0.0	0.31989133463810865	0.0	1.054342268084925	0.0	0.37294242594026494	0.0	0.5231406200286504	0.006530361152338091	1.0	0.0
23	0.006117314797347881	0.0	1.681653603897033e-05	0.0	2.0	0.7154121553405096	0.4174440586031703	0.07764865305634244	0.008527657141869795	0.39553364211000835	0.0	0.12640497175383367	0.0	-0.0008385297807226551	0.0	0.5785979912606688	0.0	0.07149386490450778	0.0	0.3550287986264839	0.0	0.18201658816943403	0.0	0.9336267898871528	0.0	0.16738777031150556	0.0	0.25282830205789414	0.0	0.16995458979310532	0.0	0.8314262933185629	0.0	0.15418556959961813	0.0	117.13624478986624	0.0	-2.293383913203243	0.0	1.403244968572162	0.3286135082351265	-0.021145745503118832	0.007340738850417221	0.8246469773114932	0.32861350823512664	0.07477827354973904	0.0019935049662956304	1.3465958615657325	0.0	-0.032115526906746336	0.0	0.7679978703050637	0.0	0.07837588779389972	0.0	0.2797655856599543	0.1331004592307811		
24	2.6506333236210793	0.0	0.007049297285086161	0.0	0.0	0.47639851719285975	0.02477609279130848	0.04691918255490499	0.0009827407177706439	0.1849343343030301	0.0	0.07123716705132498	0.0	-0.07186286769204592	0.0	0.8455147097222756	0.0	0.041185953103506374	0.0	0.4015023076163042	0.0	0.12114616968326734	0.0	1.24701701733858	0.0	0.11393029314402196	0.0	0.4702491026579915	0.0	0.13545475610172406	0.0	1.315763812380267	0.0	0.1290414980443629	0.0	127.69533914757298	0.0	2.803815634974889	0.0	1.5457404598077051	0.020177203648049376	0.018773697700771426	0.0004394566258059432	0.7002257500854294	0.020177203648049417	0.045263831127531226	0.00018226972043609691	1.4743619362434095	0.0	-0.01814258927538351	0.0	0.6288472265211338	0.0	0.045004847279592974	0.0	0.4541626168874969	0.010147056737424278		
25	330.0502260447285	0.0	0.513406033963611	0.0	2.0	0.2798039248483353	0.08924649194853125	0.034441369601245886	0.004787447593036642	0.19645059520839056	0.0	0.04772538474909347	0.0	-0.03754418813158667	0.0	0.9826656567446319	0.0	0.022967416525635425	0.0	0.1585398772781638	0.0	0.02428436472806951	0.0	1.1412055340227958	0.0	0.007888482007577594	0.0	0.1768777725949703	0.0	0.02301100899847967	0.0	1.1595434293396023	0.0	0.0014157377109059541	0.0	109.38747310507087	0.0	5.581642996285737	0.0	1.4237006763236792	0.055899728154747245	0.03444902634276128	0.004206859978180614	0.4410350195790473	0.055899728154747266	0.04144536622535267	0.0035322167664300066	1.4316751445291855	0.0	0.029993992972466434	0.0	0.44900948778455363	0.0	0.03777753083903707	0.0	0.45307348337609027	0.03612812074154177		
26	2.6980061096405747	0.0	0.007852881036797123	0.0	2.0	0.6084532460655616	0.2797327740629098	0.028740800779950632	0.0062943367986142956	0.30417175155545734	0.0	0.05860574302687832	0.0	-0.002148359982101422	0.0	0.8198234847355486	0.0	0.022718535482304018	0.0	0.40710417539505955	0.0	0.12273454220956186	0.0	1.226927660130608	0.0	0.12061358131209772	0.0	0.34207743024147064	0.0	0.10745062593175898	0.0	1.1619009149770192	0.0	0.1050214509453478	0.0	92.52636353022824	0.0	1.5156058248623765	0.0	1.3132562819653069	0.1419277224687907	0.016353947912076307	0.005397736884733486	0.49343279722975825	0.14192772246879068	0.028221048537187838	0.00314155898030932	1.207249224926296	0.0	0.013550855535506723	0.0	0.38742574019074744	0.0	0.026452930654369464	0.0	0.4385859885912124	0.09265703559426425	1.5815064464160244	0.22563179313986229
27	-0.15085856854957783	0.0	-0.00043533812642495613	0.0	1.0	0.49034464027743474	0.024216240517443772	0.10233797924773552	0.0002764277928794794	0.328927942166659	0.0	0.10383042463986562	0.0	0.22049000993075582	0.0	0.6153044985525713	0.0	0.09894590569256644	0.0	0.33619095666243226	0.0	0.15478643496758093	0.0	0.9514954552150036	0.0	0.11903171088685109	0.0	0.33752073213274203	0.0	0.15501722658947067	0.0	0.9528252306853133	0.0	0.11933167344074683	0.0	110.50192569431289	0.0	5.381844228589728	0.0	1.201008658533674	0.016643275265793983	0.04275325727295412	0.0011885442555745398	0.5857041599811026	0.016643275265794025	0.10779020578181842	0.0004714170269024665	1.269288862194748	0.0	0.2006090916100652	0.0	0.6539843636421766	0.0	0.22368348148653663	0.0	0.3144245291352473	0.0080477678410993		
28	16.38682477019276	0.0	0.04733836871599822	0.0	3.0	0.433970674144601	0.1867784076942003	0.011613787647649303	0.004252462247806419	0.27401897151474713	0.0	0.037886112616158214	0.0	-0.043024348530864474	0.0	1.119783352753969	0.0	0.005262713611906551	0.0	-0.0026835323091147895	0.0	0.01935027364946122	0.0	1.1170998204448541	0.0	0.018620873656949793	0.0	0.07101178786932497	0.0	0.018922801787849292	0.0	1.190795140623294	0.0	0.018176255745925393	0.0	102.55598401498638	0.0	10.358493158364624	0.0	1.6125098460347995	0.1157736190420489	0.08167732163405654	0.019014682706745896	0.4927264932808307	0.11577361904204905	0.08185226922317333	0.018978638749263622	1.5853774953023791	0.0	0.08019878618629253	0.0	0.46559414254841053	0.0	0.08037127260604755	0.0	0.4229214572001396	0.06375547905335029	1.4668979031031464	0.11927947799221585
29	1.7210775162404441	0.0	0.004668171227635783	0.0	2.0	0.06814030262145239	0.015886438003173218	0.04782778038240848	0.002406257135791762	0.12274949957751789	0.0	0.0	0.0	-0.13222030044617253	0.0	0.6838905045876976	0.0	0.0	0.0	0.4558762029799832	0.0	0.14274188122493287	0.0	1.139766707567681	0.0	0.14274188122493287	0.0	0.4572588887909051	0.0	0.14297839272144675	0.0	1.1411493933786028	0.0	0.14297839272144672	0.0	176.76231046569856	0.0	-0.0399629657493108	0.0	1.2401448052738033	0.01563467616692798	-0.00011268437778104671	3.1692291396206647e-06	0.5562543006861058	0.015634676166927958	0.00011268437778104669	3.169229139620657e-06	3.4483165019586774	0.0	-0.1738438039207869	0.0	2.7644259973709797	0.0	0.17384380392078694	0.0	0.6287464762520037	0.008703156154182575	1.0	0.0
30	8.649227314030638	0.0	0.022321776718962835	0.0	1.0	-0.02841695685080146	0.010649561670671886	0.038693152412135175	0.0015294815420173345	-0.007350608733122154	0.0	0.02472482418683182	0.0	-0.01675167599633338	0.0	1.1152820685197544	0.0	0.02225970950416892	0.0	0.47488886213303205	0.0	0.049643273833969624	0.0	1.5901709306527865	0.0	0.04437296440113624	0.0	0.1956290375542776	0.0	0.113706857781211	0.0	1.310911106074032	0.0	0.1115067479539537	0.0																								
31	7.345739945818695	0.0	0.022270040779956368	0.0	3.0	0.4503491175795591	0.04655564736805737	0.006507303524314642	0.002670009048601344	0.27946629985071103	0.0	0.02708377667056182	0.0	0.04248170283521716	0.0	1.3624116285702836	0.0	0.0001469124957956468	0.0	-1.2411414856020428	0.0	3.7629013333585255	0.0	0.12127014296824086	0.0	3.7629013304906214	0.0	-2.7551350840005884	0.0	129.7644802744475	0.0	-1.3927234554303045	0.0	129.7644802743643	0.0	66.71239141091928	0.0	0.8531058004892316	0.0	1.5367834068202015	0.011004151815219056	0.008340499275289901	0.0003313466894182966	0.1743717782499179	0.011004151815219075	0.008341794415161807	0.00033129548012279455	1.5014489062816103	0.0	0.017833348834571924	0.0	0.13903727771132654	0.0	0.017833953962510637	0.0	0.5458050449717119	0.008934963407974098	1.513656004791471	0.03118879712024761
32	33.675129402362074		0.09199131819392771		0.0	0.9193286005631582		0.0246613633279243		0.28133326996161334		0.04954399463334395		0.13839878242648446		0.934820606158849		0.02228938850665145		0.3502827263771777		0.02432700434687324		1.2851033325360268		0.009746091549556874		0.3138690352681642		0.037046041329964856		1.248689641427013		0.02959040956494213		105.09286757068989		-1.765696515968365		1.768111643567611		-0.023385566122712215		0.833291037408762		0.03230637000469398		1.4230819958257088		0.06645789264566654		0.48826138966685984		0.07009613637643222		0.15924080920592582		3.1572849117268986	
33	12.047616454926846	0.0	0.033641456819288595	0.0	3.0	0.3995824681828403	0.0819087945207762	0.01882115749782898	0.0017999823923952301	0.2224146579749621	0.0	0.04685196305596221	0.0	-0.08458543458664657	0.0	1.1124623421765445	0.0	0.013316481932493802	0.0	-1.544186472150594	0.0	7.448786076939794	0.0	-0.4317241299740495	0.0	7.448774173736314	0.0	-1.4939719302279666	0.0	6.6117515118765295	0.0	-0.3815095880514221	0.0	6.6117381017483225	0.0	100.81153828247183	0.0	3.030916134959753	0.0	1.564986874521388	0.047000742164205155	0.023260605200173163	0.00245522569813081	0.4525245323448433	0.04700074216420508	0.026820755808093705	0.002139015674979643	1.504598963293115	0.0	-0.012708072170028723	0.0	0.3921366211165705	0.0	0.01840716679277646	0.0	0.4055213697844471	0.030873714508836643	2.6499330924336433	0.20929972842066524
35	20.056716557945016	0.0	0.05549569221665132	0.0	3.0	0.6097297161613788	0.18430159666386223	0.014284128183277506	0.0019498229874843028	0.33291086119616536	0.0	0.03659698571016001	0.0	-0.256255215634567	0.0	0.965854605598334	0.0	0.011026849075109707	0.0	0.1407853270587794	0.0	0.012515967299289004	0.0	1.1066399326571135	0.0	0.005920982765692185	0.0	0.15790638556296288	0.0	0.017888803272120172	0.0	1.123760991161297	0.0	0.014086088242779455	0.0	100.72467689605283	0.0	11.658600981763101	0.0	1.553370068706548	0.11893335735895995	0.11342584509482045	0.023757849631340255	0.5875154631082139	0.11893335735896006	0.11397482268682736	0.023655141372732197	1.4447798820634936	0.0	0.035363569605245934	0.0	0.4789252764651593	0.0	0.0370428597134498	0.0	0.42014128936418443	0.0740521950508378	2.9990850474775264	0.44868753012505175
36	94.59382041335381	0.0	0.18186353865756535	0.0	3.0	0.3018434752364744	0.14299627935534573	0.1603194080922861	0.005323360329967207	0.1794932939667934	0.0	0.1592126162239332	0.0	-0.07328982425085766	0.0	0.8673018381214191	0.0	0.15265134463863678	0.0	0.1553349383276816	0.0	0.15540793117187238	0.0	1.022636776449101	0.0	0.029140899971304184	0.0	0.2863219220274327	0.0	0.156609186668272	0.0	1.153623760148852	0.0	0.034985773235899735	0.0	138.66023544284764	0.0	7.661111320191239	0.0	1.4901820766834974	0.11928354183562856	0.03864392045605193	0.006168123791682947	0.6228802385620784	0.11928354183562842	0.1575424135058187	0.001518579450763061	1.6595890910202655	0.0	0.06453480691913192	0.0	0.7922872528988464	0.0	0.1657322368281847	0.0	0.39507865797992797	0.06555184986204286	1.2046184594197278	0.03315844717845301
37	26.384239472557628	0.0	0.0754965117875187	0.0	2.0	0.04811428352441122	0.1406964171226673	0.17178219277885787	0.014080684447036487	0.07220895114311013	0.0	0.15831371385827286	0.0	-0.03627406790454679	0.0	0.9923571691111505	0.0	0.15165842833075535	0.0	0.16005962960514936	0.0	0.16111291198626937	0.0	1.1524167987162999	0.0	0.05437914604828331	0.0	0.36763343696428424	0.0	0.15931258463155804	0.0	1.3599906060754348	0.0	0.04878750596446272	0.0	152.10949278001655	0.0	-5.1030754548314405	0.0	1.458469021316389	0.11754096579503567	-0.015893521645336858	0.0047642106714066565	0.4661118522052387	0.11754096579503553	0.1525380585741037	0.0004828085075611635	1.934139740227754	0.0	-0.16426015074342654	0.0	0.9417825711166036	0.0	0.22356582029909686	0.0	0.46339549949264436	0.08625529310460026	1.0	0.0
38	1.9969618037966954	0.0	0.005603495223295359	0.0	1.0	0.016265141126744515	0.343994125637435	0.14432178707738863	0.033204227453735365	0.15988540292462294	0.0	0.14376866484197715	0.0	-0.05339811856736299	0.0	0.7260612781794734	0.0	0.11077067572795203	0.0	0.24768892117394548	0.0	0.12884115465825155	0.0	0.973750199353419	0.0	0.06580197970003936	0.0	0.2845669592200865	0.0	0.13554826774442041	0.0	1.0106282373995599	0.0	0.07812291781088301	0.0																								
39	19.634089931511937	0.0	0.06261206594551114	0.0	5.0	0.17637604200374726	0.027890095175224422	0.028358357655716846	0.00023968862588173644	0.24034150319385403	0.0	0.05327524005989939	0.0	0.08569420662941397	0.0	1.8859796536315738	0.0	0.026386097353673827	0.0	-0.4119597841674774	0.0	0.07925014504168584	0.0	1.4740198694640967	0.0	0.07472857121322936	0.0	0.09045424348669599	0.0	0.17436813335112997	0.0	1.9764338971182702	0.0	0.17236014561028865	0.0	98.54010781866653	0.0	-17.631039721238295	0.0	2.2085102032359045	0.01477040887585011	-0.10039798908319784	0.003761637105659721	0.32253054960433075	0.014770408875850032	0.10381031447695473	0.0036402395895769415	2.2860473536191814	0.0	-0.11129726874338512	0.0	0.40006769998760755	0.0	0.11438228955260006	0.0	0.7701218070652676	0.0083916002392984	1.1480660348386635	0.006227185355896888
40	3.9657100332899566	0.0	0.011222619263975908	0.0	2.0	0.1250846157995669	0.08352413671352685	0.05901648267393044	0.007291794142031201	0.19543741846185517	0.0	0.07009252022460921	0.0	-0.09422738992994824	0.0	0.9480953222254959	0.0	0.03684355622418921	0.0	0.25038896715849196	0.0	0.08766109228692047	0.0	1.1984842893839878	0.0	0.07954256386168976	0.0	0.323542398409129	0.0	0.10739186305911214	0.0	1.271637720634625	0.0	0.10087400366824995	0.0	110.52540338641184	0.0	6.7090831078699935	0.0	1.3030483211027812	0.04797701536313086	0.032760301992062875	0.004315646444916476	0.35495299887728543	0.047977015363130746	0.04937272142939989	0.002855504334449499	1.4021869975105876	0.0	0.010788445003633037	0.0	0.4540916752850918	0.0	0.038390600162558096	0.0	0.5638393803810556	0.03445952899537159	1.322249613646532	0.05004384846861024
42	-0.8541843492909174		-0.0021273680047156104		1.0	0.3492151503718617		0.12563001045088643		0.2096161289115948		0.14832647559892526		0.05914488398234645		0.5761248720494593		0.10153091296188639		0.40441894600214356		0.22519861923009382		0.9805438180516028		0.20101216832885177		0.4056256360827654		0.22523858108182931		0.9817505081322248		0.2010569375099543																									
43	4.136066679010405		0.010752075937854707		0.0	0.544810356455152		0.05244160476559507		0.24595074848255824		0.06991425560988265		0.09630504213075687		0.7959948551606687		0.04611222329854581		0.28290065374959555		0.09344238799902548		1.0788955089102643		0.08127202924392543		0.23271361508265379		0.07939140892427016		1.0287084702433225		0.06462707384251382																									
45	1.6239846618954807		0.0035868473943794963		0.0	1.8945791305028834		0.11819614564575237		0.3060371032661884		0.16351417736574222		0.04146827394499723		0.585300630937767		0.11818608365456248		0.37785621960098753		0.16410164346123776		0.9631568505387544		0.11384814015642046		0.43595770614702467		0.17332617014727494		1.0212583370847916		0.126783322595359																									
