Seq	Peak24	E Peak24	Contrast	E Contrast	Rating	log Pi	E log Pi	e log Pi	E e log Pi	log Lam	E log Lam	e log Lam	E e log Lam	d log Lam	E d log Lam	log R0	E log R0	d log R0	E d log R0	log H	E log H	e log H	E e log H	log h	E log h	e log h	E e log h	log Hin	E log Hin	e log Hin	E e log Hin	log hin	E log hin	e log hin	E e log hin	breadth50	E breadth50	d_breadth50	E d_breadth50	log s	E log s	e log s	E e log s	log S	E log S	e log S	E e log S	log ss	E log ss	e log ss	E e log ss	log SS	E log SS	e log SS	E e log SS	core_bratio	E core_bratio	wing_bratio	E wing_bratio
125	29.538291112369546	0.0	0.09730967162586308	0.0	4.0	0.39977843894481085	0.05985539447279981	0.012713167493343747	0.0018600958810151885	0.283707285263984	0.0	0.03472650697428409	0.0	-0.3666919683811349	0.0	1.0947455906580166	0.0	6.895209213673343e-06	0.0	0.1474973307403848	0.0	0.0018399466903818407	0.0	1.2422429213984014	0.0	0.0018399337704213669	0.0	0.1491689759744723	0.0	0.0009986729933871676	0.0	1.243914566632489	0.0	0.0009986491895609714	0.0	115.18361620080604	0.0	19.670824617745183	0.0	1.6618599797014157	0.0434133995450544	0.1312999291445546	0.00869572514955846	0.5671143890433992	0.04341339954505445	0.13129992932613618	0.008695725137537816	1.6801734832604103	0.0	0.07827021429213118	0.0	0.5854278926023937	0.0	0.07827021459584768	0.0	0.38671658267748316	0.025716545630294435	1.702911754564323	0.049234248083437585
126	0.701133905928882	0.0	0.002213365029751795	0.0	1.0	-0.2216588940628336	0.09056394874388989	0.02733226155583307	0.010015447037461774	-0.033350130356909216	0.0	0.08782259310387312	0.0	-0.07843155632200396	0.0	1.251619101250877	0.0	0.0	0.0	-1.7704721715143175	0.0	3.6045549551364116	0.0	-0.5188530702634405	0.0	3.6045549551364116	0.0	-2.072587733287378	0.0	7.445386566653911	0.0	-0.8209686320365011	0.0	7.445386566653911	0.0	15.333993052580041	0.0	9.023854935712023	0.0	0.6776157478775174	0.0007521346956009846	0.25499464610063405	0.0002840520136083854	-0.5740033533733594	0.0007521346956010501	0.25499464610063405	0.00028405201360839287	0.6826629691182716	0.0	0.25709898554276467	0.0	-0.5689561321326053	0.0	0.2570989855427647	0.0	1.0	0.0	1.0	0.0
127	13.578859472216417	0.0	0.04998253133005972	0.0	4.0	0.3120490972508982	0.11393909387040713	0.019014097555465424	0.000329402211393506	0.30616364899679904	0.0	0.05304229942109264	0.0	0.04173671027942919	0.0	1.1822955547087426	0.0	0.01616161267831494	0.0	0.09302068481391201	0.0	0.025585895453651215	0.0	1.2753162395226547	0.0	0.019835330140970678	0.0	0.0560908802755137	0.0	0.04394806563749306	0.0	1.2383864349842564	0.0	0.040868505586986265	0.0	100.19457044077258	0.0	12.877008768474042	0.0	1.5869793356170934	0.06343504325738082	0.08756815526629746	0.012441095275340711	0.4046837809083508	0.06343504325738086	0.08906774809726703	0.012216977393453676	1.6835347031242416	0.0	0.14573401621993579	0.0	0.5012391484154989	0.0	0.146627423110264	0.0	0.492257549286345	0.044956024335163186	1.2020405193330876	0.03012679372358798
128	35.54426537352186	0.0	0.10886369662548556	0.0	2.0	0.41361721551420166	0.05228359423959695	0.06489395237997725	0.0008870622936348623	0.22518604235493453	0.0	0.07468756248973887	0.0	0.19495943472580582	0.0	0.8766171679384823	0.0	0.06159390848166854	0.0	0.13412939347252484	0.0	0.06692764821537718	0.0	1.0107465614110072	0.0	0.026182065113224396	0.0	0.29962634504078195	0.0	0.07991770990242353	0.0	1.1762435129792643	0.0	0.05092181059231656	0.0																								
129	118.38918066923766	0.0	0.3886074994536292	0.0	3.0	0.14376024896094816	0.04149638042935383	0.016864588995749483	0.004428883740557988	0.10576510984343002	0.0	0.021756042309641833	0.0	-0.019249857685063463	0.0	1.3695640149339787	0.0	0.00686815876071666	0.0	-0.19580092811128746	0.0	0.021551732549128733	0.0	1.1737630868226911	0.0	0.02042805842724085	0.0	-0.090439224623258	0.0	0.03150764050883739	0.0	1.2791247903107206	0.0	0.03074995618975289	0.0	70.70016978622907	0.0	4.555983689858081	0.0	1.4981989403853817	0.01138376857063593	0.03232918730027951	0.0013410279470625747	0.12863492545140326	0.011383768570636027	0.033051466313709095	0.0013119268706285145	1.4656123976012594	0.0	0.0258581400653828	0.0	0.09604838266728054	0.0	0.026754719441686628	0.0	0.43199636368520516	0.008566629199268273	2.0619477603721648	0.08519960686932608
130	-3.266892070954521	0.0	-0.010947264830713779	0.0	1.0	-0.0023665727999688294	0.03568502485751959	0.25771933050431595	0.0008744432929846845	0.16481623830068923	0.0	0.27689247268684364	0.0	0.13053681665607528	0.0	0.8685618897704327	0.0	0.2518351548284765	0.0	0.4523524627749675	0.0	0.28536122629207056	0.0	1.3209143525454003	0.0	0.13420165521867297	0.0	0.6381157763908736	0.0	0.300020237841738	0.0	1.5066776661613064	0.0	0.16306807752325508	0.0																								
132	6.505625009086713	0.0	0.022677104926470293	0.0	3.0	0.24157312497148697	0.11998588077925122	0.026470993104566454	0.00322584396730727	0.5091274323844756	0.0	0.09037559724681626	0.0	0.16092416258313702	0.0	0.9439201754675505	0.0	0.01592858642311783	0.0	0.2508829318508776	0.0	0.017337578320613296	0.0	1.194803107318428	0.0	0.006846295099151544	0.0	0.217237736239366	0.0	0.029549788680100154	0.0	1.1611579117069164	0.0	0.024889157189423704	0.0	68.0319502883041	0.0	-5.551000347886173	0.0	1.0791604697365298	0.03141748525082846	-0.04458815632748059	0.004920386608236152	0.13524029426897957	0.03141748525082842	0.04736742107857109	0.004629974093490118	1.1894063764879086	0.0	-0.04346580755891071	0.0	0.2454862010203583	0.0	0.046292507948770635	0.0	0.6295092797432685	0.01508187343011416	1.8225752697086302	0.16398876900653986
133	73.19710187472802	0.0	0.22627348648642717	0.0	2.0	0.46800925200861326	0.04205231293856968	0.018127569708626928	0.0004894414289406244	0.3214812994925489	0.0	0.06116410826359727	0.0	-0.08785453021605898	0.0	1.0380039083315264	0.0	0.01347502150066831	0.0	-0.007949499746077952	0.0	0.02787711100723227	0.0	1.0300544085854486	0.0	0.024404038880195166	0.0	0.13885559490608715	0.0	0.046858674888956973	0.0	1.1768595032376137	0.0	0.04487938511059943	0.0	91.75517256245804	0.0	8.203585260796316	0.0	1.4557207740932758	0.02109594733114936	0.07173343059351617	0.003647355766565704	0.4177168657617494	0.021095947331149344	0.0729901355547188	0.00358542541143678	1.430404483874759	0.0	0.049168834397023166	0.0	0.3924005755432322	0.0	0.05098186423038454	0.0	0.43674186414925686	0.014059436664247636	1.498678406558043	0.03118693047710719
134	0.023293582631075924		7.987335387677406e-05		1.0	0.5716686797662764		0.16045557324050908		0.28554950328689194		0.2000304739652485		-0.07785138497940602		0.4821717293097003		0.15437751391776736		-0.001298920045077		0.17696045763385776		0.4808728092646233		0.08650194658245512		-2.0320172470090374		13.805784880929803		-1.549845517699337		13.804921722404169																									
135	-0.2775510940353702	0.0	-0.0008980141585693471	0.0	3.0	0.7097520271133284	0.10957568498822517	0.04914993942355178	0.0007615847946039137	0.42157273570730097	0.0	0.07928408784533256	0.0	0.1930256570471369	0.0	0.7141048246944005	0.0	0.04761371127575206	0.0	0.25573300808508037	0.0	0.17491213825665153	0.0	0.9698378327794809	0.0	0.16830683470395166	0.0	0.3069640260548518	0.0	0.1801475422286993	0.0	1.0210688507492522	0.0	0.17374139250503987	0.0	99.16440550404802	0.0	-6.00816578484617	0.0	1.337987208591364	0.06786004037165601	-0.06745684706229828	0.008441774528509737	0.6238823838969634	0.06786004037165616	0.0826627982975454	0.00691330595118232	1.2653799619890902	0.0	0.023257188772558893	0.0	0.5512751372946898	0.0	0.052990209766079606	0.0	0.36653780789603435	0.040147203804576835	2.0078144494926327	0.13687213013112992
136	-0.2647456400546628	0.0	-0.000846122908109836	0.0	2.0	0.9022874994835901	0.03823801261669639	0.1980607128359103	1.660672748938347e-05	0.1643978013399794	0.0	0.24211997782000008	0.0	0.010307208013123247	0.0	0.5906359740758298	0.0	0.19742959702338334	0.0	0.4188340901576775	0.0	0.2934814645488178	0.0	1.0094700642335073	0.0	0.21714724095162588	0.0	0.5667544627738745	0.0	0.2934814645488178	0.0	1.1573904368497043	0.0	0.2171472409516259	0.0																								
137	18.789219864569045	0.0	0.06120477002684168	0.0	3.0	0.2971204497695683	0.06882292655271549	0.021337436618296974	0.00337564515094979	0.17778472818075985	0.0	0.0377701801290015	0.0	0.035476303213973305	0.0	1.1475912257971748	0.0	0.01632346576701985	0.0	-0.04143506192292309	0.0	0.03876242090778437	0.0	1.1061561638742516	0.0	0.03515778349078864	0.0	0.053698617805975325	0.0	0.02181762720297235	0.0	1.20128984360315	0.0	0.014475956691038074	0.0	91.59323371834802	0.0	-5.155332297337303	0.0	1.479518136387	0.03185812595737051	-0.036731163010471225	0.0031620533307986035	0.3319269105898251	0.03185812595737048	0.04020926199660373	0.002876154015843294	1.4315993416708122	0.0	-0.02285557532137755	0.0	0.28400811587363767	0.0	0.028086168444952247	0.0	0.41457162208609794	0.022853148938001965		
140	-0.698493671503336	0.0	-0.002296507793890844	0.0	1.0	0.16079352727841176	0.06123557708506328	0.1015747074506999	0.002481854186391245	0.16717575239681767	0.0	0.11010920616802149	0.0	0.07260695032676395	0.0	0.661161032040928	0.0	0.08667552430942756	0.0	0.2576053748504593	0.0	0.11456570036309527	0.0	0.9187664068913873	0.0	0.07491764268429942	0.0	0.5828633445270669	0.0	0.17314729326614994	0.0	1.244024376567995	0.0	0.14989108929846356	0.0																								
141	125.88921048073331	0.0	0.14381101116519932	0.0	2.0	0.15152402668180956	0.21639264576997613	0.05111627766283502	0.02318386961087039	0.15156784403814755	0.0	0.03061012921278734	0.0	-0.05279743382592592	0.0	0.8856893420001003	0.0	0.01619339284223655	0.0	0.23567236666718894	0.0	0.049834393850555825	0.0	1.1213617086672891	0.0	0.04713004178556728	0.0	0.4154167186804028	0.0	0.10599611257851431	0.0	1.3011060606805032	0.0	0.10475184919615538	0.0	133.63638619746314	0.0	-20.376854365770583	0.0	1.3714943675129059	0.16140474263347807	-0.08565206639186924	0.029825624077371098	0.4858050255128057	0.16140474263347804	0.08732528322028084	0.02913355266289244	1.78702556950267	0.0	-0.294940078475741	0.0	0.9013362275025698	0.0	0.2953842850644212	0.0	0.7213146880192999	0.04257271538057096	1.3184373679152246	0.11900876255877263
142	-3.4375395284530335	0.0	-0.006244338717372314	0.0	1.0	-0.30823932866289566	0.05598490242422506	0.20740394389456063	0.0022173069203235657	0.006439920063829936	0.0	0.22306779061730167	0.0	-0.057952659461436316	0.0	0.7974025489424635	0.0	0.16532655681984648	0.0	-0.20525668826757848	0.0	0.1655958373341718	0.0	0.5921458606748851	0.0	0.009439859771180501	0.0	0.5714872936772124	0.0	0.24385871656516264	0.0	1.3688898426196758	0.0	0.17926015523507277	0.0																								
143	120.8646416585878	0.0	0.24196084939958626	0.0	2.0	0.11829707170668881	0.036275486267462256	0.04389743359435405	0.002227896248919971	-0.02694622617035101	0.0	0.05062780182639859	0.0	-0.02473033715163574	0.0	1.010993578633419	0.0	0.031090765749231853	0.0	0.17483120933046972	0.0	0.03151047460708457	0.0	1.1858247879638888	0.0	0.0051258457926583005	0.0	0.17047842426457552	0.0	0.03195115343584643	0.0	1.1814720028979946	0.0	0.007364814390559512	0.0																								
144	6.537039050599605		0.023009037081399796		2.0	0.44435322000764443		0.025063564619783762		0.3408294366981276		0.026500197205762313		-0.010553088780586155		0.964713953622971		0.022151440673955594		0.05422297295778599		0.03170832118953634		1.018936926580757		0.022687690687397535		-0.09462354058089224		0.12274535229737638		0.8700904130420788		0.12073000947020282		125.11605607597573		-2.056819089532098		1.6219254957255782		-0.013679641381408847		0.6572115421026072		0.02603495558390157		1.7697485192922076		-0.03661628762124073		0.8050345656692366		0.042795313330938486		0.5912676660526291		1.0	
145	21.8797602425493	0.0	0.07279859984369903	0.0	3.0	0.22578744997670572	0.04765104560759648	0.03434442677737686	0.0011696120762258806	0.12972153146392873	0.0	0.03967075142690184	0.0	-0.22823391983420707	0.0	1.0159677366078919	0.0	0.02613238559455718	0.0	0.09146378775223458	0.0	0.04050734650277158	0.0	1.1074315243601265	0.0	0.030950663059666136	0.0	0.18283070751989972	0.0	0.030704024545034802	0.0	1.1987984441277915	0.0	0.01611941520029434	0.0	84.48171745595708	0.0	-10.278390071219619	0.0	1.2697150322758384	0.019204994496236034	-0.07004241365521645	0.0039522278464144325	0.25374729566794657	0.01920499449623598	0.07476722945449378	0.0036978555630522267	1.254717824113765	0.0	-0.13972268846327565	0.0	0.23875008750587332	0.0	0.14214545806415416	0.0	0.5393257246204404	0.011100649078024653	2.395593662316587	0.130189570959782
146	0.4624421125686259	0.0	0.0014829236048555265	0.0	3.0	0.46326711078878136	0.06807946337948098	0.026948446084459367	0.001548429901036451	0.38598622747585926	0.0	0.049091590252159395	0.0	0.33717344104082475	0.0	0.825759900095375	0.0	0.02155265188863476	0.0	0.33454468639883117	0.0	0.13747415735768992	0.0	1.1603045864942063	0.0	0.13577417699170272	0.0	0.3513829596705026	0.0	0.14053130964176347	0.0	1.1771428597658777	0.0	0.13886875885596636	0.0	118.59028310369003	0.0	-2.0206533337593697	0.0	1.452658333845764	0.05080692760935377	-0.01455177039027606	0.0010745572667146266	0.6268984337503889	0.050806927609353736	0.0260128332139098	0.0006011152452272088	1.630504885695376	0.0	0.23814928394821813	0.0	0.804744985600001	0.0	0.2391225590538912	0.0	0.4524400862603931	0.028049446067825567	1.210890469082965	0.015865675407683324
147	22.304555303599813	0.0	0.05428312715535168	0.0	2.0	0.5620041035399608	0.5752536371004153	0.05740672912951942	0.012503496877333497	0.15427052151074178	0.0	0.06624069047015303	0.0	0.05609976009216313	0.0	0.8253162685161556	0.0	0.044632627666086756	0.0	0.47537537597335905	0.0	0.14736714392217082	0.0	1.3006916444895147	0.0	0.14044573206544322	0.0	0.29668611341603945	0.0	0.11079249121926642	0.0	1.1220023819321951	0.0	0.10140465797088262	0.0																								
148	72.35112481800678	0.0	0.2213439386140579	0.0	3.0	0.015112834087982927	0.0374263341680329	0.026038033464595156	0.002087135648617107	-0.024238988454333792	0.0	0.02299523991792538	0.0	-0.04594244407706675	0.0	1.3242191126238507	0.0	0.012976344149628323	0.0	-0.08216419065764578	0.0	0.015340084474583312	0.0	1.242054921966205	0.0	0.00818123977143799	0.0	-0.06201627546806174	0.0	0.013134709315374174	0.0	1.262202837155789	0.0	0.002033489933533958	0.0	75.60343050325297	0.0	10.472670004410062	0.0	1.4490943546692314	0.01055783344388166	0.06119109061612343	0.002485044004126001	0.12487524204538075	0.010557833443881628	0.06255329152553184	0.0024303580200287916	1.399744372677777	0.0	0.043648471473852944	0.0	0.07552526005392625	0.0	0.045536519075280085	0.0	0.41330409581497357	0.00822460763975411	2.020340979529587	0.09157687488756966
149	63.7386880310791	0.0	0.21929356761760932	0.0	4.0	0.6140554675534937	0.09854225001802007	0.017267688760504243	0.0004265826075676472	0.43455213766765705	0.0	0.051294683859167266	0.0	0.08372976454904325	0.0	1.263075295986325	0.0	0.01621493090295399	0.0	0.07066505864720883	0.0	0.016340887160256053	0.0	1.3337403546335338	0.0	0.0020249960485514114	0.0	0.0381241107860399	0.0	0.02503793043143167	0.0	1.3011994067723647	0.0	0.01907810200469743	0.0	72.86468341850829	0.0	-3.054224917945561	0.0	1.5438158550412948	0.027217355092107744	-0.03382537094833832	0.003094305841931041	0.28074055905497003	0.027217355092107688	0.03752689366291068	0.0027915341002201417	1.5346640825236364	0.0	-0.016549045782558117	0.0	0.2715887865373117	0.0	0.02316883468154531	0.0	0.42393429293707263	0.020513256972904962	1.9715507100754628	0.15369225813013604
150	91.73278215710845	0.0	0.2583716163460327	0.0	3.0	0.22328493284617457	0.04416171635387368	0.014781382799069265	0.001408090309668922	0.16829606741400896	0.0	0.038854814869767655	0.0	-0.050164289079618694	0.0	1.1577654286485395	0.0	0.008863895581736668	0.0	0.17204959199888062	0.0	0.012458087533030767	0.0	1.3298150206474202	0.0	0.008754159017103004	0.0	0.1325882676200713	0.0	0.03151393134499389	0.0	1.2903536962686109	0.0	0.03024168024321826	0.0	129.17203935480995	0.0	-0.5056274168266697	0.0	1.668532967699923	0.03284309163085193	-0.002505811923502111	0.00015341781010037088	0.5107675390513835	0.032843091630852	0.00921207394436469	4.10476507972565e-05	1.7886773209180455	0.0	-0.04573318112359378	0.0	0.6309118922695062	0.0	0.0465842516368715	0.0	0.42312712858289925	0.02067737917146957	1.2157193144497178	0.014046970866969564
151	-90.2248501823707	0.0	-0.1381932533354609	0.0	1.0	0.9621181471186213	0.16579356856400035	0.13372957258373916	0.00043648106215423403	0.3066880671277138	0.0	0.16947557248271422	0.0	0.051560019794258345	0.0	0.729074943104293	0.0	0.13307639263334092	0.0	0.4496559615091988	0.0	0.16287209397999028	0.0	1.1787309046134917	0.0	0.09390416775161615	0.0	0.49008800183380125	0.0	0.1694253291959969	0.0	1.2191629449380943	0.0	0.10485998234249712	0.0																								
152	-2.9379738932734747	0.0	-0.007208971408477285	0.0	2.0	1.099748644960052	0.274873874091357	0.1124040902869273	0.000369162608423547	0.22946144008165112	0.0	0.12207890930416923	0.0	0.05360805195730327	0.0	0.6925872461759888	0.0	0.11205987428299967	0.0	0.22324393154602518	0.0	0.24081444835894714	0.0	0.915831177722014	0.0	0.21315295708505275	0.0	0.29292731773003866	0.0	0.24133870878250138	0.0	0.9855145639060274	0.0	0.21374507463912082	0.0																								
153	-0.3914711832881725	0.0	-0.0013590371212382237	0.0	0.0	-0.1270197160698698	0.0061139775688456455	0.05654639452185558	0.0021826508718212853	0.3304474768387877	0.0	0.1974998698990846	0.0	-0.1082064803661578	0.0	0.7916133849891439	0.0	0.024030616987880334	0.0	0.12933188680371877	0.0	0.043300447280692884	0.0	0.9209452717928627	0.0	0.036020246832717026	0.0	0.3493957757181358	0.0	0.11066410737478094	0.0	1.1410091607072796	0.0	0.10802348868759444	0.0	116.5142811518436	0.0	-11.966211740689147	0.0	1.0330229305139393	0.0028820569794096016	-0.03270530305861618	0.0006178180495543156	0.24140954552479524	0.0028820569794095335	0.040585677415199306	0.0004969745744243022	1.5332731667031096	0.0	-0.19347372278269823	0.0	0.7416597817139655	0.0	0.19496038561773152	0.0	0.8515308390048681	0.002251208472333519	1.0818504754853813	0.0015843921907728335
154	16.721783597211957	0.0	0.08804621469232175	0.0	3.0	0.36268321068434134	0.07986564379739435	0.019800035205916923	0.0073649510549908676	0.3018597676954263	0.0	0.038664620352181336	0.0	-0.23718858823948585	0.0	1.1461059879118676	0.0	0.007978428557824666	0.0	0.16974996460071168	0.0	0.008237465773711676	0.0	1.3158559525125793	0.0	0.0020495170457351924	0.0	0.20524365737741743	0.0	0.017124495501897662	0.0	1.351349645289285	0.0	0.01515232734408154	0.0	91.92416280367802	0.0	11.694238264323602	0.0	1.516534028180932	0.03989619027637919	0.08932711539777448	0.00868289535562606	0.37042804026906445	0.03989619027637924	0.0896849057776633	0.008648843075445589	1.5094939342959302	0.0	0.03743953412980295	0.0	0.3633879463840624	0.0	0.03828020425897689	0.0	0.42767781940251837	0.028001340944731383	2.5237548991072	0.2045184126227656
155	3.144698489959765	0.0	0.010954897790577926	0.0	3.0	0.1569612081631704	0.15755470118522102	0.06686401345016625	0.005997276105219268	0.18393882995804312	0.0	0.0767167465330458	0.0	0.09000234089119714	0.0	0.8390671127709594	0.0	0.05065173715220631	0.0	0.4002396481529001	0.0	0.12994713700516214	0.0	1.2393067609238595	0.0	0.11966895979869711	0.0	0.36250583532547953	0.0	0.12184755463780027	0.0	1.201572948096439	0.0	0.11082070246427571	0.0																								
157	-0.228941281422441	0.0	-0.0006855772106932006	0.0	1.0	0.2993091337462856	0.04056617098594995	0.0803163433881897	0.004386880892173346	0.19632532995085855	0.0	0.14003444865226236	0.0	0.00476575722796324	0.0	0.6149084861928081	0.0	0.051173290022338516	0.0	0.30150591557535206	0.0	0.18000659407328387	0.0	0.9164144017681602	0.0	0.17257945502913616	0.0	0.43419480964663415	0.0	0.19128471735568958	0.0	1.0491032958394424	0.0	0.18431260803899358	0.0																								
158	-34.70282398800409	0.0	-0.10485936551730383	0.0	3.0	0.43183855681444033	0.1394352408439092	0.02857427968303512	0.003156157124820344	0.2668899459974659	0.0	0.06296841963978433	0.0	-0.08542037511661194	0.0	1.0026215383891812	0.0	0.02105506448631056	0.0	-2.2156455074502905	0.0	85.26682560254267	0.0	-1.2130239690611093	0.0	85.26682300296336	0.0	-1.1216440390304288	0.0	6.667557395398744	0.0	-0.1190225006412474	0.0	6.6675241510770675	0.0	83.21062480906384	0.0	-10.87282607213119	0.0	1.332916331207238	0.05910628406781734	-0.09505003130066532	0.015111335162523682	0.33029479281805674	0.05910628406781729	0.09738822686278852	0.014777978188758216	1.3019942144210725	0.0	-0.1187713005629049	0.0	0.2993726760318912	0.0	0.12062312207005167	0.0	0.5799563938037019	0.03159320718781113	1.8145251503078843	0.18261592116861838
159	18.110532987344644	0.0	0.039886256718265005	0.0	3.0	0.12706990329924675	0.0916607619347106	0.08402616850395916	0.006625342717351501	0.27905029168581763	0.0	0.0838138220010135	0.0	0.036176307770016805	0.0	0.7599040816154513	0.0	0.06666553376015473	0.0	0.3243852761835286	0.0	0.11450203735664256	0.0	1.0842893577989798	0.0	0.09309362581452951	0.0	0.42278709129812464	0.0	0.13574274873035755	0.0	1.1826911729135758	0.0	0.11824466347935818	0.0	157.5068430129827	0.0	7.614665811266789	0.0	1.311262995551404	0.08130118323734141	0.02667289416475484	0.003976094858904689	0.5513589139359526	0.08130118323734148	0.07186740289475223	0.0014244100701197003	2.333727833959739	0.0	0.2745447770211355	0.0	1.573823752344288	0.0	0.2825227919675001	0.0	0.5322725312202906	0.04932840824094522	1.0	0.0
160	0.7220478865266281	0.0	0.002713383440045664	0.0	3.0	0.18467086614917716	0.07133521399105008	0.09029549378834384	0.003462793432426389	0.22087494083634426	0.0	0.13798868096269132	0.0	-0.018717322288363494	0.0	0.7282442569102826	0.0	0.07772230667536108	0.0	0.3075873589418113	0.0	0.11211446736603049	0.0	1.035831615852094	0.0	0.08080158932737547	0.0	0.3789049375593357	0.0	0.1277999257896851	0.0	1.1071491944696183	0.0	0.10144981063023302	0.0	162.10450253154175	0.0	3.9323711973391227	0.0	1.3482044428032054	0.065867261876872	0.01451526466355201	0.001354291486994	0.619960185892923	0.06586726187687214	0.07907359263593643	0.00024356044112199555	2.264706016969644	0.0	0.15459842808844942	0.0	1.536461760059361	0.0	0.1730359237914438	0.0	0.22968397939307547	0.02631519419809747	1.0	0.0
161	-4.5335658543075015		-0.015477834554545222		1.0	0.18091207183582503		0.1590202807390056		0.1889404224789953		0.16850979798465027		-0.14502395785624225		0.8008062011261242		0.1392025473898675		0.2155716848564043		0.1459079570758975		1.0163778859825285		0.04372393781710001		0.32475984562748844		0.1616993891863626		1.1255660467536126		0.08227601876254373																									
162	-0.24649987708371565		-0.000860843620090773		1.0	0.2880210112742981		0.14589970001219216		0.19198380565961334		0.15200766425724022		-0.00540779355584394		0.6466110418301493		0.11847083854468411		0.2688599413635961		0.16575250495388325		0.9154709831937454		0.11592477437116917		0.37284282337660024		0.18148104824115008		1.0194538652067495		0.1374773846318951																									
164	0.30998848399082324	0.0	0.0012964503989626617	0.0	1.0	0.38146746295835493	0.11693011062698434	0.05089006189753122	0.004562664109091519	0.29122304950616873	0.0	0.15011782395771547	0.0	-0.11394168366038526	0.0	0.734884464917842	0.0	0.04209904297239773	0.0	0.3491802937947696	0.0	0.11947890825912279	0.0	1.0840647587126115	0.0	0.11181627833012546	0.0	0.3503075353700999	0.0	0.11973447522400947	0.0	1.0851920002879418	0.0	0.11208931768004098	0.0	83.11640981008883	0.0	-2.0089187467763594	0.0	1.0366288563106323	0.045834428583206355	-0.016819865223638448	0.002351748156159559	0.3017443913927902	0.04583442858320647	0.045369469461263225	0.0008963864094160416	1.0292184133669626	0.0	-0.05149604225208323	0.0	0.29433394844912075	0.0	0.06651444795546403	0.0	0.719317074181002	0.025817162366875545	2.5540291005340454	0.34109615978265545
165	1.2087761327045303	0.0	0.004664630792692986	0.0	3.0	0.6194287062226183	0.18807278085778806	0.034189434697228314	0.001478980825840904	0.3519409687662607	0.0	0.04812303143344961	0.0	-0.2577386394802897	0.0	0.9412423236094526	0.0	0.031616621708340995	0.0	-1.0565475087740286	0.0	2.2091061535445062	0.0	-0.11530518516457612	0.0	2.208879894168073	0.0	-1.398979747426295	0.0	5.120327531430501	0.0	-0.4577374238168425	0.0	5.120229918505313	0.0	103.6806914851493	0.0	-19.154238995339554	0.0	1.57833996780987	0.13318542763339047	-0.1755244133078833	0.03263211246944307	0.6370976442004174	0.1331854276333904	0.1784077301778025	0.032148454650456966	1.6340306156541733	0.0	-0.2664633354858445	0.0	0.6927882920447206	0.0	0.26833248019293165	0.0	0.5861250762166864	0.04087052876113106	1.250838973567068	0.04266617231321537
166	9.452489835748018	0.0	0.024412114182444534	0.0	1.0	0.06325989916468536	0.0	0.014376258488167546	0.0	0.26537772538322757	0.0	0.09616868696956225	0.0	0.15056834046334688	0.0	0.52686327330609	0.0	0.0	0.0	-0.06052010786563605	0.0	0.16578610499402424	0.0	0.46634316544045396	0.0	0.16578610499402424	0.0	0.6970890006760738	0.0	0.15023368993550124	0.0	1.2239522739821638	0.0	0.15023368993550124	0.0	177.69551785448758	0.0	1.8299669041254134	0.0	1.0809134791539114	0.0	0.005087107256119517	0.0	0.5540502058478215	0.0	0.005087107256119517	0.0	5.098892270058402	0.0	0.4297039523434802	0.0	4.572028996752311	0.0	0.4297039523434802	0.0	0.5515268856319548	0.0	1.0	0.0
167	2.669731814945669	0.0	0.010924917662302686	0.0	3.0	0.22575433109350362	0.0903358516138207	0.027976029953789002	0.003213582823794096	0.16305276019576634	0.0	0.0524079385000828	0.0	-0.02631592218006579	0.0	0.9881769861556172	0.0	0.022039525949211995	0.0	0.2651681864043204	0.0	0.11058545147254868	0.0	1.2533451725599376	0.0	0.10836697547371815	0.0	0.3531188015094855	0.0	0.13018818641123842	0.0	1.3412957876651026	0.0	0.12830909233948065	0.0	124.30855633628863	0.0	4.432291991465547	0.0	1.4771123567402036	0.06524114319629433	0.02280442521376244	0.0028691414806157633	0.4889353705845862	0.0652411431962944	0.031754797862825875	0.002086854562853571	1.554610522945987	0.0	0.030095240947167045	0.0	0.5664335367903699	0.0	0.03730233547291682	0.0	0.4136443657201971	0.040959247762900455	1.3180690507085349	0.04308544357218951
168	0.858707226761525	0.0	0.0034995094066944663	0.0	0.0	0.7306889151837263	0.23156318162892453	0.07494809615572917	0.002526100852792499	0.3454040529258289	0.0	0.12060059816599271	0.0	-0.16969656221047277	0.0	0.7208639372390097	0.0	0.0726483571329445	0.0	0.3635518871689322	0.0	0.12695184459253556	0.0	1.0844158244079418	0.0	0.10411045601346416	0.0	0.42320423934885093	0.0	0.1390966913173839	0.0	1.1440681765878606	0.0	0.1186174765425725	0.0																								
169	8.770177688708456	0.0	0.03690029470694893	0.0	1.0	-0.19302236254337535	0.011438001816579526	0.1995105026941328	0.00480255602383021	0.08264405375310949	0.0	0.1994004400330541	0.0	0.08250229824793578	0.0	1.1918309419775612	0.0	0.18581105674190698	0.0	-0.4517234657464573	0.0	0.5607728727058151	0.0	0.740107476231104	0.0	0.5290940048376924	0.0	-0.18925015385660415	0.0	0.26619437278907704	0.0	1.0025807881209572	0.0	0.19061399554341737	0.0	102.04862065642577	0.0	-21.104368412352372	0.0	1.3639539861098857	0.0032761398651973066	-0.05982090393725028	0.0020328762598828052	0.17212304413232438	0.0032761398651972966	0.19520958710523462	0.0006263164651767205	1.4935434176013371	0.0	-0.09843520750844036	0.0	0.3017124756237759	0.0	0.2102741992845862	0.0	0.8524273646329754	0.0001886888659733771	1.203483910885719	0.01041090762363907
