Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast	Rating	Comment
181	G034.5407+00.0597	18	54	9.06	+	1	27	32.3	T		N		4.1	265	16.22	12.18	3.7	I	7.2416503079970385	3.62837910785853	259.0403458132093	-5.959654186790715	3.498413847397924	0.6954003984991801	7.823360766388762	2.659955671548143	8.67081218993656	0.0	nan	nan	6.39996690608632	-2.265334968656532	nan	nan	0.0	141.0	9.916115011276249	1.2495729712667467	-6.849189534064354	8.0987625053311	11.822549476399217	0.7024205031598879	0.0027695742832892466	1	way too small
182	G034.5572-00.1338	18	54	52.08	+	1	23	7.4	T		N		10.8	15	13.78	10.36	3.13	I																										0	missing
183	G034.7527-00.2934	18	55	48.03	+	1	29	11.6	T		N		16.8	310	13.96	11.35	2.38	I	12.053489136403478	1.5615706519743648	309.1960936951875	-0.8039063048124717	109.61045131859808	0.932376802433429	27.48426857726017	2.2836641170535805	20.49405328993703	1.6045394760683354	96.19109913199134	-71.8989282092526	74.43699558239842	-37.29348855254858	154.89504963510626	-178.27412248721677	17.838197975070514	113.26597560086681	28.27466076668803	36.97597506618018	4.973265746559868	32.002709319620315	9.455630201130944	28.750944591867704	0.13382264430238547	3	
184	G034.7879-00.1134	18	55	13.07	+	1	36	0.0	T		N		10.1	70	13.64	10.86	2.54	I	18.525635288806992	0.30490939747414425	14.208764430544543	-55.79123556945546	24.47253942296761	0.7316887132580575	29.672423842097032	0.5605684292206685	22.85416625252239	2.4780432610562975	90.6247121338863	-123.77950725846915	51.53757797098491	-24.680789227091054	174.05792357402453	-123.77950725846915	13.05281982831575	89.27358481564876	78.27542547786445	80.12045947934018	11.87636265566681	68.24409682367337	8.238544461135602	12.349262142911122	0.051600389140402894	2	too small
185	G034.8307-00.5197	18	56	45.01	+	1	27	9.2	T		N		15.2	290	13.94	11.61	2.13	I	13.500734803420265	0.4546041266056742	290.14991772474133	0.14991772474132858	49.6195474980759	0.8878156806272696	24.95153044247478	1.7722324642715817	37.87347703685825	7.172292757290303	97.38314427181126	-109.53377698375519	61.69564471051217	-58.6972107650127	160.0466500564429	-121.77511208598247	-2.7349663190670754	145.16269472716763	31.142129363081615	31.717657299707593	3.8416842016061885	27.875973098101404	11.168194614212922	17.14760254951422	0.07658786468763136	3	
186	G034.8716-00.0879	18	55	17.04	+	1	41	10.0	T		N		20.7	230	6.47	4.45	1.84	FB	18.820943981628876	0.5949685502038946	212.36800215525733	-17.63199784474267	35.319710347294695	0.649894385825064	51.458531691464984	9.40831708159344	26.358271523406426	1.4891858080075222	64.41914470940492	-98.21409263657625	43.04392233807482	-63.01019541011286	112.36592947759476	-152.86135192129558	-11.091414414894441	151.7338240970154	32.33203092056723	42.95681173030749	-3.815071917558555	46.77188364786605	18.447487639479515	70.59536679086767	0.2421611550472703	4	
187	G034.9306-00.1331	18	55	33.05	+	1	43	4.8	T		N		6.1	90	10.66	9.27	1.26	FB	15.196810848046958	1.7751646999529676	33.90229380466548	-56.09770619533452	13.625362643517459	1.023365410451178	16.565534376231472	1.545993550171895	15.836511879619305	1.5335995870864836	123.42205262313348	-93.9882111015117	57.02820883503463	-47.147780141409186	123.42205262313348	-142.93735106266234	11.320659062112268	186.9010745547707	38.81950570464364	44.002223592756955	9.849226350828005	34.15299724192895	23.166485604630928	10.447319653408103	0.042780168140675236	1	too small
188	G035.2498-00.1614	18	56	14.06	+	1	59	20.8	T		N		4.0	18	13.71	10.93	2.54	I	8.295790987368468	0.8957641909513661	16.632275172223622	-1.367724827776378	31.810629185513264	1.239045628265299	10.730267122355393	0.7058907659996417	7.429872935829949	1.5330553196492476	nan	nan	117.0242101625492	-56.02593432208067	nan	nan	0.0	141.0	14.423335497264961	33.05200425407146	7.98079315495651	25.071211099114954	7.5840502387135125	0.16616083609872773	0.0006672929138202305	2	way too small
189	G035.2895-00.4783	18	57	26.06	+	1	52	47.3	T		N		11.1	110	8.01	5.94	1.89	I	15.259088434498986	0.4363397471679778	111.1398184252365	1.1398184252364985	97.0892424932109	1.8102513367033863	18.594779888642186	0.3705343285111621	18.557046131199677	0.6082361264610388	122.80446841631093	-64.90795609066313	42.854361376174836	-40.68247106614302	135.95332928990683	-175.4609453750221	16.630999729033526	134.746095012661	45.0774628760546	38.64838044229267	5.349353189517684	33.299027252774984	7.612191755508349	14.804928157247955	0.06568159844131151	3	
190	G035.3342-00.1143	18	56	13.07	+	2	5	8.5	T		N		3.8	241	11.3	9.83	1.34	I	4.483096327108484	2.4707031553051846	236.19252374259128	-4.807476257408723	2.5382484160876033	0.5014499351694904	7.3297684296434955	1.8258042058962605	8.367387983303072	1.0206679073429048	nan	nan	19.05584027354172	-2.4991772787374487	nan	nan	0.0	141.0	10.697490047170193	1.2027176449306682	-3.8898906616110764	5.092608306541745	1.1277387148680296	-0.8870390031128172	-0.0035574232557006253	1	way too small
191	G035.3454+00.0083	18	55	48.08	+	4	9	5.8	T		N		11.5	257	12.96	10.89	1.89	I	34.13355200100598	0.3263069236950913	249.722100839333	-7.277899160667005	30.569284642506094	0.29133477835927024	nan	nan	nan	nan	178.2351208366054	-124.42482308139788	178.2351208366054	-21.973125510489126	178.2351208366054	-124.42482308139788	99.37945094243867	153.67159872850735	66.68197711702362	75.44090825373272	15.465451439649541	59.97545681408317	38.290002467383836	2.272768834421436	0.010768755875640473	0	missing
192	G035.5199-00.8758	18	59	16.08	+	1	54	11.6	T		N	C	22.2	25	13.58	11.57	1.83	I	25.806141472590447	0.34067441595115866	18.60781458452989	-6.392185415470109	69.53441136200126	0.711082702255609	38.06102911194088	1.8143462360548184	46.60261625527063	2.9440463361290954	111.00655856386507	-94.88480905702784	64.14769706725822	-35.24397902869481	134.9451106683145	-121.39233830691995	9.45382225343994	240.27999741356751	74.33226557589418	0.5808620430135427	-25.624856679192714	26.205718722206257	27.027279329305284	-46.004389149699435	-0.1579945917451547	4	
193	G035.5959-00.0288	18	56	24.02	+	2	21	27.3	T		Y		10.7	235	13.5	11.13	2.16	FB	9.196960234829053	0.400451988718574	251.96414013258504	16.964140132585044	19.547892764662844	0.6421542367308548	15.462923900477152	2.5412267530412334	25.08380152250201	2.6700271362953054	127.32846638998726	-88.06198195054563	91.67422195464258	-50.11732827217796	136.67946302169028	-170.27579828060863	18.709377893387092	179.38835638938664	28.52104573801538	27.03627932657826	3.340870481399474	23.695408845178786	8.348920695456425	562.153528125753	0.8112580128595553	3	
194	G035.8210-00.4463	18	58	17.01	+	2	21	33.3	T		Y		6.1	30	13.5	11.89	1.47	I																										3	
195	G036.0914-00.2843	18	58	13.01	+	2	40	54.4	T		N		3.8	220	11.09	10.48	0.55	I	6.604623213215677	3.215445538511468	228.36762695430494	8.367626954304939	3.061784889906345	0.6497983539624484	5.518797773768459	1.2095579010869124	7.6072183972746	1.3833591865571135	nan	nan	74.61023064988882	-65.5984073553966	nan	nan	0.0	141.0	9.566940365165168	22.53161000546937	0.9422209892123412	21.58938901625703	9.81903615689947	-0.07451163866404115	-0.00030508119776158544	1	way too small
196	G036.1893-00.1705	18	57	59.06	+	2	49	15.1	T		N		15.9	260	11.88	10.28	1.46	I	10.799109567339595	0.5427374217836052	286.00964765169283	26.00964765169283	15.66194168667559	0.6861875571539932	18.84542301957215	2.1651713650098565	23.579466755919686	2.227129875382272	120.60388642535565	-104.30406781489123	78.19837912661035	-68.80881635518045	131.8746277502697	-166.52092726606386	5.189666877006412	240.35105764770893	40.32814927724651	40.224152696648964	10.506430618761584	29.71772207788738	12.093593987277853	24.229509350369817	0.09283136680177927	3	
197	G036.2865+00.7233	18	54	59.0	+	3	18	54.9	T		Y		16.4	345	9.53	8.35	1.07	FB	16.903985357352703	0.18351874435114368	326.25179018734804	-18.748209812651965	31.316787382850386	0.7889244582133776	35.204679660875414	3.1367766148075664	30.23154529104394	2.3775365732540603	97.81680535211399	-116.1612726100519	49.921465081172755	-81.98029018149839	122.52944407065502	-120.93599181973576	-12.62702758704364	634.9384603329283	46.06901697013037	42.33761410400035	4.237354180651863	38.10025992334849	13.677363393998633	308.6609693097213	0.8850070695395005	4	
198	G036.3971+00.0455	18	57	36.01	+	3	6	15.6	T		N		6.4	110	14.31	11.77	2.32	FH	11.258442520996773	1.156049085256538	102.22435421734015	-7.775645782659851	19.592516134900528	1.1892570759831298	15.533188524084188	1.1353349646040531	12.525353818607623	0.7253298611791476	130.77237330837838	-114.04641308995366	61.13680837341235	-41.97676481456314	nan	nan	0.0	141.0	34.16115453998309	11.747448695649908	-5.272930382827401	17.02037907847731	7.770313670407827	11.851676047915614	0.04574046790212638	2	too small
199	G037.1750-00.4461	19	0	46.07	+	3	34	17.8	T		N	C	20.9	140	12.72	10.38	2.14	I	27.255433001962487	0.9446104954519556	174.1663484324074	34.1663484324074	35.47563654333204	0.937354676881199	29.820608509592983	2.3221454666192725	52.90905144471185	2.666132424683578	86.49387650281798	-80.94461223350089	34.6062654648228	-45.5610055777734	163.6774736207758	-174.35193419146634	-1.0148125662600829	124.37919367618427	40.96617620696072	40.85292220599239	-7.214960860709667	48.06788306670206	27.37508272796256	43.95928679349526	0.1855115564127034	3	
200	G037.2793-00.7766	19	2	8.09	+	3	30	47.3	T		N		9.3	260	9.2	8.67	0.47	I																										0	missing
201	G037.2933+00.6703	18	57	0.09	+	4	11	12.9	T		N		7.6	110	10.04	8.95	0.99	I	17.53487563728254	0.44475462019412826	140.86323975853526	30.863239758535258	22.698775536097234	0.7684649876612214	16.17722852285444	0.8991474674089175	20.76312584764282	1.4535693938982814	113.21739310841264	-103.10195372425432	54.44644070840968	-57.737356339838165	nan	nan	0.0	141.0	33.323275343334025	35.712752168630175	-2.576580592083694	38.28933276071387	16.12153991367624	20.537936548089764	0.08597956592229289	2	too small
202	G037.6235+00.3532	18	58	45.0	+	4	20	9.2	T		N		14.9	300	15.08	11.82	2.98	I	12.517399851464404	0.23995420751098262	298.1108117137725	-1.8891882862275224	54.42318782502879	0.7118235629518282	35.38232835709817	10.319179326392836	26.72986617049947	2.7386223417586346	114.37129151103099	-86.99136016777061	69.9124769641428	-48.78459179863708	162.53680093218338	-176.85768679481453	15.10790654672115	149.3210158587537	26.146006161067344	23.363955474144554	0.6633530461533752	22.70060242799118	11.918880610327587	7.9187897615144465	0.03429315935366116	3	
203	G037.6443+00.3027	18	58	58.01	+	4	19	52.7	T		N		4.2	25	9.89	9.08	0.73	I																										0	missing
204	G037.6475-00.3821	19	1	25.0	+	4	1	15.7	T		N		4.1	248	14.91	11.51	3.11	I	4.202355464096298	1.5306773658272896	174.56557299285996	-73.43442700714004	5.036532815964282	1.0731537425403217	4.969190973603623	0.17771202471445946	6.067835991075229	1.7162158689731228	nan	nan	105.35406150414042	-80.21602440032748	nan	nan	0.0	141.0	2.762411724432376e-38	16.59928952629844	3.4533202559616694	13.145969270336769	6.870970471941013	0.03547806210476275	0.00015681650754633623	2	too small
205	G037.7584+00.1233	18	59	49.01	+	4	21	2.9	T		N		5.5	225	13.48	11.24	2.04	FH	4.958675178045498	1.4608616935134529	237.12098460193147	12.120984601931468	23.364069197702914	1.0585781436586692	6.699248637843647	2.025086338533992	9.715675802595815	2.2800368012125505	nan	nan	76.39060019326843	-95.79896530389212	nan	nan	0.0	141.0	9.529442268327623	16.53026953545797	1.3456730583061596	15.184596477151807	6.8521856067334665	0.5079298484868551	0.0021025060999765566	1	way too small
206	G037.9798-00.2701	19	1	37.07	+	4	22	3.9	T		N		8.1	355	14.82	12.09	2.49	I																										3	
207	G038.0177-00.3971	19	2	9.0	+	4	20	45.9	T		Y	C	5.4	90	10.97	10.0	0.88	I	6.638068301989174	2.064102272434514	67.38371446654591	-22.61628553345409	9.931710310116857	1.254463933157932	14.650817055100477	1.08442077143053	5.627822929163614	0.6607707708227989	135.46993471739935	-73.77157195860028	116.82104826650914	-68.7268822309043	135.46993471739935	-176.89855302327896	49.66939369175364	114.52298319079793	11.109411520828818	28.87500375237311	5.0292438713654235	23.845759881007687	4.1514120549745535	6.836120083892645	0.020362832721164136	3	
208	G038.1254+00.1293	19	0	28.0	+	4	40	47.8	T		N		6.5	265	12.7	10.86	1.68	I																										2	too small
209	G038.1499+00.9112	18	57	43.0	+	5	3	32.3	T		N	C	24.0	305	7.89	7.22	0.6	I	17.105046061145018	0.8038479601583735	276.65997421995775	-28.340025780042254	30.379469290526536	0.7610395731021881	35.47275387214595	2.750881316107683	21.324592158426164	1.7708294155592263	101.55964981956743	-115.16782025571658	73.60488607029896	-63.658022784326846	177.0519848168274	-140.00724218869664	-6.719074067739284	217.72433844103819	47.33961619155801	46.86113793632455	4.916974243886962	41.944163692437584	16.584280668252212	17.341969095646053	0.07877763616509488	3	
210	G038.2354+00.3249	18	59	58.04	+	4	52	1.9	T		N		2.5	50	12.46	10.77	1.54	I	5.597058872447292	0.5450483570819755	62.02573264869294	12.025732648692937	4.788662413839721	0.8800482822054934	5.845295852742097	1.889197193443881	5.5393699696296395	0.9121848254620963	121.29336463423735	-53.713809009119586	81.49238579377524	-10.900894746047967	149.55783359475575	-65.36052643790794	0.0	141.0	11.818323695445804	17.60426168782916	2.656216072475189	14.94804561535397	6.086626656911633	0.44911749599666556	0.0020594850530057077	1	way too small
211	G038.9414-00.7446	18	5	5.03	+	5	0	17.8	T		N		6.6	100	11.7	10.85	0.77	FB																										1	too small
212	G039.0925-00.6915	18	5	10.07	+	5	9	48.8	T		N		19.1	115	9.07	8.77	0.26	I	51.57513104274017	0.7870517202410335	141.09132586948704	26.091325869487036	67.7764134377935	1.8376730089745772	57.15904251255383	0.039686937026260694	38.82367483860894	15.090851318250253	127.87428618299467	-19.120086464133664	2.059358781727724	-14.870582113540948	127.87428618299467	-122.28078670959394	78.21742997757	131.1650082694744	116.97512244000413	20.85330975468971	-41.72610788654192	62.57941764123163	64.72360283798831	0.05448315828440282	0.00034743626108198645	1	a mess
213	G039.1574-00.0317	19	2	56.05	+	5	31	25.6	T		N		7.1	231	14.29	11.56	2.49	I	5.848988487670534	1.5039905822835764	229.59836789628005	-1.4016321037199475	2.433303091098469	0.869423342222728	6.9135847631230956	1.2036319304874792	11.242899668095745	2.098606225392918	nan	nan	71.39610330843607	-100.32225691643703	nan	nan	0.0	141.0	4.805601458510092	21.47629952571866	1.438024610256324	20.038274915462335	6.604648562883384	-0.22791499685701264	-0.0009989742474294592	2	too small
