Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
11	G005.5941+00.7335	17	55	36.02	-	23	45	21.8	T		N		7.6	350	9.78	9.22	0.5	I	5.932271096528715	1.9186078124708543	346.0826498382855	-3.9173501617145234	17.598691452140905	1.767037862220987	11.210680974712108	2.0551553677041685	10.380044553731475	1.9139900725478265	132.94409479485424	-123.26900735130715	88.64815079016398	-65.31953698051353	142.40171995391785	-143.62645199882792	3.504614491558101	676.9951609083842	10.847257721520066	22.383396038857768	10.823613308935613	-1.1741172788167997	-0.0030962598406718035	2	too small
12	G005.6985-00.6350	18	1	6.02	-	24	21	34.4	T		N		20.8	180	11.56	9.11	2.24	I	18.520365134368824	5.5105003404930875	189.6262643327573	9.626264332757302	41.018855898008916	3.9323409821498565	26.265972497237936	2.7814826572482927	21.857032673742665	4.716676807265512	134.2321455418977	-130.86296344850354	74.64661062455414	-51.090435766645925	140.5669825248931	-165.92863185513158	11.614668526379363	163.01573577789313	34.347438724372736	35.73897247348111	20.8088431309451	15.065992067390727	0.03997200140844294	3	
13	G006.2812+23.5877	16	37	9.54	-	10	34	1.5	V88	Zeta Oph	-		299.0	30	2.59		-99.0	I	273.1668903212926	22.44918462269067	22.993224392462455	-7.006775607537545	883.5779286775603	16.808719051714515	705.1469352456504	68.13958597428747	501.8996066045643	58.16209852585609	68.547071430073	-79.76680695856868	61.06635555257711	-18.459622087858357	74.3242628429655	-104.29731404309217	-0.12245004923752219	163.96292875649723	166.1646656967156	143.95726244230204	251.88415908031166	64.78939579690513	0.2552545831180107	5	
14	G006.2977-00.2012	18	0	40.59	-	23	36	50.7	T		N	C	24.0	210	13.07	12.16	0.82	H	23.28362878744758	1.1187572340120147	197.16270057277916	-12.837299427220842	23.699558751659513	2.614823155741432	28.222417227127874	5.069554476573266	29.498693293845747	2.491034944807518	97.46563080915706	-96.31886540472952	41.832703029197575	-63.00560527758938	132.29040239217596	-131.7770054657085	-2.3362085932723393	184.18262321139682	24.333979177445713	59.180327478505234	32.982273328807054	9.667043163248573	0.024676240645024626	3	
15	G006.3600-00.1846	18	0	44.92	-	23	33	6.3	T		N		5.5	110	9.32	9.11	0.18	I																								0	missing
16	G006.8933+00.0743	18	0	55.27	-	22	57	36.9	T		N	C	29.0	65	8.73	8.36	0.33	I	34.03441801630773	2.9222576870762262	56.103429277324594	-8.896570722675406	72.43518144747648	2.3650583212886653	66.47019965448794	9.758758188324752	52.521457381233226	2.4088238220409353	56.472169649553265	-96.32512518140697	27.520591433714344	-62.377453671983055	75.38850201019957	-119.70684430978963	-22.216063554053104	131.94385132530434	63.54884631554772	42.286929808457415	23.90261467511345	43.281619392465814	0.11418849205803853	4	
17	G007.5265-00.2652	18	3	33.49	-	22	34	38.3	T		N		4.1	350	9.06	8.11	0.86	I	6.228284486482883	2.8751988222492724	346.0243134100318	-3.975686589968177	23.567016807645743	1.9759949415608726	7.732702615181622	2.876517316148933	6.8340935760048955	2.40355622122326	nan	nan	6.617728051172264	-107.72506535115153	nan	nan	0.0	141.0	7.902838903971765	20.79192137770608	9.947448223835703	0.1968297124690443	0.000528163633664114	1	too small
18	G008.3690+00.0239	18	4	15.53	-	21	42	5.3	T		N	C	27.0	50	9.07	8.3	0.69	I	27.057143968336973	1.4623306647474197	40.15935404540467	-9.840645954595331	41.43706712664708	1.4582915293038092	48.56728385932002	4.190327191738376	44.852181447290555	4.074293049151914	76.7013030874769	-83.71571351584612	53.74713705109971	-53.35704334263551	103.00547110715883	-112.50450955309731	-2.9070163555504553	166.952225643398	40.148039904977395	43.12474677801293	24.75667339841429	64.12350607938488	0.16282019356952337	5	excellent
19	G009.0177+00.1410	18	5	11.21	-	21	4	43.3	T		N		9.1	290	8.85	8.41	0.39	I	10.262055820009582	1.8911927328105982	287.8368332749945	-2.16316672500551	14.670614421371184	1.5559911530989587	14.703894967056995	2.6018196769322053	14.365359213096632	1.704571243751982	105.91523688001115	-102.28285805601678	64.77996949754686	-63.569425600501575	130.6653984577315	-146.481638982926	1.3392251718222545	237.8916259120284	16.33097741483609	29.13329749341499	6.6195397911763525	2.718980999681369	0.007574947813762812	3	small
20	G009.6852-00.2025	18	7	51.86	-	20	39	48.8	T		N		8.3	335	10.92	9.69	1.12	I	11.421870041610273	1.618512182388168	320.8539768590086	-14.146023140991417	13.503004175860465	1.7931037160547565	14.63642517306946	1.6787009710236136	14.643065607017528	2.327073975269538	100.09903674571996	-99.60171587997661	52.11278136807539	-71.3922256722118	152.1502065097913	-142.58623334691094	-4.028978097823061	187.79904520218463	21.24805282532074	30.155124987273975	8.229594562078494	3.5642070905769385	0.010027074877679254	3	small
21	G010.1395-00.0350	18	8	10.89	-	20	11	6.4	T		N		10.0	20	10.34	9.58	0.69	FH	12.662674821894184	2.7427469194521548	27.6847298111216	7.684729811121599	18.928174196804527	1.825305301263413	15.44226057381249	2.085000861671749	23.531891974465605	5.188827936639174	118.6188210808979	-84.72521670521178	65.1137935829765	-53.59138018305896	131.41857659002963	-115.95995141919457	14.332338779524823	216.15665397024964	30.342364631551433	30.426296989497324	9.345492864666863	18.05058256414644	0.04849543466411666	3	small
22	G010.1641-00.0380	18	8	14.61	-	20	9	54.2	T		N		4.9	90	14.08	12.09	1.81	FH	10.122498115698177	3.4628899156082076	99.07392816204407	9.07392816204407	4.279664825586459	1.5970365876879018	8.951574165359824	1.8197646732855577	7.6835031884782135	2.646518711847748	167.38211453821225	-143.97109842956405	6.19334515222846	-143.97109842956405	167.38211453821225	-143.97109842956405	-29.07409290514953	272.2876796251124	16.54694598053878	30.2500126262196	5.875923361051073	3.22175908569921	0.008584062486671056	1	too small
23	G010.2414-00.5411	18	10	14.55	-	20	20	10.3	T		N		5.6	245	11.64	10.23	1.28	FH	5.670329137521137	2.4068084359005053	243.94230177877893	-1.0576982212210737	11.788488220779266	1.5331464445774876	9.50324777724659	2.370661123288102	9.197218412882242	1.8367557949670588	114.842860876663	-119.42962870306948	42.44946699762164	-82.02982257426461	nan	nan	0.0	141.0	12.381245598328595	22.183389784442177	5.357209518449314	1.8538884998536749	0.00512133024175774	2	too small, Rc too big
24	G010.3576+00.1878	18	7	48.21	-	19	53	10.4	T		N		6.1	165	11.07	9.76	1.19	I	6.518308260640348	2.5301684869813945	166.78155183072016	1.7815518307201614	50.50648339710045	2.010914428314609	9.498214942175995	1.5974459996143258	10.158205666700518	2.3939061046290333	130.49915478254786	-124.89152351259808	91.55933391699881	-77.96406293618034	nan	nan	0.0	141.0	14.637266347007072	28.69860645268819	4.53466305417683	1.1595385248369698	0.0030721551703919996	0	missing
25	G010.5863-00.4140	18	10	30.9	-	19	58	39.4	T		Y		7.8	35	12.94	10.29	2.42	FB	9.748211947138568	1.1197256085117206	41.67880316322187	6.678803163221872	12.905652908762676	1.760556406269656	14.096280083611184	2.18415682552021	15.463596144803772	1.1256140589086683	114.9691161013566	-103.80583010878513	71.01110485948186	-53.10178770388768	nan	nan	0.0	141.0	28.80064256484042	28.28142308786622	8.8794146012333	331.96560168500264	0.518039621712989	2	too small
26	G011.0709-00.5437	18	11	59.42	-	19	36	55.4	T		N		8.2	30	8.98	8.76	0.19	I	9.088043407146975	1.9199887635923765	40.545764054118756	10.545764054118756	12.907542369397984	1.804912155821196	12.887054622345248	1.8947075339717707	12.845640357060187	1.410641226444448	94.0419693550906	-91.01075770536585	49.752612645620516	-67.95600535686276	104.03123995363379	-119.79598772799483	0.0	141.0	24.24816960542318	29.67741784304092	7.944608414809441	4.363647156566406	0.012771909999564056	2	too small
27	G011.1189-00.5784	18	12	13.06	-	19	35	23.9	T		N		6.3	60	8.89	8.8	0.07	I	5.896839320866785	3.2907244317762703	110.58949163432779	50.589491634327786	5.350067117562246	2.068785768954375	10.711025971716438	1.4096276847218445	7.5467895062791435	3.264033077225331	115.88376992290262	-105.12008146572316	73.38716181028468	-34.35456301170207	nan	nan	0.0	141.0	12.347029080831227	28.30817118713603	5.406762527016779	1.2428016262472457	0.00359802150268546	1	way too small
28	G011.6548+00.4943	18	9	20.03	-	18	36	11.5	T		N		13.4	125	9.17	8.57	0.54	I	14.858177195475868	1.2126123037722558	124.81929311565555	-0.18070688434444548	22.02583146408575	1.3966172828840577	23.7005487877082	3.0100551530657977	24.075276955633793	3.9711605299058212	112.914477173351	-92.19749085662176	76.78629854763776	-40.46785818669265	130.721221430946	-121.235189656492	14.993182654836112	265.54733101745376	30.242163641348796	33.56798461579321	12.62428721286458	20.688897533779024	0.06052660843257789	3	
29	G011.9160+00.7043	18	9	5.53	-	18	16	22.7	T		Y		9.2	85	11.88	11.21	0.6	I	4.261366215639987	1.2195163164915614	85.99746563009604	0.9974656300960447	9.098277990853111	1.532031584498724	9.14020107681394	2.900349778487603	9.480991650757833	4.357225671495691	176.72234749994925	-176.80227343144787	124.03805033377913	-112.25083936967098	176.72234749994925	-176.80227343144787	-17.550247838175	174.23652335031764	3.87278937063634	17.926871535909466	5.233899404834174	-0.13445479346845582	-0.00036297075812727916	2	too small
30	G011.9346+00.7785	18	8	51.41	-	18	13	14.8	T		N		4.7	175	12.16	10.39	1.61	FH	12.034847691496479	2.014280393291329	145.09781896784526	-29.902181032154743	10.920683447692973	2.027859645548155	9.63342205746932	2.118225787499917	10.577114970914213	2.9600096818412904	111.6060340329521	nan	39.420673244815276	-69.98415221296531	nan	nan	0.0	141.0	51.009095787056346	1.2453612754655587	11.834121360018546	0.9478133738154333	0.0024838885574212737	1	bright nebula
31	G012.0200+00.8194	18	8	52.82	-	18	7	34.5	T		N		23.4	270	9.56	8.46	1.0	I	23.842250765109654	0.8437112443259949	273.36907245340745	3.3690724534074548	59.64289503442014	1.022138733248215	45.76155968820081	3.5310461619613296	40.854418841386725	3.025311655496761	67.56549721140851	-65.85928561043005	44.25334330047451	-40.35553507571228	80.17043290693141	-91.36476881445796	-0.3476710248088877	102.62599412802979	49.69415544101793	1.3626008773797729	22.97692801516119	7.687366108709251	0.023330757191072228	3	
32	G012.3407-00.3949	18	14	0.85	-	18	25	47.3	T		N	C	7.1	20	10.05	9.72	0.29	I																								0	missing
33	G012.3661-00.1518	18	13	9.96	-	18	17	27.9	T		Y	C	13.1	55	12.34	9.88	2.25	I	16.18566421881096	2.44565009705274	48.91672737309028	-6.083272626909718	19.486937424975935	2.065991570102799	18.185176119026274	2.373458571546184	21.66320300337657	4.641668809432085	103.84245441743158	-97.78062214751208	53.179375457529744	-59.097312453157656	175.25105644866164	-173.6777582802663	-0.6583261057608927	127.89384167346375	30.394674064029335	0.6861963197550551	11.786719188091647	18.383632067638086	0.052210596817253714	3	
34	G012.6748+00.6519	18	10	49.61	-	17	38	2.5	T		N	C	4.1	335	9.83	9.12	0.64	FH																								0	missing
35	G012.6765+00.6898	18	10	41.45	-	17	36	51.3	T		N		10.7	20	10.03	9.61	0.37	FH	11.515557643644133	2.16201188479546	32.39523080742191	12.39523080742191	19.723581178960682	1.7361003782454878	15.370370556677678	1.8059622074530723	21.248576070143464	4.134917222490016	112.38327787781594	-89.06607591428974	67.77904500038085	-65.12503427387287	172.29470280798427	-167.12353625809783	5.664526260338119	167.604352466083	27.566045085863298	29.604328565364252	9.098697116585216	24.079240279312714	0.0674080950450784	3	
36	G012.8263-00.1278	18	14	0.28	-	17	52	32.1	T		Y		7.5	355	10.46	9.63	0.75	I	9.179356990022756	3.5816377396929067	0.36579883827045523	5.36579883827045	12.456450359801776	1.7385829505254873	10.46841926698973	2.528257033232009	10.884259772003952	2.4599293832712323	146.3213467630389	-130.9991241226564	73.2946224637916	-78.68734853790102	162.373192673281	-149.402261673442	0.20653686600093135	245.68784883889657	22.667938953513975	34.3704774905309	5.432700529060445	77.81329334538289	0.14504653058697117	3	
37	G013.0398-00.2281	18	14	48.21	-	17	44	9.6	T		N	C	5.8	95	10.63	10.0	0.57	I	10.89470318579243	3.5429403056965567	92.8152940203301	-2.1847059796699	11.932458473473988	1.9973559512055172	9.192479889128629	2.5510548315473365	11.33118470715586	2.6948021880347075	147.0064173251851	-157.212568234848	75.89622106958751	-72.38798280520774	147.0064173251851	-157.212568234848	7.455473736278954	243.60782966303114	38.50792025993047	38.59767982905113	5.9533903609316425	29.36841121390865	0.08480714450656267	2	too small
38	G013.2387+00.2138	18	13	34.47	-	17	21	0.0	T		N		5.1	255	12.7	10.59	1.92	I	6.320286155650638	1.9419194503041528	253.99842599107157	-1.0015740089284293	16.59233279357155	2.084180976504145	7.2056378140984965	1.8949226080744952	8.132823782050107	1.5970333968444226	107.8416553891413	nan	59.149864052637156	-51.746623446259065	nan	nan	0.0	141.0	12.548689078958464	22.673913411868376	4.432460345396941	2.455929189617009	0.0068999473633028245	1	too small
39	G013.4900+01.6618	18	8	46.51	-	16	25	56.9	T		12		73.0	260	7.8	6.94	0.78	I	74.48202037984045	4.100700008551632	250.47157181939858	-9.528428180601423	121.20019032440572	5.203754573349793	145.72276528559388	18.735307271373998	110.35502254183672	9.118659459137685	80.90906809742825	-116.17114753990484	74.4213616567655	-87.3481890514586	90.62267156703047	-128.22651409715604	-14.87951853181983	195.35921325945094	40.17663014027371	124.50482697945175	82.3460173112007	20.522076152850733	0.06563535847136093	5	
40	G013.5120+00.2378	18	14	2.03	-	17	5	54.8	T		N		7.5	185	10.38	9.46	0.83	I	9.993654403887133	1.7798811519239803	219.92375921487053	34.92375921487053	11.233490670779807	1.8178112208896144	12.256856069891535	1.7378700718188393	14.038553605542146	3.089108422483885	117.23448649428184	-103.81632027854185	60.14683981244548	-75.89693889120849	143.3159689148016	-132.52880024031117	3.810238622782496	400.81614875713564	19.960567337523354	35.97439991873145	8.584888161354327	4.07891584455992	0.011546229514427814	2	too small
41	G013.6983-00.1619	18	15	52.56	-	17	7	32.2	T		N	C	3.7	115	16.6	12.48	3.77	I	4.855626547911865	1.6961895213622404	120.67503220567464	5.67503220567464	10.035848161226573	1.4940282434778194	6.364458943453212	1.8549155611554695	6.744917793240377	1.6842198134647597	nan	nan	nan	-90.38054895273967	nan	nan	0.0	141.0	2.762411724432376e-38	1.8288270851064774	4.320666937538809	2.5900547616550007	0.006883903062447859	0	missing
42	G013.7085-00.2417	18	16	11.41	-	17	9	16.7	T		N	C	4.4	110		12.93	-99.0	I	4.630910321826207	1.7123060408803439	75.50043986337151	-34.49956013662849	4.977461436483274	1.666739273976034	7.010376230231538	2.213910854368211	6.034361700726513	2.540742754726441	nan	nan	95.31450473610596	-34.05145907918251	nan	nan	0.0	141.0	4.861630531678193	17.38578436274601	4.622509976611797	-0.3901525660098	-0.0009732527020241201	1	way too small
43	G013.7925-00.2591	18	16	25.29	-	17	5	20.5	T		N		6.8	75	9.15	8.87	0.24	I	5.972951263146765	1.5305620890149885	73.65537767608085	-1.344622323919154	20.05994847330508	1.8193037533705478	10.527442110600264	2.9802798159834283	9.858623467477193	2.199783999523527	nan	nan	84.20384132637352	-84.57507315885272	nan	nan	0.0	141.0	13.89100112764869	22.675482321282015	7.148209099897558	2.9057183248859513	0.007529662145290001	0	missing
44	G014.3151+00.1319	18	16	1.43	-	16	26	36.0	T		N		20.1	110	10.43	7.57	2.61	I	22.62367173889621	0.7530112080279245	102.90229100651335	-7.097708993486648	76.34938394165846	1.517978323432635	29.538694521084288	2.967780748459562	20.457267412920668	0.8657136893305128	61.39037883265863	-132.19383821134244	41.83691281050315	-48.23565582279313	151.60972177870417	-132.19383821134244	-97.78370144365856	388.3824582972627	25.322764754176617	26.422324384221106	21.614660183000154	78.85312219180062	0.19941438596333852	3	asymmetric
45	G014.3196-00.1376	18	17	1.31	-	16	34	3.2	T		Y	C	4.3	245	10.38	9.78	0.54	I	4.805992951329112	2.1317224669438524	241.62192764452587	-3.3780723554741314	18.99008527410381	1.5761334892455823	8.356626091802111	1.7738194693110287	7.446118793897051	1.9696981207492312	nan	nan	65.30221624036426	-87.19798048785202	nan	nan	0.0	141.0	1.5863095574065287	17.191632903258192	7.449160583060359	-0.6097855499591751	-0.0013513920297845497	0	missing
46	G014.4703-00.6427	18	19	10.6	-	16	40	27.0	T		Y		14.7	210	9.58	8.26	1.2	I	20.753595552468486	3.3192165778279015	237.27620311000086	27.276203110000864	23.387500971236975	2.399469763598139	26.144711495006803	2.3926567505067458	29.462453072172554	2.303108811053055	83.8245684665971	-106.36322959498555	46.89489049767354	-62.64038626481326	117.00243942279621	-125.60897714704565	-11.004171513834615	185.66770065969538	47.99611760539536	41.27305699949554	13.74078491516067	173.71055892800146	0.4284147641813101	3	
47	G014.5184+00.2255	18	16	5.05	-	16	13	11.9	T		N		9.9	10	9.85	8.8	0.95	I	6.352793100784751	1.405990237375887	38.80317465136662	28.803174651366618	11.625737568029354	1.73698403564128	11.660436827703414	3.243651152848289	11.6094205958211	2.6187436668145994	nan	-132.2901297930889	85.57681029655762	-46.92665497813232	nan	nan	0.0	141.0	12.840516504863015	21.029909749899435	4.682200415399054	-0.7129648066325097	-0.0019595683332452587	2	too small
48	G014.6202+00.8992	18	13	49.35	-	15	48	32.5	T		N	C	6.7	100	8.01	8.0	0.0	I	8.252299719083465	1.3869473699785253	93.70080171622403	-6.299198283775965	31.204763070112865	2.001318499091597	14.639889562842823	4.575863489458905	11.361353674915083	2.7631910699375646	nan	-139.27205242368848	91.1665737629746	-60.71087668870103	nan	nan	0.0	141.0	14.816323092169643	42.05437977506887	5.1088730107732205	0.6445358577503728	0.0020787574800425197	2	too small
49	G014.6528-00.3700	18	18	32.06	-	16	23	3.8	T		N		6.1	230	10.93	9.59	1.22	I	5.652047334789937	0.6702522561578249	218.25234827019463	-11.74765172980537	17.49351024216727	1.6532163410791392	10.484062678842161	3.6746888575458754	9.044068699093728	2.5804568571052457	nan	nan	59.423794073805425	-85.19731490042423	nan	nan	0.0	141.0	3.371536879763848	21.477931765585637	5.702641016534573	1.7256656443226797	0.0038410097976507556	2	too small
50	G014.6719-00.4770	18	18	57.91	-	16	25	5.5	T		Y		7.2	120	9.47	8.76	0.64	H	6.130718954783207	1.7179129749670867	113.18896490004767	-6.811035099952335	22.982454279777322	1.744974130551881	12.704560510072396	2.709982957187212	9.324543740603172	1.7350699026402707	143.31485157023002	-119.58490228751133	84.43652784786204	-51.86102547430133	nan	nan	0.0	141.0	16.178369745096703	12.96328144930039	7.038183276266493	43.232972948684136	0.08363224427203404	0	missing
51	G015.0749-00.6461	18	20	22.75	-	16	8	34.2	P08-S1		-		2.5	140	9.2	8.56	0.58	FH	5.182936347676597	1.837957138164755	153.83320367925896	13.833203679258958	7.751022622163477	0.965053642935414	4.871250536368691	1.5665797782033262	4.3119150554483765	2.0933983975460375	nan	nan	nan	nan	nan	nan	0.0	141.0	6.089950208520001	39.96670088692937	5.182936347676597	nan	nan	0	image has nans
52	G015.0812-00.6570	18	20	25.91	-	16	8	32.4	P08-S2		-		14.5	135	8.2	7.5	0.63	FH	43.28118815188795	0.20110902222742366	149.0214423594449	14.021442359444904	43.38238871211965	0.3401985725966805	43.18830248464996	0.3260170025658532	nan	nan	121.75147647817698	-176.84518434623203	121.75147647817698	-176.84518434623203	121.75147647817698	-176.84518434623203	0.0	141.0	50.855396078468345	345.1635691264579	43.28118815188795	nan	nan	0	image has nans
53	G015.1032-00.6489	18	20	26.71	-	16	7	9.1	P08-S3		-		6.07	150	9.29	8.18	1.01	FH	17.124980583004348	0.46380694372923836	140.93645254239706	-9.063547457602937	16.768332262933313	0.9902083633942974	17.046658470714227	0.7001959558164734	16.923202514228713	1.0391646589193202	138.12190039653086	-172.61773511013337	138.12190039653086	-172.61773511013337	138.12190039653086	-172.61773511013337	0.0	141.0	20.12185218503011	135.41204942241495	17.124980583004348	nan	nan	0	image has nans
54	G015.0813-00.6570	18	5	58.84	-	14	11	53.0	Pe12	HD165319	-	C	95.0	260	6.45	6.06	0.35	I	92.47306074547936	0.9243236580475315	277.6134617277734	17.613461727773426	118.53780565824066	3.171132457462624	127.18274593167573	14.346394855321991	146.47102536747641	23.50698996562384	84.78160017200656	-79.05678646794624	74.48566442491972	-17.105715723913363	133.93403056883022	-134.74121635285383	11.106718817693505	159.8334969815263	52.21570277513962	71.60649962313063	98.40398830176665	35.684492043481725	0.12335964332244594	5	
55	G015.2253+00.3578	18	16	59.88	-	15	32	6.8	T		N	C	18.0	260	11.58	10.47	1.01	I	16.622145704205465	1.000257482602075	251.23979141754145	-8.760208582458546	37.81812865896642	2.0849899166014145	35.25998643134402	1.8298436471595994	25.429165119298432	1.9485643374544341	96.13316992883102	-90.07525664718904	56.22877115917811	-42.04282018338944	120.88108572259767	-122.22263006402451	1.4577595271977484	393.15100474092105	29.932919020337984	30.508854443489227	14.478435179483645	5.489332193008668	0.017616273198975803	4	STAR
56	G015.2977+00.3178	18	17	17.22	-	15	29	25.8	T		N	C	28.0	20	8.95	8.58	0.33	I	31.201275477525446	1.453220888264149	346.7947807594438	-33.205219240556175	68.21328374763871	2.583943628618577	70.82474153011934	1.944800955598059	55.23160718304478	20.81789401668719	60.0549138436196	-88.28543525354468	33.78624682608	-63.52591709301629	96.19480184364164	-88.28543525354468	-20.47170760205896	910.5357194164707	36.60973577119199	43.8088215958704	31.33805749694175	7.855972827746774	0.02501732065700265	4	STAR
57	G015.3315-00.3692	18	19	52.02	-	15	47	9.4	T		Y		5.3	115	10.64	9.79	0.77	FH	8.129001361384983	1.5071128953806399	118.19737543819632	3.1973754381963175	20.723082279322597	2.213242593380261	8.611922487137772	1.9679463759533415	8.589679490469205	3.025583804191669	nan	-137.59235507748036	34.776831317998926	-58.86015041842967	nan	nan	0.0	141.0	21.09353613551255	24.007892802195443	6.053291164697158	41.60110477775664	0.10152356919026263	2	too small
58	G015.3322-00.2538	18	19	26.74	-	15	43	51.0	T		N		6.5	175	10.58	9.89	0.62	I	5.346046669969503	1.7488266847718652	163.8787727070675	-11.121227292932502	16.71327847461104	1.2242113926579394	11.715559812332703	2.541963437029527	8.49775935060312	0.9811069435224301	156.68698773726322	-158.68641069750643	10.81123089323819	-74.76786059809059	156.68698773726322	-158.68641069750643	7.706138160402642	201.9836108032357	12.845936037613807	24.89811421844089	8.489757268832665	3.679769762111536	0.008916827987042924	2	too small
