Seq	Peak24	E Peak24	Contrast	E Contrast	Rating	log Pi	E log Pi	e log Pi	E e log Pi	log Lam	E log Lam	e log Lam	E e log Lam	d log Lam	E d log Lam	log R0	E log R0	d log R0	E d log R0	log H	E log H	e log H	E e log H	log h	E log h	e log h	E e log h	log Hin	E log Hin	e log Hin	E e log Hin	log hin	E log hin	e log hin	E e log hin	breadth50	E breadth50	d_breadth50	E d_breadth50	log s	E log s	e log s	E e log s	log S	E log S	e log S	E e log S	log ss	E log ss	e log ss	E e log ss	log SS	E log SS	e log SS	E e log SS	core_bratio	E core_bratio	wing_bratio	E wing_bratio
14	46.23052344134016	0.0	0.64432988385857	0.0	4.0	0.011790877416127417	0.041766200581625036	0.02801262677721709	0.0016390800397731184	0.10419308294590794	0.0	0.03106100722876211	0.0	0.03593344490776554	0.0	1.4463070405145253	0.0	0.02023886765404274	0.0	-0.47513546250472105	0.0	0.08211957086512675	0.0	0.9711715780098045	0.0	0.07958650736874132	0.0	-0.5371181559811058	0.0	0.12673409377999614	0.0	0.9091888845334198	0.0	0.1251076287135161	0.0	63.01306596791281	0.0	-9.881877937580583	0.0	1.4902073968700762	0.00871612982056421	-0.06879369229891578	0.0023334610328387922	0.043900356355550424	0.008716129820564291	0.07171100916118518	0.0022399964446492386	1.4855190910269271	0.0	-0.06350022569081527	0.0	0.039212050512401266	0.0	0.06664750878091644	0.0	0.8172234676601081	0.0034135083428008975	1.8791931232203531	0.06705154494914481
15	15.723310744720953	0.0	0.1553152802796905	0.0	1.0	0.342129300937228	0.04584553571304773	0.043112799738052904	0.0011659256597620518	0.1916948676051017	0.0	0.06692528187493751	0.0	-0.11893605140728124	0.0	0.8766964006331813	0.0	0.03624667261068331	0.0	-0.21828640664696272	0.0	0.05307845137909987	0.0	0.6584099939862186	0.0	0.038775001295388876	0.0	0.1982595517573381	0.0	0.15314188231068365	0.0	1.0749559523905194	0.0	0.14879050655977089	0.0	99.93047555385427	0.0	12.398526094462824	0.0	1.2952249963585165	0.026178026199790344	0.08754696176884684	0.005080064387150268	0.41852859572533513	0.026178026199790354	0.09476683566000599	0.004702661811644809	1.2333657048124125	0.0	0.04925287963754002	0.0	0.356669304179231	0.0	0.06115282027785851	0.0	0.38335281719114755	0.01711344190547768		
16	61.35451822074653	0.0	0.8600385070467128	0.0	5.0	0.5435823699917346	0.059965596449072185	0.013895663754414856	0.01412707465360051	0.29329749505617453	0.0	0.020140992815982587	0.0	0.11309373402149114	0.0	1.485096625146904	0.0	0.002190947207877409	0.0	-0.39506840057755405	0.0	0.033111614175457174	0.0	1.09002822456935	0.0	0.03303904877015424	0.0	-0.43424915585425505	0.0	0.05670192395545899	0.0	1.050847469292649	0.0	0.05665957933644539	0.0	58.20278500381616	0.0	-20.35405818350418	0.0	1.6324013488778588	0.01608179598895726	-0.21025625304632364	0.0065186761264837655	0.14730472373095505	0.01608179598895733	0.210267673460863	0.0065183220730889065	1.5521702314067147	0.0	-0.16974030227178652	0.0	0.06707360625981072	0.0	0.16975444166496842	0.0	0.5251045609214353	0.012889408692677797	2.2397501990706656	0.10586995799432282
17	1.9068904813036742	0.0	0.0378522321117906	0.0	2.0	0.06983050215636012	0.05350958102748015	0.15013872601651024	0.005819462922777402	0.1891747446718168	0.0	0.1268672446345286	0.0	-0.4617642040598687	0.0	0.7209912253978557	0.0	0.1249649705731141	0.0	-0.028093894538336595	0.0	0.12654211280183922	0.0	0.6928973308595191	0.0	0.019916386268952757	0.0	0.20072053364661954	0.0	0.16048379251995884	0.0	0.9217117590444751	0.0	0.10069162721522544	0.0	110.73918615223006	0.0	3.945149980924384	0.0	1.045022095660672	0.02937006560581156	0.017561560130714107	0.0016044098905364903	0.32403087026281635	0.0293700656058116	0.12619958754019006	0.00022064671230030664	1.173573167204699	0.0	-0.13666656803425856	0.0	0.45258194180684336	0.0	0.18518637824797454	0.0	0.3601661480728244	0.014236335285667508		
18	110.56091306555895	0.0	1.3151004374939053	0.0	5.0	0.19147975606007797	0.0761170817073052	0.007065635461231959	0.0019253128608516395	0.2455652902622694	0.0	0.03859115486035203	0.0	0.023092202530685838	0.0	1.4467429919527282	0.0	0.0024747342724126273	0.0	-0.5207098064693327	0.0	0.03985255875803264	0.0	0.9260331854833955	0.0	0.039775647447192995	0.0	-0.5155613310987579	0.0	0.03683109421515961	0.0	0.9311816608539703	0.0	0.0367478596841627	0.0	69.44108961935225	0.0	-0.05376654465677433	0.0	1.5786584244833126	0.020315357341438137	-0.00040609659198960626	3.0393777125021237e-05	0.13191543253058435	0.020315357341438186	0.0025079520222276593	5.0004612848105245e-06	1.5940403656423026	0.0	0.005730542911693133	0.0	0.1472973736895744	0.0	0.006242069511132512	0.0	0.7309552417690407	0.01383630212573484	1.5051261861478868	0.05700716759359481
19	21.72049939328815	0.0	0.58401959440541	0.0	4.0	0.2223394096158663	0.03644586956937672	0.027469049518747766	0.00010711465908352764	0.26084518207288593	0.0	0.039523944697779353	0.0	0.014903295450991902	0.0	0.9617413454286234	0.0	0.02455974523266748	0.0	-0.12517554625547886	0.0	0.061941368968614685	0.0	0.8365657991731444	0.0	0.05686433068112672	0.0	0.010164938521523531	0.0	0.029588914581406927	0.0	0.971906283950147	0.0	0.01650220531360165	0.0	81.19123863275705	0.0	2.5920631608374975	0.0	1.1886266858649124	0.013172939398099066	0.018155791758786368	0.0007731005053193448	0.22688534043628883	0.013172939398099118	0.030546241889465617	0.00045731221242248	1.2177396277099466	0.0	0.02717077186572194	0.0	0.2559982822813231	0.0	0.03662556388197511	0.0	0.49839428890739984	0.010203507184574953	1.7617061176045012	0.04886814484037108
20	14.019602580919232	0.0	0.36744809122071437	0.0	4.0	0.18566481769577314	0.03373619565561498	0.024745144048679207	0.0010071184474997462	0.19901110587694285	0.0	0.0789332491995455	0.0	-0.01776836738961138	0.0	0.9917344993619909	0.0	0.01881936067575721	0.0	-0.14468430537970753	0.0	0.01894167789272013	0.0	0.8470501939822833	0.0	0.0021491452131779734	0.0	-0.316591043469911	0.0	0.11026102189752128	0.0	0.6751434558920798	0.0	0.10864310660893965	0.0	74.5998695913807	0.0	-0.8845184265501871	0.0	1.1597346465869303	0.010267786016041568	-0.006301093761640594	0.00022698890937173174	0.1680001472249393	0.010267786016041603	0.019846990422912204	7.182583141894321e-05	1.1589244281056938	0.0	-0.012381774615500487	0.0	0.167189928743703	0.0	0.022527243037559857	0.0	0.41258229690669096	0.006185111730681457	1.5053535778749316	0.028494296204423297
21	40.145505495472385	0.0	0.7082310488442035	0.0	4.0	0.20253589686342022	0.0449027169280544	0.015726512524668272	0.0004554358190506803	0.22908336103377033	0.0	0.05874581557197225	0.0	-0.20993982224482818	0.0	1.0920783754923946	0.0	0.008331997054987605	0.0	-0.16966066285252776	0.0	0.028323381322636402	0.0	0.9224177126398669	0.0	0.02707012660892347	0.0	-0.028268290649715557	0.0	0.04163590385920294	0.0	1.063810084842679	0.0	0.04079370435800685	0.0	86.0516629546916	0.0	7.391434507692999	0.0	1.3455942011446342	0.018329298379641014	0.04850057725927435	0.0027306448352672564	0.2535158256522396	0.018329298379640993	0.04921246639407014	0.0026922857288725955	1.3547565649523243	0.0	-0.004271346765394094	0.0	0.26267818945992993	0.0	0.009363043207983436	0.0	0.39866837529738075	0.012564764220272332	1.544170309532274	0.04460415449814751
22	12.894249970194268	0.0	0.1966533105778501	0.0	2.0	0.2160838498997538	0.17462178666828998	0.0778946118105532	0.01496752509402509	0.300187462822943	0.0	0.10986094498801639	0.0	0.057210815244688705	0.0	0.6778927051069871	0.0	0.05013044545943632	0.0	0.3007099517804646	0.0	0.11904293363598147	0.0	0.9786026568874518	0.0	0.10797295257007272	0.0	0.2731649042088543	0.0	0.11259928364737304	0.0	0.9510576093158415	0.0	0.10082428832349895	0.0	107.50681300454085	0.0	-21.293606383725376	0.0	1.0792724351755334	0.11045477310800672	-0.11970986673883253	0.02792330484852038	0.40137973006854627	0.1104547731080067	0.13006094422704653	0.02590767779448547	1.2745615527460137	0.0	-0.1901935994633315	0.0	0.5966688476390266	0.0	0.19668926467598502	0.0	0.3276094548547117	0.06231301390141013		
23	13.869288069770041	0.0	0.302403207992095	0.0	3.0	0.3448899968452886	0.16787453091425217	0.046865207723433416	0.009808689037324658	0.2831297413834491	0.0	0.068982172785101	0.0	0.10613458124385639	0.0	0.7891321437154218	0.0	0.03223274404786092	0.0	0.07829347692728059	0.0	0.1065079924605808	0.0	0.8674256206427026	0.0	0.10151355904079133	0.0	0.23788467549474454	0.0	0.14081172067884823	0.0	1.0270168192101665	0.0	0.13707294004172763	0.0	93.23723630362649	0.0	-11.796936859239253	0.0	1.162137332500851	0.08395621096164277	-0.08808895187913951	0.017623977105017764	0.37300518878542915	0.08395621096164269	0.09394249818629996	0.016454025914776526	1.160363264596102	0.0	-0.05846581284054523	0.0	0.37123112088067994	0.0	0.06676227272914378	0.0	0.3765024261501136	0.0381257511723145	1.34466665129352	0.07921343090130017
24	8.095115786366742	0.0	0.11423082316906934	0.0	2.0	-0.09712365864396111	0.1588729233206807	0.07769445933970137	0.019846879779486286	0.17893640475156491	0.0	0.07284558969356857	0.0	-0.10338807838509267	0.0	0.8485756271818222	0.0	0.027357148156117905	0.0	0.026819827814131867	0.0	0.06864317908013681	0.0	0.8753954549959541	0.0	0.0629561155011326	0.0	0.11987957780636922	0.0	0.09664854310751214	0.0	0.9684552049881914	0.0	0.09269588626022651	0.0	108.90599825000186	0.0	6.029322127842526	0.0	1.094110636953157	0.0543378697293363	0.01825786180365439	0.009561216827157513	0.24553500977133483	0.05433786972933619	0.03358994280552544	0.0046513535679311	1.271351981274671	0.0	-0.002161966853340202	0.0	0.4227763540928487	0.0	0.027442442601028193	0.0	0.7810624964534885	0.06644802787712766	1.1526677852570186	0.09548698370333016
25	860.6579746943409	0.0	2.0553880332663184	0.0	3.0	0.22761050529822924	0.06181787195947848	0.06533035007840905	0.0006960152713608832	0.26657603992776385	0.0	0.07650150848259023	0.0	-0.07842163777898643	0.0	0.9393036339027395	0.0	0.0620103144357518	0.0	-0.06735111494421675	0.0	0.06390946912716725	0.0	0.8719525189585228	0.0	0.015464189202655807	0.0	-0.06618436414281524	0.0	0.06376133530978953	0.0	0.8731192697599243	0.0	0.0148401072794844	0.0	79.74403220325459	0.0	5.728413585553405	0.0	1.1587034048301905	0.0219630769169607	0.040818601829734874	0.0028930922502792434	0.2193997709274511	0.021963076916960613	0.07426519042647257	0.001596322893758803	1.182456299019982	0.0	0.026016983479473888	0.0	0.24315266511724254	0.0	0.06724702614831399	0.0	0.5302830864190264	0.017427275317404133	1.6398735780597864	0.06830010374181075
26	29.174380191286257	0.0	1.1193494792229175	0.0	4.0	0.28640296515780644	0.05144657534453525	0.03914538525563882	0.0017372944656807335	0.19822857863634324	0.0	0.06282555827519205	0.0	-0.066802680882472	0.0	0.9280823907652285	0.0	0.03222111891794027	0.0	-0.020236213962508038	0.0	0.041278526817550856	0.0	0.9078461768027205	0.0	0.025801478095318825	0.0	0.044115738877479126	0.0	0.033118552834582864	0.0	0.9721981296427075	0.0	0.007657547749312974	0.0	91.46853298156992	0.0	1.3118965576334176	0.0	1.2531842460350955	0.023602066138593746	0.00923821542972924	0.0006082493686258596	0.3251018552698669	0.02360206613859387	0.033522727947798266	0.0001665132922487883	1.2251275789445537	0.0	-0.017076783394000955	0.0	0.29704518817932524	0.0	0.03646665648794355	0.0	0.5762254480006149	0.01698490924922942	1.2565640903354243	0.019501804685812408
27	6.758628434688018	0.0	0.1298693198762666	0.0	2.0	0.0369955184606772	0.10898190383548352	0.07033660244555404	0.007941893629003136	0.24886312759106585	0.0	0.09644972539665186	0.0	0.10991000901418284	0.0	0.7177629284782331	0.0	0.04404719370628443	0.0	0.06696597349706461	0.0	0.09682255464337763	0.0	0.7847289019752978	0.0	0.08622326724423579	0.0	0.17634901863193672	0.0	0.12349566159880909	0.0	0.8941119471101698	0.0	0.11537340750939372	0.0	91.76051388795452	0.0	2.049919144600949	0.0	0.938224817858455	0.043879465717755306	0.010291516602949023	0.001669032280510504	0.22046188938022185	0.04387946571775527	0.04525289019964287	0.00039426222690345885	1.0606202387848085	0.0	0.07008078529186257	0.0	0.34285731030657535	0.0	0.0827736174183724	0.0	0.6320055268090937	0.027279479164544287	1.4472343821821474	0.10558363818131979
28	25.337901913884764	0.0	0.4998216987323085	0.0	5.0	0.46658650490127557	0.1704884789464954	0.00819110593679883	0.0025488676713099775	0.28703639727765773	0.0	0.03162342097127164	0.0	-0.056600693527157804	0.0	1.141150167140047	0.0	0.004477032362368042	0.0	-0.27851336958193995	0.0	0.05002845751481393	0.0	0.8626367975581072	0.0	0.049827730658116985	0.0	-0.09097500836518631	0.0	0.10859494767813084	0.0	1.0501751587748607	0.0	0.10850262136207717	0.0	84.48848884408805	0.0	11.127903452286816	0.0	1.4984212692332737	0.07534765643985916	0.10071086870363555	0.01970477128178385	0.3572711020932269	0.07534765643985918	0.10081266914230635	0.019686822054235546	1.4458856204829624	0.0	0.08065508779256611	0.0	0.3047354533429154	0.0	0.0807792486075492	0.0	0.43833066138459853	0.04927584020812299	1.6907510547634514	0.18260106399723772
29	56.524278624130936	0.0	1.7749339471410062	0.0	3.0	0.256646844264862	0.03789091025210502	0.02104007953460302	0.0009198828637915382	0.20669918963207637	0.0	0.048216229037145945	0.0	-0.028313386784431033	0.0	0.911707305618363	0.0	0.008610644036667373	0.0	-0.10668607745126267	0.0	0.1510091663807294	0.0	0.8050212281671004	0.0	0.15076347415828747	0.0	0.24714068234707356	0.0	0.054928375259016594	0.0	1.1588479879654368	0.0	0.054249269284195455	0.0	96.31647423303973	0.0	-2.064519705947035	0.0	1.2554861462909626	0.018891257756954802	-0.013516308751038	0.0006891695424574258	0.34377884067259945	0.018891257756954778	0.01602886648093527	0.0005820679789751612	1.2566180469481698	0.0	-0.030222247961282173	0.0	0.34491074132980665	0.0	0.03142494968268716	0.0	0.5024776006549438	0.010750591063190363	2.422531578086885	0.10144047687345563
30	13.213006434448152		0.20789326461112018		1.0	0.26698224473933346		0.06597496636391458		0.19693617012748862		0.09297370295805107		0.017894411442094697		0.7485229204555486		0.04040594961815617		-0.14882538084540128		0.04119434194542533		0.5996975396101473		0.008020788226331241		0.08209676450937065		0.09397029485634531		0.8306196849649191		0.08483970503746169		108.57547871143385		-17.814978098954896		1.1819749788905392		-0.10660702191224165		0.4334520584349907		0.11400744662320154		1.2336373230979132		-0.15115803526948898		0.48511440264236466		0.15646530730828817		0.26016621796874206			
31	7.748207916973022	0.0	0.3575826767366254	0.0	4.0	0.2902965842497891	0.02999219517068057	0.005783532565011625	0.0003674410962774862	0.37813039197353526	0.0	0.007669417647540688	0.0	0.20907158102086162	0.0	1.3693829736716792	0.0	0.0011760820050156103	0.0	-0.044215406262806296	0.0	0.011335970235816442	0.0	1.325167567408873	0.0	0.011274797217901292	0.0	-0.2175821976726956	0.0	0.08973794037240114	0.0	1.1518007759989837	0.0	0.089730233329676	0.0	68.73315101300872	0.0	1.3381935710412165	0.0	1.5219122818633106	0.007915966929502605	0.011167614553603926	0.0003136615624172566	0.15252930819163144	0.00791596692950256	0.011229403790609207	0.00031192128413597066	1.5711856473264865	0.0	0.06534728942714464	0.0	0.20180267365480722	0.0	0.06535787178571172	0.0	0.467126532725155	0.006265080672908899	1.857158233871781	0.04677002793858516
32	51.22323254392427	0.0	0.6463558907649415	0.0	3.0	0.331285466123163	0.16675226649590508	0.0547673784694106	0.007502217212458857	0.3501519668984703	0.0	0.04474928455891506	0.0	0.17364675497093765	0.0	0.8820906233615927	0.0	0.042426679182102446	0.0	0.008586065122852109	0.0	0.04492861916504032	0.0	0.8906766884844447	0.0	0.014783697563741718	0.0	-0.022139718392462118	0.0	0.05301349180183642	0.0	0.8599509049691306	0.0	0.03178690306718054	0.0	76.60755008191612	0.0	-8.137579188906464	0.0	1.115289639463053	0.05691043021575582	-0.06679512559246997	0.011868021708583195	0.23319901610146018	0.056910430215755765	0.07929685429435433	0.010063853725469005	1.1321921931808447	0.0	-0.02374154835535765	0.0	0.25010156981925197	0.0	0.04861773570139636	0.0	0.37866963413254867	0.037200736224698584	1.864566330188608	0.24313886671852905
33	26.32681859612838	0.0	0.577597631717702	0.0	4.0	0.357650938952792	0.011389237060893254	0.013603481020609107	0.0003116286844783044	0.22495492232767614	0.0	0.021926791606964865	0.0	-0.015452552240405362	0.0	1.1024198074929605	0.0	0.009518344930281388	0.0	-1.193442470967488	0.0	3.4314660288901773	0.0	-0.09102266347452753	0.0	3.4314528276718463	0.0	-1.1658907181946547	0.0	3.2071881987204356	0.0	-0.06347091070169429	0.0	3.207174074340434	0.0	80.28002798648521	0.0	0.4322153242459308	0.0	1.371301394723418	0.004133886572990758	0.0035623012613628115	4.587446953401447e-05	0.2688815872304576	0.004133886572990842	0.010163174309825832	1.603502042648073e-05	1.3282286689337028	0.0	-0.0017667489910540566	0.0	0.22580886144074222	0.0	0.009680924140246319	0.0	0.5648454732041586	0.0031796335499393634	2.822627251917693	0.039431793846533975
34	47.29584298454695	0.0	0.7444787073614504	0.0	2.0	1.2589541925715584	0.46670320193771775	0.07185766298619377	0.0005028672124521321	0.27887872092033655	0.0	0.0940501029319749	0.0	-0.1542610846947424	0.0	0.6918286497630124	0.0	0.07147030784720869	0.0	0.08810670957437255	0.0	0.08105584686139077	0.0	0.7799353593373849	0.0	0.0382367023505225	0.0	0.1822502742305258	0.0	0.10223612483787253	0.0	0.8740789239935381	0.0	0.07310417442314958	0.0	84.82709601369619	0.0	-1.679880696432079	0.0	1.3523794747949829	0.170603053815085	-0.03914478982829899	0.018590094621398916	0.6605508250319705	0.17060305381508503	0.08230448421133942	0.008841624533777149	0.9936305049720582	0.0	-0.060567890152387345	0.0	0.3018018552090458	0.0	0.0936828384566055	0.0	0.21371033952687307	0.07643213477377751		
35	44.184225422415516	0.0	0.6934114819944216	0.0	4.0	0.17890277079965108	0.030270080385868158	0.012082265941883904	0.0011781900399169731	0.171267321634612	0.0	0.018483015314028427	0.0	-0.06150364213936702	0.0	1.0596937060860863	0.0	0.003712271959241799	0.0	-0.2771869371525796	0.0	0.0037255385697603388	0.0	0.7825067689335065	0.0	0.0003141250314746723	0.0	-0.18312216167457504	0.0	0.042702235933458545	0.0	0.8765715444115111	0.0	0.04254056876226956	0.0	81.5429332100974	0.0	3.787844589501425	0.0	1.2734624027103987	0.01084886179367752	0.025113664718948922	0.0008980356242182841	0.21376869662431255	0.010848861793677495	0.02538678516982046	0.0008881746265068965	1.2627484910615763	0.0	0.006536111066125099	0.0	0.20305478497548998	0.0	0.007516762000229615	0.0	0.5923713940210975	0.008512894803819625	1.9172461496462831	0.05311166531646672
