Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
174	G033.1983-00.0107	18	51	57.07	+	0	13	55.9	T		N		11.5	15	14.71	10.51	3.84	FH	13.076824185490741	1.2172679538862579	297.77885037414063	-77.22114962585937	18.022263665284463	2.046865221968281	32.09957039661145	1.9390364969980707	10.047528315949364	0.98886124126064	87.61771273993263	-86.63380779963092	54.41409191481824	-38.16374326316429	115.65081169359331	-139.24355249290232	5.440831484458534	143.42172286191374	19.647775892512605	18.593138063085377	12.679104032942092	1580.2877703861627	3.0828472584050037	2	star off axis
175	G033.4619+00.0732	18	52	8.07	+	0	30	18.2	T		Y		13.2	240	12.02	8.89	2.86	I	8.408486125053894	1.2999780859061636	175.0499378948019	-64.9500621051981	7.991988670807876	1.256969273118086	11.584544170674036	3.467547077655846	25.735192688752832	3.8086044541100734	91.11005035958101	-84.81795169037915	16.46240084570934	-70.68564011055133	138.09437640616807	-122.01745964332959	5.158833087262697	282.0632405880188	14.535096240365105	14.567588911336063	4.095800541799424	133.34776290118728	1.6874810894419063	3	
176	G033.8783+00.2033	18	52	26.04	+	0	56	5.8	T		N		14.0	155	12.83	11.18	1.5	I	18.238796672010995	1.9648380150113365	129.33493412880642	-25.665065871193576	13.001100878534789	1.5215233940592379	16.290150459883638	3.492739582073293	24.25654225811756	3.8457799792911644	87.44524033725048	-107.92568079299863	32.05507660177065	-53.70660195767988	129.8623220631955	-128.23959699503843	-8.765749933969278	134.57889036306153	20.224644997835213	16.553910325391662	17.168812290964354	10.657822539733697	0.24376272367302249	3	improved
177	G034.1278-00.0007	18	53	37.03	+	1	3	50.3	T		N	C	16.2	220	13.46	11.7	1.6	I	14.342708455371824	0.15129015465858753	220.35342406638105	0.35342406638105217	503.91321163790036	1.2969835211074863	20.42856590544195	1.6361503205293126	34.27368576398118	6.701142896828031	58.64487501586075	-56.49862397700403	20.696136170261013	-31.33462564918341	110.11531370799321	-64.12666515843341	1.4775325050509212	87.48024032075465	7.3116682359107985	10.305193858914675	14.119641502095908	12.360528818778088	0.22725412454423538	4	improved
178	G034.3830-00.0360	18	54	12.08	+	1	16	29.9	T		N		8.0	225	14.19	11.47	2.48	I																								0	Fit failed
179	G034.4337-00.0722	18	54	26.0	+	1	18	12.9	T		Y		5.8	250	13.26	8.99	3.91	I	6.419927183564693	1.8892161830050742	255.1460252347069	5.1460252347069115	2.9921728229370874	1.0591093257187632	12.966266467318286	2.760860735291938	12.031384424929515	2.3225861538274595	107.01921156320242	-110.6676291758263	85.23021501095076	-84.64288232357882	nan	nan	0.0	141.0	15.854646986445733	22.047544022310767	4.961613049105497	155.31424674183089	1.993149419591469	3	improved
180	G034.5203-00.4129	18	55	48.04	+	1	13	30.8	T		N		6.1	31	13.34	11.57	1.61	FH	8.914053997784986	1.1906874045988156	14.42561542823559	-16.574384571764412	18.904407425630534	0.9531427848258357	14.7866640042046	1.1930916446014677	12.697689013451052	2.88055263047933	88.48507693870104	-64.51832348316526	36.44870861987185	-24.93249487914863	118.88100833923207	-89.44305793625455	11.501907862999055	146.6228489967976	9.732897158921896	9.976709235346505	8.600818200807236	7.300814186965084	0.2383791713518334	3	improved
181	G034.5407+00.0597	18	54	9.06	+	1	27	32.3	T		N		4.1	265	16.22	12.18	3.7	I																								1	Rc too small
182	G034.5572-00.1338	18	54	52.08	+	1	23	7.4	T		N		10.8	15	13.78	10.36	3.13	I																								2	Star off axis
183	G034.7527-00.2934	18	55	48.03	+	1	29	11.6	T		N		16.8	310	13.96	11.35	2.38	I	15.726406018804173	0.37882727443460906	298.94793433845064	-11.052065661549364	24.179579766140346	0.4323526338047242	27.393346677201833	2.502092993482154	33.86094612519821	12.4656508342659	88.9612808774599	-60.116600505915784	57.849345522438625	-18.341354001981472	112.01006260004908	-100.19568745860747	13.988837539134384	122.73693938166215	48.99140314653183	52.18937268817875	14.76781242250866	20.822300867589938	1.208693712667193	4	
184	G034.7879-00.1134	18	55	13.07	+	1	36	0.0	T		N		10.1	70	13.64	10.86	2.54	I	17.613747640567926	0.8526015526510825	29.486431672713174	-40.513568327286826	22.33347197285924	0.8504024476443014	22.838242300235585	4.256549650774386	22.56818930890244	4.330755410276595	60.46640158181859	-39.02267605496934	31.177436145740558	-18.958594509514533	78.0255503374612	-128.19447914416304	7.8716360147536975	67.59773137638845	11.158495507745286	10.598573681090087	17.55537651899832	14.31596614371021	0.34489800331174836	3	
185	G034.8307-00.5197	18	56	45.01	+	1	27	9.2	T		N		15.2	290	13.94	11.61	2.13	I																								3	improved
186	G034.8716-00.0879	18	55	17.04	+	1	41	10.0	T		N		20.7	230	6.47	4.45	1.84	FB	20.65379855660902	0.4254042035665756	205.05606898027136	-24.943931019728637	33.16441746399469	0.6088773864766188	44.80627583348578	8.361041970440494	23.45080735688782	1.8277882430713044	60.84486986953948	-73.9549185893242	35.674493983015566	-58.23461487026589	81.63880917666347	-118.0802442058464	-10.70070131768508	120.59819159748828	11.605135171379285	10.004616413438615	20.451077557576305	100.13520159526277	0.7209353264325323	4	
187	G034.9306-00.1331	18	55	33.05	+	1	43	4.8	T		N		6.1	90	10.66	9.27	1.26	FB	12.122457244081893	1.0537806508682408	102.65613604101202	12.656136041012019	13.40640431631254	1.0577600537832523	15.41586094173967	2.07675385094838	15.004316851468975	1.6223102552564965	72.50251902772163	-67.92220339038482	39.44857668779571	-49.65662761564158	125.80755249280008	-101.95932809812365	1.8011114130342698	140.32123656635454	26.555169653755755	22.386982232713383	13.303086894233132	15.903486204785255	0.4111508176905209	3	
188	G035.2498-00.1614	18	56	14.06	+	1	59	20.8	T		N		4.0	18	13.71	10.93	2.54	I	6.492767672063425	0.7492848227172354	5.950578179816381	-12.04942182018362	18.357546482228624	1.172524067172256	9.111485299055147	1.7716829652309536	7.166156285335714	1.9659165895121398	nan	-105.30455869297447	89.24218104303631	-35.76100545928108	nan	nan	0.0	141.0	20.265031194812888	26.70996027453756	8.205627003887264	8.253595113338093	0.20389192410915363	3	improved
189	G035.2895-00.4783	18	57	26.06	+	1	52	47.3	T		N		11.1	110	8.01	5.94	1.89	I																								0	Fit failed
190	G035.3342-00.1143	18	56	13.07	+	2	5	8.5	T		N		3.8	241	11.3	9.83	1.34	I	5.006853824856455	0.7515712667868666	244.1848422236428	3.1848422236427893	2.275376703124102	0.8801585346415818	6.321368818762295	2.3200455628082484	8.466352514881534	1.6616894939363933	nan	nan	25.00125268369601	nan	nan	nan	0.0	141.0	15.400366220416526	0.6962415085968887	7.849198876527362	-25.959464210923226	-0.4292171271878143	1	Rc too small
191	G035.3454+00.0083	18	55	48.08	+	4	9	5.8	T		N		11.5	257	12.96	10.89	1.89	I	21.09692026116292	7.532270094707381	222.69571900669473	-34.30428099330527	14.879158093419369	2.203581666920242	nan	nan	13.471739547214806	9.169555097103718	170.59767111430898	-18.054960288732815	170.59767111430898	-14.00895881462148	170.59767111430898	-79.65473718084093	92.87971330513832	134.04319198488363	63.72234506480119	90.93322255400263	33.144104864095965	1.6452332880571645	0.11012025155091057	1	Rc too small
192	G035.5199-00.8758	18	59	16.08	+	1	54	11.6	T		N	C	22.2	25	13.58	11.57	1.83	I	28.189240898917518	2.6612348382025073	15.827529930012517	-9.172470069987483	45.885354198390864	2.6482832136972756	37.22182667653162	1.3730959602281863	47.831305682823086	3.7803615379191338	115.07885116241522	-74.0236949526365	21.79725415134969	-30.19031251060875	137.11154195343	-115.68789928238914	17.29990033366465	236.73617876361746	41.911492486941036	1.0583830191866639	35.73377815444934	-64.92346459271111	-0.6574234305929264	4	
193	G035.5959-00.0288	18	56	24.02	+	2	21	27.3	T		Y		10.7	235	13.5	11.13	2.16	FB	11.54735452995597	0.5571125392731608	297.50495343500506	62.50495343500506	13.906101138598679	1.0013062702233795	18.875398364290746	3.7355862680567578	26.413819435885156	5.520214243950192	99.62719001739072	-66.09949718041969	68.81201852519115	-33.67768364287866	130.11201827049857	-94.52559911683312	18.725344890072947	153.99774876891988	17.82892209832377	13.908088505189204	10.70977003539778	1354.5024368739316	2.4140995766731077	3	
194	G035.8210-00.4463	18	58	17.01	+	2	21	33.3	T		Y		6.1	30	13.5	11.89	1.47	I	9.992000620285996	3.5979735326636213	64.55408869853193	34.55408869853193	6.915407024395068	1.5438390391669803	11.379064238576781	1.453268291448237	11.567267167790478	1.4870390223630718	73.15720581552573	-2.22855129622846	36.64354621161105	-2.22855129622846	105.43390330812133	-135.72181247338906	-6.08213144569302	169.55369340241333	12.683560991652213	9.987740941246603	6.520508662688151	17.841407706479735	0.6916490153166065	3	improved
195	G036.0914-00.2843	18	58	13.01	+	2	40	54.4	T		N		3.8	220	11.09	10.48	0.55	I																								3	improved
196	G036.1893-00.1705	18	57	59.06	+	2	49	15.1	T		N		15.9	260	11.88	10.28	1.46	I	15.418587741999167	4.575403985182554	253.27415690542526	-6.725843094574742	7.832439169581723	2.3923232000687475	19.56881915523957	2.192722811856813	25.277389024751685	2.9946189201214137	111.10326328267561	-90.69454783595134	55.372716427621185	-74.85953109854043	138.92077067945576	-108.20315184202181	4.495912414449264	222.88180743428333	37.662969093150316	32.51850293350715	9.95307067843918	49.974336046714164	1.135620434864956	3	improved
197	G036.2865+00.7233	18	54	59.0	+	3	18	54.9	T		Y		16.4	345	9.53	8.35	1.07	FB	19.38321140368794	1.3044413941302981	325.65277027373173	-19.347229726268267	28.44596724749883	1.0143377865813303	34.61519572876832	3.2741729453437673	35.67883983328973	8.477721117257422	85.45444454212304	-111.60036810090827	40.38764765475639	-57.92396854948072	113.63692834517053	-122.7475709745629	-15.354414537585972	317.46600616309183	30.045828584262168	26.65899987321138	18.561874598188172	429.7867369545743	2.21151568823281	4	
198	G036.3971+00.0455	18	57	36.01	+	3	6	15.6	T		N		6.4	110	14.31	11.77	2.32	FH	8.769617578993673	1.2538904447794872	69.34792373623833	-40.65207626376167	8.844592557905457	1.402338353014055	13.511839352569742	2.742779263238003	12.812214220946927	1.9525966971127695	71.58932257954203	-83.12668169206836	37.80107107456871	-35.66573679304071	110.25142335244735	-112.734850186046	0.0	141.0	11.218538682440254	11.161039388455816	7.804454100438861	32.608706305488525	0.6017157962432685	3	
199	G037.1750-00.4461	19	0	46.07	+	3	34	17.8	T		N	C	20.9	140	12.72	10.38	2.14	I	26.986992212098357	0.3480916964482794	162.64243524216064	22.642435242160644	38.36409566784825	0.7493638570022721	27.937391031210705	1.8617438221939129	53.36785965131169	1.3124436275294669	79.02186665724969	-71.53018451513444	21.73117071987673	-42.128221027778906	148.45417571416215	-106.05305618882338	-2.0708888283553892	121.30279739893437	29.272220377649017	25.9535332968615	27.634504585534753	69.93177566776352	1.2239316392315451	4	
200	G037.2793-00.7766	19	2	8.09	+	3	30	47.3	T		N		9.3	260	9.2	8.67	0.47	I																								0	Fit failed
201	G037.2933+00.6703	18	57	0.09	+	4	11	12.9	T		N		7.6	110	10.04	8.95	0.99	I	16.434847342155624	1.5983526954513756	164.7551045551375	54.75510455513751	19.117459318250685	1.613496454835669	12.00202866344074	1.0752318918331143	20.302524301831284	3.307928832262451	86.81935836064389	-79.84853619739317	51.56620443591342	-54.871654023010414	147.92086254044193	-122.09641472833528	2.2410174090349115	132.78259183444808	20.874946740873177	21.395466596396055	18.015340047391597	39.78299636160295	0.9109654571836961	3	
202	G037.6235+00.3532	18	58	45.0	+	4	20	9.2	T		N		14.9	300	15.08	11.82	2.98	I	15.377139667241009	0.3442340193005518	296.4013077864762	-3.5986922135238046	29.86894846174563	0.4101408230518289	27.667491567484433	8.26869054978216	31.369634750499696	3.6878328650117735	72.81632813889502	-68.28606761976914	54.4405921170266	-41.963023619046226	159.364696944225	-94.9458855253367	8.405493709126127	124.56993661156729	10.871866862522763	9.987588487877016	15.426417106623486	18.458350817440515	0.4816652981315616	5	
203	G037.6443+00.3027	18	58	58.01	+	4	19	52.7	T		N		4.2	25	9.89	9.08	0.73	I	7.062452797860164	1.210750199971352	27.62422300895557	2.624223008955571	2.940890903523954	1.0140417511105662	7.6294680432881945	1.9782877370763772	7.601814019707698	2.1873848969584397	119.24665188966614	-100.87395411320102	11.904969250402857	-57.516803018480516	nan	nan	0.0	141.0	8.82677780235946	16.189884797069276	4.63300321110782	34.99946631525977	0.3775051443032717	2	Rc too small
204	G037.6475-00.3821	19	1	25.0	+	4	1	15.7	T		N		4.1	248	14.91	11.51	3.11	I	6.251184604249578	2.1351287977901836	250.7168551317417	2.71685513174171	2.816143121931013	1.1954503078721275	8.34303018106074	2.2713882396395557	4.265027604735846	1.7841329829707373	93.57894360566769	-79.7315709492654	36.07762307323901	-2.4154336357582054	nan	nan	0.0	141.0	6.611281725285406	17.628725440440842	4.216061922278705	20.817621231921024	0.48491245815555617	2	Rc too small
205	G037.7584+00.1233	18	59	49.01	+	4	21	2.9	T		N		5.5	225	13.48	11.24	2.04	FH	5.455660370375933	1.3391971902957487	217.7953070312077	-7.204692968792301	4.0258456342380855	1.2357911964701367	8.965790780021388	1.664211189301966	9.68830417835426	2.699758508679216	96.38015666779631	-116.05983803194059	56.02012209159443	-28.970940638831934	nan	nan	0.0	141.0	6.7064959737045635	13.047536923098704	5.76800270400927	11.511018968065557	0.18833066052682812	2	Rc too large
206	G037.9798-00.2701	19	1	37.07	+	4	22	3.9	T		N		8.1	355	14.82	12.09	2.49	I	10.271453703667083	2.477070770744274	33.83577367250847	38.83577367250848	7.0483357292793025	1.6292231782398	20.418629079312236	2.2983394255057514	12.36655675920758	3.618280867568914	94.2124847637433	-100.03934303059262	76.07047308696076	-32.11695153147349	142.28203300697425	-123.30107075595583	4.447179687452914	188.1444883589158	26.10446166338786	22.25096133900781	7.886628497521909	17.60350087502537	0.43888415099030986	3	improved, asymmetric
207	G038.0177-00.3971	19	2	9.0	+	4	20	45.9	T		Y	C	5.4	90	10.97	10.0	0.88	I																								2	Rc too small
208	G038.1254+00.1293	19	0	28.0	+	4	40	47.8	T		N		6.5	265	12.7	10.86	1.68	I																								3	improved
209	G038.1499+00.9112	18	57	43.0	+	5	3	32.3	T		N	C	24.0	305	7.89	7.22	0.6	I	21.269371715001107	1.6496325156795308	359.7547549619013	54.75475496190131	19.144364355510803	1.2551031654444271	45.10015786571569	12.427779223784919	30.96034991070514	11.600735234288422	94.74865255019859	-92.8829333855885	45.511314343875824	-39.762848649163345	96.81055365436669	-145.38038572238275	-8.413508265937615	189.30086122416944	26.572555478038446	22.45874286383186	21.973450913116935	28.652514065236712	1.1230072618697227	3	Corner at apex
210	G038.2354+00.3249	18	59	58.04	+	4	52	1.9	T		N		2.5	50	12.46	10.77	1.54	I	5.01113409627322	0.9993366780893765	47.712354621838166	-2.2876453781618338	13.620849447763977	1.0368825733021765	6.0997728906820745	0.6269627996221259	5.372287102362597	1.4185237944821414	46.476308405084254	-36.73124714763772	27.238839670491146	-2.8517371108700686	122.6670165212208	-70.76055554432594	0.0	141.0	5.776512474700764	9.519232742780346	6.27654638794164	7.7543534642230485	0.3165521540903648	3	improved
211	G038.9414-00.7446	18	5	5.03	+	5	0	17.8	T		N		6.6	100	11.7	10.85	0.77	FB																								0	Missing
212	G039.0925-00.6915	18	5	10.07	+	5	9	48.8	T		N		19.1	115	9.07	8.77	0.26	I																								0	Missing
213	G039.1574-00.0317	19	2	56.05	+	5	31	25.6	T		N		7.1	231	14.29	11.56	2.49	I	5.7258451467811	1.6034598026292841	225.1377204167139	-5.862279583286096	3.2755224566984005	1.2382624576229202	7.96483876104057	1.8252427600522438	11.610603120412609	2.131354056264903	109.18724926034412	-115.66727978729898	71.21001301484085	-50.16228649679286	138.0448442956728	-127.03314349688267	-2.632042343618254	1540.211296330318	14.552616087388785	13.454754487383624	2.8230941298009307	33.55482811535321	0.7265959865166581	3	improved
214	G039.2486-00.0647	19	3	13.07	+	5	35	23.0	T		Y		4.4	55	15.2	11.99	2.93	FB	8.565180374267356	0.9566574598185662	32.104316356367725	-22.895683643632275	19.75296674492552	1.6818544760735514	10.62452957247733	1.5457805515186929	9.087717851899118	1.6717757412972274	126.49043991408132	-84.78118403848657	75.7402569221264	-41.62411752804102	nan	nan	0.0	141.0	10.064086939764143	22.41183423012331	8.565180374267356	2128.956787109375	17.656251488347397	3	Some NaNs in image
215	G039.4470-00.0674	19	3	36.02	+	5	45	53.4	T		N	C	11.6	265		11.84	-99.0	I	12.77328127355218	0.9904162680376204	200.44611723698583	-64.55388276301417	13.205641941162787	0.9621210746157409	22.629548988491877	3.1281472380928403	17.417695853600623	2.007489962830988	88.79847538819882	-107.32511916101672	52.52497137022692	-67.58788600074243	122.17760081761472	-125.99817910441627	-5.084340064482367	316.09726240103697	24.012117509665284	20.802203166256646	11.209415527256057	10.395584698074313	0.4393176306045329	4	
216	G039.4551+00.5530	19	1	24.0	+	6	3	22.2	T		N	C	7.7	215	14.01	12.33	1.53	I	10.26234843077743	0.9980761438219815	205.39289566572376	-9.607104334276244	23.606707919179158	1.0914201792081673	19.7739109678598	1.9512534530412942	18.102024760856473	1.841297262670714	78.22635654132614	-82.12129169939581	51.529806971462165	-50.7039083742869	123.58802654739657	-100.42842050904041	3.4697431271993002	150.6980267048459	15.690562608890932	16.099825273964008	10.478484366129097	7.242982754428262	0.39802950243643415	3	
217	G039.9449+00.6920	19	1	48.03	+	6	33	18.9	T		N	C	9.3	300	11.51	10.09	1.29	I	11.204267629708989	3.0370070876035475	293.2094155573452	-6.79058444265479	12.00470588376301	1.8202753154041866	23.91019100010982	2.201013356243152	16.164959465247914	2.687174215972521	87.23787062995359	-102.62548401001072	74.06575022001175	-9.21702853955503	107.41400878423167	-117.27804939321808	2.623110483897244	230.73669718166875	24.168723095864763	23.72198433243205	10.164090380312992	6.3987794880091045	0.4456503836768605	2	Rc a bit too small
218	G040.1095-00.2757	19	5	34.02	+	6	15	28.4	T		N		6.3	31	10.7	10.12	0.52	I	8.679339050114619	0.9168754412793918	1.6360042436872049	-29.363995756312796	7.881088969673973	1.2818905119145765	11.530632521256408	1.0164571453294673	15.170135077386623	1.870312047380769	77.47674884227712	-64.10970440036334	54.26946214052535	-11.90212322828036	120.01294044658016	-102.99195121563503	11.225769145001877	158.7572634424154	11.368261466135328	11.226895329814942	8.451527118084359	11.737849869295392	0.4928377858664833	3	
219	G040.2891+00.5257	19	3	1.02	+	6	46	40.4	T		Y		3.2	25	11.48	10.88	0.54	I	7.674690458335188	1.6539930741829225	37.81317656360277	12.813176563602767	5.955060539754444	1.4155258865211573	6.8099627302018595	1.46890430551097	7.2737244536717816	2.066719194721351	40.87322117672706	-124.4768658986439	36.48536824898797	-2.3927005499788407	nan	nan	0.0	141.0	56.83360881806449	1.2489906006850386	37.0512992779941	-49.189593215299304	-0.5433658432129246	1	super small
220	G040.4658+00.4468	19	3	38.01	+	6	54	21.6	T		N		3.3	350	13.07	12.26	0.73	I																								1	Rc too small
221	G041.0816-00.4178	19	7	52.07	+	7	3	20.9	T		N	C	14.3	125	14.84	12.49	2.14	I	22.30646574286199	0.9690593462566124	199.9415862991766	74.9415862991766	24.16801717698373	1.3032909326615023	22.271392810078922	1.5892205371076624	27.25081577653813	7.4191610037425635	121.69819784562563	-64.68329690864468	77.0750739372771	-37.30126379558287	129.14276357309274	-156.62772688350958	24.596477769600984	158.46453622452307	21.810984003712015	23.706952541076173	23.62279859921121	11.157255710470025	0.37695435153428475	3	Asymmetric
222	G041.1120-00.1753	19	7	4.0	+	7	11	39.8	T		Y		4.3	110	12.26	10.3	1.79	FB																								3	improved
223	G041.3677+00.0870	19	6	36.01	+	7	32	31.5	T		N		9.1	230	14.74	12.46	2.08	I	9.407609011603977	0.5182657476535156	221.90514883188933	-8.094851168110665	17.74193405487293	0.783696328038541	22.533234690449074	2.019356595889022	11.244430991333026	0.8575902003699162	71.39050628181752	-73.70034634583877	41.15748476069257	-29.8813643636841	94.60455072147147	-120.68112971595664	-7.694704681870655	134.91795781813653	12.392182215445771	11.1530053903742	8.542477560903958	15.878309221216774	0.5793693541269259	4	
224	G041.5357+00.0349	19	7	5.1	+	7	40	2.2	T		N		4.1	220	11.91	10.55	1.24	FH																								0	Missing
225	G041.5496+00.0975	19	6	54.01	+	7	42	30.3	T		N	C	6.5	115	14.36	12.26	1.92	FH	8.41173106543448	1.1388148173470276	150.931858897303	35.93185889730299	9.61284502245025	0.9526615344567764	12.867094289779196	1.6051689311591792	15.732631340311864	2.736552624913229	97.52722952258108	-78.23100504377204	72.50863846110965	-57.694957370350544	131.68316790926426	-103.19979858115812	9.49565879165914	201.35361957143743	15.120308814331116	14.934013122081714	6.144148377258819	13.813598822420227	0.5119882335170781	3	
226	G042.0370-00.8777	19	11	18.01	+	7	41	28.6	T		N		6.6	110	10.87	10.06	0.73	I	9.919360897818358	1.8784338557153002	103.50762562962461	-6.492374370375387	8.185133877047262	1.424120415211735	13.15766510058505	1.8168159135366786	13.155918052450422	1.386285284136148	95.93387235347444	-102.18081574368723	23.966803658757044	-54.36856155318648	125.60402797056085	-128.70062173751012	0.2575963236284896	272.03970372798364	17.282041131022503	12.719271692893336	8.28103279732274	12.006735928219507	0.54482673059426	3	improved
227	G042.1998-00.2268	19	19	9.04	+	8	8	10.4	T		N		9.5	210	15.42	12.14	3.0	I																								0	Missing
228	G042.2264-00.0622	19	8	43.1	+	8	14	8.5	T		N		6.5	85	12.97	11.66	1.19	I	19.081859972337984	0.18197097340429302	82.67488152922148	-2.32511847077852	30.799369166580856	0.5150375834794783	38.59477538427379	13.0605500920349	30.656108146076043	1.4080977965818806	57.00422021377079	-55.774545529433574	41.51755049482475	-31.603396808000433	79.54730100277266	-111.76506280873394	0.8024414027528574	114.81675196462	16.78112807629411	14.858113911361645	19.288222061963634	52.45692041614473	1.5645814960063238	4	improved
229	G042.5217-00.0850	19	9	21.09	+	8	29	14.0	T		N		10.0	245	12.49	11.15	1.22	I																								1	Rc too large
230	G042.5231+00.4272	19	7	31.01	+	8	43	28.1	T		N		19.5	250	11.24	10.19	0.95	I	14.712773134166442	3.199427717721291	293.8361312907279	43.836131290727906	15.486685101628062	2.6982357889084856	24.676668097334492	3.428406280928165	38.48853022446353	5.154210910754566	109.26935603087964	-88.66423672244866	96.45380965453563	-84.00704762119364	124.51145300957717	-110.43024715977708	4.192319327808422	232.71583276603278	22.470926421264704	17.661365351365163	8.596650495297776	2.730660883250937	0.17702725585097467	3	
231	G043.7709+00.0659	19	11	9.06	+	9	39	53.8	T		Y	C	9.0	265	12.96	11.65	1.19	FB																								4	improved, weird corners
232	G044.0940-00.0241	19	12	5.4	+	9	54	35.1	T		N	C	9.7	285	11.37	10.44	0.84	I	12.622815880016383	2.447960269712534	14.086601640545606	89.08660164054561	12.05980852767491	2.018662433985913	11.404936444616865	0.7255799245801302	22.782903846861895	4.846514612627366	108.16354096959799	-77.96195917312639	84.17468755908453	-70.088744975846	118.99472313714341	-99.08013882669755	12.053165054732773	185.07956690766952	26.12789005443095	26.434830182615485	11.374222080289195	33.821234076341995	1.1337817533022259	2	Irregular
233	G044.1658+00.0926	19	11	48.03	+	10	1	38.6	T		N		8.9	35	12.15	9.68	2.26	FH	12.285744312527116	1.0316927850538262	61.14649192575841	26.14649192575841	8.398903136357694	1.0379886190299934	17.013986041749657	1.6301058337282865	13.453331117791835	3.6616039447687445	95.53200120284023	-82.18275739953953	56.585179099605455	-10.425947451024566	127.1982370942884	-140.2692914194032	11.344376459263655	141.5020329090177	17.230805426606672	15.035080782399046	11.464265990061348	29.10723499979	0.6684595850426587	3	improved, Rc bit too small
234	G044.1790+00.1705	19	11	32.1	+	10	4	30.5	T		N		3.2	335	13.02	11.11	1.74	I																								1	Rc too small/large
235	G044.3027+00.2988	19	11	19.02	+	10	14	38.9	T		N		4.2	130	14.12	12.29	1.67	I																								3	improved
236	G044.4100-00.3132	19	13	43.05	+	10	3	20.7	T		N		15.1	340	11.82	10.65	1.06	I	15.820657479197891	1.809099783784639	337.59326635525775	-2.4067336447422463	34.13204762956596	2.162500313268568	35.8569964558782	3.6789056841991603	26.045047917831027	3.7146799852149486	104.6160793441623	-73.14960109373271	60.02086239431139	-27.79918377697544	121.53852864888799	-126.15906416600686	16.699814994735775	154.4080143743544	23.097063394762614	16.734042184369628	14.621440246368712	53.52380123553907	1.008977656335608	3	
237	G044.5388-00.2303	19	13	40.02	+	10	12	29.9	T		Y		4.5	225	11.24	9.78	1.33	I																								3	improved
238	G045.1952+00.7420	19	11	23.1	+	11	14	25.5	T		Y		16.0	210	12.65	10.39	2.06	I	9.485918652566692	0.7171445905908491	223.14994143956787	13.149941439567868	77.0312139511	0.7379430833259849	12.363797260147006	2.1960909756183074	28.164234322883107	2.4563407343609214	108.06153668542976	-107.32167861480504	53.6474581711492	-99.30095296641343	118.68227227661396	-122.09706749444995	-12.617387717161778	1607.4229516685639	7.100954278027746	7.546601465295545	7.8572920510150235	31.666687952632017	1.1478500055080556	4	improved
239	G045.2527-00.4751	19	15	54.01	+	10	43	35.7	T		N	C	5.4	115	13.52	12.89	0.57	I	9.51702835619885	3.7137404060428443	121.81994567920192	6.819945679201922	4.5879740069065615	1.0147427321431215	10.46964914987425	1.620724813727109	8.946503231530942	1.5981556373504597	6.195755732857435	-82.29805503820967	6.195755732857435	-37.28656845916275	6.195755732857435	-116.94621948096682	-7.359152383045623	185.24089177062612	10.98717623019938	10.048379265817104	5.376111904970763	33.29118682591983	1.5908673785360261	3	improved
240	G045.9397+03.2506	19	3	40.72	+	13	3	11.5	T	HD230561	-		12.8	238	9.29	9.16	0.11	I																								0	Missing
241	G045.9646-00.3816	19	16	54.99	+	11	23	59.9	T		N		3.1	310	13.9	11.88	1.84	I	5.104234775358622	1.102751441671359	308.0508663756193	-1.9491336243806927	2.411784917288819	1.0685023350207827	6.221811967696964	1.776534145083516	5.563835324903689	2.012585133518594	nan	-64.19087609218965	2.4061947455336394	-11.129964961654196	nan	nan	0.0	141.0	6.299635851543083	12.74597860293887	3.099808217262576	21.018389434353793	0.3571965145929662	2	Rc too small
242	G046.0291-00.0961	19	16	0.5	+	11	35	24.4	T		N		5.3	210	13.35	11.55	1.64	I	7.89159599596847	2.6192425952222327	213.15088097317965	3.150880973179653	3.7066582697354096	1.3057430119479578	11.285600717559163	2.5022457341257356	8.482471659608402	1.955514279081859	78.47424744246388	-88.06515016425922	7.565099620735623	-77.4908369330623	nan	nan	0.0	141.0	15.678759746303005	13.69038311058737	4.140155894957555	39.43961082550877	1.2105511984577062	2	Rc too small
243	G046.0408-00.0858	19	15	59.6	+	11	36	19.0	T		N		5.9	170	12.92	10.89	1.85	I	7.728218793568391	1.1637788146518704	116.61918538777702	-53.38081461222298	8.122949490994118	1.05767359445729	14.254852225934238	2.3810231681533685	12.706354421597736	2.386556108938273	91.08488875925553	-102.64876061133096	56.07165422125709	-64.21513986114587	nan	nan	0.0	141.0	12.987836436501711	12.497996835447646	6.338980396934202	17.527662083971553	0.5332166112953102	3	
244	G046.0837+00.4263	19	14	13.36	+	11	52	53.2	T		Y		7.2	65	13.24	12.73	0.46	FH	9.509116163225864	1.5677627704354113	45.086986641275786	-19.913013358724214	11.582337423451838	1.5331982008657432	13.557925702257334	2.187482259050293	14.115651600434665	2.639431710905723	75.63856496525756	-76.75010233541462	41.027427056355464	-66.58879669391865	93.15319012532257	-111.45406040243182	-4.337934090790738	181.54734067236794	15.07322554330583	14.25148076197802	6.227156772415038	6.571233925319219	0.3525953864490852	3	
