Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
11	G005.5941+00.7335	17	55	36.02	-	23	45	21.8	T		N		7.6	350	9.78	9.22	0.5	I	6.825966040892546	0.8375727808301414	320.37330498647236	-29.626695013527637	7.402361767088126	0.965446877493416	12.7736043139212	1.781404231278158	11.687581611995444	1.558272452423516	101.4812553507328	-85.76839485464228	78.64924974924617	-39.75438413958932	128.013638232918	nan	0.0	141.0	8.461468787074848	8.80815906640633	6.039302553203321	62.551644265303715	0.7314247845470883	3	
12	G005.6985-00.6350	18	1	6.02	-	24	21	34.4	T		N		20.8	180	11.56	9.11	2.24	I	22.795253007226883	1.2696114966070924	232.89529840121935	52.89529840121935	24.045644114739797	1.5622464956250004	27.152057400788358	2.2629084111926456	22.14638387749732	1.2201905860378819	106.48861748955204	-64.88262788796793	54.455939807960334	-50.33341749055219	168.11024868623292	-158.60803512811253	2.1373773524759123	169.04500947262466	25.91405932227111	27.127881151164182	24.12061069414072	31.881021499667213	0.4995659325252887	3	
13	G006.2812+23.5877	16	37	9.54	-	10	34	1.5	V88	Zeta Oph	-		299.0	30	2.59		-99.0	I																								0	
14	G006.2977-00.2012	18	0	40.59	-	23	36	50.7	T		N	C	24.0	210	13.07	12.16	0.82	H	27.14875756958936	1.2894278932319159	282.19136389871363	72.19136389871363	26.197434823506086	1.5323421899707947	36.21317908901849	4.70541008926079	34.71547238323269	4.374828746491704	53.131188030332225	-72.89494390549339	36.50432349189589	-66.6135565817514	116.03798722685724	-118.29384331845974	-6.616912310297017	130.2026739647057	25.58983827107331	16.243540242737236	27.670710678392172	46.17099689478645	0.6430748191982673	4	
15	G006.3600-00.1846	18	0	44.92	-	23	33	6.3	T		N		5.5	110	9.32	9.11	0.18	I	7.035276349925809	1.0069609416224101	104.34055625368438	-5.659443746315617	12.490575820193904	1.0100252241383452	9.332576944447377	1.313723441767606	12.278492921492898	2.262451106381269	112.3290016483171	-87.53194945939146	46.383797776509255	-56.12258613762478	nan	-120.73959865479827	0.0	141.0	7.491770911329015	15.206051684530264	7.0172327925144025	15.679978564342472	0.15496094438814478	1	
16	G006.8933+00.0743	18	0	55.27	-	22	57	36.9	T		N	C	29.0	65	8.73	8.36	0.33	I	31.819878749025417	1.3456575315407833	47.16269505347923	-17.837304946520767	62.434627689313295	1.626782289604741	68.56506475812077	1.9998730230911161	51.05727968661748	2.7197212752685647	37.84872682031198	-78.55684318732034	22.509592701034975	-51.4687623201373	69.75881346891498	-115.40081014129282	-22.85381262167349	119.97213141399469	28.774195407799063	23.79593369837162	31.432079869624168	61.39222891166919	0.865093825055597	5	
17	G007.5265-00.2652	18	3	33.49	-	22	34	38.3	T		N		4.1	350	9.06	8.11	0.86	I	5.378438369914558	1.5540883415251951	346.6582065763892	-3.3417934236107953	2.8845364097025956	1.1369585973324787	5.827442480695678	1.9383362234303076	9.327075810015991	2.499492024842969	114.68433613315446	-106.79403617130569	72.1403164668385	-11.747478633434241	nan	nan	0.0	141.0	6.047895116118086	13.281058423312835	4.485011328115744	4.66265236909042	0.07816217388217668	2	
18	G008.3690+00.0239	18	4	15.53	-	21	42	5.3	T		N	C	27.0	50	9.07	8.3	0.69	I	28.009736021247058	0.11880512649619988	45.58243420963369	-4.417565790366311	36.81737386272802	0.4351981842598197	50.435106047667084	4.039299771063784	46.45035392870838	4.844463863559996	69.38732307469549	-69.49485616400904	55.93284632002913	-50.15274720254092	97.61130360792467	-94.04539086981885	-2.258534738554116	134.7863591861805	19.958943336219868	16.968560320774362	28.319413383091188	110.55039982659373	1.3148521569472622	5	
19	G009.0177+00.1410	18	5	11.21	-	21	4	43.3	T		N		9.1	290	8.85	8.41	0.39	I	9.776269304856825	0.6911064250920647	240.1825601163244	-49.817439883675604	11.415759898149927	0.8455473463291795	16.53805608402161	1.1976940387267718	15.925242117407473	1.4780373406801874	83.78330179359455	-78.59917547191955	41.052832892289985	-49.70523814625716	118.77523771780949	-124.85602353257795	-0.37187661554886303	167.7231247938203	17.542069290387907	16.23741576028312	8.785028801088941	21.679254620376145	0.5846430696121119	4	improved
20	G009.6852-00.2025	18	7	51.86	-	20	39	48.8	T		N		8.3	335	10.92	9.69	1.12	I	10.32487408594378	0.7127309977199329	346.7239847479941	11.723984747994109	14.283860261666195	0.6868619496995635	15.485130382269263	3.9784102663104313	16.051621125364957	1.3203165656719875	73.71535116483051	-75.48438801793088	16.26528070679774	-50.22336556947198	86.10943939181709	-117.69512546573245	-4.330253584079579	137.66392479952157	14.321931523851225	11.764611586233121	10.282284024294768	13.897294186387533	0.3641201565167405	4	improved
21	G010.1395-00.0350	18	8	10.89	-	20	11	6.4	T		N		10.0	20	10.34	9.58	0.69	FH	12.475547313206322	0.3234740496971727	33.095330576859475	13.095330576859475	18.62113297104274	0.727796829956622	16.219470554554142	1.08189033283718	25.14391901380468	3.486883620436532	93.44309746238459	-78.66022844699859	29.774540620371155	-48.44560815174361	137.71338083841482	-97.33278813026101	20.110121001979206	539.2242580605072	18.775944560684216	19.946778420867695	11.006521084367591	40.1273478845408	0.7073466910441594	4	
22	G010.1641-00.0380	18	8	14.61	-	20	9	54.2	T		N		4.9	90	14.08	12.09	1.81	FH	5.595601433665066	0.9806797220206325	177.44243845924817	87.44243845924817	5.8352108925702	1.2489653781115735	8.73572744239774	1.830914328100007	9.063335961303958	3.288349178614638	86.21320662081547	-128.80041938826622	55.95822172522679	-31.675672344587404	nan	nan	0.0	141.0	9.551182514385433	16.268037044813138	4.823580269019517	12.849562342439834	0.195747833689319	2	improved
23	G010.2414-00.5411	18	10	14.55	-	20	20	10.3	T		N		5.6	245	11.64	10.23	1.28	FH	6.413281649481479	0.5016656566167224	221.33296537686624	-23.66703462313376	8.178457898627713	0.8366882433102224	12.264182917555361	1.9713190097393158	10.068675793089795	1.4500485146796143	81.44029944438722	-105.03417316286573	13.441467479554888	-70.95273900504921	100.91280415145383	-122.35612519737018	0.0	141.0	8.204362993166312	21.50431456193088	5.346605929844111	14.207507356974078	0.3138977074497051	3	improved
24	G010.3576+00.1878	18	7	48.21	-	19	53	10.4	T		N		6.1	165	11.07	9.76	1.19	I	8.296315808491748	1.1077156319948982	160.45512278095094	-4.544877219049056	4.2960609688793046	1.3650751090699618	9.898614590679196	1.6635366121055044	12.00135014636742	1.711082866489185	114.93532037784439	-102.87667612215934	82.4484234690371	-78.88451328757371	137.16265407270652	-126.51554284598575	5.836706514289063	1673.8321410664055	16.828372088940128	16.805179422742228	6.1304282590530494	27.596824468587496	0.537464894337634	2	improved
25	G010.5863-00.4140	18	10	30.9	-	19	58	39.4	T		Y		7.8	35	12.94	10.29	2.42	FB	10.40721596295767	1.532986875303163	51.010086533544936	16.010086533544936	12.887028248734087	1.5319915561948632	14.094079078783006	1.3128254946284375	16.935502166939717	2.1017951451099695	85.472445788808	-74.0156186177012	47.270155414208574	-47.19109405690102	126.87146892397669	-99.96986923244316	5.204758350359455	172.04443094611676	16.94383647967191	15.046812956762043	8.882243570375087	875.842597572809	2.209261949781896	3	improved
26	G011.0709-00.5437	18	11	59.42	-	19	36	55.4	T		N		8.2	30	8.98	8.76	0.19	I	9.212881691717312	0.8552377282387907	54.76345679435898	24.76345679435898	9.695154846501465	0.9229042487166393	12.8991163669057	1.6082764083126626	14.85469168054958	1.7363130602034427	92.78042953920334	-90.1566364239365	56.12553339632389	-65.8135850846972	106.66373326079685	-105.8744303969354	-1.2610387688566609	252.7604680074349	18.721759323001738	17.467992054464894	8.318747254665574	29.29848818595643	1.1511339462993728	4	improved
27	G011.1189-00.5784	18	12	13.06	-	19	35	23.9	T		N		6.3	60	8.89	8.8	0.07	I	6.424517863685414	1.1092658195958138	70.740731490778	10.740731490778003	4.071227535663032	0.9757731257460207	10.70854474616765	2.19886767762316	7.439765183076359	1.38700021321974	93.81043303255547	-89.71059474335357	77.67311787238484	-40.06117289388102	123.10950824703062	-135.62388053071123	0.0	141.0	13.399780035316065	13.927881387166558	5.043736582795877	21.12716234336462	0.5687976882698411	2	
28	G011.6548+00.4943	18	9	20.03	-	18	36	11.5	T		N		13.4	125	9.17	8.57	0.54	I	14.031040902929172	0.39044429495982585	132.31546938013892	7.3154693801389215	34.254441430446114	0.850680236693724	23.888096679903416	2.0823093811906133	27.470425339776746	2.36262572385882	95.61639229637487	-73.36058539180124	62.07897489754788	-34.17777174989858	122.09523006254835	-101.22399492165428	12.623109314767328	185.21712133294798	11.240980979097039	18.513187924494623	14.232666012640754	25.36208644626822	0.5005484861434537	5	
29	G011.9160+00.7043	18	9	5.53	-	18	16	22.7	T		Y		9.2	85	11.88	11.21	0.6	I	7.7259819974039186	0.9106518643228896	106.77738814668201	21.777388146682014	8.539481104964247	1.1389304431377583	10.540671824671342	3.079038855927347	11.540149546946182	2.6370324597776285	94.25195452709269	-98.38099393898676	34.02934349810829	-76.50076734500756	176.0366939163826	-169.4684850031751	-13.649070390201164	143.65623977403877	20.849807341654405	20.799053547653624	4.2754821789103445	60.863258412489735	2.1641115404136886	3	
30	G011.9346+00.7785	18	8	51.41	-	18	13	14.8	T		N		4.7	175	12.16	10.39	1.61	FH	6.819747328351062	1.4357276464714999	177.284100548959	2.284100548959003	3.091058145450996	1.3000460499439954	8.150872569123285	1.4987815299974934	8.54181666109581	2.4381084231780603	90.76050061247895	-126.39045681038874	49.074650365587786	-27.00092614958419	nan	nan	0.0	141.0	10.478347920766064	16.990751157086798	4.130024290058521	19.34770381689183	0.3409507718228802	1	
31	G012.0200+00.8194	18	8	52.82	-	18	7	34.5	T		N		23.4	270	9.56	8.46	1.0	I	23.562008723916755	0.21519597445425617	274.6417037042143	4.641703704214308	106.818763101544	1.655245937069832	53.36382136544792	17.02413501435788	41.05436275835291	1.8272749738787302	70.07134458404994	-67.3949574419675	36.72057476250234	-35.75118515599746	76.47268783277866	-128.98442375403795	-1.3487052023237551	111.99921310477824	40.02953305107797	35.93272924310858	25.214696105132	7.825789163112581	0.3603436051841572	4	much improved
32	G012.3407-00.3949	18	14	0.85	-	18	25	47.3	T		N	C	7.1	20	10.05	9.72	0.29	I																								3	much improved
33	G012.3661-00.1518	18	13	9.96	-	18	17	27.9	T		Y	C	13.1	55	12.34	9.88	2.25	I	13.581271476530974	0.9458059173189011	63.477056859061285	8.477056859061285	22.453870886907204	0.864707823561954	19.249200719128055	3.424624653927279	24.651813936680046	2.695178852844798	80.71224331073114	-79.84781266223928	53.067713488873636	-52.94537578577159	176.52742551435398	-118.57661954400004	1.2657673319110805	108.04461760095973	20.578010427044244	0.5549558795628808	14.343516806532033	20.24265739042575	0.38404649284043796	4	
34	G012.6748+00.6519	18	10	49.61	-	17	38	2.5	T		N	C	4.1	335	9.83	9.12	0.64	FH	5.944346936364878	1.2011238999599068	26.266868402355765	51.26686840235578	6.4988900434178785	1.1825516431861312	8.055677787597801	1.5570600590530623	9.670245701508733	1.7834707785398345	83.14721531726411	-86.50697671012827	42.281711186889424	-46.22208728046468	nan	-140.11774633487354	0.0	141.0	8.702648603554422	9.005169179294825	4.718571533387367	42.80492595937795	0.6202238480871902	2	Rc too big
35	G012.6765+00.6898	18	10	41.45	-	17	36	51.3	T		N		10.7	20	10.03	9.61	0.37	FH	11.745623577651148	0.32287605661396696	45.45917489994132	25.459174899941317	15.802928965429315	0.5577425699528813	15.267980605535575	0.7374272395566507	18.414795372549857	0.915426534107215	85.33077779959883	-77.75508862059598	51.579557986427645	-52.93930794997988	124.09965357085787	-142.06207247594452	0.0	141.0	13.547563927121388	10.924459083552007	11.334189886173366	48.974733345948756	0.8410814402392203	4	improved
36	G012.8263-00.1278	18	14	0.28	-	17	52	32.1	T		Y		7.5	355	10.46	9.63	0.75	I	8.648072962616753	0.35138973961982317	10.265906723317743	15.265906723317755	12.452541801292124	0.6421869685295771	11.028579058537133	1.6187269582837789	15.41973550673396	2.8578974289758383	69.82357261442246	-90.47777834981014	69.82357261442246	-38.935970239815106	109.38851895373386	-121.93752099335288	1.3742891653335851	211.9048095884255	13.35005403077351	12.479077918245718	7.452323261490209	291.11273212177525	1.3830992660833465	4	
37	G013.0398-00.2281	18	14	48.21	-	17	44	9.6	T		N	C	5.8	95	10.63	10.0	0.57	I	7.069331421310885	0.8637743516025613	79.40328001038091	-15.59671998961909	5.899160798463797	1.0051009115109262	8.592630939337463	2.2723067369457586	10.204083110894176	1.9370798871796018	111.54444033948653	-105.15004721149728	77.82505720944988	-61.7668315999784	159.37039991450126	-177.7594088757698	3.9620484895310737	221.66603576180125	11.941309970219105	25.268208756596948	6.798055194349888	18.10194038320621	0.22498868336018424	3	
38	G013.2387+00.2138	18	13	34.47	-	17	21	0.0	T		N		5.1	255	12.7	10.59	1.92	I	6.837410715074971	1.3109169360405244	281.0255076636138	26.02550766361378	5.342726526573494	0.9660767878951004	11.03185556937636	1.7460808125877796	8.356808749461104	1.597045248369434	73.99797178388451	-71.91387387724873	2.7131039456692747	-34.43529028522883	95.6069799616331	-71.91387387724873	-3.455494860050865	136.13097096814494	6.57291896458127	10.603040406344462	5.391163151094851	19.172000493714776	0.3044723277443428	3	improved
39	G013.4900+01.6618	18	8	46.51	-	16	25	56.9	T		12		73.0	260	7.8	6.94	0.78	I																								0	
40	G013.5120+00.2378	18	14	2.03	-	17	5	54.8	T		N		7.5	185	10.38	9.46	0.83	I																								2	Rc too big
41	G013.6983-00.1619	18	15	52.56	-	17	7	32.2	T		N	C	3.7	115	16.6	12.48	3.77	I																								3	improved
42	G013.7085-00.2417	18	16	11.41	-	17	9	16.7	T		N	C	4.4	110		12.93	-99.0	I	6.0642486497113435	1.6556526591474938	104.64414101495488	-5.355858985045117	3.1148786313709262	1.1043908466995962	7.008080669014576	2.518012119341323	4.847126752303788	1.9692348986590424	86.1032395444089	-110.22541430702921	2.7848577521340587	-43.32999390366324	nan	nan	0.0	141.0	6.9022153096061345	13.784313776535285	2.8464732673942583	65.590738150905	0.4294748821298161	1	
43	G013.7925-00.2591	18	16	25.29	-	17	5	20.5	T		N		6.8	75	9.15	8.87	0.24	I	7.134702304572901	1.2674418984764768	85.1227462741022	10.122746274102198	24.77907749861231	1.0799923975259378	10.70115799629119	3.311592521959825	12.368239666689469	2.798043388155533	98.5344208160831	-88.45692343403852	62.27081496822862	-52.70930798001494	173.446298908513	-159.56687307302343	11.777185699575721	162.43447751092359	8.799903352710336	9.69402118356864	6.504402952966713	33.27073766013069	0.37089658401192616	3	improved
44	G014.3151+00.1319	18	16	1.43	-	16	26	36.0	T		N		20.1	110	10.43	7.57	2.61	I	20.118439611995516	0.9146107696898073	103.22517252585452	-6.774827474145482	124.51262441878761	0.6628206685658175	39.383213312749916	0.9873857032936648	25.25549780922151	1.9426957999377608	53.70618585507182	-67.1077986633569	29.74597436448329	-31.284430520027172	72.11839676203704	-135.18634200545358	-48.080612658427555	298.8931262211716	16.195097721382584	15.38672285340146	20.99604946969504	197.76646274631008	2.1591360860567885	4	But doesn't reach 90
45	G014.3196-00.1376	18	17	1.31	-	16	34	3.2	T		Y	C	4.3	245	10.38	9.78	0.54	I	5.182953157951298	0.8658324800695929	239.60530641697898	-5.394693583021024	17.450242400299214	1.1119221555893772	9.015939547234991	2.27132809189462	8.2423744271309	1.8916501331976914	79.76720799040987	-66.75564251393601	18.14813366099355	-47.15832178048609	118.87610729560419	nan	0.0	141.0	5.792012184860485	10.750520514202574	4.156344037325179	55.524939081311395	0.266101789027461	2	improved
46	G014.4703-00.6427	18	19	10.6	-	16	40	27.0	T		Y		14.7	210	9.58	8.26	1.2	I	17.404573521025657	1.632083798732062	211.58877793659207	1.5887779365920665	46.56786035373639	1.818367450604518	27.737708723830497	2.9101346678098166	29.6992256191662	2.182076753196895	78.48973391942997	-87.57737202189821	60.178214470416435	-44.28263566735447	92.95555804066953	-120.02775028562334	-8.788676030949164	191.71527520818267	34.18985319528247	26.156875617450325	12.379237197270132	303.017072174503	3.9148746198892623	4	
47	G014.5184+00.2255	18	16	5.05	-	16	13	11.9	T		N		9.9	10	9.85	8.8	0.95	I	11.420368371719675	0.5819830147464574	82.9140082443786	72.9140082443786	12.59147017853132	0.4439862650621216	12.397199511309735	1.830433432281152	18.57267604294741	2.3139040027059976	92.59474608295845	-70.60662039812058	30.87183253360051	-31.90146144466297	100.76855204803884	-126.77335042754112	9.260446011344504	118.77248929449162	10.532820120463517	11.067529433345257	11.791306937531505	15.082915638078449	0.2606722243894901	4	improved
48	G014.6202+00.8992	18	13	49.35	-	15	48	32.5	T		N	C	6.7	100	8.01	8.0	0.0	I	8.932720086866233	1.307556960883385	83.1985914172832	-16.801408582716803	20.677851188461993	1.4915278072055884	15.602261400142373	3.328989287812974	11.379191080364683	1.166968297153812	99.81343592358544	-106.50915056661	60.34566326791142	-82.24258470710231	nan	nan	0.0	141.0	29.25390192237795	28.85230839399919	6.318446406700809	10.557974363018891	0.5447808858892191	4	
49	G014.6528-00.3700	18	18	32.06	-	16	23	3.8	T		N		6.1	230	10.93	9.59	1.22	I																								3	
50	G014.6719-00.4770	18	18	57.91	-	16	25	5.5	T		Y		7.2	120	9.47	8.76	0.64	H	8.737216646219627	1.980097913153106	111.62800376504715	-8.371996234952846	5.619959445493313	1.4439906006856795	14.565399820311065	1.9075298672408043	10.860732116901033	2.0126091915948265	95.53490175510316	-80.76676119537541	74.11953318966528	-9.971477470844874	122.9379835408979	-138.19107827786962	21.328660185396792	111.92660454759032	16.693161964243096	16.2419456496034	6.106989932816183	318.3595951052533	2.1142224800911835	3	improved
51	G015.0749-00.6461	18	20	22.75	-	16	8	34.2	P08-S1		-		2.5	140	9.2	8.56	0.58	FH	5.97148458779383	0.9978288719702401	143.8179881387569	3.8179881387569026	50.28302503971305	1.143128351542171	6.479838337779658	0.6750531798385171	6.7059416249694666	0.494911166577979	nan	nan	nan	nan	nan	nan	0.0	141.0	7.01649439065775	47.11984960532015	5.97148458779383	nan	nan	1	Bad image
52	G015.0812-00.6570	18	20	25.91	-	16	8	32.4	P08-S2		-		14.5	135	8.2	7.5	0.63	FH	42.93467896408195	0.34124482678946577	45.496526563182265	-89.50347343681773	42.85222430395056	0.3859135929279384	40.81167244984911	0.28577651193429354	43.29945027586488	0.44940831610138093	163.8974926679948	-121.7017083822183	163.8974926679948	-121.7017083822183	163.8974926679948	-121.7017083822183	0.0	141.0	50.44824778279629	249.87600590460076	42.93467896408195	nan	nan	0	Bad image
53	G015.1032-00.6489	18	20	26.71	-	16	7	9.1	P08-S3		-		6.07	150	9.29	8.18	1.01	FH	17.63545451898042	0.4528486800149975	177.93568477670962	27.93568477670962	18.18407047044168	0.550517803746057	14.806947757016758	1.1363033186694886	17.48572654613015	0.47898719446813187	nan	nan	nan	nan	nan	nan	0.0	141.0	20.721659059801993	139.78685756614328	17.63545451898042	nan	nan	0	Bad image
54	G015.0813-00.6570	18	5	58.84	-	14	11	53.0	Pe12	HD165319	-	C	95.0	260	6.45	6.06	0.35	I																								0	Missing
55	G015.2253+00.3578	18	16	59.88	-	15	32	6.8	T		N	C	18.0	260	11.58	10.47	1.01	I	17.648406503454552	0.5616737739055483	255.82280773539767	-4.177192264602326	27.43495402453616	0.893235906713348	36.01021477244533	7.697632784846052	26.380341180326035	1.2108941043917303	61.04481794273204	-98.08361852268476	49.32917973631919	-44.62514364233442	123.28410654085747	-123.00406544627205	4.6397540047854315	151.19781611483285	11.243569352048192	14.822729743327493	18.752354850893724	8.612313758246783	0.2724737989079448	4	STAR
56	G015.2977+00.3178	18	17	17.22	-	15	29	25.8	T		N	C	28.0	20	8.95	8.58	0.33	I	34.32258052625246	4.822297275721244	358.86911796062697	-21.130882039373034	80.86339282097468	4.613296387755852	68.23081928278073	4.012495576091967	42.73482705584319	18.471533329787373	50.391348219133334	-90.59593240522287	24.189514870018407	-82.52933988573659	103.10953723156514	-99.63019254949273	-18.20710499711199	223.34012056600318	30.38897582312446	31.61114521747832	32.38745050211419	12.699003128053507	0.43066009159255203	4	STAR
57	G015.3315-00.3692	18	19	52.02	-	15	47	9.4	T		Y		5.3	115	10.64	9.79	0.77	FH	6.015127469678425	1.7532535656351125	163.0513763778064	48.051376377806406	9.093780220126323	1.0959339381185467	8.32949971171027	1.8083508283944671	12.448564122851066	2.087874736786328	88.08581120853384	-65.91381082360718	42.12986143281768	-40.4812082486838	146.44295761197912	-106.91954745350135	13.820219110994984	159.80374075469345	8.662581026572951	9.98453164172232	5.658112762109861	120.90198282365219	0.8529859598748492	3	improved
58	G015.3322-00.2538	18	19	26.74	-	15	43	51.0	T		N		6.5	175	10.58	9.89	0.62	I	7.633756172302217	1.4871094148262742	159.4720747513254	-15.527925248674592	10.458450357984162	1.0586602096375275	13.569186062212228	1.6398481111591947	9.043720734932322	2.6746295762314007	101.31744539157364	-97.32436936382095	60.66665006251665	-42.07283276625523	nan	nan	0.0	141.0	15.741780511328336	14.56558516121426	6.77266553208698	66.49638728895397	0.8107988723200606	3	
59	G015.8313-00.7623	18	22	17.11	-	15	31	48.4	T		N		4.7	260	9.98	9.12	0.78	I	6.391082521167906	0.9814845999910824	183.47145464924174	-76.52854535075826	6.6403992673027386	0.9979008627511968	10.775242029767458	1.8275143627311798	8.926817237263538	2.4043459296191165	94.49015229692009	-79.82759859810213	45.99952803013906	-23.008072913445574	122.14509806140765	-152.17695306830134	5.277109925023286	147.1859921394056	7.818674739803326	8.003256072527433	5.298625987132042	90.32381424717886	0.8797106699326915	3	Much improved
60	G016.4391-00.8109	18	23	38.7	-	15	0	58.1	T		N	C	9.7	15	10.36	9.32	0.94	I	10.358394628399097	0.5138165788790009	64.77450472645639	49.774504726456385	9.643251421267472	0.6058411753340317	19.43542072463568	2.8721080492636477	14.818031298727446	1.4711948734995761	88.90179074671873	-102.69177856005354	60.57038953915284	-85.15406850935312	119.12765245306318	-134.46369341097574	-9.333538857828286	894.85033850335	16.53466171451256	15.457729018010784	8.62504828097298	79.66468529299955	1.1174971841239285	4	Corner at apex
61	G016.8118+00.6679	18	18	58.73	-	13	59	28.7	T	HD168183	N		23.1	355	7.44	7.34	0.08	FH	20.934503562364128	2.726586413611667	350.00604868088163	-4.993951319118366	44.10600150363397	1.6081191512666317	38.46657823926707	5.709787420702298	49.699757157835705	9.702427849383373	80.27382193476308	-92.56132017596303	65.57167340089671	-77.00766548991317	93.14805331963532	-96.886368866017	-5.44640577691454	167.2293744054021	25.33638068707366	47.51985793781658	25.201934325506	56.32750348285168	0.2613199199261428	5	
