Seq	Peak24	E Peak24	Contrast	E Contrast	Rating	log Pi	E log Pi	e log Pi	E e log Pi	log Lam	E log Lam	e log Lam	E e log Lam	d log Lam	E d log Lam	log R0	E log R0	d log R0	E d log R0	log H	E log H	e log H	E e log H	log h	E log h	e log h	E e log h	breadth50	E breadth50	d_breadth50	E d_breadth50	log s	E log s	e log s	E e log s	log S	E log S	e log S	E e log S	core_bratio	E core_bratio	wing_bratio	E wing_bratio
24	2.1536017240263763	0.8608839834652565	0.005723583246854774	0.0022962040705240714	0.0	0.6140030901251885	0.23898113495141718	0.08776668924758509	0.07075336952177484	0.18273607150254914	0.0038075028588216986	0.11090810536237926	0.06871208073867668	-0.05542945523888108	0.028463505310616595	0.8350547715003921	0.018117144444333794	0.08364970497701335	0.07354937572491217	0.5705139555368227	0.04228914493678401	0.18973460436925493	0.025966154994410566	1.405568727037215	0.060406289381117834	0.16018570384192857	0.016687162469780643	127.69533914757297	0.0	2.803815634974889	0.0	1.9038901992333621	0.2388742589956257	0.0032829885372705823	0.0012136041642962084	1.06883542773297	0.2569353337179055	0.0837812645221346	0.07344460369500196	0.8073389078239407	0.030432520547046166		
25	331.0079138648656	1.0490944442740362	0.5157228278382999	0.00253792053251397	2.0	0.17758833049554365	0.12795891702298812	0.05831018584339795	0.02644914153490548	0.18859912385108843	0.008600855944000162	0.058694908321838844	0.012016511011754598	-0.03456135736102205	0.003267527396517516	0.9857953099290323	0.0034283632925279873	0.036426264685441655	0.014743429470325538	0.4692536052059953	0.0029674329336887443	0.03660953080004972	0.014713744559808423	1.4550489151350279	0.0004609303588391892	0.003533003461224186	0.00045718052837458135	109.38747310507087	0.0	5.581642996285737	0.0	1.5068044123278586	0.1614606472298154	0.017149035277279286	0.0028591477091343877	0.5210091023988263	0.16447813982727852	0.04045517533244702	0.014378893858866353	0.6145078477793645	0.025826738762255233		
28	18.537861151985894	2.356342296644786	0.053932488574288055	0.0072234963865562265	3.0	0.2802154895609233	0.2071997470230616	0.028590345028802505	0.01880148070493128	0.2401158222566786	0.03713903923821733	0.05528713735657434	0.019061867548062786	-0.02426784856915852	0.02054671625774227	1.1458744430507921	0.02858135741094832	0.020353276032244138	0.016530882886117305	0.33365630390980744	0.0019302611106838214	0.023742801496757768	0.020060221789133335	1.4795307469605994	0.02665109630026447	0.011987384957768707	0.011664615925416046	102.55598401498638	0.0	10.358493158364624	0.0	1.77210026051469	0.23043270525951848	0.03174211533248529	0.005903322498740425	0.6262258174638983	0.2535470706043527	0.03919602306670648	0.013065477934401897	0.6213762352909874	0.02090521908998372	1.1518627604637939	0.03715917693289525
35	22.067978418628865	2.2032269802927136	0.06145189363086486	0.006524691743217854	3.0	0.3743287199881485	0.28799207697112456	0.054368761590815544	0.04401429195219653	0.2671508696133294	0.07203646154253825	0.07217954014717604	0.03897873543761843	-0.19211619086889076	0.07026078136108677	1.0135697896111926	0.05226936523870494	0.04628217670884718	0.03862027643446649	0.41755668205473323	0.02486728403092558	0.049049982088917844	0.0371845278559349	1.4311264716659258	0.02740208120777938	0.012903758840119565	0.002826305674636419	100.72467689605286	0.0	11.658600981763101	0.0	1.7437863824776538	0.3019178860902963	0.03466921067538085	0.008415456423289556	0.7302165928664612	0.3482883795497915	0.060698337647122125	0.03397046786038599	0.721414373125837	0.029768816918803682	1.353503157242729	0.169013604114131
40	4.022312938924938	0.06200537647323149	0.011384424389201862	0.00017724863401240434	2.0	0.02012102291220085	0.15116853792684756	0.09369116957578959	0.04147229776735475	0.15728151870204066	0.0417976940007127	0.09058545361165415	0.022448883771070516	-0.06738822349141223	0.02940083376604353	0.9739098245065394	0.028278370420192222	0.05709594731407965	0.022185382886699266	0.4671067762721024	0.022103574441003908	0.13373240123184105	0.013911066258236076	1.4410166007786416	0.0061747959791882785	0.11981257790525929	0.004954945902565612	110.52540338641187	0.0	6.7090831078699935	0.0	1.269908539501726	0.2183624400896198	0.0284359554094356	0.011128242707925838	0.29599871499518665	0.2386067823432579	0.06414128348419378	0.023693138561275216	0.6002348926658668	0.08640866167521892	1.271335661471159	0.12792245022132406
43	3.520892501948178	0.8699876644231088	0.009140869041572354	0.002278590644511565	0.0	0.5354755992508018	0.013201340239851974	0.08524682780310344	0.04639359133631865	0.2390325993219958	0.009783740369387442	0.11331973243242974	0.06138461400371712	0.059981865432768955	0.051368729114768884	0.786091913127922	0.014004874930104919	0.0786998495758509	0.04608586304691071	0.4824929343669421	0.004767732081375416	0.12611207720228623	0.03738215206714467	1.2685848474948642	0.00923714284872972	0.09635178388214315	0.011285627668754994																
44	78.85312219180062	0.0	0.19941438596333852	0.0	3.0	0.35608938229829884	0.15823390923790293	0.01795421487847774	0.0010450202741149786	0.04334184234973489	0.0	0.036302084634735554	0.0	0.07943679105447664	0.0	1.3545630907103228	0.0	0.014455151941387951	0.0	0.05827605304360315	0.0	0.017149861354185725	0.0	1.4128391437539263	0.0	0.009228560387144967	0.0	96.79210852200053	0.0	-35.401729689341906	0.0	2.041664869238957	0.1868137758409367	-0.11695304967198765	0.01073896067633287	0.6871017785286342	0.18681377584093645	0.11784798940723033	0.010656135944062697	0.5489922859440849	0.019383968241856064	1.313010207616822	0.03916820250396898
46	143.43372310425806	33.16661190108952	0.3346011204316834	0.10276769776684816	3.0	0.12131584986555412	0.15547747320300412	0.05546820607335931	0.03636125385045389	0.17180504855354137	0.04907335848093817	0.05838567500792421	0.022084720914664215	-0.0451132446314354	0.009785938134973733	1.2799397927988854	0.040699681557073264	0.043862161010570035	0.028039586526583258	0.2931271201003864	0.04321646500228758	0.050634803991050525	0.02863444325819457	1.5730669128992716	0.0839161465593609	0.024514478806408946	0.008975208676074868	95.09389903079135	0.0	-11.269330564194227	0.0	1.6672609763227122	0.18794707115534448	-0.04605645054975086	0.009048565032273453	0.3873211835238272	0.22477804084990513	0.06529136516840302	0.024630125252850608	0.5978737160489453	0.03722616740715273	1.2384011135390234	0.06211617981317969
54	35.74099438685228	0.061895216031912025	0.123580406096837	0.00024183350278280449	5.0	0.07167193642966643	0.037933791740598986	0.012787967005760584	0.0009541590708300354	0.19034454323007968	0.022115211558933118	0.05087350152260212	0.010250389803026788	-0.05739064466788987	0.010469624926425239	1.9672220915442395	0.0013220478619080569	0.0033634800292003434	0.0010708562884335587	-0.17343634044062994	0.0008877084761902111	0.06910218128514894	0.001043329018119628	1.7937857511036095	0.002209756338098237	0.06901266082350344	0.0010968728605326935	81.9191933199764	0.0	2.862406852030162	0.0	2.2366594970654012	0.05874555725894416	0.014062266564417331	0.0005486144215190541	0.26943740552116124	0.0593062394572844	0.014493880910172558	0.00048271831406113163	0.566049219657981	0.003441107384194934	1.5550945617185086	0.04191782393057192
55	5.4652814376340615	0.026346282487421966	0.017536682709058286	8.71870133814233e-05	4.0	0.2581107795385355	0.10039468827902252	0.025514413147231046	0.008635496855021567	0.26312081330409925	0.0018916451345451603	0.029627151570768978	0.008738401300301367	0.0936612300553441	0.020647072225269205	1.2084234623107672	0.013434125427182452	0.020850283036383283	0.005788229487243677	0.2629292288073589	0.0036249489926570137	0.021098428055050827	0.005873094621441234	1.471352691118126	0.00980917643452537	0.003224857294437547	0.0010006152048896834	93.10421328801003	0.0	3.0289566408209936	0.0	1.7832227953351876	0.12556773288965492	0.010805976556753647	0.0009314426316151962	0.5747993330244204	0.13250060428288166	0.02357944158053019	0.005383978651917765	0.5730022953143493	0.011431207514270828	1.2065649719068743	0.028315143711268042
56	7.672163248556544	0.20135330561604203	0.024419013433867803	0.000655412724858467	4.0	0.3574665598422482	0.17390203153039754	0.018072651890490204	0.006369068333682594	0.31662240434127126	0.01233473884397074	0.0803612880523568	0.0006882862725552647	0.10591824695901042	0.009913791679203799	1.482086890544144	0.013238955238033352	0.013651525654057917	0.007203689649417181	0.12078686341604927	0.011647790119831148	0.043235149623496894	0.0006465592731117747	1.6028737539601934	0.001591165118202397	0.04046599532169625	0.0017394176661139548	74.17017454858215	0.0	-14.115260704962537	0.0	2.098412128845616	0.23011954361473516	-0.06927748081734292	0.0029337427814637176	0.6163252383014722	0.21991902800902513	0.07094098019445437	0.0020574225209744833	0.6860121077314832	0.005851918924513156	1.1967560249294007	0.011187033469159934
57	29.52751263419634	13.225957534290249	0.07085995681665322	0.033590304383240815	2.0	0.320451226991133	0.14879813632168545	0.07620239168172804	0.02291747627854318	0.10291069153912064	0.08589274402112844	0.11609303300915634	0.03669574768260725	-0.025255464804069913	0.028316410877827113	0.8698010291568545	0.04407651272779471	0.06552503215206021	0.016423957548181788	0.4618269360171645	0.020489015068254342	0.10547973185814115	0.022140485646740947	1.331627965174019	0.02358749765954033	0.07157454900980059	0.04766432877095464																
58	6.070673936600616	2.182586915334895	0.014809933538472342	0.005379644740461356	2.0	0.39639087060955847	0.13685982159323684	0.08724378543520249	0.052746365745231484	0.21669145555615815	0.05466584830186559	0.09913331423519742	0.056454363694114634	0.12545449202780243	0.010218146944569963	0.7992233019232533	0.06498778916676287	0.08220870060903679	0.05464443251069013	0.5451716517682559	0.002386343770257436	0.17375157593729923	0.022620388810054973	1.3443949536915092	0.06260144539650539	0.14633115402220426	0.006988153887195112	157.68669921738484	0.0	-0.9997114801216043	0.0	1.6691138862478134	0.09025556803847337	-0.0011393541889095685	0.0003424120035636324	0.8698905843245601	0.14406110171477546	0.08222295305628247	0.054633547098083955	0.37045753718804714	0.023006711716864293	1.0	0.0
60	15.488847201793433	12.897375485361154	0.03964660290737102	0.033557262122746276	3.0	0.2884455709268848	0.09079095260244488	0.0633996339154619	0.04630876794849764	0.23780634386637867	0.06270682929055528	0.08160524956213361	0.038069864753473605	0.0862244437969562	0.003648822521986087	0.9137235806925958	0.04912276283053459	0.05286164571797213	0.04612173956833571	0.4633417767500417	0.011744773083801235	0.12048850968613674	0.027694421699709728	1.3770653574426375	0.06086753591433578	0.0760798114814219	0.07590621666544962	120.03001210510853	0.0	-10.132935512716045	0.0	1.6023930177067598	0.07609548537277296	-0.02260420055866302	0.0031583353146124597	0.688669437014164	0.10863061192584277	0.06060912199257453	0.04117517826805815	0.7957242264783528	0.016882906567486047	1.1054954808547548	0.017514402880044827
61	86.0059765686259	5.817087639086371	0.19015045499909297	0.015216947365776232	4.0	0.5668219711569813	0.2510639328891827	0.05046251187557447	0.037398572942043795	0.3576565667966964	0.06695437780090568	0.09035891572956282	0.014562049941490424	-0.08434021212607223	0.03640096434560289	1.3049924299408253	0.07225374200257494	0.04810740229324368	0.03580759703558649	0.359517098142721	0.08556611719396452	0.0781782473797824	0.03245652857296123	1.6645095280835462	0.013312375191389638	0.058705702870376374	0.013879129356813659	84.36928249880441	0.0	-5.094192808339699	0.0	2.2223835555137446	0.2367821732035519	-0.019055484319290526	0.0009410239734312637	0.9173911255729195	0.290621286131603	0.05356794232863249	0.0324431897761169	0.771053050044224	0.0025161093378026325	1.110848420190166	0.011358682846738433
64	314.68642011972196	0.1473647882684713	0.9381777463606049	0.001007093027085116	5.0	0.4159586703307469	0.07321693667267143	0.007762287173360899	0.0016449235278317128	0.29405088777413707	0.009289567110594898	0.03338270328349726	0.0038519670133837164	0.028146371581793294	0.005580550989466298	1.4447913741773537	0.0018984743827457084	0.0031622956010880655	0.0018918263005200727	0.09408933903365618	0.002337700391324473	0.0035704178871073817	0.0020286089599658645	1.53888071321101	0.00043922600857881997	0.0016447574308007182	0.0007663547857251257	67.12736129811252	0.0	-0.42583567053738136	0.0	2.1089290091596506	0.0914395281677821	-0.002351371965399625	1.099678484422573e-05	0.6641376349822968	0.08993746617414494	0.004088212962195245	0.0014689525919840862	0.5204668131212715	0.0002548577572542455	1.3593380498546992	0.009662706001621758
66	184.00695489437715	0.001461846924403481	0.5084039354299581	5.335754611136987e-06	5.0	0.13047288280859573	0.045387239604645614	0.010276223985478868	0.0011813167843277336	0.293740375784201	0.016346293969478884	0.052785557146696714	0.001460998212326728	0.10099409494445288	0.018362860254032297	1.7961286428490313	0.00023950162929293182	0.0031928143970776177	0.0005168158286763156	-0.04024777172457868	0.00011150539601703718	0.04670452127191385	0.00027211435842729235	1.7558808711244522	0.0003510070253099497	0.04659268418154705	0.00030818288562312263	75.99724186115743	0.0	2.7853992224262782	0.0	2.1242279463028546	0.06715791147087925	0.01426096951916798	0.00043312234068922117	0.32809930345382393	0.06696630538888106	0.014619374689972467	0.0005162678111160121	0.47737297877940943	0.004921923799244852	1.310181710394535	0.015470830667693348
72	841.527356870252	140.47664604488708	1.6077133355609179	0.6175774494684452	3.0	0.2882685134563783	0.2629263997295261	0.04520046654413365	0.033317938129848644	0.20002038571178482	0.04761310939274008	0.048353424619509	0.023443775827909807	-0.0587136086199308	0.00015937056950650897	1.194992548529274	0.05140112140786284	0.03500753656398875	0.029278668665023568	0.6219117379910336	0.07220003931676676	0.05337661703400187	0.009279948799616265	1.8169042865203078	0.02079891790890392	0.023934716569575937	0.02212860090170039	119.02423839986328	0.0	2.385199897131102	0.0	1.8722499312861134	0.2678860155947357	0.0057316884586736646	0.0019777049860076053	0.6772573827568392	0.30939884481132673	0.03573947318119065	0.02895575359966685	0.8960308559837292	0.028742193789538177	1.1135987790910473	0.04781388682022407
75	-0.04211426432878584	0.0	-0.00012230120149016421	0.0	1.0	0.09398792706876169	0.25125322007000284	0.09672967257035153	0.04182558837337256	0.184931811296849	0.03205943711607915	0.13963668740265414	0.015937005394775668	0.0013045852250918525	0.005290355273056565	0.6293878208659937	0.0	0.0	0.0	0.5523341011759447	0.0	0.15520030750625577	0.0	1.1817219220419384	0.0	0.15520030750625577	0.0																
76	29.51728484594471	0.6508196318800314	0.09193057785064661	0.0022501743759243908	4.0	0.4638126855553962	0.04329600514008847	0.024004866569066002	0.016508316645603562	0.3067651062326967	0.030823118260105184	0.0480788842281312	0.006315622657535841	0.029966372862850633	0.009053477552138431	1.41295190287737	0.024474942099227976	0.022310370182551012	0.016167508433683288	0.34796415092194516	0.13936633384636077	0.10612827801863957	0.07509042162699381	1.7609160537993152	0.11489139174713278	0.09034513068515143	0.09220109792171131	79.23693461961851	0.0	3.4465804498582457	0.0	2.1949524965850915	0.044682212554657694	0.014566262474513805	0.0001338293849099357	0.7820005937077217	0.052608321422645904	0.02810146578447791	0.012872052220401175	0.6346945976002646	0.0004364790860785618	1.2146084710408107	0.005370369198713029
77	4.692247693085144	4.042663480763116	0.014439957111608321	0.012506119618285856	1.0	-0.10204261871448012	0.14087331161674602	0.15695250154830642	0.0493887959948894	0.18210184411163413	0.059499636654973674	0.16542024136850114	0.033502552103089465	-0.04071566167416235	0.005064266514281069	0.8176958984669561	0.06246644716955057	0.091644859932543	0.057330318577549666	0.5837224261185475	0.025472306792659962	0.19261680906566403	0.053233171882289966	1.4014183245855036	0.036994140376890486	0.12072743217652733	0.12845160739990813	159.12067614577236	0.0	12.393274567198802	0.0	1.140672677020279	0.12599677344673865	0.04675629152814886	0.016083286427181865	0.3229767785533229	0.16360026226047547	0.1045155891806292	0.056028071997865865	0.43213294507312344	0.1495969844341923	1.0	0.0
83	1.4022342235019005	0.009176033058905698	0.004296650188491847	2.8281101266211504e-05	2.0	0.6181036221831621	0.34732887306904564	0.03397481476956759	0.005355377662489438	0.15562685151919584	0.03744525199266916	0.06870598631286952	0.0320247315939617	-0.04027780517995331	0.03920167982572873	0.9997900757734478	0.0016249097829191537	0.028789153579762753	0.004155289318424647	0.37603041580140717	0.008821133134591713	0.16363514423520242	0.008522596826115393	1.3758204915748546	0.0071962233516726344	0.16106386018722485	0.007915922895808777	39.75432928864132	0.0	-21.185293981462777	0.0	1.67374732184368	0.3951427636363773	-0.2253627220125256	0.0020119330917088324	0.673957246070232	0.39512332003895795	0.22722579082597003	0.0020120855799923083	0.6749124229947382	0.002579323708029023	1.3122941072198673	0.0028843700041196125
85	6.271316339800149	0.4000764334365307	0.018730618628881767	0.0012219637302003864	3.0	0.11806577583228763	0.22331451466928215	0.054577461671858264	0.04652059298642694	0.1839243566122586	0.08523936098431917	0.10471439970365592	0.024700075422828836	0.09616177135427112	0.010361052920841392	1.3909198861418297	0.06123799901724541	0.03994010381097186	0.03544782080240904	0.12937063912706814	0.048491075392095274	0.05123917238622988	0.02320846307633265	1.520290525268898	0.012746923625150118	0.016676613411893745	0.013588322565040034	86.12531299387642	0.0	-3.246403506792447	0.0	1.7164927832243213	0.28497718160489915	-0.015860075552308495	0.004109158064218986	0.325572897082491	0.3438797704226988	0.04473642848473599	0.03298363542879913	0.5196967502047873	0.048302331967592475	1.7415885554159984	0.38721541157775136
87	25.336649983784312	0.20689564435278632	0.08323907860287164	0.0009075137803980099	4.0	0.2433118308702333	0.09181525867539425	0.022322937435630925	0.008287870760993557	0.18911294240046642	0.0315960601555953	0.041933630160017055	0.01114493505237028	0.02909988760011542	0.0011674404586769634	1.2454060158613216	0.01311429539320194	0.018465173529546384	0.007283830988571193	0.27711632793176266	0.11577227268736785	0.052282315399031005	0.004703855616834678	1.5225223437930842	0.10265797729416587	0.04811028174078232	0.007907367247700576	72.39162674605687	0.0	4.003774360535608	0.0	1.7118610319906293	0.11189608744424256	0.020711046720883936	0.0006722451054578769	0.46645501612930756	0.12404744799732624	0.028133949454798416	0.005251217072524879	0.5878070046540663	0.004278798886041245	1.296368522848528	0.018696410350148726
88	1.3512757219193272	0.08280830622747996	0.004096003049514254	0.0002519499074016653	2.0	0.203355410839123	0.04712399784207509	0.06272941948824352	0.003577301966945276	0.10201753811044266	0.0035050931413689802	0.07055993874329348	0.010945741655069126	-0.20732206759974747	0.041273423504934875	0.9599942002654606	0.007202711003503011	0.05406713064981263	0.005632244625681629	0.2873633845764671	0.059075090281781546	0.08116674097269623	0.02659299730124174	1.2473575848419276	0.05187237927827859	0.058140710021130824	0.031887254506098396	59.943914520983505	0.0	-45.16381556835726	0.0	1.2693440342585638	0.0654685470065864	-0.31439739810318784	0.001820647429030471	0.30934983399310323	0.0621215877289186	0.3190548802551124	0.0016097390997766587	0.8502398485212814	0.00044335161091720444	1.1761046907967803	0.0014381958733124403
89	-0.4792745144830204	2.921409543987258	-0.0014812026542919711	0.0094066214255706	1.0	0.08918568155259114	0.11332064070682053	0.10492818632837697	0.04508509704117843	-0.024751368855398876	0.004119886821134782	0.1183668990665101	0.060179432078562016	-0.002203091611354941	0.0038263488706132467	0.9896830919961346	0.05258575824870823	0.09127712936969161	0.041936792437517946	0.3321009600283032	0.039841521801956034	0.10414991414262341	0.054349775823278344	1.321784052024438	0.012744236446752261	0.047842444836459865	0.038306036893821276	92.7386871555703	0.0	-1.6796641906950782	0.0	1.3285102490667662	0.1277299746960967	-0.007149031462187959	0.0008664691810271522	0.33882715707063144	0.1618875714160495	0.09164339766159847	0.04171783938577611	0.43748557122092024	0.019483024096694317		
90	7.633002341305962	0.8760113100961251	0.024575366556054457	0.0028903821903291218	2.0	0.011973850471350458	0.18499135513600376	0.11041739805119984	0.04831988575303749	0.07329154139986752	0.01524070627786967	0.09757427776762893	0.03220458271862967	0.13904342853219187	0.01647746868899732	1.0117427686691307	0.02444857728420942	0.07902464154294297	0.017254413178478475	0.46791768691171537	0.012246594611963292	0.08049388071814144	0.01838144001131195	1.479660455580846	0.012201982672246127	0.014690831346028563	0.007900820620781379																
91	5.547057380821786	2.4234853677927077	0.01687209591951053	0.00746201088242269	2.0	0.4617664200802905	0.2753389419432508	0.039455824569829046	0.00967348432243223	0.14918692629965868	0.01519138067754107	0.08468132186244814	0.021905506030949037	0.0271652115347398	0.0011296181008812478	1.0206867367397583	0.00963454717764181	0.030816107435614498	0.007360600559248914	0.34077755956504463	0.08999919203921854	0.04611570870361239	0.024058707738847572	1.3614642963048027	0.08036464486157673	0.02922249064042533	0.030204793667537075	147.62213364332817	0.0	-10.429313498730608	0.0	1.9455200747152386	0.2825949110377893	-0.012437891785781885	0.005119518085951642	0.9248333379754806	0.28941872706572935	0.03388403739048435	0.005275857621211766	0.6091559433341426	0.04847691285536985	1.0449706850454266	0.018976160991525694
