Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	R0_g	Peak24	Contrast	Rating	Comment
1	G000.1169-00.5703	17	48	7.01	-	29	7	55.5	T		Y	C	26.4	27	8.97	8.72	0.22	I	31.999503736033578	1.3815854861593817	4.277546259137606	-22.722453740862395	38.04414956319745	1.6956523548493896	51.07595165589301	3.980548605217774	46.01534880463302	3.110750175160217	83.33418828112671	-72.3109884181141	47.54607361924775	-30.502401030422334	125.7546186824647	-110.20410313403323	6.808235635116195	140.5785463904082	49.602634699718365	47.3473052343884	30.30365148476937	122.69614652608108	0.30397717807172	4	
2	G000.3100-01.0495	17	50	27.59	-	29	12	46.8	T		N	C	6.8	145	10.57	10.31	0.23	I	11.105463066008749	3.7012260471742113	131.2528536646922	-13.747146335307804	51.843899047901544	2.899489983260289	11.501445677229569	1.4954457838003707	12.917655484025888	3.3133914035903134	nan	-133.1754990417219	39.01656310648224	-48.570617431807634	nan	nan	0.0	141.0	12.422349532493795	0.7869114138374176	8.156347806437804	2.115432265972615	0.005832214059274776	3	
3	G001.0563-00.1499	17	48	41.78	-	28	6	37.8	T		Y		6.2	200	11.14	9.8	1.22	H																								0	missing
4	G001.2588-00.0780	17	48	53.4	-	27	53	59.7	T		N	C	10.2	215	12.28	11.22	0.96	FH	14.925186607101834	2.219252193280348	200.18990713421115	-14.810092865788846	17.17051185305103	1.6389217351013565	22.102633414156024	3.396185055811515	18.040209290319105	2.320185499265955	93.28490959543973	-91.99177273081956	59.36909966633647	-48.96041297221032	123.61077605062127	-146.92303859988073	1.9820007191314282	191.420391523389	33.432864543295516	33.233993794547374	12.133547983901556	33.73240527507505	0.09030285861092825	3	
5	G003.5118-00.0470	17	53	56.0	-	25	56	50.3	T		N		8.6	135	10.69	9.69	0.91	I	10.386031971942394	1.9460792074491688	111.93571112220366	-23.064288877796344	13.040566610532737	1.7864084207025372	14.921423621107062	3.913806609030911	12.910900219377023	2.9998097596861664	132.33133391328602	-130.26955508401392	62.17181641197632	-71.99062375312954	172.06608583572552	-174.639255816814	-4.600681492300338	156.30675334428378	23.87684085672282	23.334713026838664	9.310604072926909	3.8817622979400355	0.011140304986900242	3	
6	G003.7391+00.1425	17	53	43.03	-	25	39	19.2	T		N		3.9	20	11.48	9.41	1.89	I																								0	missing
7	G003.8417-01.0440	17	58	30.64	-	26	9	49.1	T		Y		12.6	25	10.22	9.87	0.31	FB	11.520531073989062	2.7993453520715876	23.500683819575652	-1.4993161804243478	18.86620520324017	2.0382608127598276	22.452596286288387	4.947542956814523	15.885502273351102	0.48488917315875196	98.73060297525056	-140.6852677643152	66.4325419526376	-41.059375976987326	177.53658090708345	-175.0664469098466	8.439433062668417	107.35201375597082	14.51758773391965	6.816936996497942	10.062748919969705	2.618410960077957	0.007265226202018372	0	missing
8	G004.3087+00.2222	17	54	41.06	-	25	7	25.6	T		N		10.1	260	13.94	12.1	1.68	I	7.37199794077465	1.7225567704514027	210.21890334746365	-49.78109665253635	8.62459005625523	2.0051708319610375	7.712700421962048	2.7819412227082805	7.657964201189673	2.609970135532528	nan	nan	130.01651186507178	-114.5168143084723	nan	nan	0.0	141.0	9.157067407638186	26.446162515095693	7.561908048338783	-0.42971653520578923	-0.0011533311033378132	2	too small
9	G004.7315-00.3875	17	57	57.06	-	25	3	53.6	T		N	C	10.1	125	13.3	11.77	1.39	I	17.200218863152948	0.5155461402540406	170.28894167784946	45.288941677849465	18.136856085017047	1.3114973039502344	23.42565979831843	5.443547570913745	18.125102918923723	2.359942889513278	80.55713719726879	-70.02684551326496	44.31061236080396	-42.44545118914061	121.79703557318146	-123.40008633374825	0.6922934830625965	124.79714967169339	38.825666692908875	35.484667132419816	16.699295302645332	16.83722432076727	0.04954750038796681	3	
10	G004.8449-00.9309	18	0	17.05	-	25	14	14.7	T	HD314937	N		3.1	140	9.36	9.31	0.03	I	11.236320983272227	1.3480806535737389	164.58663347151904	24.586633471519036	15.736309122847944	1.67223066845372	15.533276032272873	2.2246392399074146	19.76970495553947	2.8534831570293044	93.42952714895048	-101.40351053301225	59.591765612295234	-70.11291762533678	140.01934194377947	-152.05956261791505	-5.115675470678359	179.75943206579007	26.099741238518536	32.38827037402456	8.898693266384022	2.1011960307367215	0.006159032011605005	3	
11	G005.5941+00.7335	17	55	36.02	-	23	45	21.8	T		N		7.6	350	9.78	9.22	0.5	I	5.932271096528715	1.9186078124708543	344.4729669724008	-5.527033027599202	112.62976828450678	1.869138568140847	11.210680974712108	2.0551553677041685	10.380044553731475	1.9139900725478265	132.94409479485424	-123.26900735130715	88.64815079016398	-65.31953698051353	142.40171995391785	-143.62645199882792	3.504614491558101	676.9951609083842	10.847257721520066	22.383396038857768	10.823613308935613	-1.1741172788167997	-0.0030962598406718035	2	too small
12	G005.6985-00.6350	18	1	6.02	-	24	21	34.4	T		N		20.8	180	11.56	9.11	2.24	I	18.520365134368824	5.5105003404930875	187.51750669393118	7.517506693931182	61.24922369798421	3.824356466342621	26.265972497237936	2.7814826572482927	21.857032673742665	4.716676807265512	134.2321455418977	-130.86296344850354	74.64661062455414	-51.090435766645925	140.5669825248931	-165.92863185513158	11.614668526379363	163.01573577789313	34.347438724372736	35.73897247348111	20.8088431309451	15.065992067390727	0.03997200140844294	3	
13	G006.2812+23.5877	16	37	9.54	-	10	34	1.5	V88	Zeta Oph	-		299.0	30	2.59		-99.0	I	273.1668903212926	22.44918462269067	22.341548556501497	-7.658451443498503	749.6899527945144	16.271818164886916	705.1469352456504	68.13958597428747	501.8996066045643	58.16209852585609	68.547071430073	-79.76680695856868	61.06635555257711	-18.459622087858357	74.3242628429655	-104.29731404309217	-0.12245004923752219	163.96292875649723	166.1646656967156	143.95726244230204	251.88415908031166	64.78939579690513	0.2552545831180107	5	
