Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast	Rating	Comment
14	G006.2977-00.2012	18	0	40.59	-	23	36	50.7	T		N	C	24.0	210	13.07	12.16	0.82	H	23.464162909698395	1.478870382296554	198.5940980202615	-11.405901979738502	29.52217824890227	1.4302240588322255	31.743416858809553	2.663593472744461	30.394956662387322	1.9930033782424197	97.46563080915706	-96.31886540472952	41.832703029197575	-63.00560527758938	132.29040239217596	-131.7770054657085	-2.3362085932723393	184.18262321139682	24.422311488393785	59.35018997025671	-2.6356020662489357	61.98579203650564	32.94416287038567	9.683312992521548	0.02471780335338395	3	
15	G006.3600-00.1846	18	0	44.92	-	23	33	6.3	T		N		5.5	110	9.32	9.11	0.18	I																										0	missing
16	G006.8933+00.0743	18	0	55.27	-	22	57	36.9	T		N	C	29.0	65	8.73	8.36	0.33	I	30.035282163280456	0.019857674558311444	57.280276992152835	-7.719723007847165	66.62761558048318	1.3902880891102833	nan	nan	51.56141808573127	2.3677937588824762	56.472169649553265	-96.32512518140697	27.520591433714344	-62.377453671983055	75.38850201019957	-119.70684430978963	-22.216063554053104	131.94385132530434	38.64623612183844	46.84670883065829	-2.893073228502466	49.73978205916075	29.99154639939772	32.18678025270121	0.08158327634835442	4	
17	G007.5265-00.2652	18	3	33.49	-	22	34	38.3	T		N		4.1	350	9.06	8.11	0.86	I	6.333930940053444	2.47746517249737	314.3013764670328	-35.69862353296719	5.983453578464102	1.6903404907304747	7.2334644008977405	3.2365725004746793	7.443512744789597	2.085076050487096	nan	nan	6.617728051172264	-107.72506535115153	nan	nan	0.0	141.0	12.836253296688666	20.79192137770608	-0.0949297462213945	20.88685112392747	8.474060955661134	0.6148496844543195	0.0016490816377226444	1	too small
18	G008.3690+00.0239	18	4	15.53	-	21	42	5.3	T		N	C	27.0	50	9.07	8.3	0.69	I	25.662924236184953	0.5841429301060757	42.116030559166454	-7.883969440833546	49.58610347533435	0.8576729922512294	50.620798644098834	3.960377198159299	45.66052108166212	3.0775669046235468	76.7013030874769	-83.71571351584612	53.74713705109971	-53.35704334263551	103.00547110715883	-112.50450955309731	-2.9070163555504553	166.952225643398	39.708712058211084	43.50672818090955	-7.8457843632868105	51.35251254419636	24.797719219098976	64.08464602727075	0.16267104022520856	5	excellent
19	G009.0177+00.1410	18	5	11.21	-	21	4	43.3	T		N		9.1	290	8.85	8.41	0.39	I	8.323937253694439	0.23717695812394535	288.02556987019204	-1.9744301298079563	19.778750762824448	0.7705374275453304	16.139701453461186	1.0111880984071044	14.26117346403313	2.0876238287207456	105.91523688001115	-102.28285805601678	64.77996949754686	-63.569425600501575	130.6653984577315	-146.481638982926	1.3392251718222545	237.8916259120284	16.398605402611434	29.604265511324556	6.693100417935003	22.911165093389553	6.683943644056814	2.7752841643217363	0.007732828114882415	3	small
20	G009.6852-00.2025	18	7	51.86	-	20	39	48.8	T		N		8.3	335	10.92	9.69	1.12	I	9.997571792189692	0.5165489544111447	328.556007222167	-6.443992777832989	16.50579139110409	0.8673959509468553	14.680880954770117	1.3278970446305518	15.70321997560603	2.398128779006024	100.09903674571996	-99.60171587997661	52.11278136807539	-71.3922256722118	152.1502065097913	-142.58623334691094	-4.028978097823061	187.79904520218463	15.270086588747532	27.657295131192626	3.42556062085141	24.231734510341212	8.013675775892615	1.8524417185101667	0.005184983574857637	3	small
21	G010.1395-00.0350	18	8	10.89	-	20	11	6.4	T		N		10.0	20	10.34	9.58	0.69	FH	8.971537576020097	0.2371119431979789	26.59991566769529	6.599915667695289	51.84834982482325	0.7494490371580593	15.624484091947142	1.246078008589291	26.797425660971495	3.3488036596006845	118.6188210808979	-84.72521670521178	65.1137935829765	-53.59138018305896	131.41857659002963	-115.95995141919457	14.332338779524823	216.15665397024964	27.863436692802267	30.89691659877307	5.574225055725353	25.322691543047718	9.673304794226889	18.812415053973634	0.050614898117456356	3	small
22	G010.1641-00.0380	18	8	14.61	-	20	9	54.2	T		N		4.9	90	14.08	12.09	1.81	FH	9.242916885911933	4.0802466652776115	98.22323549751447	8.223235497514466	4.054328569474813	1.5781367014773353	8.53120702387943	1.0556433766373121	6.7479312636898205	2.5588335373975712	167.38211453821225	-143.97109842956405	6.19334515222846	-143.97109842956405	167.38211453821225	-143.97109842956405	-29.07409290514953	272.2876796251124	17.020335405090787	33.0000135614453	-2.4193983197264615	35.41941188117176	5.647020572350431	3.71830027548392	0.009916118557456739	1	too small
23	G010.2414-00.5411	18	10	14.55	-	20	20	10.3	T		N		5.6	245	11.64	10.23	1.28	FH	3.7896403097564715	0.6238532692265772	246.65958787457362	1.6595878745736172	22.618654619843017	0.9137367556709994	9.41444131148991	2.5243307541659505	9.429061163266635	1.9986947571002776	114.842860876663	-119.42962870306948	42.44946699762164	-82.02982257426461	nan	nan	0.0	141.0	3.9334915489853457	15.365826382515941	4.793116160325615	10.572710222190326	3.4761770712731206	0.006117314797347881	1.681653603897033e-05	2	too small, Rc too big
24	G010.3576+00.1878	18	7	48.21	-	19	53	10.4	T		N		6.1	165	11.07	9.76	1.19	I	7.006719144925773	0.6644763360742862	169.56769785561136	4.567697855611357	20.155514269661374	1.1088136014690297	9.65771801325614	1.9033005642226324	11.794837757383458	0.9678340550948805	130.49915478254786	-124.89152351259808	91.55933391699881	-77.96406293618034	nan	nan	0.0	141.0	16.789729912124525	38.351228471084156	10.654351077459923	27.696877393624227	5.009602143168308	2.6506333236210793	0.007049297285086161	0	missing
25	G010.5863-00.4140	18	10	30.9	-	19	58	39.4	T		Y		7.8	35	12.94	10.29	2.42	FB	9.6087226240971	0.5081518278100007	47.02998788014116	12.029987880141157	16.019075716287805	1.06735195591467	14.30907493769844	1.948114018832152	15.900613593230617	0.9619800822084401	114.9691161013566	-103.80583010878513	71.01110485948186	-53.10178770388768	nan	nan	0.0	141.0	28.690140764536952	28.281423087866223	4.233490575676516	24.047932512189703	8.884518343634664	330.0502260447285	0.513406033963611	2	too small
26	G011.0709-00.5437	18	11	59.42	-	19	36	55.4	T		N		8.2	30	8.98	8.76	0.19	I	6.604249693907523	0.34547729077169764	28.12252736596905	-1.8774726340309513	13.821441670929712	0.8816731950308208	13.271809135830223	2.062529356381466	13.33698735435809	1.247416298898701	94.0419693550906	-91.01075770536585	49.752612645620516	-67.95600535686276	104.03123995363379	-119.79598772799483	0.0	141.0	14.992778020581047	31.38052475479912	10.258471524403404	21.122053230395714	6.104503452678882	2.6980061096405743	0.007852881036797123	2	too small
27	G011.1189-00.5784	18	12	13.06	-	19	35	23.9	T		N		6.3	60	8.89	8.8	0.07	I	4.123865559233072	0.9395459295833228	48.0570299027809	-11.942970097219103	12.260993747010367	0.7590228582657775	11.522705088559176	0.5721432165656202	6.0671570790620555	0.7025264589490607	115.88376992290262	-105.12008146572316	73.38716181028468	-34.35456301170207	nan	nan	0.0	141.0	8.081814718316519	17.91392895758389	4.819386170671861	13.09454278691203	1.6299966732475717	-0.15085856854957783	-0.00043533812642495613	1	way too small
28	G011.6548+00.4943	18	9	20.03	-	18	36	11.5	T		N		13.4	125	9.17	8.57	0.54	I	13.175992918677213	0.15966465191918822	130.7171699463005	5.717169946300487	29.203923633322788	0.8223822710534229	23.52021114472821	0.9193451748197705	26.005682414031163	3.3592096921256216	112.914477173351	-92.19749085662176	76.78629854763776	-40.46785818669265	130.721221430946	-121.235189656492	14.993182654836112	265.54733101745376	28.435480480026534	28.611377787359007	-0.08116425275933636	28.692542040118344	12.088280536165295	16.38682477019276	0.04733836871599822	3	
29	G011.9160+00.7043	18	9	5.53	-	18	16	22.7	T		Y		9.2	85	11.88	11.21	0.6	I	4.829370273966749	0.0	127.46584386553603	42.46584386553603	5.745425430786037	0.5961949253930627	5.139218105430046	0.0	7.6743475886553805	0.0	176.72234749994925	-176.80227343144787	124.03805033377913	-112.25083936967098	176.72234749994925	-176.80227343144787	-17.550247838175	174.23652335031764	9.454675076879335	27.63685350051407	8.967059274790014	18.669794225724054	5.262294321900935	1.721077516240444	0.004668171227635783	2	too small
30	G011.9346+00.7785	18	8	51.41	-	18	13	14.8	T		N		4.7	175	12.16	10.39	1.61	FH	13.040134429513621	0.6683704638019057	149.83183222049465	-25.168167779505353	12.512980054145062	0.863414592078977	12.327873171700073	0.007582984353414979	13.31469126091496	0.627854995479049	111.6060340329521	nan	39.420673244815276	-69.98415221296531	nan	nan	0.0	141.0	61.933510007178754	59.38008765799882	25.879695214740977	33.500392443257844	23.755751111683043	8.649227314030638	0.022321776718962835	1	bright nebula
31	G012.0200+00.8194	18	8	52.82	-	18	7	34.5	T		N		23.4	270	9.56	8.46	1.0	I	23.03624180608948	0.007792665848880276	272.9866284024141	2.9866284024141123	58.63619511231103	1.2085815153965356	46.207990323507886	4.341242913059202	41.47350023674335	1.1267311693334525	67.56549721140851	-65.85928561043005	44.25334330047451	-40.35553507571228	80.17043290693141	-91.36476881445796	-0.3476710248088877	102.62599412802979	48.46566712284689	1.3626011310899564	-21.71412403444725	23.076725165537205	22.73449103208696	7.3457399458186945	0.022270040779956368	3	
32	G012.3407-00.3949	18	14	0.85	-	18	25	47.3	T		N	C	7.1	20	10.05	9.72	0.29	I	8.606381752972611	0.4417071699550096	10.66799050326399	-9.33200949673601	71.47418414443835	1.736765599265962	19.679556062151043	1.528744915054685	13.219532907697007	1.8230904279099718	103.32717105472152	-106.85856408665825	58.64703129135029	-36.84053100200498	171.41315441222926	-154.85562299178906	-0.6218744059587139	163.60130548450505	40.29032275660285	37.009056375964796	10.673454122330616	26.33560225363418	6.772998195444611	33.675129402362074	0.09199131819392771	0	missing
33	G012.3661-00.1518	18	13	9.96	-	18	17	27.9	T		Y	C	13.1	55	12.34	9.88	2.25	I	12.95574352949945	0.3972533196289527	51.53845143089413	-3.4615485691058723	31.016552771377338	0.95995035696155	19.328255954499085	0.9865982353436507	23.913865854886293	3.4859944481740337	103.84245441743158	-97.78062214751208	53.179375457529744	-59.097312453157656	175.25105644866164	-173.6777582802663	-0.6583261057608927	127.89384167346375	26.128586317121403	0.7854860542464834	-12.585680354976269	13.371166409222752	9.683733576761133	12.047616454926846	0.033641456819288595	3	
34	G012.6748+00.6519	18	10	49.61	-	17	38	2.5	T		N	C	4.1	335	9.83	9.12	0.64	FH																										0	missing
35	G012.6765+00.6898	18	10	41.45	-	17	36	51.3	T		N		10.7	20	10.03	9.61	0.37	FH	9.243886525403509	0.2347046666040118	28.65027889112916	8.650278891129162	30.817508938953587	0.7625585858901764	15.775984669782064	1.0365474039056692	24.015987341942186	2.1608002237205963	112.38327787781594	-89.06607591428974	67.77904500038085	-65.12503427387287	172.29470280798427	-167.12353625809783	5.664526260338119	167.604352466083	24.869297543202563	26.08043446554153	3.5393237446894865	22.541110720852043	9.2899552448678	20.056716557945016	0.05549569221665132	3	
36	G012.8263-00.1278	18	14	0.28	-	17	52	32.1	T		Y		7.5	355	10.46	9.63	0.75	I	7.367189451353654	2.589513389689457	359.5487750561745	4.54877505617452	14.433824140159137	1.4793259174711826	9.993675710109246	1.503716593220277	12.281704611322459	0.8164406485610469	146.3213467630389	-130.9991241226564	73.2946224637916	-78.68734853790102	162.373192673281	-149.402261673442	0.20653686600093135	245.68784883889657	23.89769186147204	24.778785152262838	3.1678648013288777	21.61092035093396	5.978920494297934	94.59382041335381	0.18186353865756535	3	
37	G013.0398-00.2281	18	14	48.21	-	17	44	9.6	T		N	C	5.8	95	10.63	10.0	0.57	I	9.825556766748738	3.431147663192481	91.100784813135	-3.899215186865007	14.985858073399601	1.7637397488325046	10.815555785415254	1.1655637771806913	12.390221290431885	1.261361936935064	147.0064173251851	-157.212568234848	75.89622106958751	-72.38798280520774	147.0064173251851	-157.212568234848	7.455473736278954	243.60782966303114	35.52258151832209	37.11238166631112	4.378643888315846	32.73373777799527	5.81712422571325	26.384239472557628	0.0754965117875187	2	too small
38	G013.2387+00.2138	18	13	34.47	-	17	21	0.0	T		N		5.1	255	12.7	10.59	1.92	I	5.321833440934409	1.3573810189355358	250.53107548442588	-4.468924515574116	7.441267940638434	1.152105083728092	7.074648511342672	2.0501015099840045	8.306071867512447	1.1956372384627147	107.8416553891413	nan	59.149864052637156	-51.746623446259065	nan	nan	0.0	141.0	13.121839058403383	19.661223178856908	4.091646453249281	15.569576725607629	4.610167381068318	1.9969618037966954	0.005603495223295359	1	too small
39	G013.4900+01.6618	18	8	46.51	-	16	25	56.9	T		12		73.0	260	7.8	6.94	0.78	I	76.90944079505076	4.672728014736556	254.31276321156273	-5.687236788437275	124.22345757391042	2.782821442605008	150.53480698317827	22.617149225076176	116.98204948473494	5.891662502171406	80.90906809742825	-116.17114753990484	74.4213616567655	-87.3481890514586	90.62267156703047	-128.22651409715604	-14.87951853181983	195.35921325945094	39.0717150004919	124.50482754695706	-47.12291376460739	171.62774131156445	81.95259785819461	19.634089931511937	0.06261206594551114	5	
40	G013.5120+00.2378	18	14	2.03	-	17	5	54.8	T		N		7.5	185	10.38	9.46	0.83	I	8.873507530954452	0.7527877678522232	214.5371328399425	29.5371328399425	11.95284358585296	1.2002559039666683	12.185870352937277	1.8166543503512866	15.647303758279879	2.004808188948366	117.23448649428184	-103.81632027854185	60.14683981244548	-75.89693889120849	143.3159689148016	-132.52880024031117	3.810238622782496	400.81614875713564	20.016731557837232	34.484937800596796	6.920207197989114	27.564730602607685	8.74751969199132	3.9657100332899566	0.01122261926397591	2	too small
41	G013.6983-00.1619	18	15	52.56	-	17	7	32.2	T		N	C	3.7	115	16.6	12.48	3.77	I																										0	missing
42	G013.7085-00.2417	18	16	11.41	-	17	9	16.7	T		N	C	4.4	110		12.93	-99.0	I	3.7681212764260774	0.880924831625828	125.79912398282156	15.799123982821556	8.420541535600812	1.4345738600379754	6.655528522359409	1.7521802134684998	5.556027230922994	1.2882505647874847	nan	nan	95.31450473610596	-34.05145907918251	nan	nan	0.0	141.0	1.4209880397551886	19.15038801575743	5.79377037017769	13.35661764557974	3.6496077196949015	-0.8541843492909174	-0.0021273680047156104	1	way too small
43	G013.7925-00.2591	18	16	25.29	-	17	5	20.5	T		N		6.8	75	9.15	8.87	0.24	I	6.251652867547915	0.6637837343684776	69.49542463600456	-5.504575363995443	21.918216459600988	1.2604867500516719	12.566048607855386	1.5518285849858107	9.46197835045236	1.1136602308439219	nan	nan	84.20384132637352	-84.57507315885272	nan	nan	0.0	141.0	15.007606110954276	22.675482321282015	5.74045452027002	16.935027801011994	7.094738407942803	4.136066679010405	0.010752075937854707	0	missing
44	G014.3151+00.1319	18	16	1.43	-	16	26	36.0	T		N		20.1	110	10.43	7.57	2.61	I	21.603878411726605	0.23787897840596628	102.43329858254536	-7.566701417454638	85.18790806331204	1.0760777646980253	nan	nan	nan	nan	61.39037883265863	-132.19383821134244	41.83691281050315	-48.23565582279313	151.60972177870417	-132.19383821134244	-97.78370144365856	388.3824582972627	25.6350930613883	26.551106291446914	-8.012367254810975	34.56347354625789	21.679614933567596	79.6338886594635	0.20183925081279228	3	asymmetric
45	G014.3196-00.1376	18	17	1.31	-	16	34	3.2	T		Y	C	4.3	245	10.38	9.78	0.54	I	3.848580995325257	1.0473278717969003	240.50573399406915	-4.494266005930854	301.91157337660775	1.0721235323386105	8.172013348330934	1.8042612761611483	7.400823364136255	2.247657871118682	nan	nan	65.30221624036426	-87.19798048785202	nan	nan	0.0	141.0	8.740354984771104	19.688312504230716	5.338062234239656	14.350250269991061	2.889947411117754	1.6239846618954807	0.0035868473943794963	0	missing
46	G014.4703-00.6427	18	19	10.6	-	16	40	27.0	T		Y		14.7	210	9.58	8.26	1.2	I	17.489856116030882	0.7355916017347445	223.39182146528162	13.391821465281623	29.91811123557713	1.064502253584562	26.75319305535284	2.548369139992914	30.846334764788416	1.9051032392682983	83.8245684665971	-106.36322959498555	46.89489049767354	-62.64038626481326	117.00243942279621	-125.60897714704565	-11.004171513834615	185.66770065969538	32.54500642382949	30.1874506180799	-2.4888840630868003	32.6763346811667	15.928199835468673	113.1568872805147	0.24078747668205666	3	
47	G014.5184+00.2255	18	16	5.05	-	16	13	11.9	T		N		9.9	10	9.85	8.8	0.95	I	7.429062787144172	1.2304838976342776	33.82818674383417	23.828186743834173	13.931678681349096	1.0938761750096655	12.878507257801035	1.4674574473387876	12.607931869037927	1.802824442793171	nan	-132.2901297930889	85.57681029655762	-46.92665497813232	nan	nan	0.0	141.0	8.736480943463105	22.141450183811802	5.084657889741855	17.056792294069947	10.413849002001895	0.21133067543207323	0.0005819717693744893	2	too small
48	G014.6202+00.8992	18	13	49.35	-	15	48	32.5	T		N	C	6.7	100	8.01	8.0	0.0	I	9.116692333460447	0.6826400018111446	88.45653176744591	-11.54346823255409	23.261699088957787	1.2141802318826813	18.977587355636654	0.6128483067097704	11.848486880763721	1.255504283119703	nan	-139.27205242368848	91.1665737629746	-60.71087668870103	nan	nan	0.0	141.0	15.712604999824427	39.10925118611404	9.859734890720434	29.249516295393605	6.348145151612547	0.598471533142603	0.0019293208033324366	2	too small
49	G014.6528-00.3700	18	18	32.06	-	16	23	3.8	T		N		6.1	230	10.93	9.59	1.22	I	6.052257366221026	0.43971914053491146	217.60448328018828	-12.395516719811724	14.049824622020658	1.1072039224481793	12.583367845453765	1.8356243325537944	9.283014429054345	1.0969117362678134	nan	nan	59.423794073805425	-85.19731490042423	nan	nan	0.0	141.0	3.7817918572253624	21.477931765585637	5.113932139821255	16.36399962576438	5.848602267145132	1.9168690886988435	0.004268123750496633	2	too small
50	G014.6719-00.4770	18	18	57.91	-	16	25	5.5	T		Y		7.2	120	9.47	8.76	0.64	H	4.735491932874851	0.34824671620265546	115.55921158877156	-4.440788411228439	44.25740523669247	1.0207922956972206	14.409736458375615	1.8812584498572906	9.555789727687056	1.8356370326676226	143.31485157023002	-119.58490228751133	84.43652784786204	-51.86102547430133	nan	nan	0.0	141.0	1.8188187647671124	20.979666884804473	7.862112634624598	13.117554250179875	7.667875404611341	-2.2602799804424385	-0.0040354596375869935	0	missing
51	G015.0749-00.6461	18	20	22.75	-	16	8	34.2	P08-S1		-		2.5	140	9.2	8.56	0.58	FH	5.182936347676597	1.837957138164755	153.83320367925896	13.833203679258958	7.751022622163477	0.965053642935414	4.871250536368691	1.5665797782033262	4.3119150554483765	2.0933983975460375	nan	nan	nan	nan	nan	nan	0.0	141.0	6.089950208520001	39.96670088692937	9.45406823154724	30.512632655382127	5.182936347676597	nan	nan	0	image has nans
52	G015.0812-00.6570	18	20	25.91	-	16	8	32.4	P08-S2		-		14.5	135	8.2	7.5	0.63	FH	43.28118815188795	0.20110902222742366	149.0214423594449	14.021442359444904	43.38238871211965	0.3401985725966805	43.18830248464996	0.3260170025658532	nan	nan	121.75147647817698	-176.84518434623203	121.75147647817698	-176.84518434623203	121.75147647817698	-176.84518434623203	0.0	141.0	50.855396078468345	345.1635691264579	86.00789100823701	259.1556781182209	43.28118815188795	nan	nan	0	image has nans
53	G015.1032-00.6489	18	20	26.71	-	16	7	9.1	P08-S3		-		6.07	150	9.29	8.18	1.01	FH	17.124980583004348	0.46380694372923836	140.93645254239706	-9.063547457602937	16.768332262933313	0.9902083633942974	17.046658470714227	0.7001959558164734	16.923202514228713	1.0391646589193202	138.12190039653086	-172.61773511013337	138.12190039653086	-172.61773511013337	138.12190039653086	-172.61773511013337	0.0	141.0	20.12185218503011	135.41204942241495	33.24537176553278	102.16667765688216	17.124980583004348	nan	nan	0	image has nans
54	G015.0813-00.6570	18	5	58.84	-	14	11	53.0	Pe12	HD165319	-	C	95.0	260	6.45	6.06	0.35	I	92.98843757556172	0.5108597561974335	276.338795693844	16.33879569384402	118.42536063698005	3.4805727642405775	137.7104472838592	14.042694594516414	164.27903892795698	14.778164880028084	84.78160017200656	-79.05678646794624	74.48566442491972	-17.105715723913363	133.93403056883022	-134.74121635285383	11.106718817693505	159.8334969815263	52.41488137825834	72.56294556616925	-56.58484294023495	129.1477885064042	98.33929684520017	35.79749673022284	0.12380116887122804	5	
55	G015.2253+00.3578	18	16	59.88	-	15	32	6.8	T		N	C	18.0	260	11.58	10.47	1.01	I	15.709408742930263	0.5630708722793027	256.4972778922672	-3.5027221077327795	33.035215523860046	0.743808548914912	31.860522823192884	0.0	25.95407069623289	2.0031169874414707	96.13316992883102	-90.07525664718904	56.22877115917811	-42.04282018338944	120.88108572259767	-122.22263006402451	1.4577595271977484	393.15100474092105	28.845666722232462	29.154357478749112	-3.6373386412776547	32.79169612002677	14.521469705173496	5.441230682259453	0.01745709221914077	4	STAR
