Seq	Name	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Ref	Alias	8um	Unc	R0	PA	Hmag	4.5mag	Ak	Env	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_p_841	th_m_841	th_p_210	th_m_210	th_g	dth_g	H_g	H_d	H_d_out	H_d_in	R0_g	Peak24	Contrast	Rating	Comment
170	G032.8748-00.4286	18	52	51.06	-	0	14	46.5	T		N		6.9	20	12.62	11.33	1.17	I	8.834961670744127	1.0356002231899886	12.50616849310363	-7.49383150689637	36.67366328137781	1.5889205716933397	18.66347705140586	1.01163649728426	17.78750892821537	2.3519319775202825	125.84479050540781	-125.08543536968855	87.721577950324	-32.78075648903359	125.84479050540781	-125.08543536968855	14.297646343317666	211.7755746966869	28.6995206994862	30.425616352963615	6.625780539496446	23.79983581346717	8.624771767232751	25.809447645538818	0.1013385630791357	2	too small
171	G032.9587-00.1244	18	51	55.01	-	0	1	58.4	T		N		1.9	35	11.77	11.0	0.69	FH	3.5831345404017294	1.2399329239524144	36.636560226923564	1.6365602269235637	3.281177456802382	0.9746706965898324	4.554084757851583	0.600668941370704	4.859824119192975	0.0	nan	nan	nan	-108.63729792999146	nan	nan	0.0	141.0	2.1506729381722898	1.915002644912044	-1.9522285001123905	3.8672311450244345	2.909377381536545	-0.12395790274	-0.00047477598259891134	1	way too small
172	G032.9702-00.2758	18	52	29.04	-	0	5	30.1	T		N		3.03	110	13.37	11.29	1.9	FH	6.904809770567544	1.1735377529277577	113.11882658733505	3.1188265873350502	6.8864431865344615	1.4563161964759168	6.782574236195474	1.1568776007290866	7.333666535383824	0.9430969177511647	122.36775531303584	nan	39.78101822305004	-89.97910629114645	nan	nan	0.0	141.0	16.138921047540205	33.010113230021915	12.191067169526216	20.819046060495694	7.962197756733663	0.9924767000995681	0.0040695964239548165	1	way too small
173	G032.9844-00.5468	18	53	28.08	-	0	12	9.4	T		N		3.6	40	12.25	11.6	0.58	I	8.179999286644838	2.2831603945156824	39.507730159895814	-0.4922698401041856	8.029569820916844	0.9061559865859175	10.269651808035807	0.036736181453687955	8.090461082344387	0.4432279838085337	nan	-81.75385101230654	98.83070303899245	-3.202915919217908	nan	nan	0.0	141.0	27.742607495162407	28.34292506597179	9.39295096478745	18.949974101184342	10.706327753028377	29.08274270634585	0.118011462720503	1	way too small
174	G033.1983-00.0107	18	51	57.07	+	0	13	55.9	T		N		11.5	15	14.71	10.51	3.84	FH	11.886400792079565	1.619144214188865	328.4799300257793	-46.52006997422069	24.01010358134455	1.051893429031806	32.850892615863806	2.0027728280935224	11.613799992483749	0.8607950273197433	101.39258443576732	-104.78501878091498	67.03233892291699	-35.155406300728714	122.1123208057792	-164.30010527413782	13.272356990547857	141.42959628300898	32.0715304962086	31.354838840321413	4.549452210169887	26.805386630151528	12.113404709746126	737.8367855937257	1.256442049747859	2	asymmetric
175	G033.4619+00.0732	18	52	8.07	+	0	30	18.2	T		Y		13.2	240	12.02	8.89	2.86	I	7.05240423426503	0.3503805546662293	254.74613991843256	14.746139918432561	14.666544596530647	0.8677225609442696	10.051338861652503	1.534702961984051	21.308956183820808	1.861148196250543	122.84268504952428	-106.53274366933368	79.5139661515567	-81.88629666539742	145.31676311804475	-126.69261674966766	8.131314948598055	1400.9693081875696	14.98149061757631	30.69139450721173	4.84503547350463	25.8463590337071	4.814148007218906	10.711342284584923	0.03430540847996985	3	
176	G033.8783+00.2033	18	52	26.04	+	0	56	5.8	T		N		14.0	155	12.83	11.18	1.5	I	16.380176224667213	0.5279701804965193	182.54625241619092	27.546252416190924	22.006513745447226	0.9314147319186307	18.208061483446276	0.7222101975673935	24.177984803716917	0.8489412887761476	141.7957634077357	-127.99567016276468	47.04472717868677	-74.17812631219999	142.97718139272058	-127.99567016276468	-2.971193229372391	202.37259890045428	30.36578388240025	28.992682388809566	-1.6942377401247555	30.68692012893432	16.86460830219213	3.920396478343406	0.015855533209914573	3	
177	G034.1278-00.0007	18	53	37.03	+	1	3	50.3	T		N	C	16.2	220	13.46	11.7	1.6	I	15.472693332357329	0.43701336954323367	238.36690223401655	18.36690223401655	27.281601741564653	0.857732117094708	20.37241918342482	1.2021923029355452	35.32078305128599	4.545129873098906	109.66296917105001	-83.11744360491338	44.6334908249616	-50.527377336204125	138.93772483038902	-121.07623701568008	6.903695608419524	149.5020624272032	36.76641390331824	30.11011650727	-0.4439744314438059	30.554090938713806	13.111294041131739	6.323885261802457	0.02523561398763594	3	
178	G034.3830-00.0360	18	54	12.08	+	1	16	29.9	T		N		8.0	225	14.19	11.47	2.48	I	5.823148410600922	0.0	203.4745859932054	-21.52541400679459	2.7945607253932643	0.4678357218018812	15.216317232155507	0.0	10.043987038767204	3.318871158499147	91.30027093546494	-126.90429963944977	91.30027093546494	-115.39197014052179	177.2919574321145	-126.90429963944977	-64.27644334241946	88.19687414847927	10.032117457759787	21.39031301013911	-1.9572004707469564	23.347513480886064	7.3823637310806305	-0.22806007825821348	-0.0009101713428483756	0	missing
179	G034.4337-00.0722	18	54	26.0	+	1	18	12.9	T		Y		5.8	250	13.26	8.99	3.91	I	5.04166735088089	1.2885087724325945	252.09354538514236	2.093545385142363	56.93656333458353	1.1737530162306602	9.576512004000017	1.6243352430671842	10.111278182998413	1.5388827355107162	nan	nan	98.94573906768625	-95.9002632708885	nan	nan	0.0	141.0	11.551986594712837	19.149653456596777	2.3441773136788697	16.805476142917907	7.690527039424016	3.448328372201626	0.01036442777427708	0	missing
180	G034.5203-00.4129	18	55	48.04	+	1	13	30.8	T		N		6.1	31	13.34	11.57	1.61	FH	7.478750968835305	0.9790473862593969	25.765755749505455	-5.234244250494545	42.58414403806796	1.3410027319196622	16.649687983873847	0.8817563950308712	8.916617567572802	1.357664684596444	123.94001439414745	-97.4762957548943	88.05660380527874	-42.45527115176327	nan	-124.66971078505702	0.0	141.0	26.969135954947866	29.475912489295347	5.4942285321272735	23.981683957168073	6.765705059518037	3.262341754705314	0.013831862385710625	3	
181	G034.5407+00.0597	18	54	9.06	+	1	27	32.3	T		N		4.1	265	16.22	12.18	3.7	I	7.2416503079970385	3.62837910785853	259.0403458132093	-5.959654186790715	3.498413847397924	0.6954003984991801	7.823360766388762	2.659955671548143	8.67081218993656	0.0	nan	nan	6.39996690608632	-2.265334968656532	nan	nan	0.0	141.0	9.916115011276249	1.2495729712667467	-6.849189534064354	8.0987625053311	11.822549476399217	0.7024205031598879	0.0027695742832892466	1	way too small
182	G034.5572-00.1338	18	54	52.08	+	1	23	7.4	T		N		10.8	15	13.78	10.36	3.13	I	10.277866053874664	1.9818036728302557	17.653794659804706	2.6537946598047064	123.83353666100464	1.6236708239948834	20.89676809740349	1.7123530205992326	31.851673388928635	0.3500495440728258	126.57401544363333	-109.4282274922935	90.34017500023437	-27.94369178937552	126.57401544363333	-164.9864840861042	21.61047264256073	152.14863380902565	38.82035437487041	44.0200351067341	11.35254134731381	32.66749375942029	12.64641008515853	11.67050672696041	0.04828743579871861	0	missing
183	G034.7527-00.2934	18	55	48.03	+	1	29	11.6	T		N		16.8	310	13.96	11.35	2.38	I	12.053489136403478	1.5615706519743648	307.50762506017753	-2.4923749398224686	45.434703703853	0.9112905317060443	27.48426857726017	2.2836641170535805	20.49405328993703	1.6045394760683354	96.19109913199134	-71.8989282092526	74.43699558239842	-37.29348855254858	154.89504963510626	-178.27412248721677	17.838197975070514	113.26597560086681	28.27466076668803	36.97597506618018	4.973265746559868	32.002709319620315	9.455630201130944	28.750944591867704	0.13382264430238547	3	
184	G034.7879-00.1134	18	55	13.07	+	1	36	0.0	T		N		10.1	70	13.64	10.86	2.54	I	18.525635288806992	0.30490939747414425	29.03851013454137	-40.96148986545863	28.768881504006185	0.956074459372055	29.672423842097032	0.5605684292206685	22.85416625252239	2.4780432610562975	90.6247121338863	-123.77950725846915	51.53757797098491	-24.680789227091054	174.05792357402453	-123.77950725846915	13.05281982831575	89.27358481564876	78.27542547786445	80.12045947934018	11.87636265566681	68.24409682367337	8.238544461135602	12.349262142911122	0.051600389140402894	2	too small
185	G034.8307-00.5197	18	56	45.01	+	1	27	9.2	T		N		15.2	290	13.94	11.61	2.13	I	13.500734803420265	0.4546041266056742	290.8629989930031	0.8629989930030888	44.129620595097904	0.9247118222422805	24.95153044247478	1.7722324642715817	37.87347703685825	7.172292757290303	97.38314427181126	-109.53377698375519	61.69564471051217	-58.6972107650127	160.0466500564429	-121.77511208598247	-2.7349663190670754	145.16269472716763	31.142129363081615	31.717657299707593	3.8416842016061885	27.875973098101404	11.168194614212922	17.14760254951422	0.07658786468763136	3	
186	G034.8716-00.0879	18	55	17.04	+	1	41	10.0	T		N		20.7	230	6.47	4.45	1.84	FB	18.820943981628876	0.5949685502038946	210.52850909969249	-19.471490900307515	35.38483725004467	0.643652823232304	51.458531691464984	9.40831708159344	26.358271523406426	1.4891858080075222	64.41914470940492	-98.21409263657625	43.04392233807482	-63.01019541011286	112.36592947759476	-152.86135192129558	-11.091414414894441	151.7338240970154	32.33203092056723	42.95681173030749	-3.815071917558555	46.77188364786605	18.447487639479515	70.59536679086767	0.2421611550472703	4	
187	G034.9306-00.1331	18	55	33.05	+	1	43	4.8	T		N		6.1	90	10.66	9.27	1.26	FB	15.196810848046958	1.7751646999529676	16.15475886113238	-73.84524113886762	14.321018223385046	1.009497985244632	16.565534376231472	1.545993550171895	15.836511879619305	1.5335995870864836	123.42205262313348	-93.9882111015117	57.02820883503463	-47.147780141409186	123.42205262313348	-142.93735106266234	11.320659062112268	186.9010745547707	38.81950570464364	44.002223592756955	9.849226350828005	34.15299724192895	23.166485604630928	10.447319653408103	0.042780168140675236	1	too small
188	G035.2498-00.1614	18	56	14.06	+	1	59	20.8	T		N		4.0	18	13.71	10.93	2.54	I	8.295790987368468	0.8957641909513661	358.2275902095966	-19.7724097904034	11.139830311954148	1.3068952786447012	10.730267122355393	0.7058907659996417	7.429872935829949	1.5330553196492476	nan	nan	117.0242101625492	-56.02593432208067	nan	nan	0.0	141.0	14.423335497264961	33.05200425407146	7.98079315495651	25.071211099114954	7.5840502387135125	0.16616083609872773	0.0006672929138202305	2	way too small
189	G035.2895-00.4783	18	57	26.06	+	1	52	47.3	T		N		11.1	110	8.01	5.94	1.89	I	15.259088434498986	0.4363397471679778	119.07112916601125	9.071129166011247	37.396574897542315	2.013761898870509	18.594779888642186	0.3705343285111621	18.557046131199677	0.6082361264610388	122.80446841631093	-64.90795609066313	42.854361376174836	-40.68247106614302	135.95332928990683	-175.4609453750221	16.630999729033526	134.746095012661	45.0774628760546	38.64838044229267	5.349353189517684	33.299027252774984	7.612191755508349	14.804928157247955	0.06568159844131151	3	
190	G035.3342-00.1143	18	56	13.07	+	2	5	8.5	T		N		3.8	241	11.3	9.83	1.34	I	4.483096327108484	2.4707031553051846	273.9803083914845	32.98030839148453	3.1630969516299023	1.3107883649105245	7.3297684296434955	1.8258042058962605	8.367387983303072	1.0206679073429048	nan	nan	19.05584027354172	-2.4991772787374487	nan	nan	0.0	141.0	10.697490047170193	1.2027176449306682	-3.8898906616110764	5.092608306541745	1.1277387148680296	-0.8870390031128172	-0.0035574232557006253	1	way too small
191	G035.3454+00.0083	18	55	48.08	+	4	9	5.8	T		N		11.5	257	12.96	10.89	1.89	I	34.13355200100598	0.3263069236950913	249.722100839333	-7.277899160667005	30.569284642506094	0.29133477835927024	nan	nan	nan	nan	178.2351208366054	-124.42482308139788	178.2351208366054	-21.973125510489126	178.2351208366054	-124.42482308139788	99.37945094243867	153.67159872850735	66.68197711702362	75.44090825373272	15.465451439649541	59.97545681408317	38.290002467383836	2.272768834421436	0.010768755875640473	0	missing
192	G035.5199-00.8758	18	59	16.08	+	1	54	11.6	T		N	C	22.2	25	13.58	11.57	1.83	I	25.806141472590447	0.34067441595115866	15.747482398323768	-9.252517601676232	42.028509886505496	1.0513715325770936	38.06102911194088	1.8143462360548184	46.60261625527063	2.9440463361290954	111.00655856386507	-94.88480905702784	64.14769706725822	-35.24397902869481	134.9451106683145	-121.39233830691995	9.45382225343994	240.27999741356751	74.33226557589418	0.5808620430135427	-25.624856679192714	26.205718722206257	27.027279329305284	-46.004389149699435	-0.1579945917451547	4	
193	G035.5959-00.0288	18	56	24.02	+	2	21	27.3	T		Y		10.7	235	13.5	11.13	2.16	FB	9.196960234829053	0.400451988718574	248.14424397841398	13.144243978413982	23.0458560209681	0.7999150269630765	15.462923900477152	2.5412267530412334	25.08380152250201	2.6700271362953054	127.32846638998726	-88.06198195054563	91.67422195464258	-50.11732827217796	136.67946302169028	-170.27579828060863	18.709377893387092	179.38835638938664	28.52104573801538	27.03627932657826	3.340870481399474	23.695408845178786	8.348920695456425	562.153528125753	0.8112580128595553	3	
194	G035.8210-00.4463	18	58	17.01	+	2	21	33.3	T		Y		6.1	30	13.5	11.89	1.47	I	5.792833518322341	0.5943470950806962	30.195847033610672	0.19584703361067213	93.37195869426587	1.3411738688233708	17.497233312313067	0.5516539953143328	11.086758998790103	0.9843976076418776	116.65869018347553	-135.82993346023136	71.894758956502	-53.79419737355448	nan	nan	0.0	141.0	12.847056684498884	23.362746141635263	5.876929142768638	17.485816998866625	3.8270534711176403	0.9013506975928731	0.0036991403880785563	3	
195	G036.0914-00.2843	18	58	13.01	+	2	40	54.4	T		N		3.8	220	11.09	10.48	0.55	I	6.604623213215677	3.215445538511468	229.54594869020346	9.54594869020346	9.962611518082856	1.8072166236211935	5.518797773768459	1.2095579010869124	7.6072183972746	1.3833591865571135	nan	nan	74.61023064988882	-65.5984073553966	nan	nan	0.0	141.0	9.566940365165168	22.53161000546937	0.9422209892123412	21.58938901625703	9.81903615689947	-0.07451163866404115	-0.00030508119776158544	1	way too small
196	G036.1893-00.1705	18	57	59.06	+	2	49	15.1	T		N		15.9	260	11.88	10.28	1.46	I	10.799109567339595	0.5427374217836052	267.6653755979529	7.665375597952902	33.61089829437541	0.9044372228960097	18.84542301957215	2.1651713650098565	23.579466755919686	2.227129875382272	120.60388642535565	-104.30406781489123	78.19837912661035	-68.80881635518045	131.8746277502697	-166.52092726606386	5.189666877006412	240.35105764770893	40.32814927724651	40.224152696648964	10.506430618761584	29.71772207788738	12.093593987277853	24.229509350369817	0.09283136680177927	3	
197	G036.2865+00.7233	18	54	59.0	+	3	18	54.9	T		Y		16.4	345	9.53	8.35	1.07	FB	16.903985357352703	0.18351874435114368	332.5695754211047	-12.430424578895327	35.0326571081088	0.9036677314870585	35.204679660875414	3.1367766148075664	30.23154529104394	2.3775365732540603	97.81680535211399	-116.1612726100519	49.921465081172755	-81.98029018149839	122.52944407065502	-120.93599181973576	-12.62702758704364	634.9384603329283	46.06901697013037	42.33761410400035	4.237354180651863	38.10025992334849	13.677363393998633	308.6609693097213	0.8850070695395005	4	
198	G036.3971+00.0455	18	57	36.01	+	3	6	15.6	T		N		6.4	110	14.31	11.77	2.32	FH	11.258442520996773	1.156049085256538	96.25033068024777	-13.749669319752229	19.198937465655604	1.074064761235361	15.533188524084188	1.1353349646040531	12.525353818607623	0.7253298611791476	130.77237330837838	-114.04641308995366	61.13680837341235	-41.97676481456314	nan	nan	0.0	141.0	34.16115453998309	11.747448695649908	-5.272930382827401	17.02037907847731	7.770313670407827	11.851676047915614	0.04574046790212638	2	too small
199	G037.1750-00.4461	19	0	46.07	+	3	34	17.8	T		N	C	20.9	140	12.72	10.38	2.14	I	27.255433001962487	0.9446104954519556	176.08465288726944	36.08465288726944	37.13411699147146	1.1297065810863693	29.820608509592983	2.3221454666192725	52.90905144471185	2.666132424683578	86.49387650281798	-80.94461223350089	34.6062654648228	-45.5610055777734	163.6774736207758	-174.35193419146634	-1.0148125662600829	124.37919367618427	40.96617620696072	40.85292220599239	-7.214960860709667	48.06788306670206	27.37508272796256	43.95928679349526	0.1855115564127034	3	
200	G037.2793-00.7766	19	2	8.09	+	3	30	47.3	T		N		9.3	260	9.2	8.67	0.47	I																										0	missing
201	G037.2933+00.6703	18	57	0.09	+	4	11	12.9	T		N		7.6	110	10.04	8.95	0.99	I	17.53487563728254	0.44475462019412826	154.71061725167297	44.71061725167297	19.736657211237844	0.9159881623932751	16.17722852285444	0.8991474674089175	20.76312584764282	1.4535693938982814	113.21739310841264	-103.10195372425432	54.44644070840968	-57.737356339838165	nan	nan	0.0	141.0	33.323275343334025	35.712752168630175	-2.576580592083694	38.28933276071387	16.12153991367624	20.537936548089764	0.08597956592229289	2	too small
202	G037.6235+00.3532	18	58	45.0	+	4	20	9.2	T		N		14.9	300	15.08	11.82	2.98	I	12.517399851464404	0.23995420751098262	297.26609815274804	-2.733901847251957	35.885803255014594	0.8353655264060503	35.38232835709817	10.319179326392836	26.72986617049947	2.7386223417586346	114.37129151103099	-86.99136016777061	69.9124769641428	-48.78459179863708	162.53680093218338	-176.85768679481453	15.10790654672115	149.3210158587537	26.146006161067344	23.363955474144554	0.6633530461533752	22.70060242799118	11.918880610327587	7.9187897615144465	0.03429315935366116	3	
203	G037.6443+00.3027	18	58	58.01	+	4	19	52.7	T		N		4.2	25	9.89	9.08	0.73	I																										0	missing
204	G037.6475-00.3821	19	1	25.0	+	4	1	15.7	T		N		4.1	248	14.91	11.51	3.11	I	4.202355464096298	1.5306773658272896	237.13007745631722	-10.869922543682776	55.06261454110629	1.1483625566091746	4.969190973603623	0.17771202471445946	6.067835991075229	1.7162158689731228	nan	nan	105.35406150414042	-80.21602440032748	nan	nan	0.0	141.0	2.762411724432376e-38	16.59928952629844	3.4533202559616694	13.145969270336769	6.870970471941013	0.03547806210476275	0.00015681650754633623	2	too small
205	G037.7584+00.1233	18	59	49.01	+	4	21	2.9	T		N		5.5	225	13.48	11.24	2.04	FH	4.958675178045498	1.4608616935134529	239.20577033540405	14.205770335404054	8.733693138860598	1.0995962926954634	6.699248637843647	2.025086338533992	9.715675802595815	2.2800368012125505	nan	nan	76.39060019326843	-95.79896530389212	nan	nan	0.0	141.0	9.529442268327623	16.53026953545797	1.3456730583061596	15.184596477151807	6.8521856067334665	0.5079298484868551	0.0021025060999765566	1	way too small
206	G037.9798-00.2701	19	1	37.07	+	4	22	3.9	T		N		8.1	355	14.82	12.09	2.49	I	5.733099695836074	0.6836433743916053	334.5735701980608	-20.426429801939207	18.52974377166178	0.8266721193494795	18.45833939417485	2.92021246797885	9.941970584045343	1.8097356438652552	145.8209876380447	-136.4024702768602	87.78169548607542	-88.62444556802615	160.90352372123803	-136.4024702768602	-6.412640800414823	333.82375638150717	13.347638378625884	31.74446045144039	10.125429512917329	21.61903093852306	5.778069798105631	0.6895813115842617	0.002873616222440712	3	
207	G038.0177-00.3971	19	2	9.0	+	4	20	45.9	T		Y	C	5.4	90	10.97	10.0	0.88	I	6.638068301989174	2.064102272434514	59.22785889927548	-30.772141100724518	13.426983436104312	1.2072896518960818	14.650817055100477	1.08442077143053	5.627822929163614	0.6607707708227989	135.46993471739935	-73.77157195860028	116.82104826650914	-68.7268822309043	135.46993471739935	-176.89855302327896	49.66939369175364	114.52298319079793	11.109411520828818	28.87500375237311	5.0292438713654235	23.845759881007687	4.1514120549745535	6.836120083892645	0.020362832721164136	3	
208	G038.1254+00.1293	19	0	28.0	+	4	40	47.8	T		N		6.5	265	12.7	10.86	1.68	I	9.08237797502209	5.508857009038488	260.9020750021624	-4.097924997837595	3.5634266273872393	1.1662176530110753	9.428317159315407	5.501197086803124	7.75866594722788	2.597652107141643	165.6567113611045	-176.47296580430782	6.772551231442492	-108.23173722526766	165.6567113611045	-176.47296580430782	-2.4202390835817154	409.4892460641895	13.115567169214776	33.11515169930252	-0.788093980557516	33.903245679860035	2.8438301505241013	1.3456415520791194	0.005717398630169467	2	too small
209	G038.1499+00.9112	18	57	43.0	+	5	3	32.3	T		N	C	24.0	305	7.89	7.22	0.6	I	17.105046061145018	0.8038479601583735	263.4023666222104	-41.59763337778958	24.424027697276244	0.881798945063762	35.47275387214595	2.750881316107683	21.324592158426164	1.7708294155592263	101.55964981956743	-115.16782025571658	73.60488607029896	-63.658022784326846	177.0519848168274	-140.00724218869664	-6.719074067739284	217.72433844103819	47.33961619155801	46.86113793632455	4.916974243886962	41.944163692437584	16.584280668252212	17.341969095646053	0.07877763616509488	3	
210	G038.2354+00.3249	18	59	58.04	+	4	52	1.9	T		N		2.5	50	12.46	10.77	1.54	I	5.597058872447292	0.5450483570819755	83.18301220964901	33.18301220964901	5.319313135655769	1.0244254796104488	5.845295852742097	1.889197193443881	5.5393699696296395	0.9121848254620963	121.29336463423735	-53.713809009119586	81.49238579377524	-10.900894746047967	149.55783359475575	-65.36052643790794	0.0	141.0	11.818323695445804	17.60426168782916	2.656216072475189	14.94804561535397	6.086626656911633	0.44911749599666556	0.0020594850530057077	1	way too small
211	G038.9414-00.7446	18	5	5.03	+	5	0	17.8	T		N		6.6	100	11.7	10.85	0.77	FB	13.485774710505947	0.0	122.32555643538721	22.325556435387213	8.238249165437953	1.4415980815100673	18.957293405265304	0.7296597912780627	17.959218060171366	0.676959281064784	29.890131011443742	-7.087549914483958	29.890131011443742	-7.087549914483958	29.890131011443742	-7.087549914483958	0.0	141.0	25.272483771460646	0.240067809591741	-13.368730478114694	13.608798287706435	7.010500964729364	-0.11278916295289927	-0.0007195349023880874	1	too small
212	G039.0925-00.6915	18	5	10.07	+	5	9	48.8	T		N		19.1	115	9.07	8.77	0.26	I	51.57513104274017	0.7870517202410335	169.79497043572715	54.79497043572715	55.60517326839669	1.8616840494536397	57.15904251255383	0.039686937026260694	38.82367483860894	15.090851318250253	127.87428618299467	-19.120086464133664	2.059358781727724	-14.870582113540948	127.87428618299467	-122.28078670959394	78.21742997757	131.1650082694744	116.97512244000413	20.85330975468971	-41.72610788654192	62.57941764123163	64.72360283798831	0.05448315828440282	0.00034743626108198645	1	a mess
213	G039.1574-00.0317	19	2	56.05	+	5	31	25.6	T		N		7.1	231	14.29	11.56	2.49	I	5.848988487670534	1.5039905822835764	159.0196441450505	-71.9803558549495	4.962172790704812	1.1132954707919753	6.9135847631230956	1.2036319304874792	11.242899668095745	2.098606225392918	nan	nan	71.39610330843607	-100.32225691643703	nan	nan	0.0	141.0	4.805601458510092	21.47629952571866	1.438024610256324	20.038274915462335	6.604648562883384	-0.22791499685701264	-0.0009989742474294592	2	too small
214	G039.2486-00.0647	19	3	13.07	+	5	35	23.0	T		Y		4.4	55	15.2	11.99	2.93	FB	9.775085049311752	0.8442455260455783	137.53302998461214	82.53302998461214	9.896078871633078	0.9024616083298338	11.314955629059453	1.044504649098046	8.16553719978484	1.3735711263496135	nan	-120.27409524841255	79.34495197772787	-39.96914877104539	nan	nan	0.0	141.0	28.094974849988954	28.274895720805752	4.1311042640212285	24.143791456784527	9.533918791094166	690.9341134159256	1.3213275360608598	3	
215	G039.4470-00.0674	19	3	36.02	+	5	45	53.4	T		N	C	11.6	265		11.84	-99.0	I	8.469930329861857	0.06791907994767321	265.98816903544196	0.9881690354419561	34.505551291039765	0.5708224925432102	20.234814931473853	2.195971221300738	16.77317339959991	1.4370359711946257	107.12999193955702	-115.33726376949059	73.55920614240921	-74.2978526214516	122.28283286814647	-126.18356507524666	-3.292166199352297	1312.9163213552713	31.759652806872356	32.99383486490938	9.36845198266564	23.62538288224374	9.921248769188226	4.994408362526917	0.024776457541976014	4	
216	G039.4551+00.5530	19	1	24.0	+	6	3	22.2	T		N	C	7.7	215	14.01	12.33	1.53	I	10.8111761671394	0.4315719214513003	185.00654342480388	-29.99345657519612	32.53611313938521	2.6901186941600552	21.95791357449722	0.46785663853456994	18.62430657048166	1.930038051860509	nan	-95.10907628736066	80.71577930138415	-55.22634037266391	nan	nan	0.0	141.0	21.927025727304734	27.822675155630346	4.556671019420939	23.266004136209407	9.42926652429738	16.09679169799041	0.08777777663098588	0	missing
217	G039.9449+00.6920	19	1	48.03	+	6	33	18.9	T		N	C	9.3	300	11.51	10.09	1.29	I	6.438116722725036	0.5906936604025566	297.16138116886435	-2.8386188311356477	41.10888175393168	1.1080873002412077	20.106151173115094	1.666993588623087	17.345965584930756	6.6198030352846695	99.81245614472618	-102.64330373285162	73.93391912162275	-64.72619365377224	nan	nan	0.0	141.0	13.16321454106011	33.257082729022315	12.049341962585265	21.20774076643705	4.586956185716452	0.33248388423980796	0.001699596272693084	3	
218	G040.1095-00.2757	19	5	34.02	+	6	15	28.4	T		N		6.3	31	10.7	10.12	0.52	I	7.5357449834002335	0.9512528709329447	33.63183993998552	2.631839939985518	12.9830287382203	0.8381977490145609	12.325507313467206	1.4013480460521521	11.60414594271403	2.118228907228929	105.54984014653266	-92.32163740299853	79.8741698921869	-46.49836644438062	nan	nan	0.0	141.0	21.18772034888484	21.697413065917743	2.960481810428277	18.736931255489466	7.116690146299214	3.2212521502473215	0.016549247662136793	3	
219	G040.2891+00.5257	19	3	1.02	+	6	46	40.4	T		Y		3.2	25	11.48	10.88	0.54	I	7.641313236660826	0.6873604185401245	52.349986527147315	27.349986527147315	8.57865442235367	1.0759759153070327	8.251826847911678	0.8000447034414251	7.842764098172894	1.1019934645452272	95.37001508637306	-89.35719349958333	48.15840300740591	-16.748627916669644	nan	nan	0.0	141.0	25.842835976958604	0.6658100530463322	-7.339198890401643	8.005008943447976	10.408602645026612	-1.7255329817553013	-0.008767121295469825	1	way too small
220	G040.4658+00.4468	19	3	38.01	+	6	54	21.6	T		N		3.3	350	13.07	12.26	0.73	I	5.142701672830376	1.8021044003659576	356.946069307327	6.9460693073269795	3.625016555158064	1.4841781862134387	7.195237253379009	1.7607533499641763	4.895695311414443	2.132525552223663	nan	nan	10.074372074054395	-2.317140981921739	nan	nan	0.0	141.0	16.490111606630634	22.384426108838795	-0.5714406510362959	22.955866759875093	9.555988398476726	0.27726021558382136	0.0015641888488371202	1	way too small
221	G041.0816-00.4178	19	7	52.07	+	7	3	20.9	T		N	C	14.3	125	14.84	12.49	2.14	I	21.59529276394573	1.0881469399547141	177.0327516257681	52.0327516257681	24.398788403926545	1.3169281965331305	24.477574399448308	1.3788345221994602	27.719753916178142	0.47956336492568163	130.21120804832495	-112.53563520865913	79.70658077212596	-40.584323809074064	130.21120804832495	-167.52150154140378	24.035256314894514	174.73430063248256	28.56201570740037	44.270394029007306	-5.746462064336228	50.016856093343534	24.070439018788722	5.2762031327659225	0.02701812267703559	3	
222	G041.1120-00.1753	19	7	4.0	+	7	11	39.8	T		Y		4.3	110	12.26	10.3	1.79	FB	7.235166760064625	0.7199572615595163	111.6520275467189	1.652027546718898	15.567924993744551	1.2818021684817682	8.606628172781658	1.220089085556927	10.702946899311986	1.3691479010457521	nan	nan	78.22609857093556	-106.42201276969438	nan	nan	0.0	141.0	15.388581597572317	30.895927106904022	2.913344508929371	27.982582597974652	6.08621035966487	20.382712707985718	0.052938562008373505	2	too small
223	G041.3677+00.0870	19	6	36.01	+	7	32	31.5	T		N		9.1	230	14.74	12.46	2.08	I	8.109020034724225	0.4367590836735138	225.84550727319785	-4.154492726802147	20.3314717755263	0.9584012908462457	15.814622514663617	1.6557934218047228	14.286597784808407	3.0740096666430947	75.46950486722625	-91.21842330267773	55.33682982045087	-60.368823847821034	136.6785284742252	-157.2198902657783	-10.328076822661917	164.85891237899804	10.51810471560239	21.308073665332948	1.9990961731234265	19.30897749220952	9.28482332343537	0.37106244468632804	0.0018990556024461936	3	
224	G041.5357+00.0349	19	7	5.1	+	7	40	2.2	T		N		4.1	220	11.91	10.55	1.24	FH	11.111598771549735	0.7744962333793061	287.68460046349287	67.68460046349287	11.10779362934108	0.7819025244026981	6.30826803707227	0.0	10.584616691455055	0.982918626204433	nan	nan	36.316899421828566	-115.68475853961343	nan	nan	0.0	141.0	34.46846898336966	48.59815242394437	15.880883344776729	32.71726907916764	20.312416397718373	41.79772808438497	0.16893046510185847	1	way too small
