Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
641	8.866573928414633	0.9143513352181739	88.15490830348627	-11.845091696513734	23.301105391305434	0.45389212508351356	16.539661336937144	3.590691571512122	13.658319612732896	1.294303706404095	72.28137581643381	-81.58891192054612	0.0	60.0	4.32806128515519
