Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
164	8.060421411213156	0.39062277455889843	216.1195272356866	-13.880472764313396	29.417203936145203	0.934995168482768	10.875391783645258	1.2089878216318408	9.84446712031587	1.349454106628611	80.98568075990028	-45.99645376766472	-6.8956397643540015	80.78747551391523	4.945912893103496
