Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
418	6.0229086000854455	0.7904352128425033	352.6879647153967	12.687964715396674	7.789942959864824	0.6697262727438932	7.467488136931137	2.3979196320600678	9.757977475318468	2.617996536110674	114.81628119361886	-119.78169541229167	0.0	60.0	2.9053924273245615
