Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
220	4.291742356766308	1.483132147967844	352.7501888525858	2.7501888525857794	2.263619773790865	0.8863909294600383	5.964813750142643	2.5136994902856133	4.9000772781201745	1.3250553711181452
