Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
441	19.28519668754423	0.9509298487610732	175.8487201500874	20.848720150087388	20.892093826014715	1.397498314611269	7.920677412664092	0.37080495308516315	11.107796398346776	2.5980582416432965
