Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
549	6.524569444202658	1.0880548807935364	226.04547745759055	-18.95452254240945	6.811469465893075	0.7920117397283218	8.069560818782886	1.955193744300364	6.711730969251601	1.7908901918758477	nan	nan	0.0	60.0	3.423789718417087
