Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
429	4.14018401800468	1.896941759084119	222.2834868224028	-37.71651317759719	25.254929491082837	1.2429833526297114	6.7691773396779515	1.5108134052475528	6.983251332822436	2.0906596412704364	90.25466388078172	-92.79899009654295	0.0	60.0	2.9269361442190935
