Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
592	6.874636200634091	1.8570054652168067	40.71844325981736	-4.281556740182637	44.674080298941455	1.2619692075716369	8.820558065281796	2.1420026765186737	7.713247918922353	1.779951605724263	105.4535424170596	-100.04434792237947	0.0	60.0	3.9596955644757923
