Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
230	14.712773134166442	3.199427717721291	271.28113933312187	21.28113933312187	18.750111620327605	0.384212151571089	24.676668097334492	3.428406280928165	38.48853022446353	5.154210910754566	109.26935603087964	-88.66423672244866	4.192319327808422	99.02801394299267	9.562096349474341
