Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
5	11.343144634780696	0.7676621162629612	93.20468784160127	-41.79531215839873	11.10319846562264	0.6603012406230394	18.60618272021936	5.02563886520297	11.703422876764215	0.8338664730387204
