Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
214	8.565180374267356	0.9566574598185662	11.681330971233976	-43.318669028766024	14.120537022721765	1.1356364752872492	10.62452957247733	1.5457805515186929	9.087717851899118	1.6717757412972274	126.49043991408132	-84.78118403848657	0.0	60.0	4.282590187133678
