Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
502	4.720999098401513	1.4390929435133593	108.31251041970603	-1.6874895802939704	2.1109513351676026	0.956347993805929	4.944973776731608	1.5938658359066373	5.294705326543032	1.8869865262128502	104.39643183777588	-85.48356189176393	0.0	141.0	6.308270733058568	2.410575739857655	21.41009426869033	0.31941263181200047
