Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g
231	4.81933003433282	0.8929161044183745	292.4823473486138	27.482347348613814	6.342950146261866	0.4972549967757275	9.442059299646912	2.5602622096235623	10.27984485661608	4.193620494678027	130.32012335677595	-131.75158892261885	4.66817302164216	784.9670591278326	4.475657156968922
