Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
655	5.908186876966951	0.9960120461466153	303.1904923408035	-1.8095076591965267	3.0356050480064103	1.1459784324895659	5.9915386352366395	1.2028408346228177	7.6877419677722925	1.582060078266573	103.68873189607507	-112.99354452429	0.0	141.0	7.405666213872738	3.4449917597949677	46.48491637598929	0.5086519693907375
