Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma	th_p	th_m	th_g	dth_g	H_g	R0_g	Peak24	Contrast
489	44.790571393273325	0.7037104793231267	86.46713691763735	51.46713691763735	49.72353318899787	1.7525721584151572	44.39023157527175	5.6339319333783155	58.91659210524072	7.364886076295807	50.15555456528159	-51.89763212799875	6.980810679874456	122.12061136297437	21.11009706370492	45.76452013857199	174.58840039988885	1.2787866269879467
