Seq	R0_fit	R0_sigma	pa_circ	delta_pa	Rc	Rc_sigma	R90p	R90p_sigma	R90n	R90n_sigma
216	9.98447840401567	1.0033537585503018	206.66147121164775	-8.33852878835225	26.390997613551708	1.4226226845605316	20.12548858868552	2.012939239704358	18.45176362636716	2.044562640137632
